I
1050 Generated by WorldEditor 2.1.0r1

1    249 1 0 LERI Alcantarilla Airbase
1302 city Murcia
111  37.95597894 -001.23230437
111  37.95615628 -001.23243962
111  37.95617019 -001.23240581
111  37.95620149 -001.23243080
111  37.95622351 -001.23245726
111  37.95621458 -001.23247663
111  37.95619549 -001.23251797
111  37.95641573 -001.23268262
111  37.95626302 -001.23301352
113  37.95604279 -001.23284887
110 2 0.00 153.0000 New Taxiway 84
111  37.95688537 -001.22993021
111  37.95684144 -001.23002772
111  37.95679728 -001.23012573
111  37.95663616 -001.23001548
113  37.95673237 -001.22981849
110 2 0.00 153.0000 New Taxiway 83
111  37.95731424 -001.22787211
111  37.95738611 -001.22772951
111  37.95771298 -001.22799559
113  37.95763996 -001.22814407
110 2 0.00 153.0000 New Taxiway 82
111  37.95618294 -001.22692832
111  37.95614469 -001.22689745
111  37.95619981 -001.22681576
111  37.95624786 -001.22674457
111  37.95628495 -001.22678573
111  37.95622931 -001.22687540
113  37.95622004 -001.22687099
110 2 0.00 153.0000 New Taxiway 81
111  37.95581550 -001.22629473
111  37.95587578 -001.22634471
111  37.95576450 -001.22655346
111  37.95576574 -001.22660620
111  37.95566845 -001.22652666
111  37.95567061 -001.22652259
111  37.95568916 -001.22651671
113  37.95570655 -001.22649907
110 2 0.00 153.0000 New Taxiway 80
111  37.95554754 -001.22642782
111  37.95535418 -001.22626974
111  37.95538779 -001.22620506
113  37.95558231 -001.22636314
110 2 0.00 153.0000 APN
111  37.95494780 -001.22710198
111  37.95499288 -001.22700704
111  37.95500737 -001.22702031
111  37.95524592 -001.22654764
111  37.95533659 -001.22636798
111  37.95722982 -001.22790542
111  37.95722627 -001.22791238
111  37.95720693 -001.22795034
111  37.95685069 -001.22864964
111  37.95567213 -001.22769109
111  37.95565475 -001.22772662
111  37.95552700 -001.22762272
113  37.95554438 -001.22758719
110 1 0.00 153.0000 New Taxiway 97
111  37.95659578 -001.23315860
111  37.95656873 -001.23313778
111  37.95658419 -001.23310225
112  37.95658419 -001.23310225  37.95660911 -001.23304467
112  37.95652237 -001.23303732  37.95650401 -001.23306183
111  37.95652237 -001.23303732
111  37.95646538 -001.23310838
111  37.95642384 -001.23319781
111  37.95625867 -001.23306673
111  37.95644992 -001.23264923
111  37.95621458 -001.23247663
111  37.95622351 -001.23245726
111  37.95620149 -001.23243080
111  37.95617019 -001.23240581
111  37.95604134 -001.23230034
111  37.95606498 -001.23225094
111  37.95625415 -001.23237795
111  37.95627084 -001.23234620
111  37.95643350 -001.23246890
111  37.95642481 -001.23249340
111  37.95671266 -001.23270779
111  37.95681748 -001.23246968
111  37.95683974 -001.23248556
111  37.95687034 -001.23242382
111  37.95688459 -001.23241377
111  37.95717808 -001.23177371
112  37.95716666 -001.23171443  37.95714331 -001.23169605
111  37.95716666 -001.23171443
111  37.95707657 -001.23164260
111  37.95708781 -001.23161812
111  37.95714829 -001.23148636
111  37.95723837 -001.23155818
112  37.95723837 -001.23155818  37.95726896 -001.23157656
111  37.95728248 -001.23154521
111  37.95766989 -001.23070114
112  37.95764478 -001.23061048  37.95759552 -001.23057741
111  37.95764478 -001.23061048
111  37.95684144 -001.23002772
111  37.95688537 -001.22993021
111  37.95673237 -001.22981849
111  37.95666309 -001.22977594
111  37.95662832 -001.22974595
111  37.95702661 -001.22898599
111  37.95704659 -001.22894787
111  37.95709706 -001.22885156
111  37.95707230 -001.22883126
111  37.95686636 -001.22866249
111  37.95685069 -001.22864964
111  37.95720693 -001.22795034
111  37.95722627 -001.22791238
111  37.95722982 -001.22790542
111  37.95533659 -001.22636798
111  37.95535058 -001.22633730
111  37.95520302 -001.22620528
112  37.95520302 -001.22620528  37.95516129 -001.22617441
111  37.95512304 -001.22612443
111  37.95481623 -001.22563542
111  37.95467402 -001.22541443
111  37.95440963 -001.22509182
112  37.95440963 -001.22509182  37.95415926 -001.22478954
111  37.95391090 -001.22501562
111  37.95192045 -001.22665966
111  37.95189823 -001.22661924
111  37.95389674 -001.22498143
112  37.95389674 -001.22498143  37.95411636 -001.22480249
112  37.95444732 -001.22506228  37.95471735 -001.22537538
111  37.95444732 -001.22506228
111  37.95469750 -001.22538936
111  37.95484239 -001.22560864
111  37.95514473 -001.22608395
112  37.95522586 -001.22617460  37.95527899 -001.22621870
111  37.95522586 -001.22617460
111  37.95534081 -001.22627138
111  37.95535418 -001.22626974
111  37.95554754 -001.22642782
111  37.95566845 -001.22652666
111  37.95576574 -001.22660620
111  37.95604014 -001.22682755
112  37.95619981 -001.22681576  37.95628868 -001.22675206
111  37.95619981 -001.22681576
111  37.95614469 -001.22689745
111  37.95618294 -001.22692832
111  37.95622004 -001.22687099
111  37.95622931 -001.22687540
112  37.95622931 -001.22687540  37.95620516 -001.22694768
111  37.95622931 -001.22697586
111  37.95652063 -001.22721737
111  37.95691045 -001.22754053
111  37.95695392 -001.22745723
111  37.95698544 -001.22748491
111  37.95701380 -001.22750623
111  37.95698483 -001.22756503
112  37.95698483 -001.22756503  37.95697014 -001.22759468
111  37.95698966 -001.22761281
111  37.95712597 -001.22772116
111  37.95718856 -001.22759768
111  37.95720922 -001.22761410
111  37.95714663 -001.22773759
111  37.95719926 -001.22777942
112  37.95729972 -001.22774512  37.95734029 -001.22767039
111  37.95729972 -001.22774512
111  37.95745523 -001.22744498
112  37.95748131 -001.22746948  37.95746586 -001.22751113
111  37.95750643 -001.22748295
111  37.95738611 -001.22772951
111  37.95731424 -001.22787211
111  37.95763996 -001.22814407
111  37.95771298 -001.22799559
111  37.95775255 -001.22802566
111  37.95785513 -001.22781691
112  37.95788411 -001.22784067  37.95787058 -001.22788845
111  37.95790922 -001.22786028
111  37.95774598 -001.22818982
112  37.95777399 -001.22825352  37.95781359 -001.22828538
111  37.95777399 -001.22825352
111  37.95801354 -001.22844219
112  37.95800002 -001.22846179  37.95797587 -001.22845199
111  37.95799616 -001.22849854
111  37.95774405 -001.22830130
112  37.95774405 -001.22830130  37.95770444 -001.22827803
111  37.95768030 -001.22830865
111  37.95763200 -001.22840421
112  37.95763200 -001.22840421  37.95753058 -001.22861247
111  37.95767721 -001.22875874
111  37.95776240 -001.22883298
111  37.95779717 -001.22881093
111  37.95797974 -001.22900327
111  37.95795848 -001.22910618
111  37.95797394 -001.22912088
111  37.95774308 -001.22963936
111  37.95779422 -001.22967577
111  37.95767360 -001.22994974
111  37.95764501 -001.23001467
111  37.95752608 -001.23028481
111  37.95751609 -001.23031042
111  37.95776047 -001.23049786
111  37.95845208 -001.22900694
112  37.95847912 -001.22901551  37.95846463 -001.22905839
113  37.95849361 -001.22903756
111  37.95754665 -001.22835022
111  37.95744469 -001.22827280
111  37.95723407 -001.22869222
111  37.95723809 -001.22873901
112  37.95741115 -001.22889129  37.95752452 -001.22898487
111  37.95762446 -001.22913290
111  37.95765599 -001.22916098
111  37.95771435 -001.22902996
112  37.95771435 -001.22902996  37.95775325 -001.22893298
111  37.95767880 -001.22884110
111  37.95765599 -001.22882068
112  37.95758824 -001.22837829  37.95771569 -001.22809670
111  37.95758824 -001.22837829
111  37.95768215 -001.22816731
113  37.95765197 -001.22814179
111  37.95793885 -001.22900522
111  37.95784696 -001.22893716
111  37.95772487 -001.22920515
113  37.95781610 -001.22926980
111  37.95745171 -001.22937229
111  37.95713643 -001.22915325
111  37.95708891 -001.22926056
113  37.95740535 -001.22947667
111  37.95723959 -001.22942815
111  37.95709007 -001.22932231
111  37.95705993 -001.22939287
113  37.95721062 -001.22949578
111  37.95719323 -001.22953694
111  37.95704370 -001.22943109
111  37.95699038 -001.22954870
113  37.95714107 -001.22965160
111  37.95712136 -001.22969424
111  37.95697184 -001.22958839
111  37.95691272 -001.22972658
113  37.95706341 -001.22982948
111  37.95737405 -001.22955311
111  37.95725698 -001.22946049
111  37.95711557 -001.22976774
113  37.95723496 -001.22985300
110 1 0.00 153.0000 rwy
111  37.95390780 -001.22589419
111  37.95429843 -001.22612351 102
111  37.95469375 -001.22644760 102
111  37.95494753 -001.22665566
112  37.95494753 -001.22665566  37.95507128 -001.22675491 102
111  37.95522340 -001.22654834
111  37.95524592 -001.22654764
111  37.95500737 -001.22702031
111  37.95499288 -001.22700704 102
111  37.95457796 -001.22667159
112  37.95457796 -001.22667159  37.95429629 -001.22644456 102
111  37.95404342 -001.22678208
111  37.95074341 -001.23593266
113  37.95036438 -001.23572393
110 5 0.00 153.0000 New Taxiway 95
111  37.95074341 -001.23593266
111  37.95057491 -001.23638218
111  37.95053765 -001.23648385
111  37.95052248 -001.23652525
111  37.95050881 -001.23656253
111  37.95047476 -001.23655491
111  37.95014828 -001.23636948
111  37.95032454 -001.23588179
113  37.95036438 -001.23572393
110 5 0.00 153.0000 New Taxiway 93
112  37.95594275 -001.23011399  37.95592949 -001.23018061
112  37.95582548 -001.23015615  37.95578662 -001.23010827
114  37.95585533 -001.23000626  37.95590745 -001.22998753
110 5 0.00 153.0000 New Taxiway 92
111  37.95604134 -001.23230034
112  37.95598029 -001.23226227  37.95594858 -001.23224745
111  37.95592020 -001.23228344
112  37.95573660 -001.23266447  37.95570989 -001.23271739
111  37.95576163 -001.23275338
112  37.95598864 -001.23291003  37.95601367 -001.23292484
111  37.95603370 -001.23292908
111  37.95601367 -001.23296930
112  37.95594524 -001.23293755  37.95591853 -001.23292061
111  37.95573660 -001.23277243
112  37.95571156 -001.23264754  37.95573994 -001.23257980
111  37.95588348 -001.23224322
112  37.95600199 -001.23220088  37.95605206 -001.23223898
113  37.95606498 -001.23225094
110 5 0.00 153.0000 GRAVEL
111  37.95565475 -001.22772662
112  37.95562871 -001.22783077  37.95562470 -001.22788157
111  37.95566279 -001.22795731
111  37.95563675 -001.22799288
111  37.95547106 -001.22783734
111  37.95538238 -001.22775409
111  37.95542244 -001.22768551
111  37.95550656 -001.22774647
112  37.95550656 -001.22774647  37.95554662 -001.22777442
112  37.95552700 -001.22762272  37.95545689 -001.22754651
113  37.95552700 -001.22762272
110 4 0.00 153.0000 New Taxiway 123
111  37.95661737 -001.22974380
111  37.95666785 -001.22977733
111  37.95591313 -001.23137157
112  37.95600199 -001.23220088  37.95624680 -001.23247960
111  37.95600199 -001.23220088
112  37.95600199 -001.23220088  37.95595192 -001.23216278
111  37.95588348 -001.23224322
112  37.95587110 -001.23203100  37.95582241 -001.23187576
111  37.95583493 -001.23152295
111  37.95582380 -001.23151590
111  37.95562721 -001.23193262
111  37.95405731 -001.23574428
112  37.95404201 -001.23571782  37.95405731 -001.23568607
111  37.95402810 -001.23571959
111  37.95559595 -001.23191059
113  37.95586970 -001.23136950
110 4 0.00 153.0000 New Taxiway 122
112  37.95547327 -001.22795121  37.95548937 -001.22790527
111  37.95547106 -001.22783734
111  37.95563675 -001.22799288
112  37.95548334 -001.22805500  37.95544711 -001.22814262
112  37.95219183 -001.23685252  37.95192945 -001.23750532
112  37.95132455 -001.23722591  37.95115230 -001.23711414
112  37.95064155 -001.23671026  37.95052738 -001.23660866
111  37.95052248 -001.23652525
111  37.95053765 -001.23648385
112  37.95066959 -001.23666454  37.95077040 -001.23674836
112  37.95133857 -001.23719542  37.95153286 -001.23732242
114  37.95215177 -001.23681949  37.95239013 -001.23620479
110 4 0.00 153.0000 New Taxiway 121
111  37.95563675 -001.22799288
111  37.95566279 -001.22795731
112  37.95562871 -001.22783077  37.95563271 -001.22777996
111  37.95565475 -001.22772662
112  37.95580914 -001.22809801  37.95595287 -001.22819797
112  37.95679787 -001.22880951  37.95687205 -001.22885655
111  37.95704659 -001.22894787
111  37.95702661 -001.22898599
112  37.95678512 -001.22884773  37.95669586 -001.22878746
114  37.95577321 -001.22811859  37.95568164 -001.22803038
110 3 0.00 153.0000 grass
112  37.95314945 -001.22978340  37.95313561 -001.22977463
112  37.95314945 -001.22960783  37.95317714 -001.22955516
112  37.95412895 -001.22692156  37.95414625 -001.22686889
112  37.95441276 -001.22686011  37.95450967 -001.22696107
111  37.95441276 -001.22686011
112  37.95441276 -001.22686011  37.95449523 -001.22692408
112  37.95552700 -001.22762272  37.95572577 -001.22778093
111  37.95552700 -001.22762272
112  37.95552700 -001.22762272  37.95559710 -001.22769892
112  37.95550656 -001.22774647  37.95546650 -001.22771853
111  37.95550656 -001.22774647
111  37.95542244 -001.22768551
111  37.95538238 -001.22775409
111  37.95547106 -001.22783734
111  37.95563675 -001.22799288
111  37.95566279 -001.22795731
112  37.95562871 -001.22783077  37.95563271 -001.22777996
111  37.95562871 -001.22783077
112  37.95562871 -001.22783077  37.95563271 -001.22777996
111  37.95565475 -001.22772662
111  37.95682040 -001.22870210
111  37.95685069 -001.22864964
111  37.95686636 -001.22866249
111  37.95707230 -001.22883126
111  37.95709706 -001.22885156
111  37.95704659 -001.22894787
111  37.95702661 -001.22898599
111  37.95662832 -001.22974595
111  37.95666309 -001.22977594
111  37.95673237 -001.22981849
111  37.95663616 -001.23001548
111  37.95679728 -001.23012573
112  37.95676031 -001.23020339  37.95675029 -001.23021609
112  37.95680838 -001.23042693  37.95681239 -001.23053870
112  37.95683642 -001.23076224  37.95688249 -001.23085623
112  37.95692255 -001.23094514  37.95693857 -001.23103913
112  37.95696060 -001.23111533  37.95697863 -001.23117376
112  37.95707678 -001.23124235  37.95710936 -001.23126198
111  37.95705440 -001.23141726
111  37.95699415 -001.23154776
111  37.95696204 -001.23161777
111  37.95692283 -001.23170326
111  37.95691053 -001.23173007
111  37.95688004 -001.23179359
111  37.95680718 -001.23194549
111  37.95677834 -001.23200950
112  37.95677834 -001.23200950  37.95676231 -001.23204760
112  37.95662811 -001.23202982  37.95660208 -001.23198156
112  37.95643383 -001.23198155  37.95639777 -001.23202220
111  37.95627084 -001.23234620
111  37.95625415 -001.23237795
111  37.95606498 -001.23225094
112  37.95600199 -001.23220088  37.95595192 -001.23216278
111  37.95588348 -001.23224322
112  37.95571156 -001.23264754  37.95568319 -001.23271528
111  37.95573660 -001.23277243
112  37.95594524 -001.23293755  37.95597195 -001.23295448
111  37.95594524 -001.23293755
111  37.95584818 -001.23308137
112  37.95566791 -001.23288831  37.95562185 -001.23284259
112  37.95560983 -001.23256824  37.95565590 -001.23241583
112  37.95573802 -001.23224309  37.95575805 -001.23218467
112  37.95573802 -001.23200177  37.95570397 -001.23184682
112  37.95568394 -001.23157756  37.95563386 -001.23150389
112  37.95543557 -001.23133624  37.95537148 -001.23126512
112  37.95526131 -001.23104920  37.95517318 -001.23098824
112  37.95470249 -001.23069866  37.95463038 -001.23066056
112  37.95455627 -001.23079011  37.95452823 -001.23087139
112  37.95231096 -001.23683560  37.95229894 -001.23686862
112  37.95211467 -001.23728520  37.95211467 -001.23736394
112  37.95201052 -001.23750110  37.95192639 -001.23748078
112  37.95138760 -001.23732075  37.95123137 -001.23722423
112  37.95059643 -001.23671367  37.95053233 -001.23668319
112  37.95048426 -001.23659937  37.95047425 -001.23656889
111  37.95047225 -001.23655365
111  37.95050429 -001.23655873
111  37.95057640 -001.23638093
112  37.95068656 -001.23657905  37.95076267 -001.23664763
112  37.95148720 -001.23718596  37.95166372 -001.23725619
111  37.95186446 -001.23715524
111  37.95204098 -001.23667242
112  37.95423878 -001.23067231  37.95426647 -001.23054941
114  37.95414533 -001.23046163  37.95403111 -001.23039140
130 Airport Boundary by Major Tom
111  37.94900874 -001.23629754
111  37.94939331 -001.23471257
111  37.94969575 -001.23101939
111  37.94970176 -001.23035136
111  37.94973181 -001.23026246
111  37.94977187 -001.23022690
111  37.95085546 -001.22959696
111  37.95192705 -001.22670889
111  37.95188498 -001.22660983
111  37.95411227 -001.22479109
111  37.95416234 -001.22478855
111  37.95529802 -001.22574111
111  37.95550032 -001.22533214
111  37.95650780 -001.22618057
111  37.95683200 -001.22567507
111  37.95687651 -001.22569977
111  37.95805490 -001.22389519
111  37.96015866 -001.22561088
111  37.95407865 -001.23872822
111  37.95233368 -001.23850144
113  37.95136745 -001.23849778
120 Hold
111  37.95469375 -001.22644760 4
115  37.95458183 -001.22667662
120 Linear Feature 106
111  37.95602131 -001.23252729 51
111  37.95596076 -001.23248341 51
111  37.95599536 -001.23240662 51
113  37.95605591 -001.23245050 51
120 Linear Feature 105
112  37.95608680 -001.23252039  37.95605318 -001.23259424 58
112  37.95593551 -001.23252039  37.95590189 -001.23244654 58
114  37.95601116 -001.23235422  37.95607840 -001.23235422 58
120 Linear Feature 106
111  37.95592231 -001.23274372 51
111  37.95586176 -001.23269984 51
111  37.95589636 -001.23262304 51
113  37.95595691 -001.23266693 51
120 Linear Feature 105
112  37.95598779 -001.23273681  37.95595417 -001.23281067 58
112  37.95583650 -001.23273681  37.95580288 -001.23266296 58
114  37.95591215 -001.23257064  37.95597939 -001.23257064 58
120 Heli
112  37.95541645 -001.22655557  37.95541619 -001.22663056 1
112  37.95530093 -001.22663928  37.95524985 -001.22660150 1
114  37.95530152 -001.22647055  37.95535287 -001.22643334 1
120 Linear Feature 120
112  37.95747130 -001.23012907  37.95740770 -001.23008620 1
111  37.95745117 -001.22998513 1
111  37.95760257 -001.22965541 1
111  37.95761618 -001.22962577
112  37.95761618 -001.22962577  37.95764033 -001.22956963 1
111  37.95762745 -001.22951246 1
111  37.95759043 -001.22929399
112  37.95759043 -001.22929399  37.95757755 -001.22922967 1
111  37.95749464 -001.22912554 1
115  37.95739885 -001.22902549
120 Linear Feature 119
111  37.95772405 -001.23024852 1
111  37.95747210 -001.23006782
112  37.95747210 -001.23006782  37.95743266 -001.23003821 1
115  37.95745117 -001.22998513
120 Linear Feature 119
111  37.95787538 -001.22992183 1
111  37.95762343 -001.22974113
112  37.95762343 -001.22974113  37.95758399 -001.22971153 1
115  37.95760257 -001.22965541
120 Linear Feature 103
111  37.95464683 -001.22657785 1
111  37.95511778 -001.22696631
112  37.95511778 -001.22696631  37.95518954 -001.22702654 1
112  37.95535346 -001.22734776  37.95558786 -001.22753251
111  37.95535346 -001.22734776 1
111  37.95550756 -001.22747248 1
111  37.95568942 -001.22761967 1
111  37.95587906 -001.22777315 1
111  37.95606514 -001.22792376 1
111  37.95624416 -001.22806866 1
111  37.95642531 -001.22821526 1
111  37.95660715 -001.22836244 1
111  37.95666305 -001.22840769 1
111  37.95677006 -001.22849429
112  37.95677006 -001.22849429  37.95685630 -001.22855604 1
111  37.95691472 -001.22844720 1
111  37.95701483 -001.22824636 1
111  37.95706606 -001.22814359
112  37.95706606 -001.22814359  37.95712209 -001.22802108 1
111  37.95702259 -001.22794635 1
111  37.95692618 -001.22786812 1
111  37.95686822 -001.22782109 1
111  37.95669080 -001.22767712 1
111  37.95650984 -001.22753029 1
111  37.95632960 -001.22738403 1
111  37.95614440 -001.22723376 1
111  37.95595494 -001.22708002 1
111  37.95577611 -001.22693492 1
111  37.95566836 -001.22684748
112  37.95566836 -001.22684748  37.95548966 -001.22670048 1
116  37.95511778 -001.22696631  37.95495647 -001.22683768
120 Linear Feature 102
111  37.95372867 -001.22705851 1
111  37.95382526 -001.22678656
112  37.95382526 -001.22678656  37.95386365 -001.22668072 1
116  37.95462320 -001.22655626  37.95501377 -001.22687590
120 Linear Feature 101
111  37.95093937 -001.23452753 1
115  37.95082185 -001.23446016
120 Linear Feature 101
111  37.95118648 -001.23466942 1
115  37.95106896 -001.23460205
120 Linear Feature 108
111  37.95573857 -001.22720126 1
111  37.95573731 -001.22720023 1
115  37.95573604 -001.22719919
120 Linear Feature 107
111  37.95550756 -001.22747248 1
112  37.95562162 -001.22742968  37.95566316 -001.22734883
111  37.95562162 -001.22742968 1
111  37.95573731 -001.22720023 1
111  37.95578776 -001.22710015
112  37.95578776 -001.22710015  37.95583413 -001.22700460 1
115  37.95577611 -001.22693492
120 Linear Feature 108
111  37.95592036 -001.22735012 1
111  37.95591909 -001.22734909 1
115  37.95591783 -001.22734805
120 Linear Feature 107
111  37.95568942 -001.22761967 1
112  37.95580340 -001.22757856  37.95584494 -001.22749771
111  37.95580340 -001.22757856 1
111  37.95591909 -001.22734909 1
111  37.95596954 -001.22724902
112  37.95596954 -001.22724902  37.95601591 -001.22715347 1
115  37.95595494 -001.22708002
120 Linear Feature 108
111  37.95610888 -001.22750450 1
111  37.95610762 -001.22750347 1
115  37.95610636 -001.22750243
120 Linear Feature 107
111  37.95587906 -001.22777315 1
112  37.95599257 -001.22773169  37.95603410 -001.22765084
111  37.95599257 -001.22773169 1
111  37.95610762 -001.22750347 1
111  37.95615871 -001.22740215
112  37.95615871 -001.22740215  37.95620507 -001.22730660 1
115  37.95614440 -001.22723376
120 Linear Feature 108
111  37.95629209 -001.22765453 1
111  37.95629083 -001.22765349 1
115  37.95628957 -001.22765246
120 Linear Feature 107
111  37.95606514 -001.22792376 1
112  37.95617636 -001.22788057  37.95621790 -001.22779971
111  37.95617636 -001.22788057 1
111  37.95629083 -001.22765349 1
111  37.95634250 -001.22755103
112  37.95634250 -001.22755103  37.95638887 -001.22745548 1
115  37.95632960 -001.22738403
120 Linear Feature 108
111  37.95647202 -001.22780187 1
111  37.95647076 -001.22780083 1
115  37.95646949 -001.22779980
120 Linear Feature 107
111  37.95624416 -001.22806866 1
112  37.95635680 -001.22802689  37.95639834 -001.22794604
111  37.95635680 -001.22802689 1
111  37.95647076 -001.22780083 1
111  37.95652294 -001.22769735
112  37.95652294 -001.22769735  37.95656931 -001.22760180 1
115  37.95650984 -001.22753029
120 Linear Feature 108
111  37.95665117 -001.22794857 1
111  37.95664990 -001.22794753 1
115  37.95664864 -001.22794650
120 Linear Feature 107
111  37.95642531 -001.22821526 1
112  37.95653657 -001.22817237  37.95657811 -001.22809151
111  37.95653657 -001.22817237 1
111  37.95664990 -001.22794753 1
111  37.95670271 -001.22784283
112  37.95670271 -001.22784283  37.95674908 -001.22774727 1
115  37.95669080 -001.22767712
120 Linear Feature 108
111  37.95701610 -001.22824740 1
111  37.95701483 -001.22824636 1
115  37.95701357 -001.22824533
120 Linear Feature 108
111  37.95688595 -001.22814082 1
111  37.95688468 -001.22813979 1
115  37.95688342 -001.22813875
120 Linear Feature 107
111  37.95666305 -001.22840769 1
112  37.95677135 -001.22836463  37.95681288 -001.22828378
111  37.95677135 -001.22836463 1
111  37.95688468 -001.22813979 1
111  37.95693749 -001.22803509
112  37.95693749 -001.22803509  37.95698385 -001.22793954 1
115  37.95692618 -001.22786812
120 Linear Feature 108
111  37.95683092 -001.22809576 1
111  37.95682966 -001.22809473 1
115  37.95682840 -001.22809369
120 Linear Feature 107
111  37.95660715 -001.22836244 1
112  37.95671634 -001.22831954  37.95675788 -001.22823869
111  37.95671634 -001.22831954 1
111  37.95682966 -001.22809473 1
111  37.95688248 -001.22799000
112  37.95688248 -001.22799000  37.95692885 -001.22789445 1
115  37.95686822 -001.22782109
120 Linear Feature 118
111  37.95643373 -001.23205508 20
115  37.95643490 -001.23212056
120 Linear Feature 118
111  37.95645536 -001.23207098 20
115  37.95645652 -001.23213646
120 Linear Feature 118
111  37.95648252 -001.23209094 20
115  37.95648369 -001.23215642
120 Linear Feature 118
111  37.95650588 -001.23210812 20
115  37.95650705 -001.23217359
120 Linear Feature 118
111  37.95652756 -001.23212405 20
115  37.95652873 -001.23218953
120 Linear Feature 118
111  37.95655600 -001.23214496 20
115  37.95655717 -001.23221044
120 Linear Feature 118
111  37.95657771 -001.23216091 20
115  37.95657887 -001.23222639
120 Linear Feature 118
111  37.95659892 -001.23217651 20
115  37.95660009 -001.23224199
120 Linear Feature 118
111  37.95662481 -001.23219554 20
115  37.95662597 -001.23226102
120 Linear Feature 118
111  37.95664948 -001.23221367 20
115  37.95665064 -001.23227915
120 Linear Feature 118
111  37.95667327 -001.23223116 20
115  37.95667444 -001.23229664
120 Linear Feature 118
111  37.95669866 -001.23224983 20
115  37.95669983 -001.23231531
120 Linear Feature 118
111  37.95671910 -001.23226485 20
115  37.95672026 -001.23233032
120 Linear Feature 118
111  37.95674754 -001.23228575 20
115  37.95674715 -001.23235074
120 Linear Feature 118
111  37.95677302 -001.23230448 20
115  37.95677224 -001.23236898
120 Linear Feature 118
111  37.95679432 -001.23232014 20
115  37.95679471 -001.23238562
120 Linear Feature 118
111  37.95682316 -001.23234134 20
115  37.95681928 -001.23240682
120 Linear Feature 117
111  37.95800002 -001.22846179 20
115  37.95772059 -001.22824129
120 Linear Feature 116
111  37.95768030 -001.22830865 20
111  37.95763200 -001.22840421
112  37.95763200 -001.22840421  37.95753058 -001.22861247 20
111  37.95767721 -001.22875874 22
111  37.95776240 -001.22883298 22
112  37.95778523 -001.22903152  37.95773287 -001.22915824
111  37.95778523 -001.22903152 22
111  37.95772780 -001.22915846
112  37.95772780 -001.22915846  37.95770636 -001.22919329 22
115  37.95771530 -001.22921393
120 Linear Feature 116
111  37.95787598 -001.22783285 20
111  37.95760922 -001.22839395
112  37.95760922 -001.22839395  37.95749337 -001.22864991 20
111  37.95766964 -001.22879511 22
111  37.95769440 -001.22881728 22
112  37.95774714 -001.22904406  37.95768924 -001.22919499
111  37.95774714 -001.22904406 22
115  37.95768369 -001.22919037
120 Linear Feature 116
111  37.95785513 -001.22781691 20
111  37.95758824 -001.22837829
112  37.95758824 -001.22837829  37.95746079 -001.22865989 20
111  37.95765599 -001.22882068 20
111  37.95767880 -001.22884110 20
112  37.95771435 -001.22902996  37.95767544 -001.22912695
111  37.95771435 -001.22902996 20
115  37.95765599 -001.22916098
120 Linear Feature 115
111  37.95714805 -001.22867934 21
111  37.95723352 -001.22875057 21
111  37.95740159 -001.22890247
112  37.95740159 -001.22890247  37.95753296 -001.22901641 21
111  37.95761796 -001.22914136 21
111  37.95768369 -001.22919037 21
111  37.95771530 -001.22921393 21
115  37.95787103 -001.22933002
120 Linear Feature 114
111  37.95701380 -001.22750623 20
111  37.95698483 -001.22756503
112  37.95698483 -001.22756503  37.95697014 -001.22759468 20
115  37.95698966 -001.22761281
120 Linear Feature 113
