I
1050 Generated by WorldEditor 2.1.0r1

1     20 1 0 EPMB Malbork
1302 city Malbork
111  54.03001450  019.13402167
111  54.03000302  019.13403584 102
111  54.02989164  019.13389393
111  54.02977682  019.13374765 102
111  54.02964068  019.13357421 102
111  54.02952427  019.13342591 102
111  54.02949697  019.13318192
111  54.02945833  019.13283659 102
111  54.02932626  019.13165631
111  54.02928660  019.13130184 102
111  54.02906052  019.12928135 102
111  54.02899960  019.12868688
111  54.02896412  019.12834060 102
111  54.02893305  019.12803746
111  54.02885465  019.12727231
111  54.02885465  019.12727231
111  54.02886271  019.12726907 102
111  54.02886171  019.12723292 102
111  54.02887172  019.12718446 102
111  54.02890795  019.12713542 102
111  54.02922192  019.12704405 102
111  54.02929837  019.12688567
111  54.02920875  019.12604102
111  54.02894023  019.12611670
111  54.02876627  019.12640985
111  54.02869304  019.12569524
111  54.02891571  019.12591397
111  54.02918745  019.12584023
111  54.02904206  019.12446991
111  54.02895628  019.12436123 102
111  54.02865155  019.12445732 102
111  54.02863231  019.12445368 102
111  54.02860930  019.12444933 102
111  54.02857866  019.12441403 102
111  54.02855817  019.12436721 102
111  54.02855318  019.12433319
111  54.02854703  019.12433234
111  54.02848501  019.12372304
111  54.02852582  019.12371089 102
111  54.02856391  019.12369956 102
111  54.02897588  019.12357700 102
111  54.02888885  019.12272187 102
111  54.02908584  019.12266778 102
111  54.02905667  019.12235205
111  54.02903668  019.12213563 102
111  54.02897646  019.12148386
111  54.02896354  019.12148756
111  54.02895005  019.12149142 102
111  54.02856845  019.12160068
111  54.02827749  019.12168399
111  54.02806634  019.11960936 102
111  54.02792485  019.11821914
111  54.02789347  019.11791079 102
111  54.02777211  019.11671838
113  54.02773329  019.11633697 102
111  54.02473700  019.11756341
111  54.02475494  019.11755691
111  54.02500009  019.11699614
111  54.02699500  019.11633622
111  54.02702641  019.11633361
111  54.02754506  019.11691659
111  54.02762090  019.11702745
111  54.02768679  019.11715787
111  54.02771437  019.11722960
111  54.02773429  019.11729351
111  54.02774808  019.11737176
111  54.02784077  019.11830297
111  54.02780783  019.11831080 102
111  54.02786261  019.11885696
111  54.02786695  019.11890028 102
111  54.02813253  019.12154837
111  54.02814932  019.12171580 102
111  54.02832042  019.12342193 102
111  54.02831595  019.12342628 102
111  54.02831787  019.12348388 102
111  54.02830638  019.12356539 102
111  54.02828531  019.12366104 102
111  54.02825084  019.12375668 102
111  54.02821189  019.12383711 102
111  54.02817423  019.12388928 102
111  54.02813528  019.12393928 102
111  54.02806378  019.12398927 102
111  54.02621181  019.12453704 102
111  54.02595829  019.12461203 102
111  54.02590594  019.12460442 102
111  54.02581401  019.12457290 102
111  54.02575017  019.12452508 102
111  54.02566718  019.12444357 102
111  54.02560525  019.12432076 102
111  54.02555801  019.12419035 102
111  54.02550821  019.12400559
113  54.02546671  019.12401103
111  54.03076114  019.14512877
111  54.03075562  019.14513441
111  54.03076003  019.14519639
111  54.03075231  019.14533537
111  54.03073135  019.14545370
111  54.03069715  019.14557015
111  54.03065964  019.14564152
111  54.03057580  019.14576360
111  54.03055374  019.14571664 102
111  54.03049086  019.14577111 102
111  54.03041805  019.14580868 102
111  54.02869253  019.14637579 102
111  54.02848086  019.14644536
111  54.02848617  019.14650470
111  54.02843745  019.14650939
111  54.02834644  019.14650157
111  54.02825175  019.14645618
111  54.02818740  019.14640453
111  54.02811753  019.14631220
111  54.02805226  019.14620264
111  54.02799985  019.14609622
111  54.02796768  019.14599605
111  54.02795940  019.14599605
111  54.02564039  019.12554928
111  54.02565124  019.12554384
111  54.02570359  019.12516129
111  54.02575850  019.12503305
111  54.02584724  019.12489720
111  54.02593215  019.12479830
111  54.02596534  019.12477113
111  54.02807530  019.12413424
111  54.02815191  019.12413641
111  54.02825086  019.12418098
111  54.02831790  019.12424727
111  54.02838493  019.12435161
111  54.02845197  019.12450704
111  54.02848069  019.12458964
111  54.02902434  019.12979765
111  54.02898447  019.12981119
111  54.02908522  019.13076713
113  54.02914106  019.13085473
111  54.02809988  019.14722603
111  54.02814188  019.14721092
111  54.02823331  019.14803969
111  54.02824254  019.14803473
111  54.02823504  019.14775407
111  54.02827494  019.14774139
111  54.02823756  019.14740557
111  54.02819765  019.14741825
111  54.02816035  019.14720835
111  54.02815427  019.14720647 102
111  54.02836648  019.14669390 102
111  54.02871472  019.14657848 102
111  54.03066860  019.14593089 102
111  54.03078581  019.14622697
111  54.03081416  019.14623349
111  54.03013458  019.15127771
111  54.02985041  019.15324930
111  54.02982283  019.15323887 102
111  54.02978989  019.15338364 102
111  54.02976001  019.15348929 102
111  54.02970638  019.15361841 102
111  54.02965429  019.15372406 102
111  54.02960296  019.15379449 102
111  54.02953784  019.15384666 102
111  54.02948421  019.15387927 102
111  54.02933942  019.15393796 102
111  54.02926817  019.15394578 102
111  54.02918467  019.15393144 102
111  54.02913028  019.15390274 102
111  54.02904677  019.15383883 102
111  54.02896403  019.15373058 102
111  54.02889738  019.15360276 102
111  54.02885908  019.15347234 102
111  54.02883380  019.15335626
113  54.02879396  019.15337191
110 2 0.00 153.0000 New Taxiway 28
111  54.02813128  019.13521431
111  54.02797648  019.13529376
111  54.02791523  019.13532519
111  54.02806774  019.13563891
111  54.02825201  019.13551991
113  54.02816482  019.13529921
110 2 0.00 153.0000 New Taxiway 27
111  54.02918501  019.13479599
111  54.02900218  019.13487680
111  54.02904586  019.13515401
113  54.02922340  019.13507546
110 2 0.00 153.0000 New Taxiway 26
111  54.02984772  019.13744473
111  54.02984414  019.13745211
111  54.02983771  019.13749280
111  54.02982484  019.13753819
111  54.02980186  019.13757732
111  54.02960420  019.13765088
111  54.02957479  019.13763836
111  54.02955272  019.13762271
111  54.02953525  019.13758514
111  54.02950676  019.13747402
111  54.02950308  019.13742394
111  54.02951043  019.13734881
111  54.02947366  019.13733942
111  54.02946447  019.13742707
111  54.02945344  019.13746463
111  54.02942310  019.13750219
111  54.02930635  019.13756480
111  54.02933484  019.13779644
111  54.02937529  019.13780426
111  54.02942770  019.13778861
111  54.02949021  019.13784026
111  54.02960604  019.13778861
111  54.02966304  019.13770566
111  54.02980002  019.13765244
111  54.02983771  019.13766966
111  54.02985977  019.13769470
111  54.02987540  019.13773070
113  54.02987976  019.13772793
110 2 0.00 153.0000 New Taxiway 25
111  54.03003168  019.13915028
111  54.02963086  019.13929584
111  54.02964098  019.13936783
113  54.03004180  019.13922541
110 2 0.00 153.0000 New Taxiway 29
111  54.02550605  019.12398643
111  54.02551817  019.12398074
111  54.02551115  019.12371082
111  54.02555194  019.12369937
111  54.02551279  019.12334837
111  54.02547199  019.12335982
111  54.02541693  019.12308375
113  54.02540480  019.12308944
110 2 0.00 153.0000 New Taxiway 29
111  54.02488804  019.12327199
111  54.02487591  019.12327762
111  54.02488342  019.12355094
111  54.02484261  019.12356220
111  54.02488122  019.12391338
111  54.02492204  019.12390211
111  54.02497720  019.12417817
113  54.02498996  019.12417179
110 2 0.00 153.0000 New Taxiway 29
111  54.02761145  019.14731604
111  54.02759528  019.14732436
111  54.02760300  019.14759668
111  54.02756218  019.14760795
111  54.02760079  019.14795914
111  54.02764161  019.14794787
111  54.02769677  019.14822395
113  54.02771355  019.14821740
110 2 0.00 153.0000 New Taxiway 20
111  54.03087908  019.14255153
111  54.03084847  019.14250702
111  54.03084702  019.14253654
111  54.03074117  019.14281730
111  54.03072794  019.14289167
111  54.03072264  019.14295478
111  54.03073058  019.14300887
111  54.03075463  019.14306659
111  54.03079148  019.14311480
111  54.03084178  019.14314185
111  54.03087355  019.14314411
111  54.03091724  019.14313058
111  54.03095298  019.14310354
111  54.03098211  019.14306973
111  54.03096225  019.14303592
111  54.03093975  019.14306747
111  54.03090135  019.14309452
111  54.03085370  019.14309452
111  54.03080604  019.14306297
111  54.03077956  019.14302240
111  54.03076368  019.14296831
111  54.03076368  019.14290294
113  54.03078221  019.14281955
110 2 0.00 153.0000 New Taxiway 19
111  54.03140685  019.14145392
111  54.03138455  019.14144515
111  54.03133292  019.14103044
111  54.03128394  019.14105523
111  54.03134881  019.14159616
113  54.03135555  019.14163423
110 2 0.00 153.0000 New Taxiway 18
111  54.03141288  019.14163988
111  54.03114282  019.14259101
111  54.03121563  019.14266314
113  54.03149231  019.14170299
110 2 0.00 153.0000 New Taxiway 17
111  54.03381477  019.12619851
111  54.03381256  019.12622105
111  54.03382359  019.12625861
111  54.03383462  019.12631121
111  54.03383573  019.12634314
111  54.03383021  019.12638634
111  54.03403430  019.12645396
111  54.03404643  019.12635629
113  54.03400782  019.12626801
110 2 0.00 153.0000 New Taxiway 16
111  54.03359742  019.12600499
111  54.03403560  019.12617179
111  54.03407532  019.12612671
111  54.03414680  019.12554742
111  54.03416269  019.12546628
111  54.03420241  019.12535132
111  54.03422094  019.12530850
111  54.03427257  019.12522059
111  54.03428713  019.12515297
111  54.03435200  019.12506055
111  54.03433346  019.12503801
111  54.03433611  019.12500420
111  54.03435862  019.12496814
111  54.03438774  019.12489150
111  54.03441554  019.12481486
111  54.03443275  019.12474274
111  54.03444202  019.12474274
111  54.03448173  019.12458044
111  54.03384762  019.12434152
111  54.03383836  019.12430095
111  54.03394691  019.12337906
111  54.03390984  019.12336554
111  54.03385243  019.12385056
111  54.03384581  019.12385056
111  54.03381137  019.12392672
111  54.03377718  019.12421558
111  54.03379039  019.12431879
111  54.03379701  019.12431879
111  54.03364225  019.12562628
111  54.03349822  019.12557411
111  54.03349633  019.12559013
113  54.03364035  019.12564231
110 2 0.00 153.0000 New Taxiway 15
111  54.03492791  019.12466384
111  54.03487098  019.12471118
111  54.03486834  019.12472696
111  54.03462205  019.12464135
111  54.03455890  019.12461940
111  54.03455723  019.12464581
111  54.03457420  019.12474051
111  54.03454725  019.12492285
111  54.03455462  019.12492743
111  54.03454609  019.12500889
111  54.03459947  019.12500414
111  54.03485237  019.12509299
111  54.03490077  019.12507416
111  54.03493618  019.12502144
111  54.03495032  019.12498217
111  54.03496615  019.12491451
111  54.03498274  019.12476591
111  54.03523239  019.12485093
111  54.03523503  019.12483515
111  54.03520459  019.12476978
111  54.03529624  019.12400482
113  54.03502704  019.12390433
110 2 0.00 153.0000 New Taxiway 14
111  54.03286970  019.14933779
111  54.03280461  019.14932276
111  54.03278699  019.14934356
111  54.03302217  019.14983416
111  54.03304290  019.14980924
111  54.03304400  019.14971345
111  54.03337606  019.14921946
113  54.03320175  019.14884380
110 2 0.00 153.0000 New Taxiway 13
111  54.03413152  019.12726456
111  54.03412577  019.12726239
111  54.03393779  019.12874328
111  54.03394354  019.12874545
111  54.03395493  019.12871038
111  54.03398641  019.12864526
111  54.03401838  019.12861894
111  54.03403719  019.12862536
111  54.03423800  019.12869394
111  54.03425238  019.12858017
111  54.03428243  019.12834248
111  54.03431234  019.12810596
111  54.03434262  019.12786645
111  54.03437290  019.12762694
111  54.03438835  019.12750471
111  54.03418645  019.12743575
111  54.03416874  019.12742970
111  54.03414533  019.12738834
113  54.03413401  019.12729846
110 2 0.00 153.0000 New Taxiway 12
111  54.03402754  019.12707720
111  54.03395135  019.12705246
111  54.03390078  019.12703604
111  54.03375495  019.12698868
111  54.03371936  019.12697712
111  54.03371492  019.12701264
111  54.03330348  019.12690715
111  54.03308879  019.12860322
111  54.03350120  019.12872426
111  54.03349701  019.12875784
111  54.03363337  019.12880212
111  54.03368399  019.12881856
111  54.03374657  019.12883888
113  54.03380519  019.12885792
110 2 0.00 153.0000 New Taxiway 11
111  54.03085760  019.12711811
111  54.03077593  019.12778370
111  54.03076802  019.12784525
111  54.03073975  019.12806521
111  54.03148637  019.12833023
111  54.03151928  019.12809726
111  54.03152408  019.12805818
113  54.03160677  019.12738424
110 2 0.00 153.0000 New Taxiway 10
111  54.03032999  019.12542036
111  54.03016519  019.12536285
111  54.03013959  019.12535391
111  54.03001227  019.12530948
111  54.02986453  019.12647784
111  54.02999620  019.12652702
111  54.03001770  019.12653505
111  54.03017589  019.12659414
111  54.03019324  019.12646201
111  54.03047283  019.12655938
111  54.03059610  019.12562040
113  54.03031651  019.12552303
110 2 0.00 153.0000 New Taxiway 9
111  54.03028709  019.12426552
111  54.03017748  019.12447107
111  54.03021402  019.12452516
111  54.03022673  019.12457654
111  54.03021879  019.12461441
111  54.03022196  019.12463334
111  54.03030139  019.12454138
111  54.03031092  019.12455761
111  54.03032522  019.12455491
111  54.03035540  019.12451975
111  54.03035223  019.12448729
111  54.03036811  019.12447647
111  54.03037447  019.12449811
111  54.03046501  019.12447647
111  54.03044913  019.12436559
113  54.03036811  019.12439534
110 2 0.00 153.0000 New Taxiway 8
111  54.02980417  019.12256166
111  54.02950234  019.12274016
111  54.02963260  019.12340818
111  54.02993443  019.12322968
111  54.02992075  019.12315955
111  54.03011138  019.12304055
111  54.03000814  019.12251108
113  54.02981751  019.12263008
110 2 0.00 153.0000 New Taxiway 7
111  54.02826810  019.11209211
111  54.02826216  019.11206223
111  54.02822860  019.11207857
111  54.02819882  019.11190203
111  54.02790114  019.11204702
111  54.02789928  019.11217278
111  54.02788575  019.11224206
111  54.02786501  019.11225567
113  54.02787053  019.11228572
110 2 0.00 80.7900 New Taxiway 6
111  54.02912853  019.12860905
111  54.02924092  019.12857220
111  54.02928518  019.12849529
111  54.02926924  019.12833040
111  54.02921412  019.12826045
111  54.02911272  019.12829207
113  54.02909812  019.12832206
110 2 0.00 80.7900 New Taxiway 6
111  54.02802497  019.11814734
111  54.02817122  019.11809939
111  54.02821548  019.11802248
111  54.02819954  019.11785760
111  54.02814442  019.11778765
111  54.02804303  019.11781927
113  54.02799887  019.11790995
110 2 0.00 67.8900 New Taxiway 6
111  54.02790140  019.11658987
111  54.02801872  019.11655140
111  54.02806298  019.11647449
111  54.02804704  019.11630961
111  54.02799192  019.11623966
111  54.02789052  019.11627128
113  54.02786723  019.11631913
110 2 0.00 67.8900 New Taxiway 6
111  54.02768375  019.11490208
111  54.02782999  019.11485413
111  54.02787425  019.11477723
111  54.02785831  019.11461234
111  54.02780319  019.11454240
111  54.02770180  019.11457402
113  54.02765764  019.11466469
110 2 0.00 67.8900 New Taxiway 6
111  54.02753696  019.11335086
111  54.02769655  019.11330291
111  54.02772366  019.11322925
111  54.02770581  019.11307085
111  54.02765641  019.11301389
111  54.02755501  019.11304551
111  54.02753592  019.11310021
113  54.02751086  019.11311347
110 2 0.00 67.8900 New Taxiway 6
111  54.02732219  019.11181229
111  54.02753475  019.11175898
111  54.02756267  019.11166467
111  54.02755263  019.11152839
111  54.02748573  019.11145154
111  54.02740361  019.11147278
111  54.02735263  019.11160585
113  54.02730604  019.11161815
110 2 0.00 67.8900 New Taxiway 6
111  54.02715222  019.11026540
111  54.02736478  019.11021209
111  54.02739269  019.11011777
111  54.02738265  019.10998150
111  54.02731575  019.10990465
111  54.02723363  019.10992589
111  54.02718266  019.11005896
113  54.02713606  019.11007126
110 2 0.00 67.8900 New Taxiway 6
111  54.02701560  019.10872392
111  54.02722816  019.10867061
111  54.02725607  019.10857630
111  54.02724603  019.10844002
111  54.02717913  019.10836318
111  54.02709701  019.10838441
111  54.02704604  019.10851749
113  54.02699945  019.10852978
110 2 0.00 153.0000 New Taxiway 6
111  54.02659553  019.10718911
111  54.02677980  019.10698358
111  54.02678298  019.10687811
111  54.02674644  019.10678616
111  54.02666701  019.10676182
111  54.02658918  019.10683463
111  54.02657170  019.10697547
113  54.02653198  019.10701873
110 2 0.00 153.0000 New Taxiway 6
111  54.02612054  019.10585318
111  54.02630482  019.10564766
111  54.02630800  019.10554219
111  54.02627146  019.10545024
111  54.02619203  019.10542590
111  54.02611419  019.10549871
111  54.02609671  019.10563954
113  54.02605700  019.10568281
110 2 0.00 153.0000 New Taxiway 6
111  54.02561538  019.10445778
111  54.02579965  019.10425226
111  54.02580283  019.10414679
111  54.02576629  019.10405485
111  54.02568686  019.10403051
111  54.02560902  019.10410331
111  54.02559155  019.10424414
113  54.02555183  019.10428741
110 2 0.00 153.0000 New Taxiway 6
111  54.02515469  019.10318408
111  54.02531672  019.10300831
111  54.02534055  019.10286228
111  54.02529925  019.10275141
111  54.02521982  019.10272707
111  54.02514198  019.10279987
111  54.02511497  019.10291636
113  54.02507526  019.10295963
110 2 0.00 153.0000 New Taxiway 5
111  54.02409751  019.10178642
111  54.02404646  019.10177484
111  54.02391407  019.10145747
111  54.02381038  019.10158141
113  54.02395569  019.10195769
110 2 0.00 153.0000 New Taxiway 4
111  54.02338786  019.10259173
111  54.02333711  019.10256168
111  54.02329519  019.10250722
111  54.02316171  019.10218235
111  54.02305801  019.10230629
111  54.02322569  019.10269501
111  54.02322459  019.10277388
113  54.02320363  019.10283209
110 2 0.00 153.0000 New Taxiway 3
111  54.02260403  019.10357026
111  54.02255937  019.10355318
111  54.02253731  019.10352877
111  54.02240824  019.10319640
111  54.02230564  019.10331658
111  54.02243581  019.10366585
111  54.02242147  019.10370717
113  54.02248469  019.10371719
110 2 0.00 153.0000 New Taxiway 2
111  54.02237299  019.10410057
111  54.02218908  019.10432541
111  54.02219412  019.10436337
111  54.02228953  019.10508285
111  54.02248281  019.10500849
113  54.02239615  019.10429203
110 2 0.00 153.0000 New Taxiway 1
111  54.02175453  019.10461609
111  54.02202197  019.10428685
111  54.02201294  019.10426900
111  54.02199529  019.10427839
111  54.02196992  019.10427652
111  54.02194675  019.10425586
111  54.02194234  019.10426149
111  54.02161690  019.10351789
113  54.02139516  019.10377327
110 1 0.00 153.0000 New Taxiway 153
111  54.02799887  019.11790995
111  54.02793644  019.11792810
111  54.02789347  019.11791079
111  54.02792485  019.11821914
111  54.02794793  019.11817052
113  54.02802497  019.11814734
110 1 0.00 153.0000 New Taxiway 153
111  54.02786723  019.11631913
111  54.02783442  019.11639455
111  54.02779752  019.11640564
111  54.02773329  019.11633697
111  54.02777211  019.11671838
111  54.02780620  019.11661996
113  54.02790140  019.11658987
110 1 0.00 153.0000 New Taxiway 53
111  54.03270328  019.14536851
111  54.03282016  019.14546669
111  54.03298166  019.14543513
