I
1050 Generated by WorldEditor 2.1.0r1

1   2025 0 0 LFCB Bagneres de Luchon
1302 city Biarritz
112  42.80028638  000.60035598  42.80028344  000.60036399
112  42.80023790  000.60037400  42.80020852  000.60036799
112  42.79691071  000.59976337  42.79688574  000.59976337
112  42.79673150  000.59961923  42.79666540  000.59958720
112  42.79624528  000.59949111  42.79622030  000.59948510
112  42.79616155  000.59959721  42.79615420  000.59965326
112  42.79607635  000.60015374  42.79609104  000.60018377
112  42.79624821  000.60038996  42.79629375  000.60042199
112  42.79655523  000.60062218  42.79661692  000.60064821
113  42.79702454  000.60070314
130 Airport Boundary
111  42.80490849  000.60126636
111  42.80454862  000.60110569
111  42.80442203  000.60095529
111  42.80419373  000.60080201
111  42.80415237  000.60072281
111  42.80389853  000.60057969
111  42.80394460  000.60030878
111  42.80345253  000.60011349
111  42.80339913  000.60042741
111  42.80254078  000.60010037
111  42.80231136  000.60010611
111  42.80218736  000.60006005
111  42.80219826  000.59998756
111  42.80198776  000.59990446
111  42.80194222  000.59974625
111  42.80159255  000.59952570
111  42.80155116  000.59945364
111  42.80122123  000.59926756
111  42.80072986  000.59904730
111  42.79979997  000.59887786
111  42.79970254  000.59884801
111  42.79960356  000.59879671
111  42.79960306  000.59929149
111  42.79886683  000.59921031
111  42.79883317  000.59870083
111  42.79860281  000.59868071
111  42.79863728  000.59895105
111  42.79864046  000.59912413
111  42.79858230  000.59931846
111  42.79850609  000.59944905
111  42.79833370  000.59959413
111  42.79821348  000.59961095
111  42.79724727  000.59946592
111  42.79724030  000.59939255
111  42.79711316  000.59924750
111  42.79708747  000.59917460
111  42.79699266  000.59913999
111  42.79690752  000.59962465
111  42.79617272  000.59941272
111  42.79604526  000.60016128
111  42.79612094  000.60036121
111  42.79662938  000.60092122
111  42.79691072  000.60109564
111  42.79741147  000.60129827
111  42.79744961  000.60108958
111  42.79769119  000.60109761
111  42.79794552  000.60118035
111  42.79826267  000.60144356
111  42.79854252  000.60141941
111  42.79912947  000.60148236
111  42.80050558  000.60172601
111  42.80145417  000.60183981
111  42.80237567  000.60203603
111  42.80305571  000.60231525
111  42.80355292  000.60248181
111  42.80396330  000.60251073
111  42.80436925  000.60241186
111  42.80442464  000.60234448
111  42.80450782  000.60232653
111  42.80457823  000.60226571
111  42.80462466  000.60209648
111  42.80467936  000.60175155
111  42.80470828  000.60164767
113  42.80476975  000.60154683
14  42.80045167  000.59933886 265.75 0 New Tower Viewpoint 1
1300  42.80035570  000.59941003  69.16 tie_down jets|turboprops|props|fighters B01
1301 A general_aviation 
1300  42.80018309  000.59932700  69.16 tie_down jets|turboprops|props|fighters B02
1301 A general_aviation 
1300  42.80000287  000.59927857  69.16 tie_down jets|turboprops|props|fighters B03
1301 A general_aviation 
1300  42.79985564  000.59921976  69.16 tie_down jets|turboprops|props|fighters B04
1301 A general_aviation 
1300  42.79990895  000.59969371   7.43 tie_down jets|turboprops|props|fighters B05
1301 B general_aviation 
1300  42.80125682  000.59997739   7.43 tie_down jets|turboprops|props|fighters A01
1301 B general_aviation 
19  42.80161027  000.60032383 1 WS
51 12350 Info
99
