I
1050 Generated by WorldEditor 2.1.0r1

1     41 1 0 EEPU Parnu
1302 city Pärnu
111  58.42182711  024.46962726
111  58.42179913  024.46973411
111  58.42177488  024.46986234
111  58.42181405  024.46990508
111  58.42184717  024.46984151
111  58.42181594  024.46978269
111  58.42191557  024.46955051
113  58.42190206  024.46949246
110 1 0.00 0.0000 New Taxiway 17
111  58.42066642  024.46783994
111  58.42068893  024.46785290
111  58.41991333  024.46680468
111  58.41987063  024.46679913
111  58.41990944  024.46682188
111  58.42004311  024.46701481
111  58.42004778  024.46708011
111  58.42002446  024.46714540
111  58.42043326  024.46773902
111  58.42040839  024.46783697
111  58.42038819  024.46798241
111  58.42041772  024.46802693
111  58.42048456  024.46793195
111  58.42055140  024.46775090
113  58.42056072  024.46775090
110 1 0.00 0.0000 New Taxiway 16
111  58.41621115  024.46235664
111  58.41600408  024.46217279
111  58.41584664  024.46217019
111  58.41569190  024.46233216
111  58.41554364  024.46273139
111  58.41556047  024.46273325
111  58.41560151  024.46263709
111  58.41575632  024.46243410
111  58.41588689  024.46238780
111  58.41598016  024.46240917
113  58.41616048  024.46257266
110 2 0.00 0.0000 main concrete
111  58.42780225  024.48557462
111  58.42809608  024.48478508
111  58.42810824  024.48467284
111  58.42883401  024.48200152
111  58.42884340  024.48201047
111  58.42891493  024.48197688
111  58.42560935  024.47574414
111  58.42562512  024.47560136
111  58.42578805  024.47531150
111  58.42569863  024.47514345
111  58.42553736  024.47544830
111  58.42545934  024.47546130
111  58.42438866  024.47344250
111  58.42439604  024.47333676
111  58.42447388  024.47320248
111  58.42447780  024.47317368
111  58.42456464  024.47299269
111  58.42448966  024.47284982
111  58.42441389  024.47299593
111  58.42439505  024.47300612
111  58.42431135  024.47318023
111  58.42425673  024.47319376
111  58.42406862  024.47283906
111  58.42391734  024.47237995
111  58.42214065  024.46902145
111  58.42227997  024.46866404
111  58.42195268  024.46822165
111  58.42188647  024.46840178
111  58.42187817  024.46839056
111  58.42194439  024.46821044
111  58.42178870  024.46799749
111  58.42172304  024.46817613
111  58.42170958  024.46815787
111  58.42177525  024.46797923
111  58.42163634  024.46778962
111  58.42157200  024.46796497
111  58.42156540  024.46795596
111  58.42162974  024.46778061
111  58.42162134  024.46777041
111  58.42154935  024.46767273
111  58.42151154  024.46762143
111  58.42142472  024.46750363
111  58.42134194  024.46739131
111  58.42127349  024.46729844
111  58.42124499  024.46725977
111  58.42117348  024.46716208
111  58.42109042  024.46704859
111  58.42100677  024.46693431
111  58.42093346  024.46683709
111  58.42089714  024.46678780
111  58.42082935  024.46669582
111  58.42072185  024.46654997
111  58.42060991  024.46639809
111  58.42050159  024.46625112
111  58.42039114  024.46610125
111  58.42028216  024.46595339
111  58.42017022  024.46580151
111  58.42006207  024.46565477
111  58.41995268  024.46550636
111  58.41984074  024.46535448
111  58.41978374  024.46527714
111  58.41968869  024.46514817
111  58.41943592  024.46480520
111  58.41899122  024.46458754
111  58.41871969  024.46421746
111  58.41874581  024.46416404
111  58.41867840  024.46407217
111  58.41865229  024.46412559
111  58.41816517  024.46346167
111  58.41795791  024.46328025
111  58.41804558  024.46293479
111  58.41796135  024.46286106
111  58.41787368  024.46320653
111  58.41718201  024.46260110
111  58.41723506  024.46240183
111  58.41724257  024.46225367
111  58.41720006  024.46221183
111  58.41714790  024.46232112
111  58.41710042  024.46252968
111  58.41640653  024.46192231
111  58.41649152  024.46156773
111  58.41640653  024.46149710
111  58.41632026  024.46184680
111  58.41593186  024.46183605
111  58.41547774  024.46143934
111  58.41546149  024.46135205
111  58.41559651  024.46077785
111  58.41550580  024.46071313
111  58.41537478  024.46126776
111  58.41532348  024.46130459
111  58.41458481  024.46065930
111  58.41457108  024.46053704
111  58.41468829  024.46005962
111  58.41468589  024.45999827
111  58.41461776  024.45993738
111  58.41449816  024.46045775
111  58.41443215  024.46052595
111  58.41384788  024.46001555
111  58.41381699  024.45982480
111  58.41389908  024.45944220
111  58.41378659  024.45934185
111  58.41370038  024.45972993
111  58.41366918  024.45977956
111  58.41357858  024.45978030
111  58.41307089  024.45933679
111  58.41304835  024.45916349
111  58.41312124  024.45886547
111  58.41313106  024.45874086
111  58.41304825  024.45866600
111  58.41301207  024.45876647
111  58.41293788  024.45909560
111  58.41287830  024.45916855
111  58.41239048  024.45874240
111  58.41232365  024.45848712
111  58.41232037  024.45835314
111  58.41233227  024.45822949
111  58.41235259  024.45813888
111  58.41378418  024.45499035
111  58.41375214  024.45493773
111  58.41315650  024.45624352
111  58.41308448  024.45640141
111  58.41222767  024.45827976
111  58.41211400  024.45838089
111  58.41199568  024.45827438
111  58.41199670  024.45822219
111  58.41207091  024.45795493
111  58.41207680  024.45784387
111  58.41201417  024.45778245
111  58.41196292  024.45786432
111  58.41188768  024.45813926
111  58.41181106  024.45823624
111  58.41135549  024.45783827
111  58.41116973  024.45793766
111  58.41101634  024.45768245
111  58.41102338  024.45766902
111  58.41099805  024.45759648
111  58.41088071  024.45726668
111  58.41078252  024.45738660
111  58.41088910  024.45766867
111  58.41090976  024.45780117
111  58.41026357  024.45925133
111  58.41025080  024.45923252
111  58.40977796  024.46007336
111  58.40949229  024.46083628
111  58.40940504  024.46102164
111  58.40937830  024.46098135
111  58.40919254  024.46137893
111  58.40878444  024.46228421
111  58.40918551  024.46291817
111  58.40984973  024.46142458
111  58.40986943  024.46145413
111  58.40992291  024.46145145
111  58.42501234  024.48181364
111  58.42503242  024.48184071
111  58.42508712  024.48209964
111  58.42505907  024.48241209
111  58.42465550  024.48350225
111  58.42475797  024.48361472
111  58.42527835  024.48223231
113  58.42530731  024.48221129
111  58.42265916  024.47751416
111  58.42267099  024.47746579
111  58.42243855  024.47714631
111  58.42204750  024.47660882
111  58.42109205  024.47529557
111  58.41932567  024.47290297
111  58.41563924  024.46791500
111  58.41562742  024.46793435
111  58.41441021  024.46628049
111  58.41430813  024.46614179
111  58.41402652  024.46575916
111  58.41227704  024.46338208
111  58.41068023  024.46124086
111  58.41066753  024.46127071
111  58.41065873  024.46125952
111  58.41065580  024.46122594
111  58.41047433  024.46098727
111  58.41048019  024.46096488
111  58.41045380  024.46089212
111  58.41038051  024.46079698
111  58.41034435  024.46030074
111  58.41031308  024.46026156
111  58.41048232  024.45987965
111  58.41116182  024.45834630
111  58.41119560  024.45839144
111  58.41121755  024.45834308
111  58.41122937  024.45835920
111  58.41135433  024.45824637
111  58.41147761  024.45825282
111  58.41148605  024.45821413
111  58.41246515  024.45907571
111  58.41246843  024.45919446
111  58.41235704  024.45961486
111  58.41247601  024.45971574
111  58.41259000  024.45928050
111  58.41262654  024.45920735
111  58.41283182  024.45938778
111  58.41285399  024.45952531
111  58.41282020  024.45967502
111  58.41275626  024.45992052
111  58.41274905  024.46007125
111  58.41278645  024.46010004
111  58.41284832  024.45999041
111  58.41289933  024.45974403
111  58.41293267  024.45977311
111  58.41299509  024.46022439
111  58.41301393  024.46034930
111  58.41312635  024.46028366
111  58.41311124  024.46016718
111  58.41308090  024.45990239
111  58.41309870  024.45991591
111  58.41308580  024.45983480
111  58.41310530  024.45981110
111  58.41311274  024.45977361
111  58.41319506  024.45970704
111  58.41358857  024.46005291
111  58.41361561  024.46019328
111  58.41348000  024.46072647
111  58.41356723  024.46080224
111  58.41369828  024.46025651
111  58.41375206  024.46019661
111  58.41392102  024.46034512
111  58.41394355  024.46051143
111  58.41384066  024.46091218
111  58.41396121  024.46100900
111  58.41406590  024.46059001
111  58.41411861  024.46051878
111  58.41437506  024.46074418
111  58.41439335  024.46083155
111  58.41428879  024.46127028
111  58.41427564  024.46142667
111  58.41431562  024.46146223
111  58.41437387  024.46133830
111  58.41447854  024.46092465
111  58.41452499  024.46087549
111  58.41526387  024.46152441
111  58.41528814  024.46163394
111  58.41518685  024.46205242
111  58.41517912  024.46219990
111  58.41522722  024.46224004
111  58.41526992  024.46212466
111  58.41537031  024.46171714
111  58.41542270  024.46166357
111  58.41555748  024.46178168
111  58.41555161  024.46181526
111  58.41561729  024.46198319
111  58.41559969  024.46224067
111  58.41531245  024.46301060
111  58.41523700  024.46303191
111  58.41506596  024.46283330
111  58.41507669  024.46277470
111  58.41502132  024.46274204
111  58.41495088  024.46297875
111  58.41498038  024.46305330
111  58.41499685  024.46304470
111  58.41516140  024.46323404
111  58.41517894  024.46336844
111  58.41433669  024.46562599
111  58.41442464  024.46574465
111  58.41554364  024.46273139
111  58.41569190  024.46233216
111  58.41584664  024.46217019
111  58.41600408  024.46217279
111  58.41621115  024.46235664
111  58.41616048  024.46257266
111  58.41609631  024.46287251
111  58.41787114  024.46443632
111  58.41838788  024.46512958
111  58.41848582  024.46487163
111  58.41909955  024.46570175
111  58.41901747  024.46592970
111  58.41898392  024.46607353
111  58.41903236  024.46613906
111  58.41909954  024.46604069
111  58.41918161  024.46581275
111  58.41976762  024.46660539
111  58.41979996  024.46667971
111  58.41967322  024.46703927
111  58.41975168  024.46714150
111  58.41987063  024.46679913
111  58.41991333  024.46680468
111  58.42068893  024.46785290
111  58.42118030  024.46851700
111  58.42190206  024.46949246
111  58.42191557  024.46955051
111  58.42181594  024.46978269
111  58.42184717  024.46984151
111  58.42362834  024.47319641
111  58.42239699  024.47650712
111  58.42248397  024.47662282
111  58.42373486  024.47326918
111  58.42379545  024.47316281
111  58.42384627  024.47311242
111  58.42393226  024.47308442
111  58.42403585  024.47311242
111  58.42476195  024.47448183
111  58.42475429  024.47465104
111  58.42459049  024.47493807
111  58.42466987  024.47509595
111  58.42483368  024.47480892
111  58.42492581  024.47479086
111  58.42598388  024.47678639
111  58.42598085  024.47691466
111  58.42577618  024.47733263
111  58.42585138  024.47748734
111  58.42605605  024.47706937
111  58.42612481  024.47705218
111  58.42642709  024.47762228
111  58.42643014  024.47781442
111  58.42559157  024.48090518
111  58.42564187  024.48095193
111  58.42565391  024.48091003
111  58.42570849  024.48096458
111  58.42601304  024.47984984
111  58.42606943  024.47990546
111  58.42656520  024.47807070
111  58.42664299  024.47804027
111  58.42737052  024.47940827
111  58.42735825  024.47951109
111  58.42717456  024.47981898
111  58.42727032  024.48001337
111  58.42747029  024.47965356
111  58.42749860  024.47964909
111  58.42854711  024.48162063
111  58.42855893  024.48168191
111  58.42861466  024.48214958
111  58.42861635  024.48228182
111  58.42811987  024.48407832
111  58.42805907  024.48414282
111  58.42773653  024.48430408
111  58.42560598  024.48142308
111  58.42539181  024.48113346
111  58.42529435  024.48100168
113  58.42527071  024.48103715
130 Boundary
111  58.41418181  024.45467442
111  58.41403114  024.45471135
111  58.41386009  024.45505702
111  58.41364351  024.45473141
111  58.40810527  024.45685692
111  58.40750755  024.45726794
111  58.40709914  024.45792119
111  58.40627208  024.46036666
111  58.40806036  024.46167044
111  58.40876778  024.46231614
111  58.40917748  024.46295782
111  58.41184900  024.46636842
111  58.41163054  024.46688655
111  58.41205681  024.46744852
111  58.41425669  024.47031467
111  58.41553529  024.47203721
111  58.41689018  024.47389722
111  58.41819377  024.47565266
111  58.41801646  024.47593259
111  58.41808845  024.47610619
111  58.41815379  024.47616021
111  58.41871520  024.47637991
111  58.42141909  024.48007468
111  58.42444473  024.48414213
111  58.42740128  024.48814685
111  58.42759519  024.48819012
111  58.42895816  024.48808680
111  58.42904725  024.48817177
111  58.42911748  024.48830511
111  58.43144561  024.49143911
111  58.43385232  024.48924353
111  58.43380486  024.48902538
111  58.43042752  024.48440838
111  58.43022238  024.48375166
111  58.42943863  024.48263976
111  58.42901853  024.48210926
111  58.42883751  024.48155242
111  58.42849175  024.48055537
111  58.42827841  024.48014306
111  58.42721713  024.47818880
111  58.42619821  024.47630784
111  58.42730295  024.47235519
111  58.42224467  024.46562009
111  58.42225834  024.46555757
111  58.42200312  024.46521365
111  58.42193448  024.46527715
111  58.42179727  024.46567447
111  58.42168483  024.46550345
113  58.42185986  024.46502062
120 Linear Feature 25
111  58.41968869  024.46514817 1
115  58.41937145  024.46604495
120 Linear Feature 24
111  58.42261526  024.47624367 4
115  58.42254221  024.47614481
120 Linear Feature 23
111  58.42829220  024.48391003 4
115  58.42821213  024.48383225
120 Linear Feature 22
111  58.40924175  024.46163334 4
115  58.40944634  024.46197329
120 Linear Feature 21
111  58.41047804  024.45986885 4
115  58.41019665  024.45940101
120 Linear Feature 20
111  58.41460296  024.46524157 4
115  58.41453106  024.46514164
120 Linear Feature 39
111  58.42813151  024.48442267 19
115  58.42805969  024.48447029
120 Linear Feature 38
111  58.42810870  024.48452038 19
115  58.42808454  024.48437141
120 Linear Feature 37
111  58.42645839  024.47821325 19
115  58.42643406  024.47806564
120 Linear Feature 36
111  58.42641116  024.47816131 19
115  58.42647986  024.47812031
120 Linear Feature 35
111  58.42441162  024.47372993 19
115  58.42449213  024.47372804
120 Linear Feature 34
111  58.42444894  024.47365851 19
115  58.42445410  024.47380612
120 Linear Feature 33
111  58.41014345  024.46034467 19
115  58.41013655  024.46018919
120 Linear Feature 32
111  58.41009721  024.46026957 19
115  58.41017935  024.46025771
120 Linear Feature 31
111  58.41433221  024.46591531 19
115  58.41431909  024.46576376
120 Linear Feature 30
111  58.41436534  024.46582833 19
115  58.41428596  024.46585205
120 Linear Feature 29
111  58.41936805  024.46569459 19
115  58.41944840  024.46567087
120 Linear Feature 28
111  58.41939953  024.46560602 19
115  58.41941361  024.46575944
120 Linear Feature 27
111  58.41951632  024.46529128 19
115  58.41952874  024.46544154
120 Linear Feature 26
111  58.41956353  024.46535455 19
115  58.41948318  024.46537827
120 Linear Feature 54
111  58.42786114  024.48493442 24
115  58.42752381  024.48478793
120 Linear Feature 54
111  58.42541948  024.48163286 24
115  58.42508215  024.48148637
120 Linear Feature 54
111  58.41908067  024.47304559 24
115  58.41874334  024.47289913
120 Linear Feature 54
111  58.41681724  024.47000572 24
115  58.41647990  024.46985927
120 Linear Feature 54
111  58.41453598  024.46690936 24
115  58.41419864  024.46676292
120 Linear Feature 54
111  58.41226660  024.46383590 24
115  58.41192926  024.46368946
120 Linear Feature 54
111  58.41005069  024.46085335 24
115  58.40971335  024.46070692
120 Linear Feature 53
111  58.42760140  024.48458653 24
115  58.42778643  024.48513752
120 Linear Feature 53
111  58.42515974  024.48128499 24
115  58.42534477  024.48183593
120 Linear Feature 53
111  58.41882093  024.47269779 24
115  58.41900596  024.47324863
120 Linear Feature 53
111  58.41655749  024.46965794 24
115  58.41674252  024.47020875
120 Linear Feature 53
111  58.41427623  024.46656160 24
115  58.41446126  024.46711237
120 Linear Feature 53
111  58.41200686  024.46348816 24
115  58.41219188  024.46403890
120 Linear Feature 53
111  58.40979094  024.46050563 24
115  58.40997597  024.46105633
120 main
111  58.42279731  024.47821252 1
111  58.42231976  024.47756825 1
112  58.42227398  024.47701422  58.42234793  024.47665435
111  58.42227398  024.47701422
112  58.42227398  024.47701422  58.42212370  024.47727160 1
111  58.42196599  024.47709097 1
115  58.42150914  024.47647463
120 Linear Feature 56
111  58.42119963  024.46811428 1
111  58.42120163  024.46809676 1
115  58.42119404  024.46810838
120 Linear Feature 57
111  58.42136409  024.46770099 1
111  58.42135563  024.46769006 1
115  58.42134751  024.46767958
120 Linear Feature 55
111  58.42142472  024.46750363 1
111  58.42135563  024.46769006 1
111  58.42133038  024.46775818
111  58.42120163  024.46809676 1
115  58.42118629  024.46814079
120 Linear Feature 56
111  58.42087002  024.46766928 1
111  58.42087202  024.46765177 1
115  58.42086443  024.46766339
120 Linear Feature 57
111  58.42103115  024.46724605 1
111  58.42102273  024.46723551 1
115  58.42101441  024.46722510
120 Linear Feature 55
111  58.42109042  024.46704859 1
111  58.42102273  024.46723551 1
111  58.42099787  024.46730417
111  58.42087202  024.46765177 1
115  58.42085668  024.46769579
120 Linear Feature 56
111  58.42060350  024.46730878 1
111  58.42060550  024.46729127 1
115  58.42059791  024.46730289
120 Linear Feature 56
111  58.42049967  024.46716988 1
111  58.42050167  024.46715237 1
115  58.42049408  024.46716399
120 Linear Feature 56
111  58.42039139  024.46702356 1
111  58.42039339  024.46700605 1
115  58.42038581  024.46701767
120 Linear Feature 56
111  58.42027868  024.46687194 1
111  58.42028068  024.46685443 1
115  58.42027309  024.46686605
120 Linear Feature 56
111  58.42017429  024.46672986 1
111  58.42017629  024.46671235 1
115  58.42016871  024.46672397
120 Linear Feature 56
111  58.42006380  024.46657930 1
111  58.42006580  024.46656179 1
115  58.42005821  024.46657341
120 Linear Feature 56
111  58.41995441  024.46643405 1
111  58.41995641  024.46641654 1
115  58.41994883  024.46642815
120 Linear Feature 56
111  58.41984204  024.46627904 1
111  58.41984415  024.46626158 1
115  58.41983649  024.46627302
120 Linear Feature 56
111  58.41973363  024.46613356 1
111  58.41973565  024.46611605 1
115  58.41972805  024.46612764
120 Linear Feature 56
111  58.41962369  024.46598618 1
111  58.41962571  024.46596868 1
115  58.41961811  024.46598026
120 Linear Feature 55
111  58.42082935  024.46669582 1
111  58.42075786  024.46688599 1
111  58.42073449  024.46694814
111  58.42060550  024.46729127 1
115  58.42059016  024.46733529
120 Linear Feature 55
111  58.42072185  024.46654997 1
111  58.42065126  024.46674311 1
111  58.42062832  024.46680588
111  58.42050167  024.46715237 1
115  58.42048633  024.46719639
120 Linear Feature 55
111  58.42060991  024.46639809 1
111  58.42054040  024.46659328 1
111  58.42051785  024.46665658
111  58.42039339  024.46700605 1
115  58.42037805  024.46705007
120 Linear Feature 55
111  58.42050159  024.46625112 1
111  58.42043045  024.46644542 1
111  58.42040748  024.46650815
111  58.42028068  024.46685443 1
115  58.42026534  024.46689845
120 Linear Feature 55
111  58.42039114  024.46610125 1
111  58.42032200  024.46629789 1
111  58.42029966  024.46636145
111  58.42017629  024.46671235 1
115  58.42016095  024.46675638
120 Linear Feature 55
111  58.42028216  024.46595339 1
111  58.42021266  024.46614883 1
111  58.42019013  024.46621216
111  58.42006580  024.46656179 1
115  58.42005046  024.46660582
120 Linear Feature 55
111  58.42017022  024.46580151 1
111  58.42010100  024.46600063 1
111  58.42007882  024.46606441
111  58.41995641  024.46641654 1
115  58.41994107  024.46646056
120 Linear Feature 55
111  58.42006207  024.46565477 1
111  58.41999200  024.46584988 1
111  58.41996933  024.46591302
111  58.41984415  024.46626158 1
115  58.41982854  024.46630525
120 Linear Feature 55
111  58.41995268  024.46550636 1
111  58.41988261  024.46570321 1
111  58.41986007  024.46576653
111  58.41973565  024.46611605 1
115  58.41972026  024.46616001
120 Linear Feature 55
111  58.41984074  024.46535448 1
111  58.41977100  024.46555368 1
111  58.41974872  024.46561732
111  58.41962571  024.46596868 1
115  58.41961032  024.46601263
120 Linear Feature 44
111  58.42163397  024.46755642 1
115  58.42166417  024.46759924
120 Linear Feature 43
111  58.42129570  024.46712283 1
115  58.42132394  024.46716213
120 Linear Feature 42
111  58.42095000  024.46665173 1
115  58.42098728  024.46670034
120 Linear Feature 50
111  58.41423574  024.46608194 20
111  58.41455758  024.46521627
111  58.41457589  024.46516701 1
111  58.41560386  024.46240200 1
111  58.41569874  024.46214677
112  58.41569874  024.46214677  58.41576667  024.46194453 1
115  58.41564306  024.46173090
120 Linear Feature 52
111  58.41006954  024.46042790 20
111  58.41037019  024.45974729
111  58.41039833  024.45968360 1
111  58.41101135  024.45829588
112  58.41101135  024.45829588  58.41102793  024.45825764 1
111  58.41108159  024.45821456 1
111  58.41136712  024.45804751
112  58.41136712  024.45804751  58.41141433  024.45802773 1
111  58.41146844  024.45806949 1
111  58.41564306  024.46173090 1
111  58.41604542  024.46208379 1
111  58.41773416  024.46356492
112  58.41773416  024.46356492  58.41778252  024.46361329 1
115  58.41794256  024.46383313
120 Linear Feature 51
112  58.41560386  024.46240200  58.41582492  024.46195355 1
115  58.41604542  024.46208379
120 Linear Feature 49
111  58.41474087  024.46732207 20
111  58.41427184  024.46668929 20
112  58.41423574  024.46608194  58.41434051  024.46569501
111  58.41423574  024.46608194
112  58.41423574  024.46608194  58.41408975  024.46639346 20
111  58.41392728  024.46622443 20
115  58.41345269  024.46558413
120 Linear Feature 48
112  58.42377060  024.47299877  58.42391223  024.47279788 20
115  58.42403156  024.47294370
120 Linear Feature 47
111  58.42753545  024.48455199 20
111  58.42779090  024.48477979
112  58.42779090  024.48477979  58.42792508  024.48488610 20
111  58.42804734  024.48463931 20
111  58.42809231  024.48447219
111  58.42810557  024.48442293 20
111  58.42822066  024.48399520 1
111  58.42824711  024.48389691
111  58.42825996  024.48384916 1
111  58.42867055  024.48232325
112  58.42867055  024.48232325  58.42877258  024.48194714 1
111  58.42863080  024.48161133 1
111  58.42446869  024.47376751
111  58.42443511  024.47370422 20
111  58.42403156  024.47294370 20
115  58.42376225  024.47243616
120 Linear Feature 46
111  58.42227398  024.47701422 1
111  58.42257038  024.47621897
111  58.42259051  024.47616498 1
111  58.42377060  024.47299877
112  58.42377060  024.47299877  58.42386207  024.47274119 1
111  58.42376225  024.47243616 1
111  58.42207772  024.46926207
112  58.42207772  024.46926207  58.42206175  024.46923423 1
111  58.42202729  024.46919393 1
111  58.42168089  024.46888290
112  58.42168089  024.46888290  58.42166777  024.46887132 1
111  58.42164034  024.46883735 1
115  58.41945128  024.46587886
120 Linear Feature 41
111  58.42117348  024.46716208 30
111  58.42110677  024.46734582 30
111  58.42103057  024.46737113 30
111  58.42095188  024.46726357 30
111  58.42093697  024.46711964 30
115  58.42100677  024.46693431
120 Linear Feature 40
111  58.42150684  024.46762104 30
111  58.42143892  024.46780294 30
111  58.42136272  024.46782350 30
111  58.42128403  024.46771436 30
111  58.42127326  024.46757992 30
115  58.42134194  024.46739131
14  58.42125465  024.46611773  65.62 0 CONTROL TWR
1300  58.42075786  024.46688599 125.00 tie_down turboprops|props Apron A 1
1301 A general_aviation 
1300  58.42065126  024.46674311 125.00 tie_down turboprops|props|helos Apron A 2
1301 A general_aviation 
1300  58.42054040  024.46659328 125.00 tie_down turboprops|props|helos Apron A 3
1301 A general_aviation 
1300  58.42043045  024.46644542 123.06 tie_down turboprops|props|helos Apron A 4
1301 A general_aviation 
1300  58.42032200  024.46629789 125.00 tie_down turboprops|props|helos Apron A 5
1301 A general_aviation 
1300  58.42021266  024.46614883 125.00 tie_down turboprops|props|helos Apron A 6
1301 A general_aviation 
1300  58.42010100  024.46600063 125.00 tie_down props Apron A 7
1301 A general_aviation 
1300  58.41999200  024.46584988 125.00 tie_down turboprops|props|helos Apron A 8
1301 A general_aviation 
1300  58.41988261  024.46570321 125.00 tie_down turboprops|props|helos Apron A 9
1301 A general_aviation 
1300  58.41977100  024.46555368 125.00 tie_down turboprops|props|helos Apron A 10
1301 A general_aviation 
1300  58.42135116  024.46769008 125.00 gate jets|turboprops|props|helos|fighters Apron A 21
1301 B airline 
1300  58.42102273  024.46723551 125.00 gate jets|turboprops|props|helos|fighters Apron A 22
1301 B airline 
1300  58.41632690  024.46264535 267.56 tie_down props|fighters Mil 1
1301 B military 
1300  58.41657047  024.46284620 267.56 tie_down props|fighters Mil 2
1301 B military 
1300  58.41683602  024.46306516 267.56 tie_down props|fighters Mil 3
1301 B military 
1300  58.41711073  024.46329168 267.56 tie_down props|fighters Mil 4
1301 B military 
1300  58.41736850  024.46350423 267.56 tie_down props|fighters Mil 5
1301 B military 
1300  58.41763724  024.46372583 267.56 tie_down props|fighters Mil 6
1301 B military 
1300  58.41803453  024.46429261 211.87 tie_down jets|turboprops|props Mil 7
1301 D military 
19  58.42196694  024.47531074 1 WS
50 13530 Pärnu Aerodrome Information
99
