I
1050 Generated by WorldEditor 2.1.0r1

1    495 1 0 EPMI Mirosławiec
1302 city Mirosławiec
111  53.38774637  016.09446758 102
111  53.38781690  016.09440476 102
111  53.38787640  016.09441585 102
111  53.38797337  016.09456735 102
111  53.38802065  016.09506384 102
111  53.38819483  016.09689261 102
111  53.38825105  016.09748281 102
111  53.38820917  016.09750129 102
111  53.38815171  016.09743122 102
111  53.38794251  016.09717612 102
113  53.38777282  016.09674748 102
111  53.38910025  016.09121316 102
111  53.38930079  016.09106905 102
111  53.38949253  016.09108752 102
111  53.39037626  016.09208523 102
111  53.39054816  016.09252128 102
111  53.39053273  016.09281690
111  53.39039830  016.09311253
111  53.39042474  016.09314209
111  53.39021979  016.09373704
111  53.39022860  016.09374813
111  53.38876013  016.09727959 102
111  53.38853093  016.09732763 102
111  53.38829292  016.09685834 102
111  53.38812473  016.09504305 102
111  53.38803067  016.09402785 102
111  53.38807915  016.09366943 102
111  53.38902273  016.09139963 102
113  53.38903811  016.09136263 102
111  53.39605127  016.07445370 102
111  53.39628267  016.07419499 102
111  53.39797716  016.07350694 102
111  53.39803030  016.07348537 102
111  53.39831900  016.07365539 102
111  53.39836307  016.07372561 102
111  53.39840054  016.07406565
111  53.39102032  016.09183317 102
111  53.39074264  016.09208150 102
111  53.39042264  016.09194847 102
111  53.38955258  016.09093742 102
111  53.38947588  016.09064475 102
111  53.38949968  016.09023236 102
111  53.39304411  016.08169605
111  53.39310522  016.08154889 102
111  53.39341072  016.08081312
111  53.39345842  016.08069824 102
111  53.39386391  016.07972167
111  53.39391784  016.07959180 102
111  53.39449585  016.07819973
113  53.39454845  016.07807304 102
111  53.39585240  016.07458722 102
111  53.39586261  016.07459364 102
111  53.39513438  016.07638808 102
111  53.39496858  016.07643727 102
111  53.39467907  016.07609293 102
111  53.39465994  016.07604374 102
111  53.39465484  016.07597316 102
111  53.39465867  016.07591755 102
113  53.39468290  016.07586408 102
111  53.39791721  016.07285901
111  53.39791976  016.07289110 102
111  53.39773611  016.07332529 102
111  53.39769275  016.07339160 102
111  53.39760730  016.07347929 102
111  53.39641356  016.07396482 102
111  53.39632301  016.07392418
111  53.39634214  016.07376163
111  53.39636211  016.07370996
111  53.39638678  016.07364613
111  53.39658573  016.07340444
113  53.39790438  016.07286427
111  53.39819779  016.07293173 102
111  53.39831643  016.07306385 102
111  53.39835721  016.07310926 102
111  53.39836103  016.07313707 102
111  53.39834573  016.07316701 102
111  53.39795341  016.07333372 102
111  53.39787257  016.07336807 102
111  53.39785854  016.07329321 102
113  53.39802434  016.07289751 102
111  53.39948335  016.06935320 102
111  53.39954329  016.06927833 102
111  53.39960706  016.06923983 102
111  53.39967338  016.06921630 102
111  53.39973587  016.06922058 102
111  53.39980729  016.06926336 102
111  53.39987293  016.06934200 102
111  53.39991442  016.06939170 102
111  53.39995268  016.06948582 102
111  53.39999604  016.06960132 102
111  53.40003303  016.06977030 102
111  53.40003940  016.06988367 102
111  53.40003685  016.07002913 102
111  53.40000114  016.07023019
111  53.39926654  016.07198204
111  53.39925761  016.07197134
111  53.39899234  016.07249539
111  53.39897703  016.07247828
111  53.39886097  016.07277131
111  53.39887628  016.07278843
111  53.39870410  016.07329108 102
111  53.39838156  016.07291498 102
111  53.39830237  016.07282265 102
111  53.39825900  016.07272640 102
111  53.39824370  016.07263870 102
111  53.39823732  016.07248897 102
113  53.39826028  016.07232000 102
111  53.40052077  016.06686163 102
111  53.40057285  016.06680637 102
111  53.40061855  016.06676893 102
111  53.40067700  016.06675111 102
111  53.40073652  016.06674576 102
111  53.40078541  016.06676002 102
111  53.40084705  016.06681350 102
111  53.40091720  016.06690084 102
111  53.40095333  016.06696501 102
111  53.40099584  016.06706662
111  53.40102667  016.06716644 102
111  53.40105005  016.06730013 102
111  53.40105642  016.06744452 102
111  53.40104898  016.06758534 102
111  53.40102241  016.06774577
111  53.40035710  016.06933936 102
111  53.40028377  016.06941245 102
111  53.40022957  016.06943027 102
111  53.40016261  016.06943740 102
111  53.40011585  016.06942136 102
111  53.40006590  016.06937858 102
111  53.39992507  016.06921858 102
111  53.39986821  016.06915398 102
111  53.39982145  016.06907912 102
111  53.39978744  016.06896682 102
111  53.39976619  016.06881352 102
111  53.39977682  016.06869944 102
113  53.39978744  016.06862636 102
111  53.39987942  016.06178407
111  53.39990943  016.06182667
111  53.39992098  016.06188281
111  53.39992791  016.06194671
111  53.39992675  016.06204351
111  53.39991521  016.06212676
111  53.39989789  016.06218872
111  53.39962084  016.06219646
111  53.39957582  016.06218291
111  53.39944422  016.06191960
111  53.39944883  016.06185377
111  53.39956889  016.06163305
113  53.39959775  016.06161756
111  53.39815298  016.06475053
111  53.39817318  016.06478602
111  53.39825784  016.06501512
111  53.39817895  016.06511515
111  53.39808372  016.06511515
111  53.39790286  016.06496027
111  53.39788747  016.06493123
111  53.39787208  016.06487637
111  53.39786727  016.06482636
111  53.39786727  016.06478441
111  53.39790479  016.06468115
111  53.39796058  016.06462630
113  53.39799618  016.06461339
111  53.39843581  016.06551043
111  53.39843388  016.06556045
111  53.39841464  016.06566209
111  53.39838482  016.06575083
111  53.39837520  016.06577019
111  53.39835692  016.06577180
111  53.39831748  016.06575405
111  53.39826553  016.06566693
111  53.39821359  016.06548301
111  53.39822032  016.06533941
111  53.39825399  016.06533135
111  53.39832229  016.06533135
113  53.39839733  016.06540234
111  53.39907265  016.06638651
111  53.39907746  016.06642039
111  53.39906591  016.06647524
111  53.39904667  016.06650590
111  53.39901108  016.06652203
111  53.39896106  016.06652365
111  53.39891969  016.06650267
111  53.39887832  016.06644620
111  53.39879174  016.06619613
111  53.39877635  016.06599606
111  53.39884369  016.06592991
111  53.39888121  016.06594605
113  53.39893220  016.06599768
111  53.39985545  016.06245763
111  53.39989978  016.06240187
111  53.40003692  016.06234843
111  53.40010757  016.06234843
111  53.40028073  016.06242046
111  53.40093042  016.06348224
111  53.40097059  016.06365650
111  53.40112574  016.06391207
111  53.40114236  016.06405845
111  53.40112574  016.06426755
111  53.40073787  016.06588697
111  53.40067830  016.06597293 102
111  53.40016713  016.06606587 102
111  53.40015051  016.06610537 102
111  53.40018181  016.06669618 102
111  53.40019261  016.06690019 102
111  53.40021562  016.06733444 102
111  53.39983467  016.06823821
111  53.39969060  016.06831024
111  53.39957008  016.06828933
111  53.39951190  016.06823589
111  53.39948945  016.06817302
111  53.39947242  016.06812533
111  53.39907994  016.06702618
111  53.39909473  016.06674141
111  53.39915833  016.06666713
111  53.39930400  016.06652062
111  53.39928111  016.06645647
111  53.39928924  016.06644889
111  53.39931107  016.06651166
111  53.39949741  016.06632637
111  53.39947415  016.06626174
111  53.39948184  016.06625396
111  53.39949573  016.06629268
111  53.39952656  016.06626147
111  53.39945222  016.06605474
111  53.39942140  016.06608595
111  53.39943536  016.06612474
111  53.39942766  016.06613254
111  53.39940440  016.06606791
111  53.39921950  016.06625508
111  53.39924274  016.06631967
111  53.39923459  016.06632721
111  53.39921344  016.06626686
111  53.39914653  016.06632908
111  53.39909576  016.06618163
111  53.39894734  016.06575051
111  53.39890753  016.06563486
111  53.39895615  016.06547245
111  53.39897111  016.06542240
111  53.39892991  016.06538633
111  53.39893403  016.06537322
111  53.39897396  016.06540809
111  53.39907370  016.06508682
111  53.39903379  016.06505196
111  53.39903793  016.06503860
111  53.39906181  016.06505953
111  53.39907845  016.06500595
111  53.39895080  016.06489439
111  53.39893418  016.06494795
111  53.39895813  016.06496888
111  53.39895398  016.06498226
111  53.39891406  016.06494739
111  53.39881431  016.06526866
111  53.39885421  016.06530351
111  53.39885040  016.06531672
111  53.39881815  016.06528848
111  53.39880064  016.06533161
111  53.39879031  016.06535706
111  53.39876037  016.06539075
111  53.39869296  016.06522455
111  53.39850518  016.06541657
111  53.39847974  016.06534531
111  53.39845665  016.06509749
111  53.39846935  016.06496003
111  53.39854785  016.06470834
111  53.39885719  016.06417588
111  53.39888851  016.06412197
111  53.39911268  016.06373612
111  53.39920800  016.06368870
111  53.39924167  016.06370663
111  53.39929315  016.06378072
111  53.39931455  016.06382657
111  53.39932069  016.06387101
111  53.39930797  016.06393429
111  53.39930629  016.06398361
111  53.39931879  016.06415083
111  53.39932097  016.06418001
111  53.39932810  016.06422267
111  53.39937277  016.06420622
111  53.39937473  016.06422093
111  53.39933079  016.06423735
111  53.39937776  016.06459091
111  53.39942169  016.06457449
111  53.39942364  016.06458918
111  53.39939734  016.06459895
111  53.39940517  016.06465791
111  53.39954567  016.06460547
111  53.39953784  016.06454654
111  53.39951147  016.06455639
111  53.39950951  016.06454166
111  53.39955344  016.06452524
111  53.39950647  016.06417169
111  53.39946256  016.06418810
111  53.39946071  016.06417383
111  53.39950048  016.06415918
111  53.39948839  016.06406290
111  53.39947692  016.06397144
111  53.39981388  016.06340541
111  53.39987660  016.06343274
111  53.39990814  016.06344648
111  53.39991882  016.06337770
111  53.39992877  016.06338213
111  53.39991790  016.06345540
111  53.40012748  016.06354286
111  53.40013835  016.06346961
111  53.40014706  016.06347325
111  53.40014052  016.06351708
111  53.40017547  016.06353167
111  53.40021026  016.06329741
111  53.40017533  016.06328284
111  53.40016880  016.06332681
111  53.40016007  016.06332317
111  53.40017094  016.06324991
111  53.39996136  016.06316245
111  53.39995050  016.06323566
111  53.39994150  016.06323148
111  53.39995249  016.06316070
111  53.39991863  016.06314650
111  53.39983987  016.06311345
111  53.39981700  016.06310386
111  53.39975598  016.06307953
111  53.39973148  016.06310856
111  53.39968998  016.06306027
111  53.39965086  016.06293356
111  53.39965355  016.06284165
113  53.39967644  016.06276575
111  53.38890539  016.09039763
111  53.38897521  016.09052863
111  53.38901345  016.09062897
111  53.38903173  016.09089934
111  53.38897355  016.09119759 102
111  53.38895083  016.09125260 102
111  53.38893113  016.09130033 102
111  53.38800109  016.09355282 102
111  53.38767527  016.09380089 102
111  53.38765533  016.09379810 102
111  53.38748903  016.09345245
111  53.38745419  016.09338001
111  53.38742867  016.09311785
111  53.38741813  016.09300952
