I
1050 Generated by WorldEditor 2.1.0r1

1   2992 0 0 LQGL Glamoč
1302 city Glamoč
112  44.07794710  016.81792040  44.07789288  016.81793643
111  44.07794710  016.81792040
111  44.07782635  016.81794939
111  44.07766577  016.81863781
111  44.07773972  016.81874166
112  44.07773972  016.81874166  44.07777343  016.81878858
111  44.07776646  016.81884542
111  44.07707363  016.82152276
112  44.07692672  016.82160480  44.07686123  016.82154187
111  44.07692672  016.82160480
112  44.07692672  016.82160480  44.07686077  016.82154142
111  44.07683797  016.82144361
112  44.07654650  016.82133980  44.07642117  016.82159814
111  44.07654650  016.82133980
112  44.07654650  016.82133980  44.07642107  016.82159835
111  44.07675676  016.82163493
112  44.07689256  016.82167577  44.07693959  016.82172160
111  44.07689256  016.82167577
112  44.07689256  016.82167577  44.07693936  016.82172137
111  44.07692087  016.82186061
111  44.07633457  016.82267124
111  44.07629469  016.82266919
111  44.07621146  016.82255334
112  44.07621146  016.82255334  44.07616607  016.82249278
112  44.07613414  016.82266024  44.07617198  016.82271817
111  44.07613414  016.82266024
111  44.07621737  016.82277609
111  44.07622254  016.82282611
112  44.07444223  016.82521207  44.07441066  016.82525601
111  44.07444223  016.82521207
112  44.07444223  016.82521207  44.07439296  016.82528064
111  44.07433160  016.82525836
111  44.07440636  016.82539958
112  44.07448226  016.82526778  44.07452861  016.82520325
111  44.07448226  016.82526778
112  44.07448226  016.82526778  44.07451253  016.82522563
111  44.07626796  016.82287568
111  44.07692280  016.82196934
112  44.07720685  016.82192743  44.07735042  016.82202964
111  44.07720685  016.82192743
111  44.07921158  016.82348952
112  44.07921158  016.82348952  44.07931816  016.82356559
112  44.07923354  016.82387758  44.07915165  016.82398016
111  44.07923354  016.82387758
111  44.07576105  016.82766857
111  44.07580654  016.82773562
111  44.07835328  016.82496754
112  44.07849214  016.82504430  44.07853017  016.82514488
111  44.07849214  016.82504430
112  44.07849214  016.82504430  44.07853015  016.82514483
111  44.07844887  016.82528166
111  44.07874532  016.82579419
112  44.07898390  016.82582357  44.07902763  016.82590561
111  44.07898390  016.82582357
111  44.07908577  016.82603359
111  44.07911718  016.82600787
112  44.07922903  016.82575226  44.07932576  016.82567306
111  44.07922903  016.82575226
111  44.07990050  016.82514404
111  44.08031625  016.82470737
111  44.08028439  016.82464495
112  44.08028439  016.82464495  44.08025543  016.82457744
111  44.08027676  016.82453070
111  44.08199110  016.82274156
111  44.08208061  016.82276425
111  44.08223298  016.82302575
111  44.08233627  016.82291796
111  44.08218389  016.82265646
111  44.08220783  016.82251537
111  44.08337482  016.82129747
112  44.08337482  016.82129747  44.08342401  016.82125797
111  44.08348999  016.82132807
111  44.08389960  016.82204914
112  44.08404671  016.82205643  44.08413183  016.82196426
111  44.08404671  016.82205643
111  44.08416858  016.82192400
111  44.08437552  016.82169913
111  44.08453413  016.82152677
112  44.08453413  016.82152677  44.08461925  016.82143724
111  44.08455169  016.82130893
111  44.08431615  016.82088606
111  44.08432457  016.82075391
111  44.08427370  016.82066645
111  44.08417656  016.82049947
111  44.08405239  016.82041252
111  44.08382858  016.82001070
112  44.08366668  016.81995754  44.08358723  016.82004444
111  44.08366668  016.81995754
111  44.08348945  016.82014910
111  44.08341410  016.82009578
111  44.08328525  016.81985330
111  44.08310016  016.82002015
111  44.08321556  016.82025743
111  44.08325177  016.82040603
111  44.08316044  016.82050475
112  44.08316044  016.82050475  44.08309613  016.82056795
111  44.08316407  016.82071963
111  44.08335660  016.82107454
112  44.08335101  016.82125921  44.08331318  016.82130661
111  44.08335101  016.82125921
111  44.08311429  016.82150737
111  44.08306106  016.82150185
111  44.08289495  016.82167598
111  44.08289130  016.82174111
111  44.08217457  016.82249246
111  44.08211292  016.82249803
111  44.08119256  016.82346284
111  44.08119037  016.82352418
111  44.08055566  016.82418954
112  44.08026185  016.82420537  44.08011779  016.82409455
111  44.08026185  016.82420537
111  44.08006793  016.82405292
111  44.07954114  016.82363878
111  44.07943331  016.82355401
111  44.07827181  016.82264088
111  44.07834558  016.82246974
112  44.07834558  016.82246974  44.07838609  016.82236764
112  44.07823587  016.82238338  44.07819318  016.82248090
111  44.07823587  016.82238338
111  44.07816210  016.82255453
111  44.07723420  016.82182405
112  44.07723420  016.82182405  44.07708485  016.82170131
111  44.07713856  016.82157669
112  44.07816007  016.81757694  44.07817711  016.81753212
111  44.07816007  016.81757694
112  44.07816007  016.81757694  44.07817713  016.81753207
111  44.07823590  016.81745026
111  44.07839097  016.81734234
112  44.07843813  016.81723201  44.07846270  016.81716624
111  44.07843813  016.81723201
112  44.07843813  016.81723201  44.07846278  016.81716602
113  44.07855374  016.81707107
112  44.09217947  016.79550154  44.09215740  016.79547959
111  44.09217947  016.79550154
112  44.09204291  016.79535230  44.09197828  016.79526890
112  44.09209277  016.79510430  44.09214145  016.79507646
111  44.09209277  016.79510430
112  44.09209277  016.79510430  44.09214864  016.79507235
112  44.09223715  016.79527329  44.09223466  016.79540491
111  44.09223715  016.79527329
111  44.09223306  016.79547301
114  44.09223306  016.79547301  44.09223148  016.79551690
112  44.07658150  016.82137019  44.07667608  016.82118150
112  44.07682583  016.82149965  44.07684002  016.82154572
114  44.07677696  016.82158083  44.07673125  016.82157644
111  44.07919178  016.82562277
112  44.07890123  016.82560065  44.07876958  016.82540475
111  44.07890123  016.82560065
111  44.07856529  016.82498767
112  44.07856529  016.82498767  44.07849038  016.82483917
111  44.07857437  016.82470962
111  44.07938699  016.82381858
112  44.07957993  016.82380910  44.07970251  016.82388810
112  44.08022686  016.82427674  44.08028587  016.82432414
114  44.08025182  016.82449792  44.08019962  016.82455480
111  44.09427403  016.81000437
112  44.09405340  016.80997024  44.09395534  016.80983370
111  44.09405340  016.80997024
111  44.09362847  016.80917759
112  44.09362847  016.80917759  44.09356038  016.80904864
111  44.09365026  016.80895003
111  44.09485694  016.80770226
112  44.09501221  016.80770605  44.09506124  016.80779708
111  44.09501221  016.80770605
111  44.09543713  016.80848354
112  44.09543713  016.80848354  44.09551340  016.80862766
113  44.09542079  016.80879832
111  44.09362030  016.80887796
112  44.09344325  016.80884382  44.09336698  016.80871488
111  44.09344325  016.80884382
111  44.09314907  016.80826736
112  44.09314907  016.80826736  44.09307825  016.80811186
111  44.09319538  016.80803222
111  44.09460090  016.80715993
112  44.09474799  016.80721302  44.09480519  016.80730405
111  44.09474799  016.80721302
111  44.09484332  016.80737610
112  44.09484332  016.80737610  44.09490597  016.80748609
111  44.09483788  016.80761125
111  44.09390373  016.80858309
111  44.09385515  016.80856294
111  44.09378264  016.80842467
112  44.09378264  016.80842467  44.09373535  016.80833907
112  44.09368720  016.80852396  44.09372818  016.80859858
111  44.09368720  016.80852396
111  44.09375971  016.80866223
113  44.09375472  016.80873812
111  44.08450430  016.82130381
112  44.08449011  016.82151009  44.08441603  016.82159567
111  44.08449011  016.82151009
112  44.08412077  016.82190728  44.08398702  016.82205097
111  44.08412077  016.82190728
112  44.08412077  016.82190728  44.08408896  016.82194145
112  44.08404717  016.82198628  44.08403142  016.82200314
111  44.08404717  016.82198628
112  44.08404717  016.82198628  44.08396520  016.82207405
111  44.08389426  016.82196653
111  44.08319438  016.82071571
112  44.08321487  016.82051382  44.08327950  016.82043483
111  44.08321487  016.82051382
111  44.08367831  016.82001789
112  44.08367831  016.82001789  44.08373663  016.81995864
113  44.08380442  016.82003764
111  44.09314321  016.80414576
112  44.09304788  016.80419633  44.09297751  016.80419633
111  44.09304788  016.80419633
111  44.09240096  016.80420265
112  44.09240096  016.80420265  44.09119355  016.80418836
111  44.09111338  016.80232995
111  44.09113833  016.80229404
111  44.09128587  016.80230984
112  44.09128587  016.80230984  44.09136758  016.80231616
112  44.09129616  016.80214534  44.09121218  016.80213586
111  44.09129616  016.80214534
111  44.09114862  016.80212954
111  44.09112527  016.80209786
112  44.09140447  016.80118768  44.09162238  016.80088745
111  44.09140447  016.80118768
112  44.09146295  016.80122058  44.09148792  016.80125850
111  44.09146295  016.80122058
111  44.09156055  016.80134699
112  44.09156055  016.80134699  44.09161503  016.80142600
112  44.09165092  016.80121526  44.09160098  016.80115522
111  44.09165092  016.80121526
111  44.09155331  016.80108885
111  44.09153383  016.80102267
111  44.09210385  016.80043391
111  44.09221507  016.80062985
112  44.09221507  016.80062985  44.09226274  016.80071834
112  44.09232416  016.80051717  44.09227649  016.80043500
111  44.09232416  016.80051717
111  44.09221294  016.80032123
111  44.09279087  016.79972429
111  44.09289756  016.79993287
112  44.09289756  016.79993287  44.09293614  016.80001188
112  44.09300116  016.79982586  44.09294895  016.79973737
111  44.09300116  016.79982586
111  44.09289447  016.79961728
111  44.09326806  016.79923140
112  44.09341787  016.79926617  44.09346781  016.79939891
111  44.09385142  016.80057141
112  44.09385415  016.80190258  44.09368799  016.80244112
111  44.09324672  016.80392777
113  44.09317045  016.80411361
110 3 0.00 153.0000 New Taxiway 67
112  44.07826005  016.81764054  44.07820906  016.81768422
111  44.07814238  016.81764054
111  44.07729514  016.82094370
112  44.07755010  016.82135865  44.07762462  016.82139686
112  44.07948373  016.82302714  44.07955826  016.82309811
112  44.07949158  016.82348031  44.07946804  016.82351852
111  44.07943331  016.82355401
111  44.07954114  016.82363878
111  44.08006793  016.82405292
112  44.08027213  016.82376968  44.08027998  016.82375330
112  44.08022114  016.82366594  44.08021330  016.82366594
112  44.08000541  016.82326737  44.07996226  016.82316363
112  44.07983675  016.82289610  44.07980145  016.82278144
112  44.07839723  016.81845724  44.07838154  016.81839718
112  44.07845607  016.81828253  44.07848352  016.81827160
112  44.09318018  016.80893194  44.09320470  016.80891677
112  44.09333335  016.80885627  44.09334970  016.80885247
111  44.09339048  016.80885365
111  44.09309093  016.80828739
114  44.09298318  016.80836174  44.09296411  016.80837691
130 Airport Boundary 66
111  44.09560534  016.80946320
111  44.09571360  016.80948417
111  44.09633961  016.81074245
111  44.09646670  016.81061138
111  44.09633961  016.81019850
111  44.09635844  016.80980528
111  44.09662673  016.80946450
111  44.09678676  016.80928099
111  44.09691385  016.80899918
111  44.09685737  016.80871082
111  44.09687619  016.80843556
111  44.09703152  016.80814720
111  44.09718214  016.80805545
111  44.09724333  016.80796370
111  44.09726216  016.80740663
111  44.09711624  016.80670539
111  44.09675381  016.80579444
111  44.09768578  016.80533569
111  44.09765753  016.80504732
111  44.09644316  016.80496868
111  44.09617958  016.80498834
111  44.09599601  016.80503421
111  44.09436744  016.80006012
111  44.09426859  016.79955551
111  44.09375554  016.79789096
111  44.09247527  016.79421458
111  44.09229641  016.79414905
111  44.09131268  016.79472575
111  44.09218816  016.79800231
111  44.09223241  016.79839118
111  44.09206318  016.79888490
111  44.09078706  016.80084923
111  44.09011426  016.80005112
111  44.08931976  016.80125651
111  44.09086924  016.80376683
111  44.09248932  016.80670188
111  44.09246184  016.80680629
111  44.09070418  016.80716705
111  44.08779552  016.80842467
111  44.08757027  016.80840483
111  44.08709356  016.80806797
111  44.08679419  016.80789249
111  44.08649516  016.80779546
111  44.08577940  016.80799902
111  44.08551514  016.80800657
111  44.08480365  016.80770620
111  44.08464290  016.80769961
111  44.08384316  016.80800776
111  44.08336867  016.80804513
111  44.08187704  016.80881920
111  44.08162259  016.80891095
111  44.08154050  016.80895343
111  44.08137387  016.80920523
111  44.08117618  016.80907358
111  44.08105147  016.80935286
111  44.08017621  016.80891516
111  44.07988805  016.80948896
111  44.07966225  016.80938632
111  44.07943625  016.80967979
111  44.07915951  016.80966297
111  44.07832924  016.80902770
111  44.07813726  016.80946836
111  44.07696239  016.81081276
111  44.07546026  016.80976485
111  44.07465248  016.81219700
111  44.07502522  016.81479342
111  44.07378608  016.81515380
111  44.07331505  016.81567012
111  44.07297304  016.81590687
111  44.07395560  016.81868863
111  44.07380239  016.81875876
111  44.07326685  016.81950756
111  44.07192844  016.82033121
111  44.07195811  016.82062183
111  44.07551872  016.82765015
111  44.07566003  016.82768891
111  44.07577563  016.82784739
111  44.07584044  016.82778731
111  44.07592342  016.82795406
111  44.07590387  016.82830931
111  44.07611217  016.82887652
111  44.07768622  016.82759337
111  44.07798218  016.82810213
111  44.08359551  016.82200994
111  44.08380910  016.82200121
111  44.08394884  016.82219135
111  44.08407379  016.82206081
111  44.08443528  016.82264264
111  44.08490049  016.82215663
111  44.08453901  016.82157480
111  44.08462640  016.82148350
111  44.08460090  016.82113152
113  44.08481118  016.82073992
14  44.08468186  016.81210370 265.75 0 New Tower Viewpoint 39
1300  44.07623959  016.82270183  49.57 tie_down turboprops|props S1
1301 A general_aviation 
1300  44.07824164  016.82255775 120.07 tie_down turboprops|props S2
1301 A general_aviation 
1300  44.07865625  016.82057784 292.99 tie_down turboprops|props Grass 1
1301 B general_aviation 
1300  44.07882706  016.82097408 292.99 tie_down turboprops|props Grass 2
1301 B general_aviation 
1300  44.07897346  016.82140429 292.99 tie_down turboprops|props Grass 3
1301 B general_aviation 
1300  44.07916053  016.82181186 292.99 tie_down turboprops|props Grass 4
1301 B general_aviation 
1300  44.07938013  016.82219678 292.99 tie_down turboprops|props Grass 5
1301 B general_aviation 
1300  44.07826637  016.82013495 288.47 tie_down turboprops Grass
1301 D military 
1300  44.09117521  016.80220911 183.04 tie_down turboprops|props N1
1301 A general_aviation 
1300  44.09153149  016.80118062 221.96 tie_down turboprops|props N2
1301 A general_aviation 
1300  44.09220157  016.80045248 238.64 tie_down turboprops|props N3
1301 A general_aviation 
1300  44.09287818  016.79973799 238.64 tie_down turboprops|props N4
1301 A general_aviation 
1300  44.09367246  016.79962148 151.45 tie_down turboprops|props N5
1301 A general_aviation 
1300  44.09293048  016.79804957 333.73 tie_down turboprops|props N6
1301 A general_aviation 
1300  44.09274024  016.79678533 156.27 tie_down turboprops|props N7
1301 A general_aviation 
1300  44.09222118  016.79581508 333.73 tie_down turboprops|props N8
1301 A general_aviation 
99
