I
1050 Generated by WorldEditor 2.2.0r2

1     34 1 0 YSBK Bankstown
111 -33.91996489  150.99664326
111 -33.91997785  150.99664009
111 -33.91999973  150.99675444
111 -33.91998511  150.99675774
111 -33.91996221  150.99676292
111 -33.91994623  150.99674495
111 -33.91989168  150.99675728
111 -33.91991309  150.99688751
111 -33.91996577  150.99687683
111 -33.91997076  150.99681996
111 -33.91999523  150.99681458
111 -33.92000930  150.99681149
111 -33.92003583  150.99696116
111 -33.92002166  150.99696388
111 -33.92000175  150.99696771
111 -33.91996483  150.99692233
111 -33.91992054  150.99693283
111 -33.91994188  150.99706264
111 -33.91980543  150.99709394
112 -33.91982142  150.99704279 -33.91981741  150.99701492
111 -33.91982142  150.99704279
111 -33.91973229  150.99706519
111 -33.91971915  150.99698346
111 -33.91975912  150.99697624
111 -33.91978961  150.99700495
111 -33.91981482  150.99699921
111 -33.91980890  150.99696007
111 -33.91982320  150.99695735
111 -33.91981652  150.99691787
111 -33.91977613  150.99687518
111 -33.91970419  150.99689048
111 -33.91969699  150.99684572
111 -33.91976650  150.99683076
111 -33.91979355  150.99678202
111 -33.91977931  150.99669781
111 -33.91967708  150.99672200
111 -33.91966840  150.99666803
111 -33.91976966  150.99664074
111 -33.91974966  150.99652244
111 -33.91964900  150.99654741
111 -33.91964030  150.99649332
113 -33.91974066  150.99646919
110 2 0.00 0.0000 New Taxiway 55
111 -33.91940207  150.99650461
111 -33.91949554  150.99648275
111 -33.91951827  150.99662452
111 -33.91959625  150.99660446
111 -33.91961972  150.99659842
111 -33.91963143  150.99666912
111 -33.91960700  150.99667509
111 -33.91952941  150.99669405
111 -33.91955053  150.99682577
111 -33.91962711  150.99680732
111 -33.91965693  150.99680014
111 -33.91966998  150.99687638
111 -33.91963856  150.99688420
111 -33.91956292  150.99690302
111 -33.91958379  150.99703318
111 -33.91966044  150.99701500
111 -33.91967123  150.99707947
111 -33.91959457  150.99710041
111 -33.91960068  150.99713854
111 -33.91950476  150.99715965
111 -33.91948189  150.99701377
111 -33.91934836  150.99704458
111 -33.91933792  150.99697035
111 -33.91946998  150.99693781
111 -33.91945189  150.99682237
111 -33.91931775  150.99685396
111 -33.91930635  150.99677900
111 -33.91944034  150.99674874
111 -33.91942006  150.99661934
111 -33.91928530  150.99665257
111 -33.91927465  150.99657585
113 -33.91940844  150.99654525
110 3 0.00 0.0000 New Taxiway 54
111 -33.91963782  150.99647792
111 -33.91964030  150.99649332
111 -33.91964900  150.99654741
111 -33.91966840  150.99666803
111 -33.91967708  150.99672200
111 -33.91969699  150.99684572
111 -33.91970419  150.99689048
111 -33.91971915  150.99698346
111 -33.91973229  150.99706519
111 -33.91967123  150.99707947
111 -33.91966044  150.99701500
111 -33.91963856  150.99688420
111 -33.91966998  150.99687638
111 -33.91965693  150.99680014
111 -33.91962711  150.99680732
111 -33.91960700  150.99667509
111 -33.91963143  150.99666912
111 -33.91961972  150.99659842
111 -33.91959625  150.99660446
113 -33.91957922  150.99649166
110 2 0.00 0.0000 New Taxiway 53
111 -33.91913802  150.99667913
112 -33.91913802  150.99667913 -33.91913764  150.99670101
112 -33.91913547  150.99674122 -33.91913420  150.99676076
111 -33.91913547  150.99674122
112 -33.91902363  150.99676250 -33.91895987  150.99675937
111 -33.91902363  150.99676250
111 -33.91901918  150.99670514
114 -33.91901918  150.99670514 -33.91909072  150.99670693
110 2 0.00 0.0000 New Taxiway 52
112 -33.91913657  150.99658808 -33.91913749  150.99660713
111 -33.91913657  150.99658808
112 -33.91901593  150.99661535 -33.91895365  150.99662285
111 -33.91901593  150.99661535
111 -33.91900792  150.99656196
112 -33.91900792  150.99656196 -33.91909110  150.99654856
111 -33.91913252  150.99652864
114 -33.91913252  150.99652864 -33.91913432  150.99654922
110 2 0.00 0.0000 New Taxiway 51
111 -33.91881225  150.99704170
111 -33.91856357  150.99760752
111 -33.91829218  150.99743600
111 -33.91853274  150.99686868
113 -33.91855827  150.99688456
110 2 0.00 0.0000 New Taxiway 50
111 -33.91848373  150.99653876
111 -33.91843263  150.99665650
111 -33.91816667  150.99726933
111 -33.91801839  150.99717749
111 -33.91814494  150.99688221
111 -33.91811225  150.99686142
111 -33.91817493  150.99671762
113 -33.91822667  150.99659894
110 2 0.00 0.0000 New Taxiway 49
111 -33.91981774  150.99430456
111 -33.91990850  150.99398712
111 -33.92005011  150.99404555
111 -33.92010864  150.99384502
111 -33.92019800  150.99388205
111 -33.92013843  150.99408199
111 -33.92025176  150.99412874
111 -33.92031044  150.99392866
111 -33.92039979  150.99396569
111 -33.92033899  150.99416473
111 -33.92081840  150.99436253
111 -33.92087506  150.99416268
111 -33.92096414  150.99419961
111 -33.92090591  150.99439863
111 -33.92114541  150.99449744
111 -33.92122908  150.99465110
111 -33.92118533  150.99480584
113 -33.92116799  150.99486718
110 1 0.00 0.0000 New Taxiway 46
111 -33.91915909  150.99270152
111 -33.91939281  150.99279856
111 -33.91929238  150.99315395
113 -33.91905634  150.99305672
110 2 0.00 0.0000 New Taxiway 45
111 -33.91963017  150.99168355
111 -33.91995349  150.99181794
111 -33.91974276  150.99254604
111 -33.91976942  150.99255675
111 -33.91976358  150.99257723
111 -33.91974528  150.99264139
111 -33.91968371  150.99285730
111 -33.91966600  150.99291941
111 -33.91964387  150.99290998
111 -33.91954415  150.99326481
111 -33.91955139  150.99326771
111 -33.91953598  150.99331857
111 -33.91944938  150.99360441
111 -33.91944463  150.99362009
111 -33.91932641  150.99401029
111 -33.91907037  150.99390643
111 -33.91917270  150.99354891
111 -33.91899402  150.99347436
111 -33.91889228  150.99383076
111 -33.91858492  150.99371344
111 -33.91911449  150.99187091
111 -33.91936528  150.99197592
111 -33.91925592  150.99234695
113 -33.91942506  150.99241868
110 1 0.00 0.0000 New Taxiway 44
111 -33.91683646  150.99354078
111 -33.91687702  150.99350376
111 -33.91693774  150.99348524
111 -33.91711664  150.99380742
111 -33.91702902  150.99388151
113 -33.91696465  150.99376761
110 1 0.00 0.0000 New Taxiway 43
111 -33.91695386  150.99310500
111 -33.91703038  150.99326075
111 -33.91705343  150.99326964
111 -33.91708110  150.99331965
111 -33.91719972  150.99322184
111 -33.91721661  150.99325256
111 -33.91739704  150.99358073
111 -33.91717712  150.99375862
113 -33.91686047  150.99318159
110 2 0.00 0.0000 New Taxiway 40
111 -33.91686047  150.99318159
111 -33.91717712  150.99375862
111 -33.91739704  150.99358073
111 -33.91721661  150.99325256
111 -33.91731894  150.99317164
111 -33.91734674  150.99322546
111 -33.91775341  150.99290691
111 -33.91804886  150.99343298
111 -33.91763571  150.99377386
111 -33.91759413  150.99370110
111 -33.91756373  150.99372564
111 -33.91765537  150.99388889
111 -33.91769787  150.99385688
111 -33.91783653  150.99412532
111 -33.91774506  150.99419674
111 -33.91780663  150.99430505
111 -33.91818793  150.99399201
111 -33.91832533  150.99423499
111 -33.91805410  150.99445628
111 -33.91809257  150.99452513
111 -33.91862554  150.99409724
111 -33.91881704  150.99443447
111 -33.91828494  150.99486942
111 -33.91837349  150.99502792
111 -33.91810255  150.99524938
111 -33.91803311  150.99530614
111 -33.91801153  150.99532378
111 -33.91826145  150.99576647
111 -33.91814961  150.99585723
111 -33.91808338  150.99574067
111 -33.91795461  150.99584366
111 -33.91798174  150.99589133
111 -33.91766333  150.99614741
111 -33.91757073  150.99598334
111 -33.91788994  150.99572539
111 -33.91791915  150.99577692
111 -33.91804868  150.99567960
111 -33.91794752  150.99550155
111 -33.91773614  150.99567690
111 -33.91776399  150.99572763
111 -33.91758642  150.99587390
111 -33.91749270  150.99570835
111 -33.91766744  150.99555421
111 -33.91770553  150.99561929
111 -33.91791648  150.99544691
111 -33.91781438  150.99526721
111 -33.91780098  150.99527837
111 -33.91771257  150.99535205
111 -33.91771080  150.99548147
111 -33.91742279  150.99570955
111 -33.91729075  150.99547463
111 -33.91757019  150.99524563
111 -33.91767799  150.99528348
111 -33.91777635  150.99520028
111 -33.91768537  150.99504015
111 -33.91744406  150.99523375
111 -33.91745477  150.99525428
111 -33.91725828  150.99541165
111 -33.91712876  150.99518965
111 -33.91732496  150.99502331
111 -33.91734289  150.99505304
111 -33.91758476  150.99486306
111 -33.91749078  150.99469766
111 -33.91734260  150.99482100
111 -33.91734962  150.99483323
111 -33.91706049  150.99506744
111 -33.91695209  150.99487723
111 -33.91723967  150.99464134
111 -33.91724737  150.99465599
111 -33.91739740  150.99453329
111 -33.91725822  150.99428833
111 -33.91714268  150.99437931
111 -33.91716392  150.99441720
111 -33.91683164  150.99468089
111 -33.91672416  150.99448358
111 -33.91705408  150.99421144
111 -33.91707817  150.99425894
111 -33.91719130  150.99417054
111 -33.91710384  150.99401661
111 -33.91703979  150.99401083
111 -33.91663782  150.99433332
111 -33.91624433  150.99366254
111 -33.91659656  150.99338376
111 -33.91660814  150.99335761
111 -33.91665081  150.99332158
111 -33.91659328  150.99321495
111 -33.91663227  150.99318284
111 -33.91663732  150.99315664
111 -33.91666066  150.99313725
111 -33.91647232  150.99279290
111 -33.91676976  150.99254778
111 -33.91703845  150.99303561
113 -33.91695386  150.99310500
111 -33.91675478  150.99350272
111 -33.91688944  150.99339046
111 -33.91679998  150.99322930
111 -33.91673726  150.99327154
111 -33.91672158  150.99329266
113 -33.91666347  150.99334490
111 -33.91696465  150.99376761
111 -33.91702902  150.99388151
111 -33.91711664  150.99380742
111 -33.91693774  150.99348524
111 -33.91687702  150.99350376
111 -33.91683646  150.99354078
111 -33.91679785  150.99357601
111 -33.91685781  150.99368067
111 -33.91675327  150.99377051
113 -33.91678658  150.99382732
111 -33.91799592  150.99463678
111 -33.91809200  150.99455728
111 -33.91804524  150.99447469
113 -33.91794980  150.99455265
110 3 0.00 0.0000 New Taxiway 39
111 -33.91555465  150.99516297
111 -33.91554892  150.99496707
111 -33.91563116  150.99490945
111 -33.91603662  150.99565848
111 -33.91611399  150.99560173
111 -33.91622982  150.99580883
112 -33.91622982  150.99580883 -33.91628849  150.99593062
111 -33.91633530  150.99618012
111 -33.91627759  150.99619542
111 -33.91635993  150.99666901
112 -33.91635993  150.99666901 -33.91639913  150.99685703
111 -33.91649710  150.99693599
113 -33.91591700  150.99707776
110 2 0.00 0.0000 New Taxiway 38
111 -33.91671810  150.99612607
111 -33.91711798  150.99603100
111 -33.91718491  150.99644851
111 -33.91690732  150.99651573
111 -33.91690463  150.99649628
113 -33.91678224  150.99652511
110 2 0.00 0.0000 New Taxiway 36
111 -33.91856142  150.99069778
111 -33.91877544  150.99021088
111 -33.91957824  150.99074154
111 -33.91936030  150.99122374
113 -33.91889866  150.99091981
110 2 0.00 0.0000 New Taxiway 35
111 -33.91804051  150.99091970
111 -33.91827255  150.99107399
111 -33.91812339  150.99140305
113 -33.91788985  150.99124967
110 2 0.00 0.0000 New Taxiway 34
111 -33.91780966  150.99076717
111 -33.91800560  150.99089649
111 -33.91786392  150.99120359
113 -33.91767134  150.99107555
110 2 0.00 0.0000 New Taxiway 33
111 -33.91778446  150.99071822
111 -33.91737253  150.99044471
111 -33.91756953  150.99002985
113 -33.91797034  150.99030224
110 2 0.00 0.0000 New Taxiway 32
111 -33.91746791  150.98935305
111 -33.91755757  150.98941316
111 -33.91835444  150.98994738
111 -33.91818889  150.99030834
111 -33.91730740  150.98971203
113 -33.91735952  150.98959546
110 2 0.00 0.0000 New Taxiway 31
111 -33.91683598  150.98933335
111 -33.91724232  150.98953653
111 -33.91718737  150.98970219
113 -33.91677841  150.98950101
110 5 0.00 0.0000 New Taxiway 29
111 -33.91597854  150.98784136
111 -33.91603758  150.98768136
111 -33.91613498  150.98768269
111 -33.91655307  150.98802071
111 -33.91652569  150.98806533
111 -33.91648605  150.98808869
113 -33.91643889  150.98806571
110 2 0.00 0.0000 New Taxiway 28
111 -33.91689605  150.98805150
111 -33.91691742  150.98801634
111 -33.91693783  150.98798276
111 -33.91696741  150.98793409
111 -33.91700707  150.98786883
111 -33.91711222  150.98796081
111 -33.91709941  150.98798075
111 -33.91711547  150.98799460
113 -33.91701614  150.98815827
110 2 0.00 0.0000 New Taxiway 27
111 -33.91669911  150.98800016
111 -33.91700196  150.98825384
111 -33.91683376  150.98853541
113 -33.91653749  150.98827119
110 2 0.00 0.0000 New Taxiway 26
111 -33.91693242  150.98739971
112 -33.91692185  150.98738080 -33.91690919  150.98738044
111 -33.91692185  150.98738080
111 -33.91688051  150.98737928
111 -33.91686106  150.98737857
112 -33.91686106  150.98737857 -33.91684497  150.98737883
111 -33.91683511  150.98739376
111 -33.91672555  150.98757647
111 -33.91632622  150.98721599
111 -33.91654647  150.98684521
111 -33.91669280  150.98697355
111 -33.91675811  150.98686285
111 -33.91695205  150.98703925
112 -33.91701298  150.98702401 -33.91703522  150.98697525
111 -33.91701298  150.98702401
113 -33.91703827  150.98722008
110 2 0.00 0.0000 New Taxiway 25
111 -33.91609593  150.98760173
111 -33.91624343  150.98735238
111 -33.91635287  150.98744977
111 -33.91641168  150.98735623
111 -33.91673029  150.98762603
111 -33.91677617  150.98766487
111 -33.91678821  150.98767507
111 -33.91663626  150.98792659
111 -33.91661975  150.98791205
111 -33.91657817  150.98787546
111 -33.91655861  150.98785824
113 -33.91649824  150.98795697
110 2 0.00 0.0000 New Taxiway 24
111 -33.91656806  150.98866847
111 -33.91658378  150.98861952
111 -33.91643862  150.98855296
111 -33.91642665  150.98858803
111 -33.91640196  150.98857632
111 -33.91641385  150.98854161
111 -33.91639423  150.98853261
111 -33.91641066  150.98848270
111 -33.91642823  150.98849135
111 -33.91659808  150.98857499
111 -33.91661783  150.98851350
111 -33.91666016  150.98853280
111 -33.91667429  150.98848931
111 -33.91678171  150.98854002
113 -33.91671873  150.98873941
110 2 0.00 0.0000 New Taxiway 23
111 -33.91652204  150.98880771
111 -33.91673833  150.98890557
111 -33.91667322  150.98910593
113 -33.91645960  150.98900485
110 2 0.00 0.0000 New Taxiway 22
111 -33.91634871  150.98911007
111 -33.91644207  150.98915393
111 -33.91643727  150.98917130
111 -33.91660456  150.98925098
111 -33.91653218  150.98947404
111 -33.91626960  150.98935268
111 -33.91630014  150.98925902
111 -33.91619143  150.98920597
111 -33.91621471  150.98912968
113 -33.91632444  150.98918449
110 2 0.00 0.0000 New Taxiway 21
111 -33.91618359  150.98984201
111 -33.91634089  150.98991830
111 -33.91634456  150.98990900
111 -33.91638217  150.98992759
111 -33.91630459  150.99015997
111 -33.91610705  150.99006803
111 -33.91612575  150.99001280
113 -33.91615087  150.98993864
110 1 0.00 0.0000 New Taxiway 20
111 -33.91611452  150.98963458
111 -33.91617078  150.98966064
111 -33.91609036  150.98990879
111 -33.91615087  150.98993864
111 -33.91612575  150.99001280
111 -33.91607470  150.98998762
112 -33.91605549  150.98999406 -33.91604862  150.99000620
111 -33.91605549  150.98999406
111 -33.91604591  150.99002215
111 -33.91598787  150.98999195
111 -33.91600409  150.98994378
111 -33.91599304  150.98989732
111 -33.91599514  150.98989175
111 -33.91601784  150.98990294
111 -33.91606823  150.98975326
113 -33.91607694  150.98975727
110 2 0.00 0.0000 New Taxiway 19
111 -33.91563761  150.98909326
111 -33.91619810  150.98936173
111 -33.91615311  150.98950862
111 -33.91617101  150.98951652
112 -33.91617101  150.98951652 -33.91617287  150.98955449
