I
1050 Generated by WorldEditor 2.1.0r1

1    212 1 0 EGUP Sculthorp
1302 city Fakenhams
110 1 0.00 153.0000 New Taxiway 380
111  52.84804587  000.75270383
111  52.84803787  000.75262175
111  52.84829841  000.75227295
111  52.84839265  000.75226683
111  52.84849243  000.75212915
111  52.84828363  000.75171916
111  52.84817460  000.75185072
111  52.84809489  000.75168228
112  52.84811029  000.75154629  52.84815135  000.75149317
111  52.84811029  000.75154629
111  52.84900226  000.75034880
112  52.84900226  000.75034880  52.84906514  000.75027443
111  52.84912032  000.75036154
111  52.84919731  000.75048478
112  52.84917165  000.75068026  52.84911390  000.75076313
111  52.84917165  000.75068026
111  52.84910364  000.75078013
111  52.84912802  000.75085025
111  52.84921656  000.75072063
112  52.84921656  000.75072063  52.84924607  000.75068664
111  52.84926917  000.75071639
111  52.84936413  000.75093524
111  52.84940263  000.75089912
111  52.84955020  000.75123059
111  52.84971445  000.75168955
112  52.84971445  000.75168955  52.84976835  000.75185316
111  52.84972731  000.75196505
111  52.84992954  000.75175165
112  52.84982224  000.75170655  52.84977066  000.75161093
111  52.84982224  000.75170655
111  52.84927944  000.75048265
111  52.84914855  000.75019368
112  52.84914855  000.75019368  52.84912032  000.75012866
112  52.84922169  000.75011506  52.84926147  000.75019581
111  52.84922169  000.75011506
111  52.84923324  000.75014056
111  52.84939108  000.74992383
111  52.84935001  000.74982609
111  52.84940776  000.74975810
111  52.84938980  000.74971772
111  52.84944754  000.74965398
111  52.84939878  000.74954986
112  52.84936670  000.74963486  52.84933847  000.74967310
111  52.84936670  000.74963486
112  52.84908439  000.75001945  52.84902664  000.75008319
111  52.84898045  000.74998120
111  52.84877000  000.74953500
112  52.84879566  000.74931402  52.84884058  000.74924603
111  52.84879566  000.74931402
111  52.84903947  000.74893581
111  52.84907925  000.74892093
111  52.84908952  000.74891244
111  52.84902793  000.74877857
111  52.84873150  000.74923115
112  52.84865707  000.74922903  52.84865451  000.74923115
111  52.84861729  000.74925878
111  52.84854955  000.74933819
111  52.84856187  000.74936879
111  52.84858189  000.74935349
112  52.84863424  000.74937644  52.84865426  000.74941723
111  52.84895454  000.75009291
112  52.84895454  000.75009291  52.84898841  000.75017195
111  52.84894992  000.75025354
111  52.84860345  000.75071249
112  52.84854493  000.75068699  52.84851567  000.75062325
111  52.84854493  000.75068699
112  52.84773034  000.74903479  52.84770724  000.74897615
111  52.84774266  000.74892515
111  52.84783043  000.74887161
111  52.84781349  000.74879257
112  52.84759329  000.74895321  52.84752092  000.74904754
111  52.84737155  000.74924132
112  52.84720063  000.74920052  52.84710669  000.74909344
111  52.84706204  000.74903734
111  52.84652770  000.74795122
111  52.84631674  000.74743110
112  52.84631674  000.74743110  52.84627671  000.74731892
111  52.84630442  000.74716339
111  52.84626861  000.74724562
111  52.84622703  000.74731956
111  52.84618699  000.74735781
112  52.84627477  000.74744704  52.84631018  000.74755667
111  52.84627477  000.74744704
111  52.84650729  000.74801305
111  52.84704008  000.74908899
111  52.84718483  000.74935415
111  52.84720023  000.74940514
111  52.84717713  000.74942044
111  52.84716635  000.74950458
111  52.84719715  000.74952242
111  52.84723872  000.74959126
111  52.84724180  000.74966775
111  52.84739271  000.75050659
111  52.84738039  000.75058053
111  52.84745276  000.75090178
111  52.84748048  000.75092473
111  52.84749742  000.75097317
111  52.84780693  000.75170238
112  52.84780693  000.75170238  52.84784389  000.75178396
111  52.84782387  000.75188850
111  52.84778846  000.75212307
111  52.84744199  000.75198029
111  52.84743186  000.75203537
111  52.84742043  000.75209757
111  52.84738501  000.75237294
111  52.84736337  000.75241008
111  52.84744979  000.75244728
111  52.84744045  000.75239334
111  52.84746354  000.75221741
111  52.84748356  000.75218681
111  52.84775920  000.75228880
111  52.84772840  000.75244688
113  52.84765109  000.75253392
111  52.84779624  000.75251874
111  52.84779410  000.75246208
112  52.84789034  000.75191496  52.84792884  000.75167238
111  52.84805395  000.75177508
111  52.84814485  000.75191496
111  52.84816302  000.75196277
113  52.84817265  000.75201766
112  52.84778661  000.75150592  52.84773314  000.75138729
111  52.84778661  000.75150592
111  52.84751286  000.75084725
111  52.84729899  000.74968397
112  52.84729899  000.74968397  52.84727867  000.74956711
111  52.84731396  000.74944848
111  52.84740272  000.74931745
111  52.84759092  000.74907311
112  52.84770641  000.74911206  52.84774705  000.74919174
111  52.84770641  000.74911206
111  52.84849346  000.75071802
112  52.84849346  000.75071802  52.84852981  000.75080832
111  52.84847741  000.75087206
113  52.84796733  000.75160510
110 1 0.00 153.0000 New Taxiway 375
111  52.84506287  000.75119432
111  52.84492367  000.75134969
111  52.84502992  000.75140578
111  52.84529754  000.75152096
111  52.84520885  000.75124939
111  52.84574472  000.75069870
111  52.84577798  000.75050290
111  52.84563940  000.75002256
111  52.84565883  000.75000696
111  52.84561921  000.74982104
111  52.84555809  000.74983288
111  52.84550081  000.74960648
111  52.84561353  000.74920570
111  52.84575429  000.74912995
111  52.84572982  000.74901865
111  52.84581053  000.74896741
111  52.84578444  000.74886146
111  52.84582230  000.74883696
111  52.84577429  000.74861523
111  52.84565233  000.74852345
111  52.84523657  000.74876514
111  52.84506472  000.74891811
111  52.84502037  000.74907414
111  52.84503885  000.74929136
111  52.84512570  000.74969521
111  52.84511831  000.74971356
111  52.84493722  000.74988795
111  52.84479678  000.75006540
111  52.84476537  000.75026426
113  52.84485222  000.75062833
111  52.84537496  000.74951436
111  52.84524343  000.74959403
111  52.84516964  000.74927002
111  52.84526054  000.74897789
111  52.84542522  000.74888759
111  52.84547441  000.74904694
113  52.84548617  000.74912484
111  52.84517499  000.75056250
111  52.84503597  000.75068112
111  52.84493439  000.75040670
112  52.84498892  000.75009331  52.84499213  000.75009154
111  52.84516430  000.74993574
113  52.84523808  000.75012341
111  52.84536106  000.75020486
111  52.84550221  000.75010217
111  52.84559738  000.75035535
111  52.84555354  000.75066519
111  52.84537496  000.75084578
113  52.84529903  000.75062978
112  52.84528681  000.75012660  52.84526118  000.75011874
112  52.84526723  000.75003507  52.84528415  000.75000226
114  52.84532489  000.75005276  52.84533359  000.75009344
112  52.84511999  000.75103487  52.84509436  000.75102701
112  52.84510041  000.75094335  52.84511733  000.75091053
114  52.84515807  000.75096104  52.84516677  000.75100172
110 1 0.00 153.0000 New Taxiway 374
111  52.83923721  000.74877386
111  52.83694302  000.74576869
111  52.83690568  000.74583869
113  52.83918391  000.74883946
110 1 0.00 153.0000 New Taxiway 373
111  52.83697783  000.75215920
111  52.83699066  000.75208839
111  52.83700670  000.75201582
111  52.83702381  000.75193439
111  52.83704918  000.75184437
112  52.83686994  000.75183825  52.83677940  000.75168837
111  52.83686994  000.75183825
111  52.83659430  000.75133542
111  52.83616752  000.75044419
111  52.83603124  000.75007261
111  52.83572635  000.74939273
111  52.83560789  000.74919624
111  52.83546004  000.74881007
111  52.83542493  000.74884372
111  52.83544347  000.74896126
111  52.83549620  000.74913476
111  52.83553494  000.74916377
111  52.83556858  000.74919566
111  52.83613367  000.75047114
113  52.83656279  000.75137365
110 1 0.00 153.0000 New Taxiway 372
111  52.84434129  000.76791495
111  52.84432827  000.76794937
111  52.84418045  000.76788206
111  52.84376099  000.76692449
111  52.84377946  000.76666445
111  52.84385523  000.76682965
111  52.84411208  000.76654820
111  52.84403262  000.76638605
111  52.84397534  000.76635546
111  52.84382419  000.76602127
111  52.84368338  000.76570995
111  52.84334596  000.76611891
111  52.84341342  000.76628899
111  52.84342084  000.76632075
111  52.84338124  000.76635046
111  52.84334782  000.76640169
111  52.84331751  000.76645336
111  52.84328594  000.76652156
111  52.84326304  000.76659943
111  52.84328055  000.76658491
112  52.84366675  000.76642277  52.84379979  000.76670116
111  52.84366675  000.76642277
111  52.84374620  000.76659409
111  52.84371849  000.76704993
111  52.84411023  000.76792489
111  52.84437864  000.76800805
111  52.84444838  000.76818188
112  52.84444838  000.76818188  52.84451675  000.76837768
111  52.84440034  000.76857653
111  52.84431534  000.76866526
111  52.84429712  000.76875411
111  52.84433858  000.76873362
111  52.84437942  000.76869776
111  52.84446235  000.76888526
111  52.84502306  000.76820635
111  52.84493621  000.76802585
112  52.84471632  000.76803197  52.84464241  000.76786370
111  52.84471632  000.76803197
112  52.84471632  000.76803197  52.84469748  000.76798907
112  52.84464845  000.76787288  52.84462331  000.76781292
111  52.84464845  000.76787288
112  52.84464845  000.76787288  52.84457499  000.76769765
111  52.84449088  000.76749046
113  52.84427653  000.76775357
110 1 0.00 153.0000 New Taxiway 370
111  52.84573441  000.77788953
111  52.84677690  000.77579122
111  52.84675060  000.77575755
113  52.84570812  000.77785586
110 1 0.00 153.0000 New Taxiway 368
111  52.85446817  000.78080943
112  52.85446817  000.78080943  52.85436654  000.78084258
112  52.85428801  000.78061307  52.85427415  000.78049322
111  52.85428801  000.78061307
111  52.85426438  000.78072330
111  52.85423872  000.78081043
111  52.85418611  000.78098256
111  52.85414889  000.78108881
111  52.85419099  000.78101088
112  52.85441889  000.78089868  52.85448203  000.78089103
111  52.85449897  000.78088338
111  52.85548602  000.78052382
111  52.85610659  000.78026371
111  52.85611891  000.78023566
111  52.85790885  000.77946193
112  52.85790885  000.77946193  52.85815646  000.77936706
111  52.85866839  000.77932191
111  52.85888150  000.77930206
111  52.85887687  000.77923444
111  52.85876778  000.77924714
112  52.85876778  000.77924714  52.85872159  000.77925326
112  52.85875851  000.77903877  52.85879732  000.77903265
111  52.85875851  000.77903877
111  52.85885712  000.77901838
111  52.85883068  000.77867473
111  52.85864459  000.77872020
111  52.85867897  000.77902471
112  52.85867897  000.77902471  52.85870299  000.77921139
111  52.85866752  000.77925881
112  52.85789438  000.77941245  52.85769111  000.77949508
111  52.85789438  000.77941245
111  52.85610351  000.78016936
111  52.85598648  000.78021781
111  52.85593720  000.78016936
111  52.85588793  000.77990414
111  52.85559689  000.78003420
111  52.85563693  000.78025606
112  52.85563693  000.78025606  52.85565233  000.78036062
111  52.85560459  000.78037847
111  52.85528617  000.78051888
113  52.85508343  000.78060242
111  52.85572757  000.78032612
111  52.85570190  000.78029247
111  52.85569335  000.78024642
111  52.85584947  000.78017913
112  52.85584947  000.78017913  52.85590294  000.78015256
112  52.85585268  000.78027122  52.85582595  000.78028893
113  52.85585268  000.78027122
110 1 0.00 153.0000 New Taxiway 367
111  52.85567829  000.76724174
111  52.85563596  000.76717975
111  52.85561810  000.76735699
111  52.85564287  000.76732079
111  52.85566289  000.76731569
111  52.85603553  000.76743555
111  52.85609559  000.76747891
111  52.85615103  000.76750951
111  52.85626960  000.76781298
111  52.85628961  000.76776452
111  52.85619722  000.76752736
111  52.85620646  000.76748656
111  52.85621570  000.76747636
111  52.85629115  000.76749676
113  52.85630193  000.76742280
110 1 0.00 153.0000 New Taxiway 366
111  52.85578500  000.76570094
111  52.85579637  000.76555539
111  52.85552382  000.76548909
111  52.85550392  000.76565865
111  52.85549171  000.76578154
111  52.85545747  000.76588965
111  52.85543182  000.76593092
111  52.85547916  000.76599401
111  52.85551612  000.76600421
111  52.85551458  000.76603226
113  52.85574449  000.76610288
110 1 0.00 153.0000 New Taxiway 365
111  52.85252315  000.76678331
111  52.85256049  000.76676298
111  52.85260488  000.76679847
111  52.85263555  000.76682573
111  52.85271976  000.76659836
111  52.85268111  000.76655786
111  52.85267347  000.76649128
111  52.85269350  000.76643362
111  52.85264519  000.76638559
111  52.85263402  000.76630903
111  52.85248774  000.76613053
111  52.85245116  000.76616119
111  52.85210623  000.76578125
111  52.85210007  000.76570730
111  52.85214127  000.76568939
111  52.85200730  000.76552620
111  52.85189989  000.76556450
111  52.85162733  000.76525596
111  52.85195224  000.76459809
111  52.85192453  000.76456494
111  52.85159192  000.76522536
111  52.85152878  000.76513866
111  52.85151338  000.76498057
111  52.85152416  000.76489898
111  52.85184291  000.76428955
111  52.85166121  000.76403456
111  52.85149662  000.76406680
111  52.85149662  000.76410046
111  52.85116586  000.76489602
111  52.85095336  000.76466041
111  52.85099445  000.76498567
111  52.85172280  000.76578379
111  52.85173974  000.76592403
111  52.85193838  000.76615353
111  52.85201692  000.76611273
111  52.85227100  000.76639067
113  52.85228293  000.76652067
110 1 0.00 153.0000 New Taxiway 364
111  52.85375562  000.76409291
111  52.85368448  000.76399401
111  52.85366094  000.76380390
111  52.85351120  000.76359920
111  52.85340217  000.76368375
111  52.85311730  000.76337351
111  52.85311427  000.76320152
111  52.85298897  000.76301651
111  52.85284653  000.76306538
111  52.85280574  000.76301956
111  52.85288756  000.76275808
111  52.85321202  000.76207249
111  52.85367003  000.76101000
111  52.85478808  000.75842765
111  52.85491522  000.75809843
111  52.85473761  000.75813678
112  52.85475497  000.75835999  52.85471955  000.75844160
111  52.85475497  000.75835999
111  52.85373957  000.76071239
111  52.85363306  000.76097589
111  52.85317857  000.76204570
111  52.85279720  000.76285810
111  52.85272908  000.76286356
111  52.85262969  000.76282183
111  52.85240382  000.76256814
111  52.85238680  000.76260414
111  52.85233761  000.76272633
111  52.85258463  000.76300080
111  52.85255789  000.76305924
111  52.85253458  000.76304720
111  52.85247825  000.76312145
112  52.85247825  000.76312145  52.85253599  000.76308320
111  52.85257663  000.76312330
111  52.85262087  000.76317262
111  52.85260988  000.76322631
111  52.85254189  000.76336556
111  52.85256466  000.76339817
111  52.85264532  000.76325950
111  52.85267381  000.76323164
111  52.85274388  000.76330976
111  52.85277366  000.76355671
111  52.85292473  000.76369733
111  52.85300565  000.76360725
112  52.85329310  000.76391325  52.85329310  000.76391963
111  52.85330178  000.76411744
111  52.85344709  000.76428963
111  52.85359337  000.76424263
113  52.85365241  000.76432281
110 1 0.00 153.0000 asph rwys
111  52.84002839  000.75202325
111  52.83970872  000.75241481
111  52.84272645  000.75918875
111  52.84270790  000.75936478
111  52.84291047  000.75981950
111  52.84048718  000.76033177
111  52.84052181  000.76069772
111  52.84304887  000.76013017
111  52.84326089  000.76060609
111  52.84336090  000.76061291
111  52.85196887  000.77993532
111  52.85229994  000.77954773
111  52.84382615  000.76054144
111  52.84385441  000.76050466
111  52.84385772  000.76047062
111  52.84386808  000.76044644
111  52.84367368  000.76000472
111  52.85126749  000.75837117
111  52.85123168  000.75803234
111  52.84352562  000.75966830
111  52.84332741  000.75921792
113  52.84324172  000.75923058
110 2 0.00 153.0000 CC main
111  52.85024250  000.78331540
111  52.85027946  000.78339699
111  52.85031796  000.78347093
111  52.85035337  000.78354233
111  52.85039649  000.78360863
111  52.85044577  000.78368002
111  52.85049196  000.78373867
111  52.85054432  000.78380496
111  52.85059308  000.78384916
111  52.85064441  000.78389591
111  52.85070216  000.78394265
111  52.85075862  000.78398303
111  52.85080481  000.78401490
111  52.85086897  000.78405103
111  52.85092800  000.78407865
111  52.85098831  000.78410202
111  52.85104221  000.78411902
111  52.85109482  000.78413177
111  52.85116668  000.78414027
111  52.85122314  000.78414240
111  52.85128602  000.78414027
111  52.85134633  000.78413815
111  52.85140793  000.78413603
111  52.85146952  000.78412540
111  52.85152598  000.78411265
111  52.85158373  000.78409565
111  52.85165174  000.78406803
111  52.85170564  000.78404041
111  52.85176595  000.78400853
111  52.85182497  000.78396816
111  52.85187759  000.78391716
111  52.85193662  000.78385979
111  52.85198409  000.78381942
111  52.85202772  000.78376842
111  52.85311192  000.78247054
111  52.85311941  000.78248471
111  52.85344034  000.78210053
111  52.85343285  000.78208636
111  52.85394486  000.78147344
111  52.85399875  000.78139907
111  52.85404110  000.78132469
111  52.85407575  000.78125244
111  52.85410911  000.78119081
111  52.85414889  000.78108881
111  52.85418611  000.78098256
111  52.85423872  000.78081043
111  52.85426438  000.78072330
111  52.85428876  000.78062343
111  52.85430930  000.78051930
111  52.85433111  000.78041092
111  52.85446529  000.77906369
111  52.85451192  000.77903217
111  52.85512347  000.78044934
111  52.85512361  000.78048958
111  52.85511103  000.78055290
111  52.85508343  000.78060242
111  52.85528617  000.78051888
111  52.85522306  000.78048649
111  52.85516926  000.78043217
111  52.85452038  000.77891520
111  52.85450218  000.77885140
111  52.85450124  000.77870268
111  52.85469683  000.77673881
111  52.85494321  000.77642004
111  52.85504971  000.77637330
111  52.85511131  000.77633292
111  52.85517034  000.77627979
111  52.85523193  000.77622454
111  52.85527171  000.77617354
111  52.85533202  000.77608428
111  52.85537694  000.77599716
111  52.85541415  000.77589728
111  52.85544623  000.77581015
111  52.85547446  000.77570602
111  52.85549499  000.77559764
111  52.85550783  000.77549563
111  52.85551553  000.77537875
111  52.85551809  000.77525762
111  52.85551168  000.77514286
111  52.85549884  000.77503873
111  52.85548216  000.77494310
111  52.85545778  000.77483897
111  52.85542442  000.77472634
111  52.85541158  000.77468809
111  52.85541543  000.77464346
111  52.85543981  000.77459459
111  52.85591846  000.77431832
111  52.85598134  000.77432045
111  52.85601726  000.77435445
111  52.85606218  000.77443308
111  52.85610324  000.77447558
111  52.85613532  000.77449046
111  52.85622771  000.77452234
111  52.85627648  000.77455421
111  52.85649976  000.77460734
111  52.85650746  000.77457122
111  52.85652927  000.77455634
111  52.85666401  000.77460522
111  52.85666786  000.77454996
111  52.85614944  000.77443308
111  52.85611351  000.77442458
111  52.85608528  000.77439695
111  52.85606859  000.77436720
111  52.85606731  000.77432045
111  52.85608143  000.77423757
111  52.85612377  000.77420782
111  52.85622900  000.77309849
111  52.85561305  000.77293060
111  52.85558995  000.77288810
111  52.85561690  000.77285198
111  52.85565796  000.77277760
111  52.85570801  000.77268196
111  52.85574522  000.77260121
111  52.85577345  000.77249920
111  52.85580297  000.77239507
111  52.85582093  000.77228669
111  52.85583505  000.77217618
111  52.85584403  000.77205930
111  52.85584275  000.77194879
111  52.85583890  000.77183829
111  52.85583120  000.77174691
111  52.85581837  000.77167678
111  52.85580297  000.77160665
111  52.85578115  000.77150677
111  52.85575292  000.77140901
111  52.85571699  000.77131550
111  52.85567336  000.77121987
111  52.85563358  000.77115400
111  52.85557584  000.77106049
111  52.85550269  000.77098398
111  52.85547831  000.77094998
111  52.85529866  000.77055684
111  52.85529353  000.77045908
111  52.85532176  000.77012119
111  52.85530764  000.77011269
111  52.85536528  000.76956586
111  52.85540378  000.76957649
111  52.85540955  000.76952175
111  52.85537105  000.76951112
111  52.85545906  000.76867611
111  52.85548473  000.76868036
111  52.85561810  000.76735699
111  52.85563596  000.76717975
111  52.85574449  000.76610288
111  52.85578500  000.76570094
111  52.85580810  000.76565419
111  52.85582735  000.76560106
111  52.85585558  000.76557343
111  52.85602753  000.76542043
111  52.85607501  000.76491039
111  52.85589793  000.76450874
111  52.85594797  000.76405821
111  52.85619307  000.76376919
111  52.85625466  000.76387970
111  52.85627904  000.76393283
111  52.85630086  000.76399871
111  52.85631497  000.76405396
111  52.85632909  000.76412622
111  52.85633807  000.76419847
111  52.85634192  000.76425798
111  52.85633807  000.76435361
111  52.85633422  000.76443224
111  52.85649976  000.76471701
112  52.85656392  000.76465113  52.85656648  000.76465113
111  52.85658702  000.76456825
111  52.85660498  000.76447049
111  52.85661012  000.76436211
111  52.85660883  000.76423672
111  52.85660113  000.76413259
111  52.85658830  000.76402846
111  52.85657034  000.76390520
111  52.85655750  000.76385632
111  52.85655365  000.76382870
111  52.85659472  000.76379470
111  52.85690911  000.76384995
111  52.85691424  000.76375219
111  52.85657547  000.76368844
111  52.85652799  000.76372456
111  52.85650489  000.76366294
111  52.85651644  000.76363531
111  52.85655237  000.76359493
111  52.85693990  000.76347592
111  52.85695017  000.76349080
111  52.85693990  000.76362681
111  52.85693477  000.76363956
111  52.85693477  000.76366719
111  52.85699508  000.76367781
111  52.85701690  000.76343342
111  52.85704256  000.76343979
111  52.85715164  000.76234320
111  52.85669352  000.76194792
111  52.85668069  000.76185229
111  52.85672176  000.76179916
111  52.85674870  000.76175241
111  52.85678977  000.76166527
111  52.85683083  000.76158239
111  52.85686034  000.76149738
111  52.85688729  000.76139963
111  52.85690654  000.76129974
111  52.85691809  000.76124236
111  52.85692579  000.76116798
111  52.85693477  000.76105747
111  52.85693862  000.76095759
111  52.85693220  000.76086408
111  52.85692450  000.76073232
111  52.85690269  000.76061756
111  52.85688729  000.76054955
111  52.85686804  000.76048792
111  52.85684751  000.76040929
111  52.85691552  000.76032853
111  52.85689893  000.76028627
111  52.85692203  000.76026715
111  52.85690301  000.76021868
111  52.85687991  000.76023781
111  52.85686548  000.76020102
111  52.85679362  000.76026903
111  52.85675512  000.76019252
111  52.85671277  000.76012239
111  52.85666658  000.76005864
111  52.85662038  000.76000976
111  52.85657547  000.75996938
111  52.85639582  000.75954435
111  52.85655237  000.75787822
111  52.85655879  000.75774646
111  52.85644044  000.75617400
111  52.85611929  000.75284295
111  52.85609761  000.75265455
111  52.85607255  000.75244203
111  52.85604432  000.75232939
111  52.85604175  000.75225501
111  52.85604816  000.75215726
111  52.85611361  000.75157072
111  52.85606741  000.75158134
111  52.85601352  000.75201700
111  52.85599940  000.75205525
111  52.85598144  000.75207013
111  52.85595834  000.75205950
111  52.85592498  000.75197662
111  52.85589033  000.75190011
111  52.85585055  000.75182998
111  52.85581205  000.75175773
111  52.85574533  000.75168335
111  52.85346119  000.74936063
111  52.85341243  000.74931601
111  52.85335981  000.74927776
111  52.85331105  000.74923951
111  52.85325202  000.74921401
112  52.85319428  000.74918851  52.85319171  000.74918851
111  52.85314295  000.74916938
111  52.85308649  000.74914813
111  52.85303131  000.74913750
111  52.85297228  000.74912688
111  52.85292352  000.74911838
111  52.85286577  000.74911625
111  52.85281059  000.74911625
111  52.85274900  000.74912050
111  52.85269895  000.74912475
111  52.85264121  000.74913538
111  52.85258346  000.74915025
111  52.85252443  000.74917150
111  52.85246797  000.74919488
111  52.85240638  000.74922888
111  52.85232938  000.74928200
111  52.85227292  000.74930962
111  52.85221774  000.74935425
111  52.85214717  000.74941162
111  52.85186124  000.74971333
111  52.85170763  000.74987542
111  52.84992954  000.75175165
111  52.84972731  000.75196505
111  52.84969476  000.75199939
111  52.84967726  000.75200405
111  52.84964885  000.75202606
111  52.84962858  000.75203390
111  52.84959490  000.75201487
111  52.84913392  000.75100594
111  52.84906980  000.75108667
111  52.84904684  000.75103961
111  52.84905805  000.75094825
111  52.84911397  000.75088473
111  52.84912571  000.75084474
111  52.84909846  000.75078453
111  52.84897699  000.75094057
111  52.84894323  000.75094282
111  52.84891715  000.75089031
111  52.84882646  000.75099195
111  52.84910600  000.75156344
111  52.84925876  000.75164120
111  52.84927959  000.75165802
111  52.84932328  000.75171654
111  52.84947328  000.75206398
111  52.84948011  000.75214536
111  52.84946751  000.75221292
111  52.84945202  000.75223700
111  52.84944688  000.75226096
111  52.84919181  000.75253010
111  52.84914947  000.75256835
112  52.84910070  000.75260872  52.84909942  000.75260872
111  52.84902032  000.75269082
111  52.84897105  000.75271887
111  52.84892947  000.75274692
111  52.84888635  000.75276732
111  52.84884478  000.75279026
111  52.84878780  000.75281321
111  52.84874623  000.75283616
111  52.84869387  000.75284891
111  52.84864768  000.75286166
111  52.84859994  000.75286166
111  52.84854604  000.75286420
111  52.84849985  000.75286420
111  52.84845365  000.75286420
111  52.84840438  000.75285400
111  52.84834740  000.75283361
111  52.84804587  000.75270383
111  52.84765109  000.75253392
111  52.84744979  000.75244728
111  52.84736337  000.75241008
111  52.84657376  000.75207024
111  52.84656044  000.75202783
111  52.84659162  000.75183217
111  52.84695832  000.75150936
111  52.84714041  000.75125608
111  52.84715856  000.75108550
111  52.84708237  000.75075759
111  52.84685715  000.75018453
111  52.84672445  000.75011729
111  52.84667339  000.75016418
111  52.84659311  000.75023790
111  52.84653302  000.75029308
111  52.84643750  000.75025809
111  52.84639714  000.75021300
111  52.84638793  000.75013838
111  52.84641374  000.74996462
111  52.84619646  000.74987105
111  52.84616708  000.75003946
111  52.84613183  000.75009194
111  52.84609370  000.75010332
111  52.84576566  000.74996145
111  52.84593002  000.74979010
111  52.84598168  000.74957601
111  52.84596592  000.74949038
111  52.84601486  000.74919062
111  52.84598207  000.74917813
111  52.84595290  000.74936955
111  52.84594332  000.74936753
111  52.84592873  000.74928823
111  52.84582230  000.74883696
111  52.84578444  000.74886146
