I
1050 Generated by WorldEditor

1   1023 1 0 KATL Hartsfield Jackson Atlanta Intl
1302 city Atlanta
111  33.63758802 -084.42548860
111  33.63772728 -084.42548762
111  33.63772891 -084.42552283
111  33.63810433 -084.42552675
111  33.63810108 -084.42555120
111  33.63963209 -084.42554924
111  33.63963779 -084.42515993
111  33.63996516 -084.42515895
111  33.63996842 -084.42512863
111  33.64003732 -084.42512978
111  33.64004222 -084.42511876
111  33.64016336 -084.42512023
111  33.64016581 -084.42515550
111  33.64020313 -084.42516285
111  33.64022210 -084.42533188
111  33.64029797 -084.42532894
111  33.64029980 -084.42520033
111  33.64041973 -084.42519666
111  33.64041911 -084.42515918
111  33.64020558 -084.42515550
111  33.64020558 -084.42499529
111  33.64029674 -084.42499602
111  33.64029797 -084.42435885
111  33.64032244 -084.42432504
111  33.64048397 -084.42432871
111  33.64048703 -084.42295588
111  33.64097279 -084.42295313
111  33.64097585 -084.42299796
111  33.64101379 -084.42299869
111  33.64101343 -084.42308028
111  33.64084456 -084.42307954
111  33.64084334 -084.42305529
111  33.64079561 -084.42305749
111  33.64079316 -084.42330516
111  33.64081825 -084.42332574
111  33.64081642 -084.42362045
111  33.64079500 -084.42361971
111  33.64079804 -084.42432250
111  33.64095617 -084.42432526
111  33.64097915 -084.42435232
111  33.64098066 -084.42475104
111  33.64103628 -084.42474938
111  33.64103858 -084.42482558
111  33.64097974 -084.42482448
111  33.64097974 -084.42499289
111  33.64106892 -084.42499675
111  33.64106938 -084.42516019
111  33.64111075 -084.42516019
111  33.64111075 -084.42511988
111  33.64123808 -084.42511933
111  33.64123716 -084.42515909
111  33.64174049 -084.42516201
111  33.64173631 -084.42552945
111  33.64168157 -084.42552795
111  33.64168115 -084.42555054
111  33.64215729 -084.42555146
111  33.64215892 -084.42552113
111  33.64222977 -084.42552113
111  33.64223140 -084.42555733
111  33.64256313 -084.42555793
111  33.64256421 -084.42552277
111  33.64266935 -084.42552277
111  33.64267043 -084.42555923
111  33.64378146 -084.42555792
113  33.64378362 -084.42592639
110 1 0.00 0.0000 CONCOURSE D
111  33.64274322 -084.42941848
111  33.64274524 -084.42944597
111  33.64262342 -084.42944597
111  33.64262140 -084.42942091
111  33.64129351 -084.42942172
111  33.64129351 -084.42944516
111  33.64117169 -084.42944759
111  33.64117169 -084.42941606
111  33.64109362 -084.42942253
111  33.64109294 -084.42947992
111  33.64104516 -084.42947750
111  33.64104718 -084.42950579
111  33.64099804 -084.42962706
111  33.64097920 -084.42962786
111  33.64097920 -084.42985180
111  33.64086142 -084.42985341
111  33.64085805 -084.42984048
111  33.64084594 -084.42984048
111  33.64084459 -084.42990919
111  33.64075306 -084.42991404
111  33.64075575 -084.42975640
111  33.64069181 -084.42975721
111  33.64062653 -084.42959149
111  33.64060903 -084.42959068
111  33.64060230 -084.42944435
111  33.64056057 -084.42944516
111  33.64055990 -084.42941929
111  33.63922864 -084.42942253
111  33.63922999 -084.42945729
111  33.63919768 -084.42945729
111  33.63919768 -084.42946941
111  33.63877973 -084.42946779
111  33.63877771 -084.42941606
111  33.63845197 -084.42941767
111  33.63845129 -084.42946537
111  33.63825746 -084.42947103
111  33.63825611 -084.42941686
111  33.63785768 -084.42941686
111  33.63785566 -084.42938857
111  33.63777557 -084.42939342
111  33.63777422 -084.42942010
111  33.63765644 -084.42942010
111  33.63765644 -084.42921476
111  33.63777355 -084.42921234
111  33.63777624 -084.42923740
111  33.63785297 -084.42923821
111  33.63785229 -084.42921072
111  33.63820496 -084.42921315
111  33.63820564 -084.42916141
111  33.63851590 -084.42916303
111  33.63851725 -084.42920992
111  33.63897491 -084.42921153
111  33.63897626 -084.42918566
111  33.63911019 -084.42918647
111  33.63911154 -084.42921315
111  33.63990302 -084.42920830
111  33.63990370 -084.42916384
111  33.64016214 -084.42916626
111  33.64016181 -084.42921213
111  33.64056981 -084.42921213
111  33.64057388 -084.42914855
111  33.64068382 -084.42914170
111  33.64068463 -084.42902627
111  33.64081249 -084.42882281
111  33.64081412 -084.42879933
111  33.64092976 -084.42879444
111  33.64093139 -084.42887954
111  33.64097455 -084.42888052
111  33.64097292 -084.42895780
111  33.64102829 -084.42895976
111  33.64102992 -084.42915050
111  33.64108774 -084.42915344
111  33.64108774 -084.42921311
111  33.64194120 -084.42921115
111  33.64194283 -084.42917104
111  33.64201531 -084.42916909
111  33.64201612 -084.42921213
111  33.64323686 -084.42921213
111  33.64323849 -084.42917006
111  33.64336879 -084.42916517
111  33.64337368 -084.42914952
111  33.64341440 -084.42915441
113  33.64341358 -084.42941853
110 1 0.00 0.0000 CONCOURSE D
111  33.64274322 -084.42941848
111  33.64274524 -084.42944597
111  33.64262342 -084.42944597
111  33.64262140 -084.42942091
111  33.64129351 -084.42942172
111  33.64129351 -084.42944516
111  33.64117169 -084.42944759
111  33.64117169 -084.42941606
111  33.64109362 -084.42942253
111  33.64109294 -084.42947992
111  33.64104516 -084.42947750
111  33.64104718 -084.42950579
111  33.64099804 -084.42962706
111  33.64097920 -084.42962786
111  33.64097920 -084.42985180
111  33.64086142 -084.42985341
111  33.64085805 -084.42984048
111  33.64084594 -084.42984048
111  33.64084459 -084.42990919
111  33.64075306 -084.42991404
111  33.64075575 -084.42975640
111  33.64069181 -084.42975721
111  33.64062653 -084.42959149
111  33.64060903 -084.42959068
111  33.64060230 -084.42944435
111  33.64056057 -084.42944516
111  33.64055990 -084.42941929
111  33.63922864 -084.42942253
111  33.63922999 -084.42945729
111  33.63919768 -084.42945729
111  33.63919768 -084.42946941
111  33.63877973 -084.42946779
111  33.63877771 -084.42941606
111  33.63845197 -084.42941767
111  33.63845129 -084.42946537
111  33.63825746 -084.42947103
111  33.63825611 -084.42941686
111  33.63785768 -084.42941686
111  33.63785566 -084.42938857
111  33.63777557 -084.42939342
111  33.63777422 -084.42942010
111  33.63765644 -084.42942010
111  33.63765644 -084.42921476
111  33.63777355 -084.42921234
111  33.63777624 -084.42923740
111  33.63785297 -084.42923821
111  33.63785229 -084.42921072
111  33.63820496 -084.42921315
111  33.63820564 -084.42916141
111  33.63851590 -084.42916303
111  33.63851725 -084.42920992
111  33.63897491 -084.42921153
111  33.63897626 -084.42918566
111  33.63911019 -084.42918647
111  33.63911154 -084.42921315
111  33.63990302 -084.42920830
111  33.63990370 -084.42916384
111  33.64016214 -084.42916626
111  33.64016181 -084.42921213
111  33.64056981 -084.42921213
111  33.64057388 -084.42914855
111  33.64068382 -084.42914170
111  33.64068463 -084.42902627
111  33.64081249 -084.42882281
111  33.64081412 -084.42879933
111  33.64092976 -084.42879444
111  33.64093139 -084.42887954
111  33.64097455 -084.42888052
111  33.64097292 -084.42895780
111  33.64102829 -084.42895976
111  33.64102992 -084.42915050
111  33.64108774 -084.42915344
111  33.64108774 -084.42921311
111  33.64194120 -084.42921115
111  33.64194283 -084.42917104
111  33.64201531 -084.42916909
111  33.64201612 -084.42921213
111  33.64323686 -084.42921213
111  33.64323849 -084.42917006
111  33.64336879 -084.42916517
111  33.64337368 -084.42914952
111  33.64341440 -084.42915441
113  33.64341358 -084.42941853
110 1 0.00 0.0000 CONCOURSE C
111  33.64308391 -084.43285755
111  33.64302389 -084.43275747
111  33.64247566 -084.43275209
111  33.64247387 -084.43280697
111  33.64243445 -084.43280697
111  33.64243266 -084.43274994
111  33.64216302 -084.43275425
111  33.64216392 -084.43282742
111  33.64174558 -084.43281988
111  33.64174110 -084.43275102
111  33.64143294 -084.43275425
111  33.64143384 -084.43285754
111  33.64105939 -084.43285647
111  33.64106029 -084.43291027
111  33.64104864 -084.43291242
111  33.64102804 -084.43304046
111  33.64100295 -084.43304046
111  33.64097698 -084.43317174
111  33.64093577 -084.43317496
111  33.64090890 -084.43333637
111  33.64079782 -084.43325244
111  33.64079782 -084.43322123
111  33.64075482 -084.43319756
111  33.64075661 -084.43275317
111  33.64029885 -084.43275209
111  33.64029975 -084.43278115
111  33.64016806 -084.43278007
111  33.64016448 -084.43275532
111  33.63778721 -084.43275372
111  33.63778721 -084.43244951
111  33.63944120 -084.43244853
111  33.63944120 -084.43239082
111  33.64003568 -084.43239277
111  33.64003650 -084.43244951
111  33.64062284 -084.43244560
111  33.64062203 -084.43237517
111  33.64064972 -084.43234387
111  33.64074093 -084.43234289
111  33.64074011 -084.43240451
111  33.64072057 -084.43240354
111  33.64072464 -084.43244658
111  33.64079305 -084.43244951
111  33.64078979 -084.43197313
111  33.64083377 -084.43193596
111  33.64084272 -084.43191346
111  33.64097709 -084.43181956
111  33.64101455 -084.43202693
111  33.64104631 -084.43202302
111  33.64107970 -084.43222257
111  33.64109111 -084.43222159
111  33.64109436 -084.43244560
111  33.64195102 -084.43244975
111  33.64194833 -084.43237699
111  33.64222696 -084.43237780
111  33.64222629 -084.43239882
111  33.64237705 -084.43239882
111  33.64237772 -084.43244894
111  33.64302328 -084.43244764
111  33.64308832 -084.43234821
111  33.64327849 -084.43235650
111  33.64335043 -084.43244764
111  33.64334747 -084.43275775
113  33.64327849 -084.43285718
110 1 0.00 0.0000 CONCOURSE B
111  33.64271460 -084.43604176
111  33.64271460 -084.43612628
111  33.64226551 -084.43612408
111  33.64226489 -084.43603809
111  33.64214803 -084.43603809
111  33.64214742 -084.43610717
111  33.64209847 -084.43610644
111  33.64209969 -084.43603882
111  33.64172157 -084.43603809
111  33.64172341 -084.43610791
111  33.64163775 -084.43611158
111  33.64163714 -084.43612555
111  33.64147072 -084.43612628
111  33.64147255 -084.43603882
111  33.64091332 -084.43603515
111  33.64091088 -084.43619684
111  33.64086744 -084.43619684
111  33.64086866 -084.43639380
111  33.64076587 -084.43648787
111  33.64064717 -084.43648934
111  33.64054132 -084.43638792
111  33.64054132 -084.43604030
111  33.63926990 -084.43603736
111  33.63927052 -084.43613804
111  33.63926317 -084.43613731
111  33.63926440 -084.43619536
111  33.63919587 -084.43619683
111  33.63919465 -084.43603883
111  33.63891265 -084.43603790
111  33.63891332 -084.43611955
111  33.63878276 -084.43611955
111  33.63877939 -084.43603709
111  33.63772071 -084.43603224
111  33.63772071 -084.43593685
111  33.63752553 -084.43594008
111  33.63752578 -084.43604878
111  33.63745591 -084.43604878
111  33.63745770 -084.43568834
111  33.63746755 -084.43568188
111  33.63752399 -084.43568296
111  33.63752578 -084.43573245
111  33.64051598 -084.43573676
111  33.64052046 -084.43539244
111  33.64063243 -084.43528591
111  33.64078382 -084.43528376
111  33.64085011 -084.43534294
111  33.64084922 -084.43567973
111  33.64090744 -084.43568188
111  33.64095402 -084.43568296
111  33.64095940 -084.43565175
111  33.64107675 -084.43564745
111  33.64107675 -084.43573245
111  33.64112692 -084.43573783
111  33.64112512 -084.43568188
111  33.64137595 -084.43568403
111  33.64137595 -084.43566251
111  33.64150495 -084.43566036
111  33.64150315 -084.43573353
111  33.64190358 -084.43573568
111  33.64190627 -084.43566789
111  33.64225205 -084.43566682
111  33.64225294 -084.43573353
111  33.64275987 -084.43573767
111  33.64276357 -084.43566208
111  33.64288869 -084.43566208
111  33.64288869 -084.43573500
111  33.64381192 -084.43574384
113  33.64381118 -084.43603909
110 1 0.00 0.0000 CONCOURSE A
111  33.64255754 -084.43932511
111  33.64255635 -084.43939959
111  33.64243235 -084.43940388
111  33.64243354 -084.43932368
111  33.64118761 -084.43932524
111  33.64118850 -084.43935214
111  33.64117328 -084.43935321
111  33.64117059 -084.43948449
111  33.64103890 -084.43948556
111  33.64103801 -084.43957057
111  33.64101024 -084.43957272
111  33.64100845 -084.43968893
111  33.64093768 -084.43977824
111  33.64077195 -084.43977609
111  33.64070835 -084.43969754
111  33.64070477 -084.43948234
111  33.64069671 -084.43948341
111  33.64069223 -084.43935214
111  33.64056323 -084.43935106
111  33.64056144 -084.43932632
111  33.63752163 -084.43932280
111  33.63751919 -084.43941866
111  33.63723416 -084.43941866
111  33.63723335 -084.43882297
111  33.63752001 -084.43882493
111  33.63752082 -084.43901958
111  33.64057114 -084.43899287
111  33.64057114 -084.43895164
111  33.64063844 -084.43894598
111  33.64063978 -084.43891768
111  33.64075487 -084.43891445
111  33.64075622 -084.43865333
111  33.64081948 -084.43856925
111  33.64097899 -084.43856925
111  33.64104024 -084.43864929
111  33.64104697 -084.43886594
111  33.64102611 -084.43886594
111  33.64102690 -084.43902406
111  33.64243447 -084.43902240
111  33.64243582 -084.43892418
111  33.64250496 -084.43892345
111  33.64250435 -084.43902267
111  33.64361144 -084.43902251
111  33.64361255 -084.43912072
111  33.64381112 -084.43912273
113  33.64381001 -084.43932651
110 1 0.00 0.0000 New Taxiway 242
111  33.64411443 -084.44249570
111  33.64411602 -084.44217545
111  33.64496187 -084.44218117
113  33.64496663 -084.44251096
110 1 0.00 0.0000 New Taxiway 281
111  33.64380616 -084.41723318
111  33.64381140 -084.41706962
111  33.64391614 -084.41706752
111  33.64391439 -084.41693332
111  33.64407674 -084.41692913
111  33.64408023 -084.41671734
111  33.64418846 -084.41672153
113  33.64419195 -084.41722898
110 1 0.00 0.0000 New Taxiway 280
111  33.64427295 -084.41742611
111  33.64426911 -084.41723005
111  33.64473957 -084.41722774
113  33.64473957 -084.41742150
110 1 0.00 0.0000 New Taxiway 279
111  33.64377611 -084.41695956
111  33.64377262 -084.41671842
111  33.64318258 -084.41672261
111  33.64318956 -084.41477251
111  33.64376564 -084.41477251
111  33.64376214 -084.41453347
111  33.64380055 -084.41453347
113  33.64380661 -084.41696058
110 1 0.00 0.0000 New Taxiway 282
111  33.64253434 -084.41431002
111  33.64253996 -084.41345564
111  33.64198049 -084.41346239
111  33.64198330 -084.41234124
111  33.64214918 -084.41233786
111  33.64213142 -084.41086479
111  33.64353683 -084.41086915
113  33.64353993 -084.41431270
110 1 0.00 0.0000 New Taxiway 283
111  33.64201990 -084.41055283
111  33.64202670 -084.40900418
111  33.64245089 -084.40900417
111  33.64353031 -084.40900416
113  33.64354051 -084.41054466
110 2 0.00 0.0000 CENTER APRON
111  33.64579905 -084.44312641
112  33.64561269 -084.44286859  33.64554805 -084.44267653
111  33.64554301 -084.44254501
111  33.64547858 -084.44172683
112  33.64545228 -084.44158174  33.64542167 -084.44153679
111  33.64536113 -084.44152386
111  33.64458210 -084.44141876
111  33.64416372 -084.44145574
112  33.64414473 -084.44152379  33.64415495 -084.44156370
111  33.64418325 -084.44158486
111  33.64496373 -084.44179288
111  33.64496187 -084.44218117
111  33.64411602 -084.44217545
111  33.64411443 -084.44249570
111  33.64355955 -084.44249688
111  33.64355955 -084.44229759
111  33.64318574 -084.44230258
111  33.64318630 -084.44231127
111  33.64307839 -084.44230927
111  33.64307783 -084.44225247
111  33.64304780 -084.44225181
111  33.64304501 -084.44230993
111  33.64184978 -084.44230799
111  33.64179288 -084.44230505
111  33.64179288 -084.44229624
111  33.64094136 -084.44229924
111  33.64094013 -084.44201801
111  33.64075505 -084.44202448
111  33.64075303 -084.44208350
111  33.64071332 -084.44208350
111  33.64071371 -084.44229858
111  33.63730222 -084.44228686
111  33.63729978 -084.44242673
111  33.63727779 -084.44242575
111  33.63727697 -084.44252357
111  33.63705646 -084.44254241
111  33.63705267 -084.44149311
112  33.63692650 -084.44162231  33.63686525 -084.44171365
111  33.63687132 -084.44180027
111  33.63687384 -084.44686940
112  33.63658952 -084.44767413  33.63631400 -084.44804219
111  33.63589096 -084.44807894
111  33.63501352 -084.44807811
111  33.63491921 -084.44807802
111  33.63492124 -084.40712717
111  33.63505476 -084.40712435
111  33.63678629 -084.40715107
111  33.63678244 -084.41603025
111  33.63686921 -084.41698256
111  33.63698894 -084.41707914
111  33.63894211 -084.41707249
111  33.63921086 -084.41713804
111  33.64017311 -084.41714830
111  33.64017398 -084.41753127
111  33.64015023 -084.41753024
111  33.64014860 -084.41756349
111  33.64011440 -084.41756545
111  33.64011358 -084.41796553
111  33.64017140 -084.41796455
111  33.64016815 -084.41873340
111  33.64003622 -084.41873633
111  33.64003296 -084.41897109
111  33.63995234 -084.41896816
111  33.63993198 -084.41898185
111  33.63992954 -084.41900924
111  33.63986194 -084.41901120
111  33.63967382 -084.41909239
111  33.63967301 -084.41913543
111  33.63962008 -084.41913738
111  33.63961763 -084.41919607
111  33.63956063 -084.41919607
111  33.63955737 -084.41926454
111  33.63927315 -084.41926356
111  33.63926990 -084.41937410
111  33.63921045 -084.41937312
111  33.63921045 -084.41951495
111  33.63894171 -084.41950615
111  33.63894008 -084.41954039
111  33.63865954 -084.41954361
111  33.63865596 -084.41966089
111  33.63756239 -084.41966594
111  33.63756060 -084.41975202
111  33.63747281 -084.41975309
111  33.63747191 -084.41990803
111  33.63752745 -084.41990803
111  33.63752924 -084.41994031
111  33.63756149 -084.41993816
111  33.63755970 -084.42004898
111  33.64008595 -084.42005642
111  33.64015736 -084.42021654
111  33.64048904 -084.42021654
111  33.64051760 -084.42005070
111  33.64119415 -084.42004943
111  33.64114566 -084.42009643
111  33.64114206 -084.42046068
111  33.64121588 -084.42054134
111  33.64120768 -084.42135726
111  33.64097831 -084.42165636
111  33.64098272 -084.42176488
111  33.64024322 -084.42176187
111  33.64024256 -084.42180500
111  33.63919973 -084.42180584
111  33.63920277 -084.42186370
111  33.63897278 -084.42186383
112  33.63899537 -084.42197147  33.63904817 -084.42201460
111  33.63910074 -084.42200744
111  33.63978063 -084.42214500
111  33.64134880 -084.42213137
111  33.64194154 -084.42208567
112  33.64210846 -084.42202084  33.64220433 -084.42196512
111  33.64226551 -084.42189138
111  33.64257882 -084.42154478
112  33.64286445 -084.42131792  33.64303144 -084.42122505
111  33.64324616 -084.42121850
111  33.64431509 -084.42120990
111  33.64501563 -084.42112598
112  33.64509820 -084.42107730  33.64513200 -084.42103162
111  33.64514635 -084.42097142
111  33.64522499 -084.42011977
111  33.64522460 -084.41762330
112  33.64521459 -084.41747405  33.64520691 -084.41743484
111  33.64517772 -084.41736462
111  33.64479335 -084.41683038
111  33.64473957 -084.41722774
111  33.64426911 -084.41723005
111  33.64419195 -084.41722898
111  33.64418846 -084.41672153
111  33.64408023 -084.41671734
111  33.64407674 -084.41692913
111  33.64391439 -084.41693332
111  33.64391614 -084.41706752
111  33.64381140 -084.41706962
111  33.64380661 -084.41696058
111  33.64380055 -084.41453347
111  33.64376214 -084.41453347
111  33.64353412 -084.41453306
111  33.64353993 -084.41431270
111  33.64353683 -084.41086915
111  33.64354051 -084.41054466
111  33.64353031 -084.40900416
111  33.64245089 -084.40900417
111  33.64245151 -084.40834038
111  33.64302499 -084.40833952
111  33.64302951 -084.40657080
111  33.64474160 -084.40656935
111  33.64474371 -084.41563346
111  33.64484084 -084.41563179
112  33.64486055 -084.41600343  33.64491167 -084.41618206
111  33.64522309 -084.41662742
111  33.64522139 -084.40916392
112  33.64518341 -084.40848072  33.64514967 -084.40826797
111  33.64505405 -084.40819926
112  33.64492281 -084.40791862  33.64486096 -084.40768222
111  33.64489736 -084.40761375
111  33.64487935 -084.40608727
112  33.64490662 -084.40593665  33.64492000 -084.40589001
111  33.64497812 -084.40581757
111  33.64527897 -084.40538144
111  33.64647449 -084.40538778
111  33.64657561 -084.40538259
111  33.64656900 -084.43848467
111  33.64646512 -084.43847485
111  33.64568083 -084.43846904
112  33.64550060 -084.43856748  33.64542651 -084.43862682
111  33.64541009 -084.43877567
111  33.64523852 -084.44048008
112  33.64527726 -084.44072530  33.64532584 -084.44081918
111  33.64548194 -084.44087504
112  33.64579344 -084.44111178  33.64590116 -084.44129192
111  33.64593153 -084.44147934
111  33.64603410 -084.44257087
112  33.64605158 -084.44263627  33.64606734 -084.44266586
111  33.64610837 -084.44269043
111  33.64653559 -084.44298317
112  33.64657269 -084.44300845  33.64658874 -084.44301637
111  33.64661253 -084.44301580
111  33.64699882 -084.44302890
111  33.64746178 -084.44263663
112  33.64754984 -084.44251860  33.64758469 -084.44243487
111  33.64756871 -084.44236241
112  33.64757278 -084.44211899  33.64758672 -084.44199060
111  33.64762139 -084.44181953
111  33.64764222 -084.44154108
111  33.64764316 -084.43966018
112  33.64764484 -084.43950096  33.64764936 -084.43943309
111  33.64767492 -084.43934377
111  33.64780124 -084.43886297
112  33.64779820 -084.43869872  33.64776335 -084.43860941
111  33.64771777 -084.43861683
111  33.64709505 -084.43846530
111  33.64699639 -084.43845708
111  33.64700372 -084.40537928
111  33.64710251 -084.40537873
111  33.64793652 -084.40538747
112  33.64846527 -084.40564347  33.64865645 -084.40589339
111  33.64867817 -084.40630571
111  33.64865505 -084.40687651
111  33.64864628 -084.40835505
111  33.64867167 -084.40891439
112  33.64875156 -084.40919916  33.64882072 -084.40930228
111  33.64894822 -084.40933913
111  33.64922869 -084.40933448
111  33.64932676 -084.40932914
111  33.64931750 -084.43912536
111  33.64921719 -084.43913326
111  33.64876829 -084.43913657
111  33.64846037 -084.43909437
112  33.64837637 -084.43909918  33.64833701 -084.43911269
111  33.64830336 -084.43917671
112  33.64814476 -084.43944459  33.64811183 -084.43956326
111  33.64809625 -084.43989516
111  33.64804267 -084.44045554
111  33.64804187 -084.44232511
112  33.64797712 -084.44276631  33.64791527 -084.44294834
111  33.64777553 -084.44305476
111  33.64733507 -084.44345706
112  33.64712834 -084.44357470  33.64695957 -084.44362414
111  33.64691962 -084.44359320
111  33.64662746 -084.44359402
112  33.64643585 -084.44356394  33.64634400 -084.44352716
113  33.64629994 -084.44347394
111  33.64361144 -084.43902251
111  33.64250435 -084.43902267
111  33.64250496 -084.43892345
111  33.64243582 -084.43892418
111  33.64243447 -084.43902240
111  33.64102690 -084.43902406
111  33.64102611 -084.43886594
111  33.64104697 -084.43886594
111  33.64104024 -084.43864929
111  33.64097899 -084.43856925
111  33.64081948 -084.43856925
111  33.64075622 -084.43865333
111  33.64075487 -084.43891445
111  33.64063978 -084.43891768
111  33.64063844 -084.43894598
111  33.64057114 -084.43895164
111  33.64057114 -084.43899287
111  33.63752082 -084.43901958
111  33.63752001 -084.43882493
111  33.63723335 -084.43882297
111  33.63723416 -084.43941866
111  33.63751919 -084.43941866
111  33.63752163 -084.43932280
111  33.64056144 -084.43932632
111  33.64056323 -084.43935106
111  33.64069223 -084.43935214
111  33.64069671 -084.43948341
111  33.64070477 -084.43948234
111  33.64070835 -084.43969754
111  33.64077195 -084.43977609
111  33.64093768 -084.43977824
111  33.64100845 -084.43968893
111  33.64101024 -084.43957272
111  33.64103801 -084.43957057
111  33.64103890 -084.43948556
111  33.64117059 -084.43948449
111  33.64117328 -084.43935321
111  33.64118850 -084.43935214
111  33.64118761 -084.43932524
111  33.64243354 -084.43932368
111  33.64243235 -084.43940388
111  33.64255635 -084.43939959
111  33.64255754 -084.43932511
111  33.64381001 -084.43932651
111  33.64381112 -084.43912273
113  33.64361255 -084.43912072
111  33.64381192 -084.43574384
111  33.64288869 -084.43573500
111  33.64288869 -084.43566208
111  33.64276357 -084.43566208
111  33.64275987 -084.43573767
111  33.64225294 -084.43573353
