I
1050 Generated by WorldEditor 1.7.1r2

1    564 1 0 KMRB Eastern Wv Shepherd Field
1302 city Martinsburg
111  39.40638012 -077.97506642 3 102
111  39.40521574 -077.97933494
111  39.40522831 -077.97933869
111  39.40521284 -077.97939999
111  39.40520582 -077.97947894
112  39.40540245 -077.97978260  39.40556607 -077.97985135
111  39.40540245 -077.97978260 3
111  39.40545836 -077.97980657 3
112  39.40569829 -077.97917971  39.40580748 -077.97874401
111  39.40569829 -077.97917971
111  39.40579573 -077.97921935
111  39.40582540 -077.97911177
111  39.40582955 -077.97911601
112  39.40588561 -077.97924111  39.40594185 -077.97927866
111  39.40588561 -077.97924111
111  39.40609924 -077.97934870
111  39.40610214 -077.97934369
112  39.40615627 -077.97931367  39.40617463 -077.97926113
111  39.40624230 -077.97898966
111  39.40623650 -077.97893962
111  39.40621040 -077.97890083
111  39.40621137 -077.97889333
111  39.40615240 -077.97880701
111  39.40603544 -077.97875321
112  39.40603544 -077.97875321  39.40596608 -077.97873549
111  39.40592911 -077.97879850
111  39.40591393 -077.97879078
111  39.40598324 -077.97853178
111  39.40599967 -077.97853929
112  39.40605091 -077.97865188  39.40610447 -077.97870178
111  39.40605091 -077.97865188
111  39.40617657 -077.97871568
111  39.40626280 -077.97869868
111  39.40639192 -077.97875545
111  39.40634014 -077.97894997
111  39.40635636 -077.97895648
111  39.40635106 -077.97897641
111  39.40631861 -077.97896265
111  39.40631465 -077.97897754
111  39.40621671 -077.97934546
111  39.40609731 -077.97979406
111  39.40617174 -077.97982409
111  39.40609440 -077.98010807
111  39.40605381 -077.98016311 3
111  39.40638633 -077.98031699
112  39.40646366 -077.98026069  39.40648492 -077.98019064
111  39.40646366 -077.98026069
111  39.40648425 -077.98018252
111  39.40647089 -077.98018455
111  39.40643005 -077.98016726
111  39.40641472 -077.98015049
111  39.40634035 -077.98011384
111  39.40635109 -077.98007374
111  39.40634722 -077.98007249
111  39.40635424 -077.98004629
111  39.40635811 -077.98004754
111  39.40638797 -077.97993604
111  39.40638395 -077.97993403
111  39.40640014 -077.97988075
111  39.40639422 -077.97987880
111  39.40641220 -077.97981221
111  39.40640886 -077.97980650
111  39.40641663 -077.97977526
111  39.40642898 -077.97977719
111  39.40650685 -077.97949762
111  39.40652064 -077.97950314
111  39.40654133 -077.97943301
111  39.40655396 -077.97943929
111  39.40650514 -077.97961111
111  39.40650909 -077.97961892
111  39.40650067 -077.97964897
111  39.40648450 -077.97964174
111  39.40641169 -077.97989325
111  39.40642022 -077.97991327
111  39.40639809 -077.97997062
111  39.40638211 -077.98004456
111  39.40637691 -077.98004306
111  39.40636036 -077.98010511
111  39.40639073 -077.98011393
111  39.40640290 -077.98011290
111  39.40649290 -077.98014969
111  39.40652359 -077.98001925
111  39.40678671 -077.98013329
111  39.40699724 -077.98024068
111  39.40701464 -077.98017687
111  39.40713643 -077.98022942
111  39.40711536 -077.98030859
111  39.40712599 -077.98031359
112  39.40713770 -077.98035146  39.40715413 -077.98035897
111  39.40713770 -077.98035146
111  39.40713598 -077.98036346
111  39.40723361 -077.98041600
111  39.40721374 -077.98049067
111  39.40711901 -077.98044563
112  39.40711901 -077.98044563  39.40710161 -077.98043687
111  39.40708780 -077.98045707
111  39.40707717 -077.98045207
111  39.40703687 -077.98060348
111  39.40706261 -077.98076535
111  39.40712936 -077.98074522
111  39.40716424 -077.98061935
111  39.40750927 -077.98077159
111  39.40733766 -077.98141057
111  39.40699263 -077.98125833
111  39.40702307 -077.98114511
111  39.40694794 -077.98097754
111  39.40684161 -077.98092499
112  39.40684161 -077.98092499  39.40674398 -077.98088871
111  39.40669951 -077.98100631
111  39.40669440 -077.98102459
111  39.40670600 -077.98102834
111  39.40668930 -077.98108804
111  39.40667770 -077.98108429
111  39.40664200 -077.98121192
111  39.40660983 -077.98132693
111  39.40655246 -077.98153201
111  39.40653281 -077.98160225
111  39.40650039 -077.98171815
111  39.40647332 -077.98173942
111  39.40590011 -077.98148796
111  39.40577445 -077.98195584 3
111  39.40626462 -077.98217610
111  39.40640464 -077.98223901
111  39.40633993 -077.98249253
111  39.40649846 -077.98256259
111  39.40645855 -077.98271029
111  39.40645165 -077.98273580
111  39.40641639 -077.98286630
111  39.40641235 -077.98288127
111  39.40625571 -077.98346095
111  39.40620920 -077.98363309
111  39.40618734 -077.98371398
111  39.40627434 -077.98374776
111  39.40627001 -077.98376380
111  39.40679743 -077.98400122
111  39.40673903 -077.98421734
111  39.40694645 -077.98431042
111  39.40681052 -077.98481348
111  39.40660310 -077.98472040
111  39.40653448 -077.98497434
111  39.40600706 -077.98473692
111  39.40600262 -077.98475335
111  39.40613408 -077.98481340
111  39.40608152 -077.98500794
111  39.40596359 -077.98496040
111  39.40590002 -077.98519565
111  39.40607595 -077.98526696
111  39.40605649 -077.98533896
111  39.40593470 -077.98528517
111  39.40587030 -077.98552348
111  39.40579241 -077.98548743
111  39.40578831 -077.98550316
111  39.40579959 -077.98550944
111  39.40580209 -077.98549972
111  39.40638494 -077.98576648
111  39.40632844 -077.98597765
111  39.40647785 -077.98604510
111  39.40634165 -077.98655416
111  39.40619225 -077.98648671
111  39.40612584 -077.98673497
111  39.40554102 -077.98646569
111  39.40554797 -077.98643084
111  39.40553866 -077.98642655
111  39.40546189 -077.98639880
111  39.40527087 -077.98710572
111  39.40520901 -077.98733465
111  39.40528344 -077.98736968
111  39.40529965 -077.98730674
111  39.40588863 -077.98756782
111  39.40583633 -077.98776340
111  39.40598043 -077.98782634
111  39.40584063 -077.98834915
111  39.40569653 -077.98828622
111  39.40563452 -077.98851813
111  39.40504555 -077.98825705
111  39.40505815 -077.98820344
111  39.40498373 -077.98816841
111  39.40497036 -077.98821789
111  39.40462957 -077.98947910
111  39.40456302 -077.98972412
111  39.40436945 -077.98963141
111  39.40434272 -077.98955143
111  39.40434272 -077.98954278
111  39.40427973 -077.98951428 3 102
111  39.40288495 -077.98888337
111  39.40288205 -077.98889338
112  39.40257080 -077.98906601  39.40247027 -077.98930369
111  39.40257080 -077.98906601
111  39.40256500 -077.98906268 3 102
112  39.40253389 -077.99013538  39.40267054 -077.99069788 3 102
111  39.40251024 -077.99129174
111  39.40231548 -077.99120664 3 102
112  39.40233107 -077.99016936  39.40219284 -077.98948633 3 102
111  39.40237554 -077.98897845 3 102
111  39.40657125 -077.97358441
111  39.40655965 -077.97357840
111  39.40657853 -077.97350912
112  39.40613667 -077.97243680  39.40551781 -077.97207660
111  39.40613667 -077.97243680
111  39.40613920 -077.97242436 3 102
111  39.40609732 -077.97240355
111  39.40616269 -077.97215920 3 102
111  39.40661425 -077.97235870
111  39.40662054 -077.97234360
112  39.40662054 -077.97234360  39.40687109 -077.97241883
111  39.40695623 -077.97212335
113  39.40696783 -077.97212936 3 102
111  39.40685528 -077.98056879
112  39.40685528 -077.98056879  39.40686881 -077.98068638
112  39.40703700 -077.98071015  39.40714333 -077.98069389
111  39.40703700 -077.98071015
111  39.40702734 -077.98059881
111  39.40682918 -077.98049748
113  39.40681081 -077.98055878
111  39.40610466 -077.97959213
112  39.40605488 -077.97943141  39.40598775 -077.97937277
111  39.40605488 -077.97943141
111  39.40605488 -077.97942634
111  39.40585573 -077.97933222
111  39.40585238 -077.97933657
112  39.40585238 -077.97933657  39.40579476 -077.97932860
111  39.40575840 -077.97938652
111  39.40575057 -077.97938363
112  39.40575057 -077.97938363  39.40572540 -077.97947557 3 102
111  39.40568456 -077.97958417
111  39.40569239 -077.97958996
112  39.40584175 -077.98006561  39.40608423 -077.98024434
111  39.40584175 -077.98006561 3
111  39.40596202 -077.98012352
113  39.40600943 -077.97995957
111  39.40582211 -077.98145512
111  39.40526301 -077.98118640
111  39.40529805 -077.98105897 3
111  39.40495562 -077.98090267
111  39.40495330 -077.98091919
112  39.40495330 -077.98091919  39.40484543 -077.98087565
111  39.40477235 -077.98101226
111  39.40476496 -077.98100966 3 102
111  39.40472553 -077.98115377
111  39.40473291 -077.98115638
112  39.40488950 -077.98153318  39.40508366 -077.98164687
111  39.40488950 -077.98153318
111  39.40488718 -077.98154669 3
111  39.40560056 -077.98187246 3
113  39.40569451 -077.98192199
111  39.40509867 -077.98192015 3 102
111  39.40481833 -077.98178655
111  39.40481448 -077.98179556
112  39.40481448 -077.98179556  39.40458133 -077.98173101
111  39.40449549 -077.98200873
111  39.40448853 -077.98200572 3 102
111  39.40424958 -077.98289743
111  39.40425654 -077.98290044
112  39.40440966 -077.98331026  39.40462773 -077.98345137
111  39.40440966 -077.98331026
111  39.40440734 -077.98332377 3 102
111  39.40463003 -077.98342438 3 102
111  39.40469269 -077.98345888 3 102
111  39.40473731 -077.98328879 3 102
113  39.40505608 -077.98211210 3 102
111  39.40462309 -077.98370207 3 102
111  39.40433694 -077.98356246
111  39.40433310 -077.98357147
112  39.40433310 -077.98357147  39.40409995 -077.98350692
111  39.40401179 -077.98376962
111  39.40400483 -077.98376662 3 102
111  39.40376588 -077.98465832
111  39.40377284 -077.98466133
112  39.40392595 -077.98507115  39.40414403 -077.98521226
111  39.40392595 -077.98507115
111  39.40392363 -077.98508466 3 102
111  39.40414633 -077.98518527 3 102
111  39.40421246 -077.98522427 3 102
111  39.40425766 -077.98505673 3 102
113  39.40457433 -077.98388280 3 102
111  39.40414506 -077.98546882 3 102
111  39.40385660 -077.98533221
111  39.40385275 -077.98534122
112  39.40385275 -077.98534122  39.40361960 -077.98527667
111  39.40353144 -077.98553938
111  39.40352448 -077.98553637 3 102
111  39.40328089 -077.98642657
111  39.40328785 -077.98642957
112  39.40344097 -077.98683939  39.40365904 -077.98698050
111  39.40344097 -077.98683939
111  39.40343865 -077.98685290 3 102
111  39.40366134 -077.98695351 3 102
111  39.40373444 -077.98699101 3 102
111  39.40377899 -077.98682584 3 102
113  39.40409809 -077.98564294 3 102
111  39.40366196 -077.98723570 3 102
111  39.40337350 -077.98709909
111  39.40336965 -077.98710810
112  39.40336965 -077.98710810  39.40313650 -077.98704355
111  39.40304835 -077.98730625
111  39.40304139 -077.98730325 3 102
111  39.40279432 -077.98821596
111  39.40280128 -077.98821896
112  39.40295439 -077.98862878  39.40317246 -077.98876989
111  39.40295439 -077.98862878
111  39.40295207 -077.98864229 3 102
111  39.40317477 -077.98874289 3 102
111  39.40324786 -077.98878040 3 102
111  39.40329265 -077.98861332 3 102
113  39.40361463 -077.98741226 3 102
110 1 0.00 70.0000 New Taxiway 16
111  39.40620920 -077.98363309
111  39.40625571 -077.98346095
112  39.40631456 -077.98355517  39.40635612 -077.98358019
111  39.40631456 -077.98355517
111  39.40718163 -077.98394299
112  39.40716713 -077.98398052  39.40713716 -077.98396426
111  39.40715939 -077.98401680
111  39.40629523 -077.98362398
114  39.40629523 -077.98362398  39.40625269 -077.98360647
110 1 0.00 70.0000 New Taxiway 15
111  39.40527087 -077.98710572
111  39.40546189 -077.98639880
111  39.40553866 -077.98642655
111  39.40550465 -077.98656041
111  39.40538371 -077.98703351
111  39.40569223 -077.98716980
111  39.40585184 -077.98724030
111  39.40587208 -077.98724924
111  39.40601241 -077.98731123
112  39.40600081 -077.98734276  39.40595905 -077.98732774
111  39.40599617 -077.98737728
111  39.40550834 -077.98715804
112  39.40550834 -077.98715804  39.40544802 -077.98713402
111  39.40541761 -077.98720064
111  39.40539673 -077.98726820
111  39.40535488 -077.98724934
111  39.40537576 -077.98718028
112  39.40535819 -077.98709055  39.40532919 -077.98708005
111  39.40535819 -077.98709055
112  39.40535819 -077.98709055  39.40530715 -077.98707404
113  39.40528279 -077.98710857
110 1 0.00 70.0000 Asphlat patch
111  39.40636504 -077.97939229
111  39.40623462 -077.97933547
111  39.40621671 -077.97934546
111  39.40631465 -077.97897754
111  39.40632387 -077.97901806
113  39.40644716 -077.97909324
110 1 0.00 70.0000 Asphlat patch
111  39.40579573 -077.97921935
111  39.40569829 -077.97917971
111  39.40588481 -077.97849516
111  39.40598503 -077.97853299
111  39.40591393 -077.97879078
113  39.40582540 -077.97911177
110 1 0.00 70.5800 Asphalt
111  39.40647259 -077.96687153
111  39.40699841 -077.96709016
111  39.40665818 -077.96834034
111  39.40762796 -077.96877923
111  39.40778341 -077.96820338
112  39.40775131 -077.96814943  39.40771689 -077.96813339
111  39.40775131 -077.96814943
111  39.40779798 -077.96797176
112  39.40779798 -077.96797176  39.40783515 -077.96797889
111  39.40785791 -077.96792742
111  39.40788249 -077.96793854
111  39.40765255 -077.96879035
111  39.40811429 -077.96899932
111  39.40658325 -077.97460291
111  39.40652862 -077.97484691 102
111  39.40659875 -077.97491616 102
111  39.40676138 -077.97498273
111  39.40699532 -077.97507849
111  39.40710439 -077.97512314
111  39.40739475 -077.97524200
111  39.40746336 -077.97524845
111  39.40751750 -077.97527213
111  39.40754015 -077.97526444
111  39.40756463 -077.97518743
111  39.40774402 -077.97526309
111  39.40775724 -077.97522271
111  39.40787591 -077.97526887
111  39.40787604 -077.97530178
111  39.40796320 -077.97528080
112  39.40797575 -077.97524542  39.40796772 -077.97521423
111  39.40797575 -077.97524542
111  39.40790270 -077.97490853
111  39.40789162 -077.97485748
111  39.40794870 -077.97483741
111  39.40795487 -077.97486939
111  39.40796858 -077.97487796
111  39.40799579 -077.97486971
111  39.40800626 -077.97492276
111  39.40799199 -077.97492974
112  39.40799199 -077.97492974  39.40797510 -077.97493598
111  39.40797462 -077.97497181
111  39.40799374 -077.97507094
111  39.40801724 -077.97509202
111  39.40803872 -077.97508403
111  39.40805059 -077.97514418
111  39.40803570 -077.97514730
112  39.40803570 -077.97514730  39.40802002 -077.97515511
111  39.40801642 -077.97518853
111  39.40803092 -077.97526375
112  39.40803092 -077.97526375  39.40803437 -077.97528306
111  39.40806000 -077.97527433
111  39.40817645 -077.97523746
112  39.40819959 -077.97518392  39.40819270 -077.97514977
111  39.40819959 -077.97518392
111  39.40816439 -077.97500514
111  39.40815439 -077.97499733
111  39.40812744 -077.97500751
111  39.40811305 -077.97493969
111  39.40814953 -077.97492969
111  39.40814102 -077.97488649
111  39.40834374 -077.97482172
111  39.40839485 -077.97480539
111  39.40846520 -077.97478291
111  39.40851530 -077.97476690
112  39.40851530 -077.97476690  39.40855775 -077.97475205
111  39.40855776 -077.97471674
111  39.40852612 -077.97451574
112  39.40852612 -077.97451574  39.40851350 -077.97444891
111  39.40844973 -077.97444455
111  39.40835876 -077.97445376
112  39.40824629 -077.97433619  39.40822793 -077.97420699
111  39.40824629 -077.97433619
111  39.40820476 -077.97405186
111  39.40812076 -077.97357095
111  39.40807877 -077.97324320
111  39.40812798 -077.97323399
111  39.40813570 -077.97328433
111  39.40814955 -077.97330154
111  39.40818254 -077.97329093
111  39.40819378 -077.97335712
111  39.40815608 -077.97336341
111  39.40815050 -077.97338088
111  39.40816556 -077.97354587
111  39.40818678 -077.97366605
111  39.40819688 -077.97366637
111  39.40822292 -077.97365453
111  39.40823358 -077.97371612
111  39.40820474 -077.97372340
111  39.40819809 -077.97373014
111  39.40821278 -077.97381334
111  39.40824877 -077.97380380
111  39.40825921 -077.97386412
111  39.40823343 -077.97387029
111  39.40822326 -077.97387975
111  39.40823671 -077.97394892
111  39.40824776 -077.97395285
111  39.40827326 -077.97394532
111  39.40828337 -077.97400370
111  39.40825598 -077.97401458
111  39.40825148 -077.97403260
111  39.40826065 -077.97409090
111  39.40829712 -077.97408308
111  39.40830969 -077.97415573
111  39.40828588 -077.97416237
111  39.40827352 -077.97417438
111  39.40828363 -077.97423943
111  39.40832225 -077.97422825
111  39.40833387 -077.97429539
112  39.40829550 -077.97432698  39.40829927 -077.97435726
111  39.40829550 -077.97432698
112  39.40829550 -077.97432698  39.40830354 -077.97437896
111  39.40835146 -077.97438615
111  39.40849549 -077.97436847
112  39.40849549 -077.97436847  39.40852647 -077.97436104
111  39.40851779 -077.97428803
111  39.40850059 -077.97419240
111  39.40849394 -077.97418459
111  39.40845671 -077.97419873
111  39.40844398 -077.97412478
111  39.40848643 -077.97411371
111  39.40847517 -077.97405111
111  39.40846198 -077.97404561
111  39.40843074 -077.97405331
111  39.40841850 -077.97398251
111  39.40846275 -077.97396529
111  39.40844898 -077.97388877
111  39.40840297 -077.97390051
111  39.40839256 -077.97384032
111  39.40842724 -077.97382933
111  39.40843566 -077.97381617
111  39.40842188 -077.97374110
111  39.40837834 -077.97375460
111  39.40836873 -077.97369906
111  39.40841126 -077.97368328
111  39.40839741 -077.97360777
111  39.40838953 -077.97360153
111  39.40835315 -077.97361171
111  39.40834220 -077.97354839
111  39.40838434 -077.97353658
111  39.40836767 -077.97344576
111  39.40832593 -077.97345512
111  39.40831247 -077.97337734
111  39.40835344 -077.97336820
111  39.40832229 -077.97319852
111  39.40828320 -077.97320809
111  39.40827013 -077.97313253
111  39.40830869 -077.97312442
111  39.40829715 -077.97306151
111  39.40834853 -077.97304762
111  39.40844199 -077.97361309
111  39.40851882 -077.97398603
111  39.40857354 -077.97431981
111  39.40859441 -077.97453533
111  39.40866699 -077.97498654
112  39.40866699 -077.97498654  39.40867363 -077.97505701
111  39.40865441 -077.97509809
111  39.40866546 -077.97512569
111  39.40873684 -077.97516705
111  39.40872656 -077.97519419
111  39.40869479 -077.97520324
111  39.40870287 -077.97524355
111  39.40860721 -077.97526430
111  39.40859388 -077.97521079
111  39.40857107 -077.97515733
111  39.40826767 -077.97525583
111  39.40825178 -077.97528993
111  39.40828047 -077.97542655
111  39.40817876 -077.97547282
111  39.40814778 -077.97534956
111  39.40811494 -077.97532375
111  39.40799310 -077.97536520
111  39.40797265 -077.97538377
111  39.40795317 -077.97539830
111  39.40792926 -077.97547950
112  39.40793305 -077.97552060  39.40794301 -077.97553091
111  39.40793305 -077.97552060
111  39.40789820 -077.97558377
111  39.40787425 -077.97556629
112  39.40787425 -077.97556629  39.40786030 -077.97555598
111  39.40784220 -077.97558164
111  39.40782379 -077.97563917
111  39.40757312 -077.97552469
111  39.40759575 -077.97542048
111  39.40712495 -077.97522776
111  39.40674172 -077.97507089 102
111  39.40657670 -077.97500334 102
111  39.40648454 -077.97499574
111  39.40646859 -077.97502166
111  39.40618453 -077.97606435
111  39.40623067 -077.97613794
111  39.40693644 -077.97644870
111  39.40704820 -077.97648568
111  39.40702715 -077.97656344
111  39.40691902 -077.97653301
111  39.40619814 -077.97621446
111  39.40617579 -077.97617961
111  39.40614903 -077.97619452
111  39.40528764 -077.97934681
112  39.40528764 -077.97934681  39.40521880 -077.97960164
111  39.40545012 -077.97971212
111  39.40549968 -077.97973350
111  39.40547929 -077.97986753
111  39.40529805 -077.98105897
111  39.40605378 -077.98016338
111  39.40609521 -077.98010828
111  39.40617177 -077.97982429
111  39.40635497 -077.97990335
111  39.40649535 -077.97940956
111  39.40654133 -077.97943301
111  39.40652064 -077.97950314
111  39.40642898 -077.97977719
111  39.40639809 -077.97997062
111  39.40651905 -077.98002021
111  39.40650495 -077.98010842
111  39.40663926 -077.98121259
112  39.40665909 -077.98125750  39.40668057 -077.98126605
111  39.40665909 -077.98125750
111  39.40678796 -077.98131523
112  39.40682762 -077.98140077  39.40682266 -077.98147775
111  39.40682762 -077.98140077
111  39.40680449 -077.98159322
111  39.40665248 -077.98213423
111  39.40662030 -077.98209619
111  39.40664462 -077.98200084
111  39.40663737 -077.98199312
111  39.40673925 -077.98161459
111  39.40677970 -077.98144140
112  39.40677970 -077.98144140  39.40679292 -077.98137938
111  39.40674170 -077.98135800
111  39.40664752 -077.98131343
112  39.40664752 -077.98131343  39.40662126 -077.98130398
111  39.40660291 -077.98133572
111  39.40648560 -077.98177285
111  39.40591226 -077.98152693
111  39.40590235 -077.98157184
111  39.40651203 -077.98183486
111  39.40641009 -077.98224737
111  39.40505608 -077.98211210
111  39.40494372 -077.98204151
111  39.40478576 -077.98196856
112  39.40478576 -077.98196856  39.40464077 -077.98190281
111  39.40454824 -077.98209104
111  39.40433189 -077.98286500
112  39.40445085 -077.98314298  39.40457973 -077.98320713
111  39.40445085 -077.98314298
111  39.40473731 -077.98328879
111  39.40469269 -077.98345888
