I
1050 Generated by WorldEditor 2.1.0r1

1    992 1 0 LIRV Viterbo
1302 city Viterbo
111  42.42875456  012.06145516
111  42.42892526  012.06173462
111  42.42907156  012.06157051
111  42.42919550  012.06177340
111  42.42905706  012.06193538
111  42.42923336  012.06222401
111  42.42937179  012.06206203
111  42.42938564  012.06208470
111  42.42954453  012.06191206
111  42.42966403  012.06210052
111  42.42936671  012.06243087
111  42.42953649  012.06269863
111  42.42983382  012.06236828
111  42.42984186  012.06238096
111  42.42994916  012.06225943
111  42.43008697  012.06233615
111  42.43014583  012.06242353
111  42.43020977  012.06234961
111  42.43015431  012.06226240
111  42.43011797  012.06230105
111  42.42998016  012.06222432
111  42.43013919  012.06204421
111  42.43017537  012.06209110
111  42.43074023  012.06145879
111  42.43056275  012.06116889
112  42.43056275  012.06116889  42.43047308  012.06102822
111  42.43033149  012.06113479
111  42.42989101  012.06162286
111  42.42989730  012.06164204
111  42.42977617  012.06177632
113  42.42971639  012.06167614
110 2 0.00 84.0000 New Taxiway 360
111  42.42878094  012.06045859
111  42.42855187  012.06071214
111  42.42860046  012.06079206
111  42.42846045  012.06094978
111  42.42863993  012.06124498
111  42.42877995  012.06108727
111  42.42880930  012.06113554
113  42.42903359  012.06088895
110 2 0.00 84.0000 New Taxiway 359
111  42.43307920  012.06704768
111  42.43350018  012.06657706
111  42.43293494  012.06565305
111  42.43252619  012.06498485
111  42.43274250  012.06474328
111  42.43208537  012.06366522
111  42.43148590  012.06431350
111  42.43157916  012.06446394
111  42.43132242  012.06473761
111  42.43171390  012.06537287
111  42.43197064  012.06509920
111  42.43198622  012.06512449
111  42.43173515  012.06540071
111  42.43213099  012.06604305
111  42.43238207  012.06576683
111  42.43248693  012.06593698
111  42.43243706  012.06600475
111  42.43251918  012.06613813
111  42.43221336  012.06648086
111  42.43238443  012.06675870
111  42.43269025  012.06641596
111  42.43291145  012.06677523
111  42.43259242  012.06713075
111  42.43275134  012.06738887
113  42.43307037  012.06703335
110 2 0.00 84.0000 New Taxiway 358
111  42.43573641  012.07020747
111  42.43535334  012.06959006
111  42.43505500  012.06910923
111  42.43463214  012.06958243
111  42.43470866  012.06970575
111  42.43447457  012.06997176
111  42.43499137  012.07080471
111  42.43522546  012.07053870
113  42.43531354  012.07068066
110 2 0.00 84.0000 New Taxiway 357
111  42.44128026  012.05893541
111  42.44108833  012.05926156
111  42.44133217  012.05951737
111  42.44149106  012.05924238
111  42.44177423  012.05915498
111  42.44183873  012.05903987
111  42.44182974  012.05903026
111  42.44193200  012.05885546
111  42.44182855  012.05874491
111  42.44172629  012.05891971
111  42.44164523  012.05883309
111  42.44160276  012.05891623
111  42.44147533  012.05900363
113  42.44134476  012.05900363
110 2 0.00 84.0000 New Taxiway 356
111  42.44204841  012.05999590
111  42.44200604  012.06006618
111  42.44204324  012.06010573
113  42.44208414  012.06003538
110 2 0.00 84.0000 New Taxiway 354
111  42.44191232  012.05967887
111  42.44188404  012.05964849
111  42.44198630  012.05948222
111  42.44188567  012.05937412
111  42.44178341  012.05954039
111  42.44176794  012.05952377
111  42.44164209  012.05975399
111  42.44175465  012.05987319
111  42.44184149  012.05972482
113  42.44186694  012.05975040
110 2 0.00 84.0000 New Taxiway 353
111  42.44209032  012.05947951
111  42.44195031  012.05972040
111  42.44192671  012.05976090
111  42.44204104  012.05988585
111  42.44206463  012.05984535
111  42.44209491  012.05987844
113  42.44223492  012.05963756
110 2 0.00 84.0000 New Taxiway 353
111  42.44256529  012.05991310
111  42.44239853  012.06021154
111  42.44248893  012.06030960
113  42.44265569  012.06001115
110 2 0.00 84.0000 New Taxiway 353
111  42.44230114  012.05971894
111  42.44216742  012.05995770
111  42.44237916  012.06018914
113  42.44251288  012.05995038
110 2 0.00 84.0000 New Taxiway 352
111  42.43870887  012.06580500
111  42.43870279  012.06581508
111  42.43845293  012.06622913
111  42.43895483  012.06677633
111  42.43915880  012.06699871
111  42.43940620  012.06657233
113  42.43918544  012.06632941
110 2 0.00 84.0000 New Taxiway 351
111  42.43588167  012.06273690
111  42.43540988  012.06221956
111  42.43518635  012.06197445
111  42.43517355  012.06196040
111  42.43492247  012.06239523
111  42.43493068  012.06240423
111  42.43542722  012.06294895
111  42.43562662  012.06316768
113  42.43587237  012.06275261
110 2 0.00 84.0000 New Taxiway 350
111  42.43002414  012.05863074
111  42.42986368  012.05883535
111  42.42985424  012.05887158
111  42.43006504  012.05913587
111  42.43007763  012.05913800
111  42.43010280  012.05916571
111  42.43099635  012.05816610
111  42.43097275  012.05812987
111  42.43090415  012.05820641
111  42.43025708  012.05892835
113  42.43004224  012.05865386
110 2 0.00 84.0000 New Taxiway 391
111  42.44199545  012.06084243
111  42.44192833  012.06097316
111  42.44226958  012.06134564
111  42.44228215  012.06139885
111  42.44234812  012.06146271
111  42.44242038  012.06131584
111  42.44201982  012.06092631
111  42.44201668  012.06089651
113  42.44202453  012.06087097
110 1 0.00 84.0000 main Asphalt
111  42.43212074  012.05574409
111  42.43180139  012.05618742
111  42.43143988  012.05657304
112  42.43143988  012.05657304  42.43126771  012.05671115
111  42.43111820  012.05655769
111  42.43011918  012.05548964
112  42.43011918  012.05548964  42.43011220  012.05502655
112  42.42957550  012.05518580  42.42940786  012.05547123
112  42.42992033  012.05583151  42.43025561  012.05573636
111  42.42992033  012.05583151
111  42.43091658  012.05690451
111  42.43093638  012.05694361
111  42.43094830  012.05699632
111  42.43094153  012.05715684
111  42.43092338  012.05722677
111  42.43080785  012.05742626
111  42.43020069  012.05820419 3
111  42.42926046  012.05705442
112  42.42926046  012.05705442  42.42914364  012.05693819 3
111  42.42903629  012.05706330 3
111  42.42901827  012.05708996 3
111  42.42892305  012.05697379 3
111  42.42858986  012.05746651 3
111  42.42868501  012.05758279
111  42.42866397  012.05761389 3
112  42.42870330  012.05793891  42.42881736  012.05807034
111  42.42870330  012.05793891 3
111  42.42898516  012.05827992 3
112  42.42898254  012.05842911  42.42893141  012.05850548
111  42.42898254  012.05842911 3
111  42.42889270  012.05855684 3
112  42.42885206  012.05858185  42.42881797  012.05858718
111  42.42885206  012.05858185 3
111  42.42880949  012.05858540
112  42.42880949  012.05858540  42.42873779  012.05858333 3
111  42.42873083  012.05849305 3
111  42.42871641  012.05833143 3
111  42.42863251  012.05834386 3
111  42.42858689  012.05786042
111  42.42787897  012.05797124
111  42.42803943  012.06017924
111  42.42807539  012.06015393
111  42.42807357  012.06012433
111  42.42818099  012.06000963
111  42.42815004  012.05964701
112  42.42817553  012.05960138  42.42820375  012.05959521
111  42.42817553  012.05960138
111  42.42819523  012.05959698
111  42.42810054  012.05841170
111  42.42848971  012.05835158
111  42.42850230  012.05850919
111  42.42857343  012.05939961
111  42.42858439  012.05953686
111  42.42859795  012.05953478 3
111  42.42880097  012.05933867 3
112  42.42886470  012.05923013  42.42892427  012.05921439
111  42.42886470  012.05923013 3
111  42.42894117  012.05921780
112  42.42894117  012.05921780  42.42899215  012.05921163 3
111  42.42902219  012.05916353 3
111  42.42927893  012.05879844
112  42.42927893  012.05879844  42.42933304  012.05873687 3
111  42.42939272  012.05878611 3
111  42.42954385  012.05896125
112  42.42954385  012.05896125  42.42958236  012.05901036 3
111  42.42955386  012.05910803
111  42.42953609  012.05914702
111  42.42934356  012.05936581
111  42.42934083  012.05938677
111  42.42934356  012.05939911
111  42.42931443  012.05942994
111  42.42932080  012.05943981
111  42.42920518  012.05957055
112  42.42906407  012.05952985  42.42900763  012.05946201
111  42.42906407  012.05952985
111  42.42906043  012.05949655
111  42.42897394  012.05935224
111  42.42879424  012.05954330
111  42.42888273  012.05969426
111  42.42870033  012.05988819
111  42.42861184  012.05973722
111  42.42843681  012.05992330
111  42.42855698  012.06013051
112  42.42855698  012.06013051  42.42857155  012.06015394
111  42.42855061  012.06021315
111  42.42850964  012.06026865
111  42.42845684  012.06032908
112  42.42847960  012.06036115  42.42851055  012.06033895
111  42.42850145  012.06040679
111  42.42857064  012.06033772
112  42.42857064  012.06033772  42.42865986  012.06025878
111  42.42878094  012.06045859
111  42.42903359  012.06088895
111  42.42880930  012.06113554
111  42.42861802  012.06134362
112  42.42865997  012.06139513  42.42869930  012.06135606
111  42.42870323  012.06146795
111  42.42888518  012.06126538
111  42.42913716  012.06098486
111  42.42890774  012.06058346
111  42.42964245  012.05977286
112  42.42972111  012.05979418  42.42975886  012.05984320
111  42.42972111  012.05979418
111  42.43039757  012.06088116
111  42.43040591  012.06091331
111  42.42971639  012.06167614
111  42.42977617  012.06177632
111  42.42989730  012.06164204
111  42.42989101  012.06162286
111  42.43033149  012.06113479
112  42.43056275  012.06116889  42.43065242  012.06130956
111  42.43056275  012.06116889
111  42.43074023  012.06145879
111  42.43079585  012.06154965
111  42.43092985  012.06176949 3
111  42.43208537  012.06366522
111  42.43274250  012.06474328
111  42.43252619  012.06498485
111  42.43293494  012.06565305
112  42.43296375  012.06552195  42.43301750  012.06545623
111  42.43296375  012.06552195
111  42.43304939  012.06542702
112  42.43304939  012.06542702  42.43311232  012.06537728
111  42.43317358  012.06544743 3
111  42.43557375  012.06935408
112  42.43535334  012.06959006  42.43514266  012.06958085
111  42.43535334  012.06959006
111  42.43573641  012.07020747
111  42.43595089  012.06996678 3
111  42.43600408  012.06990603
111  42.43609714  012.06980182 3
111  42.43648856  012.06936352
112  42.43655013  012.06940255  42.43658185  012.06944553
111  42.43655013  012.06940255
111  42.43675937  012.06971186
111  42.43679647  012.06966984
111  42.43660773  012.06935554
112  42.43660773  012.06935554  42.43657828  012.06929415
111  42.43659274  012.06924686
111  42.43738754  012.06835686
111  42.43875309  012.06682775
112  42.43875309  012.06682775  42.43885078  012.06674227
111  42.43894673  012.06678572
111  42.43895483  012.06677633
111  42.43845293  012.06622913
111  42.43870279  012.06581508
111  42.43869109  012.06581464
112  42.43865395  012.06582204  42.43863865  012.06580428
111  42.43865395  012.06582204
111  42.43769169  012.06477672
111  42.43587797  012.06280641
112  42.43587797  012.06280641  42.43586538  012.06279149
111  42.43587640  012.06276378
111  42.43587237  012.06275261
111  42.43562662  012.06316768
111  42.43564042  012.06316877
112  42.43568290  012.06316237  42.43570650  012.06318369
111  42.43568290  012.06316237
111  42.43748548  012.06512021
111  42.43844222  012.06615937
112  42.43844222  012.06615937  42.43845952  012.06617855
111  42.43844379  012.06621905
111  42.43844379  012.06623397
112  42.43843435  012.06670293  42.43822984  012.06692675
111  42.43843435  012.06670293
111  42.43749256  012.06775647
111  42.43745284  012.06766047
111  42.43736567  012.06748127
112  42.43735324  012.06733696  42.43735506  012.06726295
111  42.43735324  012.06733696
111  42.43735731  012.06712501
112  42.43723543  012.06696517  42.43710433  012.06699724
111  42.43723543  012.06696517
111  42.43714959  012.06698841
111  42.43718798  012.06706519
111  42.43719765  012.06702532
111  42.43724619  012.06700828
112  42.43724619  012.06700828  42.43732084  012.06698854
111  42.43732795  012.06712969
111  42.43732488  012.06739837
111  42.43718700  012.06713621
111  42.43716377  012.06716842
111  42.43720248  012.06721941
111  42.43743416  012.06768035
112  42.43743416  012.06768035  42.43747057  012.06775806
111  42.43745672  012.06779655
111  42.43721956  012.06806184
111  42.43708144  012.06821634
112  42.43708144  012.06821634  42.43695086  012.06833997
111  42.43683602  012.06818650 3
111  42.43439920  012.06424104
112  42.43442909  012.06389787  42.43453921  012.06378277
111  42.43442909  012.06389787
111  42.43455896  012.06375134
111  42.43525657  012.06296427
112  42.43525657  012.06296427  42.43535096  012.06291950
111  42.43542333  012.06295361
111  42.43542722  012.06294895
111  42.43493068  012.06240423
111  42.43492109  012.06241529
111  42.43494869  012.06245244
112  42.43493250  012.06284916  42.43477929  012.06304186
111  42.43493250  012.06284916
111  42.43438384  012.06346351
111  42.43425447  012.06360798
112  42.43425447  012.06360798  42.43411918  012.06374652
111  42.43400591  012.06358666 3
111  42.43230115  012.06080399 3
112  42.43204157  012.06077557  42.43190261  012.06093010 3
111  42.43119469  012.06171516
112  42.43119469  012.06171516  42.43107670  012.06183061 3
111  42.43097969  012.06169917
111  42.43085008  012.06148755
111  42.43061546  012.06110447
112  42.43061546  012.06110447  42.43053287  012.06095172
111  42.43062311  012.06082295
111  42.43062289  012.06081180
111  42.43070157  012.06072331
111  42.43072576  012.06069610
111  42.43090883  012.06049020
111  42.43093360  012.06046234
111  42.43111854  012.06025433
111  42.43141824  012.05991725
112  42.43156545  012.05993830  42.43165329  012.05998625
111  42.43156545  012.05993830
111  42.43168238  012.06000732
112  42.43205505  012.05997066  42.43226873  012.05981791
111  42.43205505  012.05997066
111  42.43203986  012.05994532
112  42.43203986  012.05994532  42.43182617  012.06009629
111  42.43169284  012.05997432
112  42.43157828  012.05990563  42.43164513  012.05994649
111  42.43157828  012.05990563
111  42.43148612  012.05986365
111  42.43148551  012.05984763
111  42.43182526  012.05945945
111  42.43182526  012.05942748
112  42.43182526  012.05942748  42.43184624  012.05939906
111  42.43187487  012.05941235
112  42.43213141  012.05963304  42.43222449  012.05979645
111  42.43213141  012.05963304
112  42.43213141  012.05963304  42.43219827  012.05976625
111  42.43210844  012.05986574
111  42.43213054  012.05989113
112  42.43215324  012.05961236  42.43206279  012.05944185
111  42.43188861  012.05937613
112  42.43177482  012.05934333  42.43175122  012.05932735
111  42.43177482  012.05934333
111  42.43086170  012.05782007
111  42.43082893  012.05775080
111  42.43081844  012.05766377
111  42.43090397  012.05756527
111  42.43097576  012.05748260
111  42.43109637  012.05739557
111  42.43120780  012.05734939
111  42.43137534  012.05741689
111  42.43139789  012.05744175
111  42.43140444  012.05743110
111  42.43529030  012.06161477
111  42.43531223  012.06165970
111  42.43530917  012.06174219
111  42.43528545  012.06181491
111  42.43518635  012.06197445
111  42.43540988  012.06221956
111  42.43542545  012.06218364
111  42.43535889  012.06210239
111  42.43535229  012.06207076
111  42.43538004  012.06193911
111  42.43540361  012.06190663
111  42.43548744  012.06184756
111  42.43551160  012.06185303
111  42.43940908  012.06604923
111  42.43942558  012.06607992
111  42.43943449  012.06620491
111  42.43939368  012.06629508
111  42.43935968  012.06634006
111  42.43923090  012.06631669
111  42.43920965  012.06629774
111  42.43918544  012.06632941
111  42.43940620  012.06657233
111  42.43941311  012.06654430
111  42.43948698  012.06641935
111  42.43952874  012.06636613
111  42.43957868  012.06631846
111  42.43962072  012.06630209
111  42.43964752  012.06630175
111  42.44049150  012.06722021
112  42.44049150  012.06722021  42.44050109  012.06764637
112  42.44102129  012.06748296  42.44119686  012.06714786
112  42.44068904  012.06687159  42.44040021  012.06696368
111  42.44068904  012.06687159
111  42.43885482  012.06488638
112  42.43884727  012.06449757  42.43897187  012.06423922
111  42.43884727  012.06449757
111  42.43890797  012.06436952
111  42.43896194  012.06425569
111  42.43914554  012.06396040
112  42.43914554  012.06396040  42.43937176  012.06408744
112  42.43944381  012.06345647  42.43931922  012.06320324
111  42.43944381  012.06345647
111  42.43984158  012.06302938
111  42.44155476  012.06118987
111  42.44158079  012.06116192
111  42.44236630  012.06200406
112  42.44237574  012.06199127  42.44234742  012.06195802
111  42.44238329  012.06197848
111  42.44117133  012.06067387
111  42.44117418  012.06062483
111  42.44117699  012.06057666
111  42.44121474  012.06054341
111  42.44121286  012.06052039
111  42.44208502  012.06028248
111  42.44210201  012.06032085
111  42.44210578  012.06036434
111  42.44173577  012.06076084
111  42.44192833  012.06097316
111  42.44199545  012.06084243
111  42.44199608  012.06082857
111  42.44241915  012.06036434
111  42.44242671  012.06034132
111  42.44247956  012.06036690
111  42.44252865  012.06040527
111  42.44254648  012.06037202
111  42.44248893  012.06030960
111  42.44239853  012.06021154
111  42.44237916  012.06018914
111  42.44216742  012.05995770
111  42.44209491  012.05987844
111  42.44206463  012.05984535
111  42.44195031  012.05972040
111  42.44191232  012.05967887
111  42.44186694  012.05975040
111  42.44184149  012.05972482
111  42.44175465  012.05987319
111  42.44174710  012.06019039
111  42.44110325  012.06037064
111  42.44105403  012.06036257
111  42.44101172  012.06038269
111  42.44093871  012.06036519
111  42.44086019  012.06034638
111  42.44074259  012.06023129
112  42.44073483  012.06024018  42.44070075  012.06020110
111  42.44072325  012.06025345
111  42.44083648  012.06037686
111  42.44085817  012.06041148
111  42.44085694  012.06043097
111  42.44083321  012.06046756 3
111  42.43792245  012.06125253 3
111  42.43739952  012.06139776
113  42.43735988  012.06138752
111  42.43933453  012.06333676
112  42.43919425  012.06331544  42.43913395  012.06333321
111  42.43919425  012.06331544
112  42.43919425  012.06331544  42.43916017  012.06332788
111  42.43913788  012.06329946
111  42.43750537  012.06154322
111  42.43750084  012.06152787 3
111  42.43794586  012.06140744 3
111  42.44099788  012.06058153
111  42.44102799  012.06057935
111  42.44146973  012.06104593
111  42.44145027  012.06106681
113  42.43975895  012.06288140
111  42.43598791  012.06180466
111  42.43650443  012.06093073
111  42.43898042  012.06359523
112  42.43898671  012.06362507  42.43898278  012.06364070
111  42.43898671  012.06362507
112  42.43898671  012.06362507  42.43897098  012.06370820
111  42.43904215  012.06384326
111  42.43886029  012.06414827
111  42.43879424  012.06424852
111  42.43870008  012.06437122
112  42.43870008  012.06437122  42.43856643  012.06455845
113  42.43843277  012.06443567
111  42.43160095  012.05708054
112  42.43159151  012.05673269  42.43171422  012.05653320
111  42.43159151  012.05673269
111  42.43167268  012.05658947
111  42.43174820  012.05649483
111  42.43181049  012.05643089
112  42.43181049  012.05643089  42.43215030  012.05622116
111  42.43228433  012.05642577
111  42.43242591  012.05654598
111  42.43647777  012.06089908
113  42.43596387  012.06177657
111  42.43091297  012.05806380
