I
1050 Generated by WorldEditor 2.1.0r1

1   2077 1 0 GCXO Tenerife Norte-Ciudad de La Laguna
112  28.48369977 -016.35208471  28.48372298 -016.35215717
111  28.48366090 -016.35219166
114  28.48356421 -016.35214532  28.48353893 -016.35206828
110 2 0.00 0.0000 New Taxiway 2
111  28.48370748 -016.35236275
112  28.48380260 -016.35241101  28.48382581 -016.35248347
111  28.48376372 -016.35251796
114  28.48366704 -016.35247161  28.48364176 -016.35239458
110 2 0.00 0.0000 New Taxiway 10
111  28.48742049 -016.35093557
111  28.48560474 -016.34546054
111  28.48526663 -016.34560431
111  28.48467752 -016.34383742
111  28.48514611 -016.34363427
111  28.48450870 -016.34172615
111  28.48524264 -016.34140779
111  28.48586418 -016.34328972
111  28.48584823 -016.34331795
111  28.48621029 -016.34357808
111  28.48666197 -016.34495114
111  28.48654840 -016.34499925
111  28.48755212 -016.34801416
111  28.48766383 -016.34796605
113  28.48850008 -016.35047891
110 2 0.00 0.0000 New Taxiway 7
111  28.48882164 -016.34986913
111  28.48847651 -016.34994199
111  28.48836723 -016.34930240
113  28.48872246 -016.34923077
110 2 0.00 0.0000 New Taxiway 5
111  28.48304987 -016.35121699
111  28.48269585 -016.35136265
111  28.48254218 -016.35087535
113  28.48289349 -016.35072973
110 2 0.00 0.0000 New Taxiway 5
111  28.48351256 -016.35266156
111  28.48315455 -016.35281176
111  28.48298123 -016.35222942
113  28.48333254 -016.35208379
110 1 0.00 0.0000 Secondary Apron
111  28.48435920 -016.35233714
111  28.48351823 -016.35267978
111  28.48351256 -016.35266156
111  28.48333254 -016.35208379
111  28.48298123 -016.35222942
111  28.48297204 -016.35223322
111  28.48285685 -016.35188749
111  28.48321292 -016.35173246
111  28.48311075 -016.35141077
111  28.48275625 -016.35155420
111  28.48269585 -016.35136265
111  28.48254218 -016.35087535
111  28.48245505 -016.35059905
113  28.48365107 -016.35011061
110 1 0.00 0.0000 Main Apron
111  28.47698644 -016.32534848
111  28.47703481 -016.32532591
111  28.47685844 -016.32480892
111  28.47727920 -016.32461682
111  28.47743614 -016.32508355
111  28.47753783 -016.32506695
111  28.47755257 -016.32510489
111  28.47811561 -016.32486231
111  28.47908884 -016.32578756
111  28.47899781 -016.32632380
111  28.48409895 -016.34166015
112  28.48409895 -016.34166015  28.48421296 -016.34174546
111  28.48428897 -016.34164908
111  28.48411009 -016.34109215
111  28.48510026 -016.34066446
112  28.48510026 -016.34066446  28.48552232 -016.34057420
111  28.48567786 -016.34098358
112  28.48567786 -016.34098358  28.48570911 -016.34103364
111  28.48576946 -016.34101521
111  28.48579236 -016.34108928
111  28.48530534 -016.34129709
111  28.48529250 -016.34133164
111  28.48535121 -016.34151270
111  28.48537418 -016.34152480
111  28.48562215 -016.34227375
111  28.48563038 -016.34235909
111  28.48591924 -016.34323463
111  28.48623635 -016.34346111
112  28.48623635 -016.34346111  28.48628053 -016.34349471
111  28.48630707 -016.34355406
111  28.48690777 -016.34532663
112  28.48721640 -016.34635871  28.48734920 -016.34677819
111  28.48757977 -016.34735584
111  28.48764987 -016.34732733
111  28.48782994 -016.34742940
111  28.48791725 -016.34769238
112  28.48791725 -016.34769238  28.48788324 -016.34771475
111  28.48788459 -016.34774808
111  28.48797215 -016.34802655
111  28.48802853 -016.34803397
111  28.48814730 -016.34890096
111  28.48829425 -016.34887531
111  28.48836723 -016.34930240
111  28.48847651 -016.34994199
111  28.48851822 -016.35018607
111  28.48858225 -016.35017343
111  28.48863729 -016.35052454
111  28.48857091 -016.35071804
111  28.48827267 -016.35084060
111  28.48849711 -016.35147166
111  28.48819204 -016.35159970
111  28.48861942 -016.35293299
111  28.48857253 -016.35295347
111  28.48880636 -016.35365596
111  28.48896284 -016.35410268
111  28.48848960 -016.35430085
111  28.48841061 -016.35407351
111  28.48837221 -016.35407486
111  28.48830326 -016.35410856
111  28.48825663 -016.35419360
111  28.48868524 -016.35546178
111  28.48877379 -016.35562570
111  28.48884549 -016.35593121
111  28.48911465 -016.35642652
111  28.48897114 -016.35745126
111  28.48826196 -016.35771827
111  28.48826849 -016.35777832
111  28.48843867 -016.35828457
111  28.48837393 -016.35831450
111  28.48832194 -016.35835055
111  28.48807024 -016.35845313
111  28.48802814 -016.35844883
111  28.48784800 -016.35791155
113  28.48779676 -016.35793253
111  28.48713302 -016.34664090
112  28.48719395 -016.34675245  28.48723257 -016.34681237
111  28.48728041 -016.34684497
111  28.48729427 -016.34683906
113  28.48721118 -016.34660592
111  28.48708614 -016.34635740
112  28.48704873 -016.34642459  28.48706317 -016.34647387
111  28.48711173 -016.34645819
114  28.48713995 -016.34639025  28.48712725 -016.34634246
111  28.48698698 -016.34592808
111  28.48695549 -016.34593990
112  28.48696965 -016.34608916  28.48697916 -016.34615048
111  28.48700535 -016.34622870
113  28.48707144 -016.34619972
111  28.48815105 -016.35383101
112  28.48821593 -016.35381038  28.48820444 -016.35377539
111  28.48803149 -016.35323542
111  28.48786449 -016.35283782
112  28.48784652 -016.35283841  28.48784266 -016.35285356
113  28.48783326 -016.35289476
111  28.48745224 -016.35180606
111  28.48755472 -016.35176490
111  28.48738156 -016.35121961
111  28.48744675 -016.35119062
111  28.48740668 -016.35109089
112  28.48733238 -016.35126533  28.48732253 -016.35136811
113  28.48734683 -016.35150153
111  28.48828911 -016.35385426
111  28.48831940 -016.35383189
111  28.48831055 -016.35374394
111  28.48811801 -016.35315171
112  28.48808611 -016.35313071  28.48806751 -016.35313071
113  28.48805777 -016.35315439
111  28.48826344 -016.35578705
111  28.48750643 -016.35345885
112  28.48717490 -016.35349920  28.48698648 -016.35347162
111  28.48689891 -016.35336084
111  28.48808145 -016.35700580
113  28.48814355 -016.35701213
111  28.48589507 -016.35042465
111  28.48628804 -016.35158943
111  28.48707164 -016.35283264
111  28.48719005 -016.35292364
112  28.48720438 -016.35269598  28.48719290 -016.35258933
112  28.48712543 -016.35228751  28.48709099 -016.35216272
111  28.48706843 -016.35208989
111  28.48643290 -016.35015961
112  28.48637831 -016.35011521  28.48633771 -016.35010724
111  28.48629343 -016.35011857
111  28.48606100 -016.35020367
114  28.48595406 -016.35029742  28.48591474 -016.35035304
111  28.48619236 -016.34978520
112  28.48625217 -016.34971579  28.48626590 -016.34967296
111  28.48625748 -016.34961452
111  28.48583599 -016.34835271
111  28.48457875 -016.34645127
111  28.48569810 -016.34983871
112  28.48584064 -016.34990346  28.48591777 -016.34990597
113  28.48598474 -016.34988163
111  28.48303561 -016.34180404
111  28.48395690 -016.34455800
111  28.48419441 -016.34498040
111  28.48521179 -016.34649949
113  28.48394306 -016.34264501
111  28.48362066 -016.34166693
111  28.48195631 -016.33666855
111  28.48172078 -016.33617769
111  28.48168625 -016.33617692
111  28.48170478 -016.33715653
111  28.48181259 -016.33804446
111  28.48187650 -016.33829901
113  28.48273295 -016.34088069
111  28.48113125 -016.33598917
111  28.48086738 -016.33340785
111  28.47862547 -016.32668672
112  28.47856733 -016.32656725  28.47853333 -016.32652191
111  28.47845857 -016.32644482
111  28.47784599 -016.32587442
112  28.47779297 -016.32586186  28.47777278 -016.32586791
113  28.47777119 -016.32589813
130 Airport Boundary 1
111  28.48807257 -016.35869625
111  28.48389752 -016.35868373
111  28.48298944 -016.35342518
111  28.48002128 -016.35269121
111  28.48078335 -016.35091353
111  28.48142693 -016.34857591
111  28.48166137 -016.34611537
111  28.48204012 -016.34370348
111  28.47537858 -016.32478615
111  28.47567768 -016.32398211
111  28.47618586 -016.32352868
111  28.47707604 -016.32313383
111  28.47833154 -016.32339228
111  28.47865759 -016.32383789
111  28.47899239 -016.32476969
111  28.47953046 -016.32527980
111  28.47959025 -016.32617760
111  28.47959098 -016.32656170
111  28.48303844 -016.33726580
111  28.48343248 -016.33778790
111  28.48397158 -016.33972831
111  28.48421088 -016.34001041
111  28.48596874 -016.33925303
111  28.48629158 -016.33879729
111  28.48663236 -016.33885851
111  28.48658062 -016.34143662
111  28.48751766 -016.34150163
111  28.48751020 -016.34277580
111  28.48875377 -016.34721607
111  28.48912834 -016.34922778
111  28.48933057 -016.35353197
111  28.48933203 -016.35497867
111  28.48917850 -016.35503387
111  28.48928954 -016.35699726
111  28.48905962 -016.35806607
113  28.48872333 -016.35857624
120 Linear Feature 84
111  28.48802833 -016.35285405 1
115  28.48808495 -016.35282570
120 Linear Feature 83
111  28.48809836 -016.35286151 1
111  28.48808495 -016.35282570 1
115  28.48807254 -016.35279256
120 Linear Feature 82
111  28.48838388 -016.35289534 1
115  28.48840391 -016.35295225
120 Linear Feature 82
111  28.48802548 -016.35265749 1
115  28.48804551 -016.35271440
120 Linear Feature 82
111  28.48822821 -016.35295369 1
115  28.48824824 -016.35301060
120 Linear Feature 81
111  28.48841398 -016.35288281 1
111  28.48838388 -016.35289534 1
115  28.48835408 -016.35290774
120 Linear Feature 81
111  28.48805558 -016.35264496 1
111  28.48802548 -016.35265749 1
115  28.48799568 -016.35266989
120 Linear Feature 81
111  28.48825831 -016.35294116 1
111  28.48822821 -016.35295369 1
115  28.48819842 -016.35296608
120 Linear Feature 86
111  28.48849721 -016.35296386 20
111  28.48812630 -016.35312232 20
111  28.48833677 -016.35376742 20
111  28.48841276 -016.35373443 20
112  28.48844896 -016.35368923  28.48845787 -016.35365905 20
111  28.48844848 -016.35357186 20
111  28.48841860 -016.35347573 20
111  28.48839739 -016.35340751 20
115  28.48861396 -016.35331030
120 Linear Feature 85
111  28.48878343 -016.35381321 20
111  28.48862149 -016.35388663 20
116  28.48841896 -016.35406619  28.48827183 -016.35412661
120 Linear Feature 87
111  28.48863790 -016.35338136 20
115  28.48841860 -016.35347573
120 Linear Feature 90
111  28.48798306 -016.35277281 20
111  28.48811067 -016.35271903 20
111  28.48813611 -016.35270831 20
115  28.48816534 -016.35269599
120 Linear Feature 91
111  28.48811067 -016.35271903 20
111  28.48815212 -016.35284150 20
116  28.48821355 -016.35288012  28.48825834 -016.35287375
120 Linear Feature 89
111  28.48804240 -016.35294654 20
111  28.48821355 -016.35288012 20
115  28.48843945 -016.35279245
120 Linear Feature 88
111  28.48849035 -016.35294349 20
111  28.48809798 -016.35310925 20
111  28.48804240 -016.35294654 20
111  28.48798306 -016.35277281 20
111  28.48785990 -016.35241223 20
111  28.48800220 -016.35236018 20
111  28.48806391 -016.35239410 20
111  28.48816534 -016.35269599 20
111  28.48819639 -016.35278840 20
112  28.48821015 -016.35280373  28.48822057 -016.35280719 20
111  28.48823264 -016.35280453 20
115  28.48841589 -016.35272253
120 Linear Feature 92
111  28.48842841 -016.35275970 20
111  28.48823362 -016.35284370 20
112  28.48819894 -016.35284463  28.48818244 -016.35283916 20
111  28.48817456 -016.35281966 20
115  28.48813611 -016.35270831
120 Linear Feature 93
111  28.48811832 -016.35172847 20
115  28.48801198 -016.35168031
120 Linear Feature 106
111  28.48796899 -016.34991654 20
111  28.48804282 -016.34988452 20
115  28.48826841 -016.34978665
120 Linear Feature 106
111  28.48800289 -016.35001791 20
111  28.48807694 -016.34998659 20
115  28.48830328 -016.34989085
120 Linear Feature 105
111  28.48837709 -016.35011138 20
111  28.48815011 -016.35020552 20
115  28.48807591 -016.35023630
120 Linear Feature 105
111  28.48841272 -016.35021783 20
111  28.48818651 -016.35031444 20
115  28.48811260 -016.35034601
120 Linear Feature 107
111  28.48785906 -016.34958781 20
111  28.48793294 -016.34955584 20
115  28.48815850 -016.34945823
120 Linear Feature 107
111  28.48789321 -016.34968992 20
111  28.48796728 -016.34965856 20
115  28.48819350 -016.34956281
120 Linear Feature 102
111  28.48823484 -016.35071157 20
111  28.48811260 -016.35034601 20
111  28.48807591 -016.35023630 20
111  28.48800289 -016.35001791 20
111  28.48796899 -016.34991654 20
111  28.48789321 -016.34968992 20
111  28.48785906 -016.34958781 20
115  28.48772277 -016.34918022
120 Linear Feature 104
111  28.48802275 -016.34905264 20
111  28.48779690 -016.34914870 20
111  28.48772277 -016.34918022 20
115  28.48696572 -016.34950218
120 Linear Feature 103
111  28.48799045 -016.34895611 20
111  28.48770956 -016.34907857 20
115  28.48693692 -016.34941544
120 Linear Feature 102
111  28.48830868 -016.35067996 20
111  28.48818651 -016.35031444
111  28.48815011 -016.35020552 20
111  28.48807694 -016.34998659
111  28.48804282 -016.34988452 20
111  28.48796728 -016.34965856
111  28.48793294 -016.34955584 20
115  28.48779690 -016.34914870
120 Linear Feature 112
111  28.48681819 -016.34596882 20
111  28.48656917 -016.34606707 20
111  28.48650441 -016.34601971 20
111  28.48651662 -016.34600033 20
111  28.48657401 -016.34604472 20
115  28.48681258 -016.34595153
120 Linear Feature 112
111  28.48692856 -016.34630891 20
111  28.48668062 -016.34640670 20
111  28.48661586 -016.34635933 20
111  28.48662807 -016.34633996 20
111  28.48668546 -016.34638435 20
115  28.48692292 -016.34629153
120 Linear Feature 112
111  28.48704005 -016.34665246 20
111  28.48678747 -016.34675159 20
111  28.48672270 -016.34670422 20
111  28.48673492 -016.34668485 20
111  28.48679231 -016.34672924 20
115  28.48703419 -016.34663440
120 Linear Feature 112
111  28.48715501 -016.34700671 20
111  28.48690027 -016.34710529 20
111  28.48683551 -016.34705792 20
111  28.48684772 -016.34703854 20
111  28.48690511 -016.34708293 20
115  28.48714868 -016.34698721
120 Linear Feature 113
111  28.48665207 -016.34545692 20
111  28.48651807 -016.34550854 20
111  28.48649581 -016.34555245 20
111  28.48640741 -016.34565935 20
111  28.48636906 -016.34567557 20
111  28.48634877 -016.34566141 20
111  28.48634068 -016.34567521 20
111  28.48637130 -016.34569656 20
111  28.48642274 -016.34567363 20
111  28.48651310 -016.34556369 20
111  28.48653254 -016.34552231 20
115  28.48665680 -016.34547150
120 Linear Feature 109
111  28.48695594 -016.34947274 20
111  28.48737255 -016.34846546 20
111  28.48735821 -016.34821420 20
111  28.48741532 -016.34810371 20
111  28.48728519 -016.34802665 20
111  28.48726865 -016.34792562 20
111  28.48744108 -016.34784988 20
111  28.48730205 -016.34744249 20
111  28.48710460 -016.34753581 20
111  28.48702262 -016.34748299 20
111  28.48706252 -016.34735340 20
111  28.48724164 -016.34727365 20
111  28.48715501 -016.34700671 20
111  28.48714868 -016.34698721 20
111  28.48704005 -016.34665246 20
111  28.48703419 -016.34663440 20
111  28.48692856 -016.34630891 20
111  28.48692292 -016.34629153 20
111  28.48681819 -016.34596882 20
111  28.48681258 -016.34595153 20
111  28.48665680 -016.34547150 20
111  28.48665207 -016.34545692 20
111  28.48652630 -016.34506937 20
111  28.48636454 -016.34513211 20
111  28.48629639 -016.34491161 20
111  28.48655402 -016.34480746 20
111  28.48650203 -016.34465237 20
115  28.48652689 -016.34453205
120 Linear Feature 108
111  28.48770956 -016.34907857 20
111  28.48780660 -016.34875573 20
111  28.48787348 -016.34872486 20
111  28.48780684 -016.34853795 20
111  28.48774279 -016.34856803 20
111  28.48739428 -016.34845583 20
115  28.48671304 -016.34874103
120 Linear Feature 116
111  28.48555427 -016.34365675 20
111  28.48593931 -016.34378144 20
111  28.48609417 -016.34371627 20
111  28.48617265 -016.34396557 20
111  28.48601944 -016.34403094 20
111  28.48581581 -016.34440195 20
115  28.48534212 -016.34461144
120 Linear Feature 110
111  28.48636507 -016.34403975 20
115  28.48599721 -016.34420177
120 Linear Feature 111
111  28.48647951 -016.34438789 20
115  28.48599721 -016.34420177
120 Linear Feature 114
111  28.48650130 -016.34810321 20
115  28.48710460 -016.34753581
120 Linear Feature 115
111  28.48509266 -016.34386001 20
111  28.48537039 -016.34373771 20
111  28.48555427 -016.34365675 20
111  28.48563899 -016.34361944 20
111  28.48567155 -016.34360510 20
115  28.48602990 -016.34344731
120 Linear Feature 118
111  28.48567155 -016.34360510 20
111  28.48557616 -016.34331567 20
115  28.48583911 -016.34320489
120 Linear Feature 118
111  28.48563899 -016.34361944 20
111  28.48551953 -016.34325987 20
115  28.48581571 -016.34313397
120 Linear Feature 119
111  28.48537039 -016.34373771 20
111  28.48542507 -016.34357332 20
111  28.48552522 -016.34353073 20
111  28.48546591 -016.34334913 20
111  28.48536448 -016.34339257 20
115  28.48521368 -016.34332514
120 Linear Feature 117
111  28.48495187 -016.34343590 20
111  28.48521368 -016.34332514 20
115  28.48579732 -016.34307823
120 Linear Feature 117
111  28.48493126 -016.34337382 20
111  28.48536514 -016.34318977 20
115  28.48577655 -016.34301525
120 Linear Feature 123
111  28.48473795 -016.34102980 20
115  28.48491559 -016.34157623
120 Linear Feature 122
111  28.48501668 -016.34216194 20
111  28.48512191 -016.34187554 20
111  28.48531558 -016.34179398 20
111  28.48524372 -016.34157331 20
111  28.48505933 -016.34164966 20
111  28.48491559 -016.34157623 20
111  28.48479759 -016.34151596 20
115  28.48456609 -016.34161789
120 Linear Feature 121
111  28.48472103 -016.34274054 20
111  28.48513373 -016.34256401 20
111  28.48523059 -016.34239767 20
111  28.48539981 -016.34232376 20
111  28.48533711 -016.34213910 20
111  28.48517220 -016.34221312 20
111  28.48501668 -016.34216194 20
115  28.48458720 -016.34233741
120 Linear Feature 97
111  28.48849326 -016.35045847 20
112  28.48848167 -016.35056044  28.48846102 -016.35060974 20
111  28.48842743 -016.35062911 20
111  28.48830868 -016.35067996 20
111  28.48823484 -016.35071157 20
111  28.48752554 -016.35101526 20
112  28.48748950 -016.35100911  28.48746967 -016.35099783 20
111  28.48745276 -016.35096931 20
111  28.48696572 -016.34950218 20
111  28.48695594 -016.34947274 20
111  28.48693692 -016.34941544 20
111  28.48671304 -016.34874103 20
111  28.48650130 -016.34810321 20
111  28.48534212 -016.34461144 20
111  28.48509266 -016.34386001 20
111  28.48495187 -016.34343590 20
111  28.48493126 -016.34337382 20
111  28.48472103 -016.34274054 20
111  28.48470110 -016.34268050 20
111  28.48458720 -016.34233741 20
111  28.48454223 -016.34220195 20
112  28.48455418 -016.34208925  28.48457434 -016.34203670 20
112  28.48462221 -016.34188596  28.48463027 -016.34182693 20
111  28.48460829 -016.34174677 20
111  28.48456609 -016.34161789 20
111  28.48444960 -016.34126203 20
112  28.48445813 -016.34119132  28.48447271 -016.34115790 20
111  28.48450099 -016.34113327 20
111  28.48473795 -016.34102980 20
111  28.48499050 -016.34091951 20
112  28.48505315 -016.34092721  28.48508569 -016.34094393 20
111  28.48510808 -016.34098891 20
111  28.48577655 -016.34301525 20
111  28.48579732 -016.34307823 20
111  28.48581571 -016.34313397 20
111  28.48583911 -016.34320489 20
111  28.48588636 -016.34334813 20
111  28.48602990 -016.34344731 20
111  28.48621160 -016.34357287 20
111  28.48636507 -016.34403975 20
111  28.48647951 -016.34438789 20
111  28.48652689 -016.34453205 20
111  28.48685809 -016.34553998 20
112  28.48687746 -016.34569489  28.48687615 -016.34577903 20
112  28.48687635 -016.34592147  28.48687929 -016.34598404 20
111  28.48690315 -016.34609947 20
111  28.48711283 -016.34673269 20
112  28.48722558 -016.34692456  28.48728180 -016.34698853 20
112  28.48734933 -016.34708813  28.48737410 -016.34713112 20
111  28.48739998 -016.34719184 20
111  28.48799045 -016.34895611 20
111  28.48802275 -016.34905264 20
111  28.48815850 -016.34945823 20
111  28.48819350 -016.34956281 20
111  28.48826841 -016.34978665 20
111  28.48830328 -016.34989085 20
111  28.48837709 -016.35011138 20
113  28.48841272 -016.35021783 20
120 Linear Feature 96
111  28.48777077 -016.35104201 20
111  28.48765443 -016.35108967 20
112  28.48759952 -016.35116590  28.48758440 -016.35121462 20
111  28.48758843 -016.35127653 20
111  28.48773194 -016.35170590 20
113  28.48795298 -016.35160341 20
120 Linear Feature 101
111  28.48695356 -016.34609570 20
111  28.48703161 -016.34632140 20
112  28.48706663 -016.34628909  28.48708972 -016.34628241 20
111  28.48711596 -016.34629705 20
111  28.48694504 -016.34573424 20
114  28.48694461 -016.34593152  28.48694721 -016.34602055 20
120 Linear Feature 100
112  28.48704677 -016.34642680  28.48707196 -016.34650163 20
114  28.48714403 -016.34638699  28.48711884 -016.34631614 20
120 Linear Feature 99
111  28.48737433 -016.34703035 20
111  28.48717907 -016.34649466 20
112  28.48713943 -016.34653821  28.48711066 -016.34655412 20
111  28.48709150 -016.34654795 20
111  28.48715145 -016.34670226 20
112  28.48723604 -016.34684588  28.48728501 -016.34691604 20
114  28.48732450 -016.34695933  28.48735423 -016.34700272 20
120 Linear Feature 95
111  28.48819330 -016.35087248 20
111  28.48782350 -016.35102813 20
111  28.48801033 -016.35157591 20
113  28.48837797 -016.35140189 20
120 Linear Feature 128
111  28.48737577 -016.34702883 22
111  28.48854259 -016.35047783 22
112  28.48852624 -016.35060789  28.48850022 -016.35066903 22
111  28.48845781 -016.35068670 22
115  28.48756344 -016.35106666
120 Linear Feature 127
111  28.48667780 -016.34488686 22
115  28.48694504 -016.34573424
120 Linear Feature 126
111  28.48417327 -016.34123776 22
111  28.48498535 -016.34088651 22
112  28.48506185 -016.34089772  28.48510873 -016.34092080 22
111  28.48512775 -016.34096896 22
111  28.48589906 -016.34328512 22
111  28.48624149 -016.34353831 22
115  28.48657224 -016.34450473
120 Linear Feature 94
111  28.48895195 -016.35409691 20
111  28.48838579 -016.35240850 20
111  28.48837634 -016.35227556 20
111  28.48815103 -016.35157685 20
111  28.48846705 -016.35143285 20
111  28.48825974 -016.35083719 20
111  28.48849264 -016.35073766 20
112  28.48858681 -016.35060031  28.48861438 -016.35050704 20
111  28.48860593 -016.35041149 20
111  28.48857290 -016.35018231 20
111  28.48847946 -016.35019881 20
111  28.48670749 -016.34487426 20
111  28.48672537 -016.34479966 20
111  28.48630035 -016.34355513 20
112  28.48626932 -016.34350259  28.48624979 -016.34348103 20
111  28.48623288 -016.34346776 20
111  28.48591522 -016.34324121 20
111  28.48514858 -016.34095742 20
112  28.48507570 -016.34086872  28.48502207 -016.34083989 20
111  28.48496940 -016.34085898 20
115  28.48415212 -016.34120809
120 Linear Feature 98
112  28.48446592 -016.34224060  28.48444778 -016.34215559 20
111  28.48447766 -016.34206464 20
111  28.48453749 -016.34190807 20
112  28.48452942 -016.34177299  28.48450322 -016.34169848 20
111  28.48436737 -016.34128763 20
112  28.48426253 -016.34123839  28.48418486 -016.34125988
111  28.48426253 -016.34123839
112  28.48426253 -016.34123839  28.48419493 -016.34126800 20
115  28.48417900 -016.34127543
120 Linear Feature 125
111  28.48823092 -016.35085746 22
111  28.48842120 -016.35141848 22
111  28.48774953 -016.35174657 22
112  28.48772343 -016.35175014  28.48771087 -016.35174876 22
111  28.48769873 -016.35173931 22
111  28.48751291 -016.35118424 22
112  28.48745466 -016.35106010  28.48741889 -016.35100393 22
111  28.48739755 -016.35094300 22
111  28.48450594 -016.34222842 22
112  28.48451496 -016.34207972  28.48454217 -016.34200864 22
112  28.48457401 -016.34191029  28.48459248 -016.34184629 22
111  28.48457098 -016.34176114 22
115  28.48438502 -016.34120197
120 Linear Feature 124
111  28.48891943 -016.35410847 22
111  28.48834039 -016.35238981 22
111  28.48834442 -016.35228606 22
115  28.48812147 -016.35161237
120 Linear Feature 80
111  28.48888784 -016.35412303 20
111  28.48878343 -016.35381321 20
111  28.48863790 -016.35338136 20
111  28.48861396 -016.35331030 20
111  28.48849721 -016.35296386 20
111  28.48849035 -016.35294349 20
111  28.48843945 -016.35279245 20
111  28.48842841 -016.35275970 20
111  28.48841589 -016.35272253 20
111  28.48829556 -016.35236547 20
111  28.48831017 -016.35230872 20
111  28.48811832 -016.35172847 20
111  28.48809080 -016.35164525 20
111  28.48801198 -016.35168031 20
111  28.48775616 -016.35179412 20
112  28.48769628 -016.35179601  28.48766829 -016.35178307 20
111  28.48764211 -016.35172950 20
111  28.48744329 -016.35113124 20
111  28.48736174 -016.35096078 20
111  28.48446592 -016.34224060 20
115  28.48432028 -016.34180204
120 Linear Feature 64
111  28.48531580 -016.34487173 1
111  28.48591669 -016.34460435
112  28.48591669 -016.34460435  28.48603996 -016.34454968 1
111  28.48615283 -016.34458041 1
115  28.48641228 -016.34468168
120 Linear Feature 78
112  28.48460445 -016.34129586  28.48460445 -016.34135330
111  28.48460445 -016.34129586
112  28.48460445 -016.34129586  28.48460445 -016.34130222 1
112  28.48460702 -016.34131286  28.48460867 -016.34131784
111  28.48460702 -016.34131286
112  28.48460702 -016.34131286  28.48462025 -016.34135283 1
112  28.48468001 -016.34129599  28.48468001 -016.34124400
111  28.48468001 -016.34129599
114  28.48468001 -016.34129599  28.48468001 -016.34123752 1
120 Linear Feature 78
112  28.48455427 -016.34129610  28.48455427 -016.34142946 1
114  28.48473071 -016.34129641  28.48473071 -016.34116068 1
120 Linear Feature 77
111  28.48460702 -016.34131286 1
111  28.48437472 -016.34141055
112  28.48437472 -016.34141055  28.48432644 -016.34144000 1
111  28.48434950 -016.34152191 1
111  28.48443042 -016.34176546
112  28.48443042 -016.34176546  28.48445316 -016.34185403 1
111  28.48438359 -016.34188797 1
115  28.48433608 -016.34190784
120 Linear Feature 76
111  28.48492512 -016.34175599 1
115  28.48436445 -016.34199389
120 Linear Feature 75
111  28.48526037 -016.34169005 1
111  28.48509963 -016.34175858 1
115  28.48438809 -016.34206191
120 Linear Feature 74
111  28.48454789 -016.34255230 1
115  28.48506936 -016.34232753
120 Linear Feature 73
111  28.48528681 -016.34226847 1
