I
1050 Generated by WorldEditor 2.1.0r1

1    154 1 0 ULOO Pskov
1302 city Pskov
111  57.78971931  028.37429025
111  57.78968111  028.37370660
111  57.78978741  028.37369444
111  57.78978328  028.37363131
111  57.78967698  028.37364347
111  57.78965980  028.37338092
111  57.78971425  028.37337119
113  57.78969338  028.37303046
110 2 18.02 18.0200 New Taxiway 20
111  57.78882455  028.38171409
111  57.78973986  028.38104429
111  57.78996104  028.38088244
111  57.79052280  028.38047136
111  57.79049669  028.38035379
111  57.79053299  028.38032704
111  57.79051584  028.38024985
111  57.79054566  028.38023040
111  57.79052955  028.38015784
111  57.79060603  028.38009704
111  57.79057076  028.37993386
111  57.79053914  028.37992182
111  57.79050687  028.37989718
111  57.79045279  028.37981226
111  57.79009969  028.38006055
111  57.79019173  028.38052750
111  57.79001339  028.38065291
111  57.78992134  028.38018596
111  57.78863009  028.38109392
111  57.78865200  028.38120531
111  57.78863515  028.38121747
111  57.78864336  028.38125924
111  57.78862392  028.38127869
111  57.78867886  028.38155802
113  57.78877998  028.38148749
110 2 18.02 18.0200 New Taxiway 19
111  57.78695987  028.38269746
111  57.78691196  028.38273103
111  57.78695906  028.38294947
113  57.78701092  028.38291056
110 2 18.02 18.0200 New Taxiway 18
111  57.79737610  028.39353823
111  57.79716998  028.39380338
111  57.79732684  028.39427529
111  57.79648679  028.39533831
111  57.79686403  028.39634781
113  57.79792706  028.39508290
110 2 18.02 18.0200 New Taxiway 17
111  57.79718375  028.39114276
111  57.79721439  028.39299330
111  57.79723600  028.39305074
111  57.79728641  028.39295952
111  57.79738274  028.39287505
111  57.79741245  028.39287168
111  57.79741065  028.39275680
111  57.79736474  028.39275849
111  57.79736044  028.39255748
111  57.79727222  028.39256424
111  57.79726727  028.39233280
111  57.79735550  028.39232604
111  57.79735377  028.39224494
111  57.79729075  028.39225338
111  57.79728819  028.39213344
111  57.79735121  028.39212499
111  57.79734919  028.39203036
111  57.79728887  028.39203543
111  57.79728703  028.39194928
111  57.79734735  028.39194421
111  57.79734493  028.39183108
111  57.79726661  028.39183952
111  57.79726301  028.39163512
111  57.79724050  028.39163512
111  57.79723420  028.39114016
113  57.79722244  028.39114077
110 2 18.02 18.0200 New Taxiway 16
111  57.79712004  028.39218334
111  57.79708854  028.39218672
111  57.79708764  028.39221544
111  57.79699671  028.39230835
111  57.79701381  028.39236409
111  57.79704532  028.39236747
111  57.79704442  028.39268506
111  57.79710924  028.39268168
113  57.79712455  028.39263776
110 2 18.02 18.0200 New Taxiway 15
111  57.79589928  028.39114539
111  57.79611264  028.39154235
111  57.79626118  028.39133120
111  57.79618376  028.39113525
111  57.79612524  028.39109302
111  57.79607303  028.39102883
113  57.79601541  028.39094606
110 2 18.02 18.0200 New Taxiway 14
111  57.79576064  028.39139877
111  57.79563280  028.39161668
111  57.79572643  028.39186837
111  57.79586687  028.39215723
113  57.79599471  028.39190554
110 2 18.02 18.0200 New Taxiway 13
111  57.79526113  028.38960489
111  57.79522211  028.38965978
111  57.79526895  028.38975777
113  57.79530689  028.38970075
110 2 18.02 18.0200 New Taxiway 13
111  57.79503696  028.38988585
111  57.79499630  028.38994413
111  57.79504316  028.39004208
113  57.79508306  028.38998172
110 2 18.02 18.0200 New Taxiway 13
111  57.79536230  028.38981680
111  57.79532503  028.38987508
111  57.79537187  028.38997306
113  57.79540974  028.38991616
110 2 18.02 18.0200 New Taxiway 13
111  57.79516446  028.39015100
111  57.79512495  028.39021306
111  57.79517181  028.39031102
113  57.79521209  028.39025004
110 2 18.02 18.0200 New Taxiway 13
111  57.79529401  028.39042040
111  57.79525737  028.39047764
111  57.79530099  028.39058105
113  57.79534164  028.39051944
110 2 18.02 18.0200 New Taxiway 13
111  57.79549055  028.39008543
111  57.79545337  028.39014356
111  57.79550021  028.39024154
113  57.79553799  028.39018479
110 2 18.02 18.0200 New Taxiway 13
111  57.79561809  028.39035258
111  57.79558100  028.39041056
111  57.79562784  028.39050855
113  57.79566553  028.39045194
110 2 18.02 18.0200 New Taxiway 13
111  57.79574646  028.39062146
111  57.79570946  028.39067929
111  57.79575630  028.39077728
113  57.79579390  028.39072082
110 2 18.02 18.0200 New Taxiway 13
111  57.79587163  028.39088363
111  57.79583471  028.39094131
111  57.79588156  028.39103930
113  57.79591907  028.39098299
110 2 18.02 18.0200 New Taxiway 13
111  57.79567460  028.39121182
111  57.79563364  028.39127638
111  57.79568050  028.39137433
113  57.79572161  028.39130958
110 2 18.02 18.0200 New Taxiway 13
111  57.79554808  028.39094872
111  57.79550747  028.39101264
111  57.79555433  028.39111060
113  57.79559571  028.39104777
110 2 18.02 18.0200 New Taxiway 13
111  57.79542200  028.39068654
111  57.79538175  028.39074985
111  57.79542861  028.39084780
113  57.79546963  028.39078559
110 2 18.02 18.0200 New Taxiway 12
111  57.79161696  028.38130235
111  57.79126434  028.38036111
111  57.79112952  028.38052893
113  57.79147176  028.38147747
110 2 18.02 18.0200 New Taxiway 11
111  57.79546286  028.39302234
111  57.79551024  028.39332584
111  57.79552873  028.39344559
111  57.79562750  028.39408532
111  57.79568713  028.39397586
111  57.79558536  028.39321386
111  57.79555361  028.39297612
111  57.79549479  028.39274984
111  57.79539934  028.39238261
111  57.79520099  028.39175992
111  57.79409655  028.38877579
111  57.79371695  028.38775016
111  57.79326550  028.38653037
111  57.79325384  028.38654740
111  57.79321782  028.38644935
111  57.79319541  028.38638832
111  57.79320966  028.38636721
111  57.79319370  028.38632563
111  57.79321771  028.38629747
111  57.79320175  028.38625587
111  57.79326852  028.38617142
111  57.79323641  028.38608777
111  57.79316964  028.38617222
111  57.79315699  028.38613926
111  57.79313299  028.38616741
111  57.79311513  028.38612089
111  57.79310088  028.38614201
111  57.79303249  028.38596075
111  57.79313608  028.38582194
111  57.79310410  028.38574251
111  57.79300383  028.38588255
111  57.79297123  028.38579583
111  57.79300363  028.38575934
111  57.79298617  028.38571266
111  57.79301543  028.38567466
111  57.79299982  028.38563294
111  57.79303133  028.38559775
111  57.79298266  028.38546766
111  57.79296690  028.38548314
111  57.79295573  028.38545327
111  57.79293997  028.38547298
111  57.79292575  028.38543496
111  57.79289649  028.38547297
111  57.79245628  028.38429637
111  57.79246903  028.38427807
111  57.79243819  028.38419562
111  57.79246895  028.38416184
111  57.79206709  028.38308775
111  57.79201211  028.38316017
111  57.79193153  028.38326631
111  57.79234542  028.38437062
111  57.79206859  028.38470562
111  57.79210670  028.38480730
111  57.79192140  028.38506628
111  57.79194295  028.38512379
111  57.79240509  028.38452981
111  57.79271675  028.38536137
111  57.79264998  028.38544582
111  57.79267382  028.38550810
111  57.79270556  028.38546795
111  57.79271457  028.38549329
111  57.79274959  028.38544899
111  57.79289796  028.38584486
111  57.79282444  028.38592509
111  57.79285582  028.38601129
111  57.79292934  028.38593105
111  57.79513024  028.39184502
111  57.79532415  028.39246285
113  57.79544194  028.39293795
110 2 18.02 18.0200 New Taxiway 10
111  57.79609419  028.39422883
111  57.79611234  028.39421424
111  57.79601900  028.39396126
111  57.79589196  028.39399532
111  57.79583492  028.39413640
111  57.79588677  028.39414127
111  57.79592437  028.39412181
111  57.79597234  028.39412424
113  57.79601771  028.39415829
110 2 18.02 18.0200 New Taxiway 9
111  57.79626489  028.40130885
111  57.79631696  028.40089827
111  57.79634348  028.40051286
111  57.79633946  028.39998988
111  57.79625368  028.39908004
111  57.79604330  028.39754722
111  57.79558594  028.39463706
111  57.79561083  028.39459036
111  57.79559994  028.39457284
111  57.79552216  028.39471003
111  57.79553149  028.39472171
111  57.79553866  028.39476785
111  57.79597330  028.39756473
111  57.79618750  028.39911412
111  57.79627043  028.39999870
111  57.79627457  028.40050116
111  57.79625033  028.40087221
111  57.79619489  028.40126507
111  57.79537174  028.40507779
111  57.79530951  028.40503109
111  57.79527211  028.40520879
111  57.79523004  028.40518118
111  57.79431177  028.40454876
111  57.79426238  028.40451791
111  57.79421022  028.40449200
111  57.79415135  028.40447442
111  57.79409679  028.40447376
111  57.79398008  028.40447206
111  57.79387157  028.40445703
111  57.79377810  028.40443525
111  57.79315034  028.40414337
111  57.79273189  028.40392524
111  57.79252061  028.40381094
111  57.79221376  028.40360171
111  57.79181733  028.40330422
111  57.79172233  028.40321808
111  57.79162616  028.40311267
111  57.79158341  028.40306154
111  57.79153667  028.40300607
111  57.79149107  028.40295764
111  57.79143655  028.40291429
111  57.79138439  028.40287986
111  57.79133119  028.40285427
111  57.79120587  028.40280970
111  57.79119291  028.40290699
111  57.79131930  028.40294550
111  57.79137332  028.40297387
111  57.79142085  028.40300630
111  57.79146947  028.40304278
111  57.79151700  028.40308940
111  57.79156237  028.40314615
111  57.79160559  028.40319682
111  57.79170065  028.40329816
111  57.79179140  028.40339140
111  57.79219652  028.40368529
111  57.79250117  028.40390216
111  57.79271291  028.40401972
111  57.79313099  028.40423660
111  57.79365278  028.40447781
111  57.79376189  028.40452646
111  57.79386668  028.40455686
111  57.79398012  028.40457713
111  57.79408923  028.40457105
111  57.79413676  028.40457713
111  57.79419402  028.40458727
111  57.79424803  028.40461362
111  57.79430205  028.40464200
111  57.79521251  028.40526447
111  57.79520466  028.40530173
111  57.79524544  028.40533420
111  57.79523876  028.40536592
111  57.79530229  028.40540776
111  57.79498238  028.40690166
111  57.79472791  028.40791723
111  57.79479480  028.40796393
111  57.79484233  028.40777440
111  57.79490767  028.40783278
111  57.79497820  028.40755153
111  57.79491287  028.40749316
111  57.79505078  028.40694322
113  57.79537206  028.40543106
110 2 18.02 18.0200 New Taxiway 6
111  57.79129919  028.40343842
111  57.79127118  028.40347694
111  57.79175841  028.40438754
111  57.79178455  028.40434201
113  57.79151322  028.40383689
110 2 18.02 18.0200 New Taxiway 5
111  57.78976842  028.40471292
111  57.78979187  028.40466852
111  57.78990855  028.40487525
111  57.78996948  028.40475988
111  57.78985281  028.40455315
111  57.78990843  028.40444783
111  57.78975416  028.40417057
111  57.78960249  028.40445756
111  57.78963958  028.40452422
113  57.78965125  028.40450233
110 2 18.02 18.0200 New Taxiway 4
111  57.78960767  028.40573924
111  57.78957138  028.40580734
111  57.78959778  028.40585817
111  57.78972176  028.40609676
111  57.78976194  028.40602866
113  57.78963619  028.40579275
110 2 18.02 18.0200 New Taxiway 3
111  57.78965694  028.40463753
111  57.78938859  028.40407330
111  57.78901537  028.40476893
111  57.78858872  028.40556413
111  57.78885707  028.40612836
111  57.78892685  028.40599830
111  57.78912635  028.40562647
111  57.78916394  028.40569943
111  57.78919029  028.40565032
111  57.78927520  028.40580696
111  57.78925835  028.40584100
111  57.78926784  028.40585851
111  57.78924839  028.40589985
111  57.78930956  028.40601269
111  57.78968907  028.40530133
111  57.78967606  028.40527733
111  57.78966585  028.40525849
111  57.78962307  028.40533145
111  57.78958600  028.40526307
111  57.78954841  028.40533359
111  57.78953323  028.40530561
111  57.78952027  028.40533236
111  57.78944017  028.40518459
111  57.78946623  028.40513602
111  57.78942863  028.40506306
113  57.78961843  028.40470931
110 2 18.02 18.0200 New Taxiway 2
111  57.77642864  028.39352417
111  57.77635541  028.39332790
111  57.77618291  028.39267675
111  57.77603955  028.39205500
111  57.77587602  028.39107198
111  57.77584017  028.39108038
111  57.77600594  028.39208021
111  57.77614931  028.39270195
111  57.77632628  028.39334890
111  57.77634926  028.39341434
111  57.77640118  028.39356224
111  57.77638571  028.39358369
111  57.77724338  028.39531119
111  57.77726099  028.39540847
111  57.77724107  028.39558089
111  57.77712880  028.39632742
111  57.77712674  028.39642482
111  57.77714400  028.39653166
111  57.77718759  028.39661732
111  57.77724259  028.39666508
111  57.77730794  028.39665938
111  57.77736855  028.39659367
111  57.77759493  028.39617302
111  57.77766123  028.39615282
111  57.77878564  028.39841756
111  57.77973434  028.40013736
111  57.77980878  028.40029353
111  57.77985849  028.40041761
111  57.77989900  028.40055016
111  57.77995685  028.40068183
111  57.78003191  028.40080344
111  57.78386522  028.40434915
111  57.78411461  028.40459203
111  57.78442843  028.40491344
111  57.78549198  028.40587815
111  57.78750425  028.40764790
111  57.78755652  028.40768000
111  57.78760506  028.40768700
111  57.78770400  028.40767650
111  57.78830468  028.40747631
111  57.78835550  028.40745938
111  57.78834617  028.40735432
111  57.78770026  028.40757844
111  57.78760133  028.40759245
111  57.78755279  028.40758194
111  57.78750799  028.40755393
111  57.78552024  028.40578678
111  57.78447435  028.40481970
111  57.78414031  028.40450287
111  57.78036039  028.40103240
111  57.78021448  028.40089844
111  57.78003938  028.40073767
111  57.77998554  028.40064865
111  57.77992384  028.40052028
111  57.77988610  028.40038869
111  57.77983565  028.40025956
111  57.77975675  028.40009185
113  57.77881617  028.39836260
111  57.77760554  028.39603279
111  57.77734886  028.39652876
111  57.77729752  028.39658419
111  57.77725241  028.39659586
111  57.77720885  028.39655793
111  57.77717774  028.39648791
111  57.77716218  028.39641789
111  57.77716373  028.39633621
111  57.77728819  028.39564477
111  57.77732552  028.39561268
111  57.77736286  028.39560101
113  57.77740175  028.39563310
110 2 18.02 18.0200 New Taxiway 23
111  57.77889574  028.38734664
111  57.77893158  028.38730463
111  57.77894278  028.38726682
111  57.77234908  028.38325716
111  57.77226269  028.38320463
111  57.77225149  028.38325924
111  57.77230526  028.38330544
113  57.77235454  028.38339365
110 2 18.02 18.0200 New Taxiway 22
111  57.78911583  028.38010159
111  57.78911883  028.38011848
111  57.78914434  028.38010581
111  57.78915784  028.38011848
111  57.79007911  028.37946542
111  57.79006711  028.37942179
111  57.78985384  028.37957420
111  57.78971655  028.37888877
111  57.78942533  028.37909688
113  57.78956262  028.37978231
110 2 18.02 18.0200 New Taxiway 21
111  57.79143814  028.37749242
111  57.79145886  028.37752218
111  57.79120229  028.37853727
111  57.79103332  028.37839147
111  57.79109425  028.37814583
111  57.79106763  028.37812174
111  57.79101447  028.37833333
111  57.79098116  028.37830519
111  57.79102347  028.37812277
111  57.79101187  028.37811297
111  57.79096956  028.37829538
111  57.79095226  028.37828077
111  57.79093036  028.37836684
111  57.79112871  028.37854196
111  57.79112141  028.37856884
111  57.79117845  028.37861505
111  57.79115226  028.37871155
111  57.79116038  028.37875018
111  57.79111085  028.37878355
111  57.79111603  028.37881274
111  57.79099648  028.37889597
111  57.79093627  028.37861337
111  57.79095878  028.37859648
111  57.79093840  028.37850221
111  57.79097080  028.37848195
111  57.79095317  028.37840040
111  57.79093427  028.37841223
111  57.79092536  028.37837576
111  57.79087589  028.37841039
111  57.79088129  028.37843066
111  57.79086226  028.37844398
111  57.79096399  028.37891859
111  57.79065594  028.37913306
111  57.78975490  028.37468787
111  57.78969998  028.37441696
111  57.78951304  028.37349472
111  57.78950549  028.37350181
111  57.78949452  028.37344766
111  57.78946933  028.37346538
111  57.78946119  028.37342522
111  57.78943349  028.37344647
111  57.78941308  028.37342170
111  57.78938467  028.37340240
111  57.78936559  028.37341647
111  57.78930083  028.37342770
111  57.78930052  028.37334994
111  57.78924299  028.37335531
111  57.78924081  028.37329001
111  57.78913348  028.37330003
111  57.78913240  028.37327350
111  57.78907556  028.37327881
111  57.78907556  028.37324411
111  57.78516894  028.37360882
111  57.78513175  028.37372100
111  57.78511859  028.37370954
111  57.78489716  028.37438967
111  57.78486497  028.37435462
111  57.78483823  028.37443675
111  57.78480605  028.37439975
111  57.78478024  028.37447904
111  57.78474286  028.37443814
111  57.78472384  028.37449383
111  57.78467712  028.37443540
111  57.78466840  028.37446093
111  57.78455360  028.37431860
111  57.78458339  028.37423380
111  57.78456857  028.37421461
111  57.78461849  028.37408310
111  57.78417902  028.37351904
111  57.78416589  028.37355481
111  57.78412845  028.37350737
111  57.78389910  028.37413195
111  57.78393653  028.37417939
111  57.78392378  028.37421413
111  57.78436324  028.37477820
111  57.78440389  028.37466750
111  57.78441872  028.37468669
111  57.78444922  028.37460362
111  57.78456921  028.37475125
111  57.78455989  028.37477852
111  57.78460661  028.37483694
111  57.78458727  028.37489353
111  57.78462880  028.37494416
111  57.78459907  028.37503548
111  57.78463126  028.37507247
111  57.78460136  028.37516111
111  57.78463458  028.37519616
111  57.78419398  028.37654946
111  57.78418205  028.37657076
111  57.78414423  028.37662040
111  57.78413483  028.37659597
111  57.78408879  028.37665638
111  57.78407866  028.37662653
111  57.78403444  028.37668456
111  57.78402503  028.37665742
111  57.78399647  028.37669489
111  57.78396681  028.37661619
111  57.78395340  028.37663379
111  57.78392157  028.37654694
111  57.78390354  028.37657060
111  57.78383785  028.37639863
111  57.78387445  028.37635140
111  57.78385190  028.37629196
111  57.78377607  028.37609208
111  57.78382050  028.37603475
111  57.78381030  028.37600690
111  57.78387008  028.37592977
111  57.78361503  028.37523434
111  57.78359595  028.37525896
111  57.78357001  028.37518958
111  57.78323690  028.37561940
111  57.78326284  028.37568878
111  57.78324431  028.37571268
111  57.78349936  028.37640812
111  57.78355840  028.37633194
111  57.78356859  028.37635979
111  57.78361289  028.37630263
111  57.78369086  028.37650814
111  57.78371127  028.37656195
111  57.78373650  028.37652940
111  57.78383562  028.37678834
111  57.78380576  028.37682753
111  57.78383542  028.37690624
111  57.78380569  028.37694524
111  57.78381510  028.37697238
111  57.78377351  028.37702695
111  57.78378364  028.37705680
111  57.78374114  028.37711257
111  57.78375054  028.37713700
111  57.78353775  028.37741623
111  57.78345742  028.37752163
111  57.78246878  028.37881894
111  57.78245972  028.37880139
111  57.78241150  028.37886368
111  57.78240389  028.37884327
111  57.78235928  028.37888000
111  57.78232447  028.37887592
111  57.78229184  028.37885347
111  57.78228531  028.37886776
111  57.78223636  028.37882491
111  57.78222983  028.37885144
111  57.78212719  028.37875974
111  57.78213411  028.37873120
111  57.78208553  028.37868781
111  57.78209313  028.37865668
111  57.78204242  028.37861182
111  57.78205003  028.37858199
111  57.78201931  028.37855482
111  57.78204213  028.37846014
111  57.78202575  028.37844565
111  57.78204787  028.37835616
111  57.78203328  028.37834326
111  57.78205650  028.37824865
111  57.78209123  028.37827994
111  57.78213293  028.37811199
111  57.78216847  028.37796884
111  57.78221708  028.37801262
111  57.78222488  028.37798217
111  57.78229029  028.37804108
111  57.78248507  028.37728019
111  57.78246420  028.37726138
111  57.78248338  028.37718467
111  57.78211891  028.37685638
111  57.78209973  028.37693309
111  57.78207946  028.37691484
111  57.78188467  028.37767573
111  57.78194926  028.37773391
111  57.78194146  028.37776436
111  57.78198993  028.37780802
111  57.78195231  028.37795952
111  57.78191269  028.37811912
111  57.78194487  028.37814811
111  57.78191920  028.37824235
111  57.78190256  028.37822762
111  57.78188043  028.37831711
111  57.78186468  028.37830318
111  57.78184186  028.37839786
111  57.78180883  028.37836864
111  57.78180122  028.37839847
111  57.78175141  028.37835440
111  57.78174200  028.37838158
111  57.78169454  028.37833850
111  57.78168762  028.37836704
111  57.78095380  028.37771918
111  57.78096141  028.37768935
111  57.78091284  028.37764596
111  57.78092114  028.37761484
111  57.78087437  028.37757306
111  57.78088059  028.37754453
111  57.78084693  028.37751445
111  57.78086975  028.37742367
111  57.78085073  028.37740668
111  57.78087424  028.37731979
111  57.78086037  028.37730739
111  57.78091153  028.37711415
111  57.78093994  028.37711409
111  57.78095394  028.37712669
111  57.78099262  028.37696922
111  57.78102495  028.37683765
111  57.78107356  028.37688143
111  57.78108137  028.37685098
111  57.78114677  028.37690989
111  57.78134155  028.37614902
111  57.78132068  028.37613022
111  57.78133987  028.37605350
111  57.78097540  028.37572523
111  57.78095621  028.37580194
111  57.78093594  028.37578368
111  57.78074115  028.37654455
111  57.78080575  028.37660273
111  57.78079794  028.37663318
111  57.78084641  028.37667684
111  57.78081417  028.37680806
111  57.78077540  028.37696588
111  57.78079106  028.37697998
111  57.78080104  028.37701544
111  57.78074987  028.37720868
111  57.78073394  028.37719444
111  57.78071043  028.37728133
111  57.78069449  028.37726710
111  57.78067168  028.37735788
111  57.78065639  028.37734423
111  57.78065016  028.37737276
111  57.78058631  028.37731571
111  57.78057801  028.37734684
111  57.78053060  028.37730448
111  57.78052299  028.37733431
111  57.78023151  028.37706618
111  57.78022315  028.37710167
111  57.77958590  028.37653023
111  57.77953281  028.37673582
111  57.77954563  028.37674732
111  57.77959231  028.37656900
111  57.77978407  028.37674096
111  57.77973682  028.37692144
111  57.77975253  028.37693553
111  57.77979978  028.37675505
111  57.78021673  028.37712894
111  57.78015753  028.37738038
111  57.78029677  028.37750075
111  57.78030548  028.37747015
111  57.78206277  028.37903035
111  57.78205733  028.37905892
111  57.78210497  028.37910121
111  57.78209735  028.37913181
111  57.78215152  028.37917990
111  57.78214384  028.37921326
111  57.78219605  028.37926019
111  57.78218134  028.37932584
111  57.78221071  028.37935032
111  57.78219268  028.37943204
111  57.78223184  028.37946469
111  57.78220860  028.37956841
111  57.78222274  028.37958066
111  57.78220260  028.37967055
111  57.78221891  028.37968075
111  57.78200902  028.38061738
111  57.78199488  028.38060718
111  57.78197394  028.38070061
111  57.78195653  028.38068632
111  57.78194351  028.38074573
111  57.78193694  028.38074598
111  57.78192940  028.38077244
111  57.78188210  028.38072170
111  57.78187231  028.38075435
111  57.78182613  028.38070482
111  57.78181634  028.38072930
111  57.78171942  028.38062535
111  57.78173901  028.38056822
111  57.78158891  028.38040722
111  57.78161610  028.38031948
111  57.78160388  028.38030626
111  57.78163325  028.38021444
111  57.78161606  028.38019585
111  57.78162476  028.38016933
111  57.78121022  028.37969535
111  57.78097856  028.38042723
111  57.78139272  028.38089410
111  57.78142690  028.38078950
111  57.78145325  028.38081785
111  57.78148262  028.38072807
111  57.78163811  028.38089543
111  57.78165552  028.38083830
111  57.78175761  028.38094657
111  57.78174891  028.38097310
111  57.78179435  028.38102129
111  57.78178565  028.38105190
111  57.78183481  028.38110441
111  57.78181036  028.38119020
111  57.78183669  028.38122110
111  57.78181475  028.38131900
111  57.78183216  028.38133328
111  57.78181064  028.38142928
111  57.78182478  028.38143948
111  57.78139861  028.38334119
111  57.78138230  028.38332929
111  57.78136239  028.38341812
111  57.78134698  028.38340622
111  57.78132494  028.38350456
111  57.78130005  028.38348522
111  57.78128555  028.38354381
111  57.78124072  028.38349652
111  57.78123075  028.38352712
111  57.78117931  028.38347286
111  57.78117025  028.38350517
111  57.78108322  028.38341336
111  57.78110225  028.38335045
111  57.78096331  028.38320387
111  57.78095019  028.38319004
111  57.78097701  028.38310235
111  57.78095846  028.38308188
111  57.78098667  028.38299044
111  57.78097507  028.38297815
111  57.78098377  028.38294755
111  57.78061293  028.38255469
111  57.78060422  028.38258529
111  57.78051673  028.38249261
111  57.78030615  028.38317524
111  57.78039336  028.38326763
111  57.78038575  028.38329823
111  57.78075403  028.38368837
111  57.78076164  028.38365776
111  57.78077609  028.38367307
111  57.78080597  028.38357620
111  57.78082549  028.38359771
111  57.78085093  028.38351452
111  57.78086094  028.38352514
111  57.78100207  028.38367480
111  57.78102110  028.38361359
111  57.78112065  028.38371915
111  57.78111068  028.38374635
111  57.78116109  028.38379981
111  57.78115203  028.38383382
111  57.78120097  028.38388572
111  57.78119134  028.38392466
111  57.78122394  028.38395526
111  57.78120371  028.38404551
111  57.78121912  028.38405741
111  57.78119826  028.38415052
111  57.78121458  028.38416242
111  57.78090034  028.38556466
111  57.78087943  028.38565816
111  57.78086311  028.38564456
111  57.78084144  028.38574149
111  57.78082693  028.38573129
111  57.78080707  028.38582012
111  57.78078531  028.38580822
111  57.78075306  028.38595243
111  57.78074581  028.38594563
111  57.78073703  028.38598492
111  57.78070418  028.38606263
111  57.78078396  028.38613237
111  57.78081166  028.38603917
111  57.78085882  028.38607658
111  57.78088058  028.38598476
111  57.78092744  028.38602193
111  57.78094829  028.38593182
111  57.78099810  028.38597132
111  57.78101931  028.38587694
111  57.78106917  028.38591605
111  57.78108931  028.38582639
111  57.78107390  028.38581449
111  57.78108951  028.38574502
111  57.78107918  028.38571604
111  57.78106196  028.38568713
111  57.78108037  028.38560518
111  57.78106406  028.38559328
111  57.78229427  028.38011840
111  57.78230968  028.38013200
111  57.78233047  028.38003931
111  57.78234572  028.38004985
111  57.78236554  028.37996150
111  57.78238962  028.37997806
111  57.78240189  028.37992338
111  57.78245326  028.37996402
111  57.78245996  028.37993416
111  57.78251133  028.37997631
111  57.78251839  028.37994484
111  57.78260869  028.38002759
111  57.78259273  028.38009114
111  57.78261095  028.38010675
111  57.78275619  028.38023121
111  57.78273321  028.38032271
111  57.78274950  028.38033713
111  57.78271858  028.38046024
111  57.78318588  028.38087714
111  57.78319575  028.38083785
111  57.78323679  028.38087327
111  57.78340910  028.38018720
111  57.78336805  028.38015178
111  57.78337764  028.38011362
111  57.78291034  028.37969672
111  57.78287980  028.37981831
111  57.78286351  028.37980389
111  57.78284059  028.37989513
111  57.78269499  028.37977036
111  57.78267713  028.37975505
111  57.78266127  028.37981822
111  57.78256640  028.37973084
111  57.78257386  028.37969759
111  57.78252249  028.37965543
111  57.78253159  028.37961484
111  57.78248022  028.37957419
111  57.78249446  028.37951073
111  57.78247038  028.37949417
111  57.78249167  028.37939924
111  57.78247642  028.37938870
111  57.78251909  028.37919852
111  57.78257892  028.37912370
111  57.78256804  028.37909480
111  57.78261246  028.37903869
111  57.78260158  028.37900468
111  57.78337246  028.37800925
111  57.78339360  028.37806119
111  57.78343335  028.37800762
111  57.78344794  028.37804151
111  57.78347715  028.37800166
111  57.78350702  028.37807957
111  57.78352138  028.37805998
111  57.78355126  028.37813789
