I
1050 Generated by WorldEditor 2.1.0r1

1    278 1 0 HDCH Base Aerienne Chabelley
1302 city Djibouti
111  11.52093196  043.06067582
111  11.52035104  043.05309893
111  11.51998642  043.05296438
111  11.51989166  043.05282983
111  11.51988754  043.05079895
111  11.52014710  043.05048991
111  11.51995964  043.04766855
111  11.51946936  043.04750247
111  11.51818803  043.04730064
111  11.51801911  043.04751508
111  11.51481785  043.06594618
111  11.51504033  043.06610806
111  11.51489407  043.06737365
111  11.51500943  043.06777730
111  11.51483021  043.06849839
113  11.51418337  043.06950960
120 Linear Feature 41
111  11.51682885  043.06303836 4
115  11.51685930  043.06283883
120 Linear Feature 41
111  11.51678196  043.06495594 4
115  11.51680075  043.06482345
120 Linear Feature 41
111  11.51673816  043.06523313 4
115  11.51675878  043.06509809
120 Linear Feature 40
111  11.51507412  043.07366309 4
115  11.51510373  043.07350602
120 Linear Feature 39
111  11.51612823  043.07368023 1
112  11.51603656  043.07374609  11.51596503  043.07373494
111  11.51603656  043.07374609 1
111  11.51568179  043.07368574 1
115  11.51510347  043.07358738
120 Linear Feature 35
111  11.51553487  043.07357576 1
111  11.51554601  043.07350483 1
111  11.51556765  043.07336691 1
111  11.51570380  043.07339098 1
111  11.51583689  043.07341451 1
111  11.51597803  043.07343947 1
111  11.51609517  043.07346018
112  11.51609517  043.07346018  11.51616869  043.07347235 1
111  11.51614962  043.07355260 1
111  11.51612823  043.07368023 1
111  11.51610171  043.07383558 1
111  11.51609310  043.07388599 1
111  11.51606919  043.07402606 1
111  11.51604718  043.07415496 1
111  11.51602333  043.07429470 1
111  11.51600012  043.07443066 1
111  11.51597676  043.07456746 1
112  11.51590643  043.07460031  11.51584444  043.07458814
111  11.51590643  043.07460031 1
111  11.51575892  043.07457534 1
111  11.51565489  043.07455773
112  11.51565489  043.07455773  11.51561078  043.07454800 1
111  11.51561912  043.07449690 1
111  11.51564226  043.07435829 1
111  11.51566518  043.07422247 1
111  11.51568867  043.07408331 1
111  11.51571013  043.07395617 1
111  11.51573322  043.07381938 1
111  11.51573714  043.07379612
112  11.51573714  043.07379612  11.51575145  043.07371461 1
115  11.51568179  043.07368574
120 Linear Feature 38
111  11.51597803  043.07343947 1
111  11.51595657  043.07357615 1
115  11.51594524  043.07364832
120 Linear Feature 38
111  11.51583689  043.07341451 1
111  11.51581518  043.07355159 1
115  11.51580410  043.07362337
120 Linear Feature 38
111  11.51570380  043.07339098 1
111  11.51568212  043.07352847 1
115  11.51567102  043.07359984
120 Linear Feature 37
112  11.51603656  043.07374609  11.51610113  043.07376028 1
115  11.51610171  043.07383558
120 Linear Feature 36
111  11.51616372  043.07351696 1
111  11.51626273  043.07353366 1
115  11.51635645  043.07354948
120 Linear Feature 33
111  11.51600012  043.07443066 1
112  11.51592908  043.07446283  11.51587662  043.07445310
111  11.51592908  043.07446283 1
111  11.51578180  043.07443790 1
111  11.51567754  043.07442025
112  11.51567754  043.07442025  11.51564058  043.07441173 1
115  11.51564226  043.07435829
120 Linear Feature 33
111  11.51602333  043.07429470 1
112  11.51595054  043.07432657  11.51589808  043.07431684
111  11.51595054  043.07432657 1
111  11.51580446  043.07430185 1
111  11.51569900  043.07428399
112  11.51569900  043.07428399  11.51566204  043.07427547 1
115  11.51566518  043.07422247
120 Linear Feature 33
111  11.51604718  043.07415496 1
112  11.51597438  043.07418787  11.51592192  043.07417814
111  11.51597438  043.07418787 1
111  11.51582758  043.07416303 1
111  11.51572284  043.07414529
112  11.51572284  043.07414529  11.51568588  043.07413678 1
115  11.51568867  043.07408331
120 Linear Feature 33
111  11.51606919  043.07402606 1
112  11.51599584  043.07405891  11.51594338  043.07404918
111  11.51599584  043.07405891 1
111  11.51584905  043.07403407 1
111  11.51574430  043.07401633
112  11.51574430  043.07401633  11.51570734  043.07400782 1
115  11.51571013  043.07395617
120 Linear Feature 33
111  11.51609310  043.07388599 1
112  11.51601968  043.07392022  11.51596723  043.07391048
111  11.51601968  043.07392022 1
111  11.51587217  043.07389525 1
111  11.51576814  043.07387764
112  11.51576814  043.07387764  11.51573118  043.07386912 1
115  11.51573322  043.07381938
120 Linear Feature 32
112  11.51876052  043.06523535  11.51886423  043.06525603 1
115  11.51893938  043.06513732
120 Linear Feature 31
111  11.51967374  043.06440247 1
111  11.51954729  043.06437982 1
111  11.51924576  043.06432582
112  11.51924576  043.06432582  11.51909317  043.06429662 1
115  11.51905367  043.06444096
120 Linear Feature 30
111  11.51847803  043.06418955 1
111  11.51867246  043.06422541 1
111  11.51895965  043.06427837
112  11.51895965  043.06427837  11.51907171  043.06430270 1
115  11.51905367  043.06444096
120 Linear Feature 30
111  11.51853406  043.06385620 1
111  11.51872850  043.06389205 1
111  11.51901568  043.06394501
112  11.51901568  043.06394501  11.51913251  043.06397299 1
115  11.51910867  043.06411534
120 Linear Feature 29
111  11.51973215  043.06406424 1
111  11.51960571  043.06404159 1
111  11.51930418  043.06398759
112  11.51930418  043.06398759  11.51915159  043.06395839 1
111  11.51910867  043.06411534 1
111  11.51905367  043.06444096 1
111  11.51897634  043.06489885 1
112  11.51888693  043.06510812  11.51880944  043.06523100 1
115  11.51869717  043.06522387
120 Linear Feature 28
111  11.51954976  043.06513366 1
111  11.51938938  043.06510582 1
111  11.51908721  043.06505337
112  11.51908721  043.06505337  11.51897038  043.06503390 1
115  11.51888693  043.06510812
120 Linear Feature 27
111  11.51881660  043.06589528 1
111  11.51885130  043.06571570 1
111  11.51889274  043.06550123
112  11.51889274  043.06550123  11.51891063  043.06540269 1
115  11.51887009  043.06532604
120 Linear Feature 26
111  11.51848041  043.06583323 1
111  11.51851191  043.06565548 1
111  11.51856148  043.06537577
112  11.51856148  043.06537577  11.51859009  043.06523100 1
115  11.51844761  043.06517865
120 Linear Feature 25
111  11.51868482  043.06459119 1
111  11.51865469  043.06477748 1
111  11.51861004  043.06505356
112  11.51861004  043.06505356  11.51858262  043.06518253 1
115  11.51844761  043.06517865
120 Linear Feature 25
111  11.51837009  043.06453523 1
111  11.51834022  043.06472007 1
111  11.51828903  043.06503648
112  11.51828903  043.06503648  11.51826995  043.06513259 1
115  11.51819942  043.06513368
120 Linear Feature 25
111  11.51804702  043.06447804 1
111  11.51801746  043.06466114 1
111  11.51796596  043.06497930
112  11.51796596  043.06497930  11.51794689  043.06507541 1
115  11.51787197  043.06507435
120 Linear Feature 25
111  11.51772515  043.06441599 1
111  11.51769502  043.06460228 1
111  11.51764408  043.06491725
112  11.51764408  043.06491725  11.51762501  043.06501336 1
115  11.51755367  043.06501595
120 Linear Feature 24
111  11.51680451  043.06489387 1
111  11.51753076  043.06501253 1
111  11.51755470  043.06501686 1
111  11.51787197  043.06507435 1
111  11.51819942  043.06513368 1
111  11.51844761  043.06517865 1
111  11.51869717  043.06522387 1
111  11.51876052  043.06523535 1
112  11.51887009  043.06532604  11.51891615  043.06540777 1
111  11.51899199  043.06540061
112  11.51899199  043.06540061  11.51909809  043.06541115 1
112  11.51925307  043.06545718  11.51927095  043.06562751 1
116  11.51906451  043.06551720  11.51902180  043.06546246
120 Linear Feature 23
111  11.51676620  043.06516747 1
111  11.51710344  043.06522707 1
115  11.51740992  043.06528123
120 Linear Feature 22
112  11.51710344  043.06522707  11.51717994  043.06523822 1
111  11.51724500  043.06518288 1
111  11.51742382  043.06505615
112  11.51742382  043.06505615  11.51747509  043.06501803 1
115  11.51753076  043.06501253
120 Linear Feature 21
111  11.51481562  043.07353842 1
115  11.51507683  043.07358285
120 Linear Feature 20
111  11.51475267  043.07307416 1
112  11.51455812  043.07318365  11.51440505  043.07315445 1
112  11.51449374  043.07349462  11.51465253  043.07352820 1
115  11.51469259  043.07339680
120 Linear Feature 19
111  11.51837268  043.05109731 1
111  11.51839843  043.05091481 1
112  11.51848570  043.05073086  11.51855293  043.05064326
111  11.51848570  043.05073086 1
111  11.51858727  043.05059216
112  11.51858727  043.05059216  11.51869742  043.05045346 1
112  11.51850573  043.05027243  11.51831689  043.05024469 1
112  11.51831975  043.05054836  11.51837698  043.05070604
111  11.51831975  043.05054836 1
115  11.51838699  043.05074108
120 Linear Feature 18
111  11.51618917  043.06439173 1
111  11.51613837  043.06469416 1
111  11.51611107  043.06485664 1
111  11.51609976  043.06492400
112  11.51609976  043.06492400  11.51609479  043.06495036 1
112  11.51618023  043.06506391  11.51623785  043.06507506
111  11.51618023  043.06506391 1
115  11.51673543  043.06516203
120 Linear Feature 17
111  11.51611107  043.06485664 1
112  11.51622791  043.06479321  11.51629348  043.06480031
111  11.51622791  043.06479321 1
115  11.51677703  043.06488907
120 Linear Feature 16
111  11.51613837  043.06469416 1
116  11.51622791  043.06479321  11.51629944  043.06480741
120 Linear Feature 15
111  11.51597459  043.06572697 1
111  11.51605903  043.06518557
112  11.51605903  043.06518557  11.51606698  043.06514401 1
116  11.51618023  043.06506391  11.51622195  043.06506999
21  11.51750993  043.05493294 1 99.5200 3.00 New Light Fixture 3
21  11.51521945  043.06871350 1 279.5200 3.00 VASI
14  11.51524926  043.07432416  59.06 0 Tower Viewpoint
1300  11.51554601  043.07350483  99.19 tie_down jets|turboprops|props|fighters East Ramp A
1301 A military 
1300  11.51568212  043.07352847  99.19 tie_down jets|turboprops|props|fighters East Ramp B
1301 A military 
1300  11.51581518  043.07355159  99.19 tie_down jets|turboprops|props|fighters East Ramp C
1301 A military 
1300  11.51595657  043.07357615  99.19 tie_down jets|turboprops|props|fighters East Ramp D
1301 A military 
1300  11.51587217  043.07389525 189.31 tie_down jets|turboprops|props|fighters East Ramp 1
1301 A military 
1300  11.51584905  043.07403407 189.31 tie_down jets|turboprops|props|fighters East Ramp 2
1301 A military 
1300  11.51582758  043.07416303 189.31 tie_down jets|turboprops|props|fighters East Ramp 3
1301 A military 
1300  11.51580446  043.07430185 189.31 tie_down jets|turboprops|props|fighters East Ramp 4
1301 A military 
1300  11.51578180  043.07443790 189.31 tie_down jets|turboprops|props|fighters East Ramp 5
1301 A military 
1300  11.51575892  043.07457534 189.31 tie_down jets|turboprops|props|fighters East Ramp 6
1301 A military 
1300  11.51582394  043.07316576  99.72 tie_down jets|turboprops|props|fighters East Ramp W1
1301 A military 
1300  11.51615149  043.07321621  99.72 tie_down jets|turboprops|props|fighters East Ramp W2
1301 A military 
1300  11.51626273  043.07353366 189.08 tie_down jets|turboprops|props|fighters East Ramp
1301 B military 
1300  11.51753354  043.06519846 240.05 tie_down jets|turboprops|props|fighters Drone Ramp 1
1301 B military 
1300  11.51775215  043.06521487 240.05 tie_down jets|turboprops|props|fighters Drone Ramp 2
1301 B military 
1300  11.51796729  043.06523582 240.05 tie_down jets|turboprops|props|fighters Drone Ramp 3
1301 B military 
1300  11.51769502  043.06460228  99.33 tie_down jets|turboprops|props|fighters Drone Shelter 1
1301 B military 
1300  11.51801746  043.06466114  99.33 tie_down jets|turboprops|props|fighters Drone Shelter 2
1301 B military 
1300  11.51834022  043.06472007  99.33 tie_down jets|turboprops|props|fighters Drone Shelter 3
1301 B military 
1300  11.51851191  043.06565548 280.04 tie_down jets|turboprops|props|fighters Drone Shelter 5
1301 B military 
1300  11.51865469  043.06477748  98.98 tie_down jets|turboprops|props|fighters Drone Shelter 4
1301 B military 
1300  11.51885130  043.06571570 280.25 tie_down jets|turboprops|props|fighters Drone Shelter 6
1301 B military 
1300  11.51938938  043.06510582 189.43 tie_down jets|turboprops|props|fighters Drone Shelter 7
1301 B military 
1300  11.51954729  043.06437982 189.43 tie_down jets|turboprops|props|fighters Drone Shelter 8
1301 B military 
1300  11.51867246  043.06422541  10.28 tie_down jets|turboprops|props|fighters Drone Shelter 9
1301 B military 
1300  11.51960571  043.06404159 189.51 tie_down jets|turboprops|props|fighters Drone Shelter 10
1301 B military 
1300  11.51872850  043.06389205   9.36 tie_down jets|turboprops|props|fighters Drone Shelter 11
1301 B military 
1300  11.51764991  043.06306360 189.57 tie_down jets|turboprops|props|fighters HCP
1301 D military 
54 12680 Tower
54 23805 Tower
53 12042 Ground
53 23320 Ground
99
