I
1050 Generated by WorldEditor 2.2.0r2

1    485 0 0 XA66 El Jardin Ranch
113  28.07071156 -099.27981044
111  28.07166040 -099.27980449
111  28.07157268 -099.27987958
111  28.07143805 -099.27999481
111  28.07168761 -099.28036640
111  28.07179941 -099.28027001
113  28.07191161 -099.28017328
110 1 0.00 0.0000 New Taxiway 3
111  28.06886968 -099.27749678
111  28.06874875 -099.27741604
111  28.06850272 -099.27705416
113  28.06854503 -099.27701738
110 1 0.00 0.0000 New Taxiway 2
111  28.06871526 -099.27686479
111  28.06876055 -099.27682650
111  28.06901045 -099.27719128
113  28.06904616 -099.27735203
110 1 0.00 0.0000 New Taxiway 1
111  28.07907102 -099.29253640
111  28.07890175 -099.29269403
111  28.07855409 -099.29218251
113  28.07872963 -099.29203159
130 Airport Boundary 19
111  28.06693124 -099.27344090
111  28.07026240 -099.27833132
111  28.07033530 -099.27826715
111  28.07333030 -099.27939863
111  28.07332537 -099.27966743
111  28.07393404 -099.28057628
111  28.07315945 -099.28124064
111  28.07462338 -099.28339420
111  28.07481145 -099.28322142
111  28.07488934 -099.28332961
111  28.07469842 -099.28350131
111  28.07944124 -099.29047360
111  28.07966774 -099.29047360
111  28.07970024 -099.29396833
111  28.07899611 -099.29395940
111  28.07899020 -099.29323724
113  28.06612387 -099.27426392
120 Linear Feature 16
111  28.07188314 -099.28153659 20
115  28.07194340 -099.28126319
120 Linear Feature 15
111  28.07146838 -099.28092426 20
115  28.07171455 -099.28092621
120 Linear Feature 14
111  28.07056609 -099.27916683 20
115  28.07038439 -099.27932439
120 Linear Feature 13
111  28.07090553 -099.28027453 1
111  28.07055643 -099.27975431
112  28.07055643 -099.27975431  28.07048908 -099.27963447 1
112  28.07060523 -099.27933093  28.07071937 -099.27920635
111  28.07060523 -099.27933093 1
115  28.07064913 -099.27929154
120 Linear Feature 12
112  28.07183733 -099.28108641  28.07170752 -099.28119361 1
112  28.07144295 -099.28106251  28.07132383 -099.28094275
111  28.07144295 -099.28106251 1
115  28.07108847 -099.28054451
120 Linear Feature 11
111  28.07199682 -099.28094737 1
111  28.07183733 -099.28108641
112  28.07183733 -099.28108641  28.07168852 -099.28123039 1
112  28.07177863 -099.28155855  28.07186966 -099.28169715
111  28.07177863 -099.28155855 1
115  28.07211545 -099.28205847
120 Linear Feature 10
111  28.07179941 -099.28027001 1
115  28.07205487 -099.28065667
120 Linear Feature 9
111  28.06988306 -099.27876465 1
111  28.07021252 -099.27925015
112  28.07021252 -099.27925015  28.07032026 -099.27940059 1
112  28.07064913 -099.27929154  28.07080277 -099.27916757
111  28.07064913 -099.27929154 1
111  28.07077502 -099.27918233
112  28.07077502 -099.27918233  28.07087692 -099.27910637 1
112  28.07114147 -099.27924304  28.07124424 -099.27937815
111  28.07114147 -099.27924304 1
115  28.07157268 -099.27987958
120 Linear Feature 8
111  28.06871526 -099.27686479 20
111  28.06876055 -099.27682650 20
111  28.06901045 -099.27719128 20
115  28.06904616 -099.27735203
120 Linear Feature 7
111  28.06886968 -099.27749678 20
111  28.06874875 -099.27741604 20
111  28.06850272 -099.27705416 20
115  28.06854503 -099.27701738
120 Linear Feature 6
111  28.07907102 -099.29253640 20
111  28.07890175 -099.29269403 20
111  28.07855409 -099.29218251 20
115  28.07872963 -099.29203159
21  28.07807440 -099.29024365 2 127.5500 3.00 12 4-light PAPI on left side of runway
21  28.06970045 -099.27912917 2 307.5500 3.00 30 4-light PAPI on left side of runway
14  28.07298561 -099.28014122  82.02 0 New Tower Viewpoint 6
1300  28.07241828 -099.28057346 218.16 hangar props Hangar 01
1301 A none 
19  28.07460736 -099.28349615 0 New Windsock 5
19  28.07117572 -099.27977810 0 New Windsock 4
99
