I
1050 Generated by WorldEditor 2.1.0r1

1     14 1 0 LGLM Limnos
1302 city Myrina
111  39.91215415  025.22169803
111  39.91218953  025.22168053
111  39.91219563  025.22166622
111  39.91215240  025.22164104
111  39.91226728  025.22129907
111  39.91216810  025.22124129
111  39.91205322  025.22158326
111  39.91202361  025.22156601
111  39.91195895  025.22159782
111  39.91192235  025.22159305
111  39.91188209  025.22160578
111  39.91183817  025.22166145
111  39.91181133  025.22175211
111  39.91181987  025.22183322
111  39.91186501  025.22193661
111  39.91189795  025.22200182
111  39.91190771  025.22204317
111  39.91189429  025.22209884
111  39.91186013  025.22214338
111  39.91183085  025.22217678
111  39.91176741  025.22220064
111  39.91163729  025.22216153
111  39.91061614  025.22185457
111  39.91058382  025.22180098
111  39.91057670  025.22174574
111  39.91057949  025.22170133
111  39.91078790  025.22140078
111  39.91081722  025.22140172
111  39.91082912  025.22138917
111  39.91081779  025.22137622
111  39.91102214  025.22109656
111  39.91092788  025.22098894
111  39.91072353  025.22126860
111  39.91070635  025.22124899
111  39.91069508  025.22125879
111  39.91063035  025.22122265
111  39.91056650  025.22122838
111  39.91052033  025.22125096
111  39.91047759  025.22128202
111  39.91044900  025.22133294
111  39.91044233  025.22141859
111  39.91045140  025.22149171
111  39.91046583  025.22154567
111  39.91048656  025.22161585
111  39.91043337  025.22168583
111  39.91038965  025.22172039
111  39.91033542  025.22174023
111  39.91027736  025.22174208
111  39.91027658  025.22175250
111  39.90983614  025.22162010
111  39.90983736  025.22160579
111  39.90976929  025.22158998
111  39.90980326  025.22133723
111  39.90978860  025.22133330
111  39.90975463  025.22158604
111  39.90965757  025.22156403
111  39.90965571  025.22157736
111  39.90937993  025.22153535
111  39.90930563  025.22152543
111  39.90921047  025.22152352
111  39.90910799  025.22152352
111  39.90901869  025.22153497
111  39.90894256  025.22155597
111  39.90890742  025.22153688
111  39.90885033  025.22138992
111  39.90884008  025.22130022
111  39.90884008  025.22129067
111  39.90880109  025.22125780
111  39.90896071  025.22094634
111  39.90886786  025.22087253
111  39.90870824  025.22118400
111  39.90867025  025.22115326
111  39.90866586  025.22117044
111  39.90867904  025.22124487
111  39.90856631  025.22147199
111  39.90852678  025.22150061
111  39.90847261  025.22151588
111  39.90840088  025.22150252
111  39.90836623  025.22146345
111  39.90829927  025.22138792
111  39.90827058  025.22135556
111  39.90802902  025.22169147
111  39.90819209  025.22189802
111  39.90821141  025.22193513
111  39.90822361  025.22199477
111  39.90820473  025.22206404
111  39.90819221  025.22206185
111  39.90801992  025.22231680
111  39.90803430  025.22240823
111  39.90802837  025.22250322
111  39.90800098  025.22258237
111  39.90796737  025.22261587
111  39.90792247  025.22262581
111  39.90784537  025.22262692
111  39.90776065  025.22260262
111  39.90741837  025.22235853
111  39.90706084  025.22324431
111  39.90741159  025.22347957
111  39.90742261  025.22351049
111  39.90746158  025.22355246
113  39.90748022  025.22358781
110 2 0.00 43.0700 22
111  39.92395154  025.24534251
111  39.92394978  025.24528525
111  39.92397600  025.24525729
111  39.92399212  025.24524154
111  39.92402262  025.24524561
111  39.92405880  025.24524712
111  39.92355226  025.24463678
111  39.92357988  025.24477548
111  39.92393742  025.24627989
111  39.92441543  025.24831510
111  39.92444284  025.24852952
111  39.92444582  025.24860955
111  39.92444906  025.24869660
111  39.92445767  025.24892785
111  39.92446202  025.24904478
111  39.92448500  025.24966208
111  39.92448970  025.24995096
111  39.92449976  025.25056922
111  39.92492242  025.25057176
111  39.92500541  025.25057226
111  39.92504201  025.25061425
111  39.92504055  025.25065243
111  39.92501612  025.25065599
111  39.92496149  025.25072307
111  39.92496442  025.25097124
111  39.92499956  025.25095597
111  39.92502298  025.25093497
111  39.92505080  025.25094833
111  39.92505324  025.25107211
111  39.92505958  025.25139313
111  39.92507422  025.25147712
111  39.92526454  025.25187992
111  39.92528065  025.25194865
111  39.92535092  025.25434827
111  39.92540655  025.25434827
111  39.92539590  025.25391966
111  39.92539179  025.25375465
111  39.92534799  025.25199255
111  39.92537434  025.25187992
111  39.92540216  025.25182074
111  39.92557930  025.25152675
111  39.92561737  025.25134921
111  39.92561310  025.25116385
111  39.92560989  025.25102402
111  39.92560858  025.25096741
111  39.92583000  025.25095935
111  39.92592334  025.25095595
111  39.92592086  025.25058979
111  39.92592042  025.25052451
111  39.92595061  025.25052239
111  39.92602875  025.25051688
111  39.92602789  025.25049351
111  39.92602054  025.25029338
111  39.92600919  025.24998415
111  39.92600386  025.24983917
111  39.92606385  025.24975729
111  39.92653867  025.24910591
111  39.92681634  025.24872501
111  39.92719370  025.24820819
111  39.92747215  025.24781762
111  39.92798188  025.24710263
111  39.92814162  025.24687857
111  39.92828478  025.24667776
111  39.92841654  025.24667585
111  39.92854830  025.24681712
111  39.92891723  025.24631693
111  39.92878108  025.24614130
111  39.92877522  025.24607830
111  39.92877669  025.24603821
111  39.92879132  025.24598093
111  39.92881328  025.24594275
111  39.92893480  025.24578620
111  39.92898750  025.24576902
111  39.92903289  025.24577666
111  39.92940767  025.24612984
111  39.92948819  025.24600193
111  39.92914708  025.24567165
111  39.92912365  025.24562393
111  39.92912219  025.24554184
111  39.92913537  025.24548647
111  39.92928567  025.24516711
111  39.92941938  025.24481637
111  39.92946769  025.24475718
111  39.92952625  025.24474000
111  39.93005037  025.24491373
111  39.93007672  025.24477246
111  39.92954090  025.24458918
111  39.92950869  025.24454145
111  39.92949405  025.24448227
111  39.92948965  025.24440972
111  39.92950576  025.24429708
111  39.92951747  025.24419208
111  39.92952040  025.24403362
111  39.92952040  025.24393435
111  39.92955700  025.24385035
111  39.92960678  025.24380835
111  39.93005037  025.24375107
111  39.93004012  025.24361552
111  39.92959946  025.24366707
111  39.92953797  025.24363844
111  39.92949551  025.24358116
111  39.92946184  025.24338261
111  39.92941792  025.24319743
111  39.92938571  025.24307143
111  39.92939157  025.24298170
111  39.92943402  025.24290533
111  39.92971804  025.24273542
111  39.92966826  025.24259987
111  39.92938425  025.24278124
111  39.92932129  025.24278888
111  39.92928323  025.24276979
111  39.92924809  025.24273160
111  39.92921442  025.24265715
111  39.92915440  025.24255787
111  39.92906363  025.24241469
111  39.92899482  025.24232114
111  39.92897140  025.24224287
111  39.92897872  025.24217033
111  39.92899043  025.24211305
111  39.92921706  025.24179385
111  39.92918242  025.24175317
111  39.92954257  025.24124458
111  39.92921118  025.24085537
111  39.92885103  025.24136396
111  39.92881914  025.24132650
111  39.92879912  025.24135438
111  39.92875318  025.24141833
111  39.92862443  025.24159759
111  39.92857612  025.24165487
111  39.92852341  025.24166823
111  39.92847510  025.24166632
111  39.92843557  025.24164150
111  39.92837116  025.24157087
111  39.92830528  025.24151169
111  39.92828478  025.24144487
111  39.92829210  025.24139905
111  39.92835066  025.24131696
111  39.92831845  025.24127496
111  39.92824525  025.24136850
111  39.92821304  025.24138759
111  39.92818962  025.24139905
111  39.92816766  025.24138950
111  39.92811056  025.24135132
111  39.92808568  025.24131696
111  39.92807689  025.24128260
111  39.92805786  025.24116423
111  39.92815009  025.24087405
111  39.92805640  025.24081869
111  39.92795977  025.24110887
111  39.92793049  025.24115850
111  39.92789535  025.24118141
111  39.92783240  025.24119096
111  39.92770943  025.24114323
111  39.92761866  025.24111269
111  39.92748983  025.24108787
111  39.92735660  025.24107069
111  39.92731415  025.24106496
111  39.92727169  025.24102869
111  39.92723216  025.24095615
111  39.92722045  025.24061633
111  39.92711358  025.24061251
111  39.92712090  025.24094469
111  39.92710186  025.24100387
111  39.92707551  025.24104969
111  39.92703891  025.24107642
111  39.92696425  025.24109551
111  39.92686762  025.24111842
111  39.92675343  025.24115469
111  39.92663631  025.24120242
111  39.92652944  025.24125396
111  39.92647088  025.24125587
111  39.92642257  025.24123297
111  39.92638890  025.24118906
111  39.92628788  025.24089697
111  39.92618686  025.24095234
111  39.92628495  025.24124633
111  39.92628788  025.24131696
111  39.92627470  025.24137233
111  39.92624103  025.24142578
111  39.92609317  025.24151551
111  39.92608275  025.24148715
111  39.92603559  025.24135886
111  39.92611666  025.24130645
111  39.92613598  025.24135682
111  39.92617590  025.24133102
111  39.92609328  025.24110119
111  39.92608211  025.24107011
111  39.92606182  025.24108323
111  39.92604298  025.24109541
111  39.92605950  025.24114403
111  39.92606329  025.24117691
111  39.92605315  025.24120677
111  39.92603730  025.24122682
111  39.92599671  025.24125306
111  39.92590724  025.24100961
111  39.92592042  025.24095234
111  39.92594237  025.24088934
111  39.92608877  025.24080725
111  39.92591089  025.24031037
111  39.92600155  025.24025403
111  39.92599412  025.24023327
111  39.92590346  025.24028961
111  39.92585769  025.24016177
111  39.92594072  025.24011206
111  39.92593514  025.24009647
111  39.92585211  025.24014618
111  39.92584295  025.24012057
111  39.92531151  025.24043556
111  39.92555734  025.24112225
111  39.92570667  025.24103443
111  39.92575498  025.24104970
111  39.92579305  025.24108025
111  39.92595926  025.24155850
111  39.92597019  025.24158996
111  39.92594012  025.24160653
111  39.92590358  025.24161157
111  39.92586232  025.24161250
111  39.92579565  025.24159767
111  39.92574047  025.24156158
111  39.92535183  025.24106297
111  39.92537826  025.24102453
111  39.92524931  025.24087109
111  39.92522288  025.24090953
111  39.92508382  025.24074407
111  39.92504359  025.24079801
111  39.92519291  025.24097537
111  39.92518071  025.24099261
111  39.92530499  025.24114023
111  39.92531719  025.24112300
111  39.92569848  025.24161339
111  39.92570936  025.24170629
111  39.92570404  025.24173276
111  39.92568528  025.24175957
111  39.92539220  025.24193405
111  39.92535682  025.24194062
111  39.92532303  025.24193415
111  39.92525341  025.24187987
111  39.92500418  025.24158047
111  39.92502044  025.24148093
111  39.92487695  025.24130855
111  39.92471645  025.24151521
111  39.92486105  025.24169396
111  39.92493620  025.24167823
111  39.92516013  025.24195504
111  39.92515106  025.24202676
111  39.92514008  025.24206653
111  39.92512422  025.24208403
111  39.92512422  025.24209358
111  39.92493634  025.24220016
111  39.92490340  025.24221289
111  39.92486924  025.24221925
111  39.92482288  025.24222085
111  39.92477164  025.24220653
111  39.92472650  025.24218585
111  39.92470088  025.24216676
111  39.92468990  025.24217153
111  39.92388836  025.24120432
111  39.92369926  025.24145566
111  39.92419214  025.24204904
111  39.92419092  025.24206176
111  39.92421654  025.24210790
111  39.92422874  025.24217153
111  39.92423728  025.24227811
111  39.92423240  025.24234652
111  39.92421166  025.24240538
111  39.92417506  025.24248015
111  39.92415432  025.24251355
111  39.92411528  025.24255810
111  39.92353386  025.24290591
111  39.92315880  025.24313078
111  39.92309048  025.24315624
111  39.92303192  025.24315624
111  39.92297214  025.24314351
111  39.92293798  025.24311488
111  39.92291724  025.24314192
111  39.92337718  025.24372256
111  39.92338572  025.24370029
111  39.92335644  025.24361916
111  39.92335156  025.24353803
111  39.92335400  025.24346326
111  39.92337962  025.24337736
111  39.92341866  025.24329146
111  39.92350162  025.24321669
111  39.92362673  025.24314179
111  39.92452032  025.24260422
111  39.92456668  025.24259627
111  39.92461792  025.24259786
111  39.92466184  025.24261695
111  39.92469897  025.24264489
111  39.92487219  025.24240080
111  39.92575144  025.24187445
111  39.92578328  025.24186932
111  39.92580908  025.24187170
111  39.92586007  025.24188086
111  39.92592498  025.24190702
111  39.92621676  025.24226024
111  39.92628530  025.24216930
111  39.92602601  025.24184993
111  39.92602456  025.24175530
111  39.92603852  025.24170258
111  39.92663485  025.24134560
111  39.92677775  025.24128709
111  39.92688433  025.24125260
111  39.92697619  025.24123141
111  39.92704716  025.24121277
111  39.92718021  025.24120346
111  39.92731268  025.24120559
111  39.92735022  025.24120753
111  39.92747304  025.24122465
111  39.92758694  025.24124554
111  39.92767899  025.24127084
111  39.92779902  025.24132060
111  39.92793891  025.24139592
111  39.92804932  025.24146561
111  39.92812300  025.24152066
111  39.92822414  025.24160065
111  39.92830863  025.24167938
111  39.92837555  025.24174842
111  39.92836969  025.24175415
111  39.92838580  025.24179233
111  39.92839019  025.24182096
111  39.92838726  025.24187633
111  39.92837555  025.24191833
111  39.92835359  025.24197178
111  39.92874301  025.24244524
111  39.92877961  025.24241088
111  39.92881621  025.24239560
111  39.92885574  025.24239751
111  39.92890405  025.24240324
111  39.92897823  025.24249398
111  39.92906119  025.24262998
111  39.92911926  025.24273543
111  39.92916583  025.24281414
111  39.92928573  025.24311131
111  39.92932366  025.24324450
111  39.92936828  025.24341401
111  39.92938571  025.24357162
111  39.92936082  025.24363080
111  39.92933301  025.24367853
111  39.92928177  025.24371481
111  39.92905338  025.24374344
111  39.92906363  025.24389045
111  39.92929933  025.24386181
111  39.92935057  025.24388281
111  39.92939157  025.24391908
111  39.92941499  025.24398590
111  39.92942157  025.24404484
111  39.92942114  025.24418016
111  39.92941545  025.24427362
111  39.92939858  025.24440293
111  39.92936385  025.24459691
111  39.92932375  025.24478465
111  39.92920648  025.24510405
111  39.92905731  025.24541390
111  39.92881182  025.24572701
111  39.92876644  025.24573274
111  39.92873423  025.24570219
111  39.92870495  025.24566783
111  39.92852341  025.24516382
111  39.92842386  025.24522492
111  39.92860540  025.24574228
111  39.92861857  025.24580910
111  39.92861565  025.24589310
111  39.92859369  025.24599810
111  39.92804832  025.24674387
111  39.92796353  025.24685983
111  39.92740155  025.24762833
111  39.92736739  025.24766492
111  39.92735036  025.24767885
111  39.92729541  025.24772378
111  39.92723929  025.24775242
111  39.92718561  025.24777787
111  39.92713437  025.24779855
111  39.92704775  025.24781446
111  39.92696357  025.24781605
111  39.92690989  025.24781128
111  39.92685377  025.24780014
111  39.92680375  025.24778265
111  39.92676715  025.24775719
111  39.92670127  025.24771105
111  39.92665979  025.24767128
111  39.92665003  025.24768401
111  39.92614373  025.24706516
111  39.92587288  025.24745652
111  39.92640257  025.24809476
111  39.92642575  025.24815362
111  39.92645503  025.24825067
111  39.92647455  025.24833975
111  39.92649041  025.24843202
111  39.92649163  025.24850839
111  39.92648553  025.24859270
111  39.92646601  025.24867543
111  39.92642697  025.24879792
111  39.92637897  025.24889528
111  39.92636109  025.24893156
111  39.92584136  025.24965776
111  39.92576377  025.24974558
111  39.92571253  025.24978567
111  39.92565250  025.24982385
111  39.92557491  025.24986012
111  39.92545668  025.24986732
111  39.92488536  025.24990212
111  39.92482095  025.24987921
111  39.92476678  025.24983912
111  39.92473457  025.24977421
111  39.92470383  025.24969403
111  39.92466576  025.24867463
111  39.92468860  025.24867234
111  39.92468714  025.24861125
111  39.92466430  025.24861354
111  39.92465844  025.24855436
111  39.92464234  025.24838637
111  39.92460574  025.24819929
113  39.92414850  025.24620259
111  39.92547874  025.25145204
111  39.92550802  025.25149977
111  39.92550949  025.25153986
111  39.92540408  025.25171358
111  39.92532063  025.25174221
111  39.92525329  025.25171931
111  39.92520351  025.25168113
111  39.92517862  025.25162767
111  39.92516252  025.25156086
111  39.92516545  025.25148641
111  39.92521376  025.25146350
111  39.92524031  025.25146235
111  39.92524177  025.25151962
111  39.92543474  025.25151128
113  39.92543328  025.25145401
111  39.92534113  025.25182621
111  39.92532941  025.25187584
111  39.92530599  025.25187584
111  39.92528989  025.25185675
111  39.92528110  025.25181857
111  39.92528842  025.25178421
113  39.92536016  025.25178421
111  39.92518301  025.25111415
111  39.92518155  025.25114278
111  39.92514934  025.25117524
111  39.92515520  025.25138523
111  39.92520058  025.25138332
111  39.92519912  025.25141959
111  39.92516837  025.25143677
111  39.92513617  025.25142341
111  39.92510689  025.25138523
111  39.92510103  025.25126496
111  39.92510835  025.25118096
113  39.92515813  025.25111606
111  39.92555048  025.25111988
111  39.92557244  025.25116378
111  39.92558122  025.25135659
111  39.92556805  025.25140241
111  39.92553145  025.25140623
111  39.92550656  025.25144250
111  39.92546410  025.25141577
111  39.92546117  025.25138714
111  39.92547874  025.25136423
111  39.92549924  025.25136041
111  39.92550949  025.25137186
111  39.92552998  025.25137377
111  39.92551534  025.25116569
111  39.92547874  025.25113515
111  39.92547728  025.25109697
113  39.92551095  025.25109506
111  39.92555780  025.25057581
111  39.92556387  025.25075525
111  39.92561218  025.25075334
111  39.92561865  025.25094437
111  39.92557033  025.25094628
111  39.92557097  025.25096525
111  39.92508639  025.25098625
111  39.92508200  025.25059681
113  39.92542327  025.25058175
110 2 0.00 43.0700 New Taxiway 324
111  39.91459792  025.22774826
111  39.91464711  025.22777117
111  39.91466928  025.22773051
111  39.91472491  025.22768089
111  39.91477908  025.22767707
111  39.91492109  025.22772288
111  39.91496940  025.22771143
111  39.91500014  025.22769043
111  39.91503381  025.22763889
111  39.91510701  025.22730296
111  39.91508944  025.22724570
111  39.91505724  025.22717316
111  39.91500453  025.22713499
111  39.91486984  025.22706055
111  39.91483617  025.22702238
111  39.91481421  025.22695939
111  39.91481106  025.22688961
111  39.91476874  025.22688868
111  39.91476590  025.22697275
113  39.91475712  025.22704528
111  39.91480836  025.22715599
111  39.91484789  025.22714453
111  39.91488741  025.22714453
111  39.91494305  025.22718080
111  39.91497379  025.22721325
111  39.91499136  025.22728769
111  39.91498550  025.22736404
111  39.91495476  025.22749956
111  39.91493865  025.22755300
111  39.91491084  025.22759308
111  39.91484349  025.22763317
111  39.91479225  025.22762553
111  39.91474248  025.22758736
111  39.91471612  025.22754346
111  39.91471173  025.22747474
113  39.91477468  025.22719798
110 2 0.00 43.0700 New Taxiway 322
111  39.92501211  025.23946978
111  39.92587735  025.23919159
111  39.92587042  025.23914179
111  39.92581762  025.23914806
111  39.92577721  025.23912745
111  39.92573856  025.23908392
111  39.92567815  025.23885891
111  39.92563667  025.23880800
111  39.92560495  025.23877300
111  39.92554761  025.23876346
111  39.92549515  025.23877141
111  39.92519015  025.23886368
111  39.92513280  025.23890505
111  39.92510109  025.23894959
111  39.92506814  025.23902436
111  39.92505716  025.23910390
111  39.92506449  025.23918981
111  39.92508279  025.23928208
111  39.92507791  025.23934571
111  39.92505961  025.23938389
111  39.92502056  025.23941094
113  39.92500000  025.23942029
111  39.92521698  025.23935207
111  39.92517673  025.23933617
111  39.92513769  025.23930912
111  39.92511572  025.23926140
111  39.92510352  025.23918663
111  39.92512060  025.23911822
111  39.92514135  025.23907527
111  39.92518770  025.23903868
111  39.92557079  025.23892414
111  39.92562447  025.23893527
111  39.92566595  025.23898141
111  39.92570377  025.23908481
111  39.92568913  025.23913731
111  39.92567205  025.23918185
113  39.92562569  025.23922481
110 2 0.00 43.0700 New Taxiway 307
111  39.91257349  025.22786877
111  39.91258026  025.22785993
111  39.91207447  025.22725022
111  39.91206854  025.22725795
111  39.91209311  025.22729440
111  39.91211429  025.22735184
111  39.91213039  025.22740707
111  39.91213378  025.22751531
111  39.91211683  025.22760809
111  39.91168724  025.22864849
111  39.91161697  025.22881867
111  39.91158816  025.22886396
111  39.91153479  025.22892802
111  39.91148734  025.22896557
111  39.91141533  025.22898877
111  39.91133993  025.22898214
111  39.91128655  025.22896226
111  39.91125520  025.22894348
111  39.91124504  025.22895784
111  39.91176354  025.22957528
111  39.91177201  025.22956423
111  39.91174405  025.22949796
111  39.91172457  025.22945599
111  39.91170254  025.22937536
111  39.91169830  025.22929472
111  39.91170423  025.22918979
111  39.91172711  025.22911248
111  39.91186847  025.22877183
111  39.91220748  025.22795492
111  39.91221934  025.22794387
111  39.91224137  025.22790411
111  39.91229560  025.22785661
111  39.91234643  025.22782348
111  39.91239472  025.22780691
111  39.91245403  025.22780912
113  39.91251926  025.22782679
110 1 0.00 43.0700 New Taxiway 321
111  39.92727169  025.24102869
111  39.92731415  025.24106496
111  39.92735660  025.24107069
111  39.92748983  025.24108787
111  39.92761866  025.24111269
111  39.92770943  025.24114323
111  39.92783240  025.24119096
111  39.92789535  025.24118141
114  39.92789535  025.24118141  39.92756888  025.24103823
110 1 0.00 43.0700 New Taxiway 320
111  39.92821304  025.24138759
111  39.92807689  025.24128260
111  39.92808568  025.24131696
111  39.92811056  025.24135132
111  39.92816766  025.24138950
113  39.92818962  025.24139905
110 1 0.00 43.0700 New Taxiway 319
111  39.92852341  025.24166823
111  39.92849439  025.24164561
