I
1050 Generated by WorldEditor 2.1.0r1

1     57 0 0 EDXN Nordholz Spieka
1302 city Spieka
120 Linear Feature 592
111  53.76671453  008.63552255 20
115  53.76669622  008.63537679
120 Linear Feature 592
111  53.76667749  008.63524860 20
115  53.76665946  008.63510379
120 Linear Feature 592
111  53.76664400  008.63497796 20
115  53.76662434  008.63482444
14  53.76730307  008.63709762  39.37 0 Tower Viewpoint
1300  53.76768607  008.64034025   0.00 tie_down jets|turboprops|props|fighters Grass 1
1301 B general_aviation 
1300  53.76761952  008.63998671   0.00 tie_down jets|turboprops|props|fighters Grass 2
1301 B general_aviation 
1300  53.76755697  008.63961066   0.00 tie_down jets|turboprops|props|fighters Grass 3
1301 A general_aviation 
1300  53.76711912  008.63766088 232.96 tie_down jets|turboprops|props|fighters Grass Rear 7
1301 A general_aviation 
1300  53.76707587  008.63734938 232.96 tie_down jets|turboprops|props|fighters Grass Rear 6
1301 A general_aviation 
1300  53.76645558  008.63304735  86.74 tie_down jets|turboprops|props Grass Rear 5
1301 A general_aviation 
1300  53.76656739  008.63342564  86.74 tie_down jets|turboprops|props Grass Rear 4
1301 A general_aviation 
1300  53.76661530  008.63382825 139.58 tie_down jets|turboprops|props Grass Rear 3
1301 A general_aviation 
1300  53.76665922  008.63415475 139.58 tie_down jets|turboprops|props Grass Rear 2
1301 A general_aviation 
1300  53.76668717  008.63447450 139.58 tie_down jets|turboprops|props Grass Rear 1
1301 A general_aviation 
99
