I
1050 Generated by WorldEditor 2.1.0r1

1    298 1 0 KMEI Key Field / Meridian Rgnl
1302 city Meridian
111  32.34775130 -088.74983791
111  32.34773290 -088.74971867
112  32.34773290 -088.74971867  32.34772190 -088.74965965
111  32.34764620 -088.74954390
111  32.34753032 -088.74936557
112  32.34753032 -088.74936557  32.34749291 -088.74930394
111  32.34747461 -088.74924398
111  32.34733217 -088.74946722
112  32.34733217 -088.74946722  32.34722097 -088.74960822
111  32.34707289 -088.74966736
111  32.34670311 -088.74979738
111  32.34669387 -088.74983872
111  32.34670505 -088.74990116
112  32.34670505 -088.74990116  32.34666736 -088.74992106
111  32.34663896 -088.74991674
111  32.34663713 -088.74989350
111  32.34665288 -088.74989286
111  32.34665172 -088.74986489
111  32.34659235 -088.74987162
111  32.34659373 -088.74989883
111  32.34661117 -088.74989772
111  32.34661269 -088.74991871
111  32.34657447 -088.74992375
111  32.34656539 -088.74978792
111  32.34670860 -088.74976197
111  32.34706620 -088.74963205
112  32.34706620 -088.74963205  32.34724625 -088.74955267
111  32.34734519 -088.74939161
111  32.34746094 -088.74917665
112  32.34746094 -088.74917665  32.34747238 -088.74902144
112  32.34751784 -088.74866912  32.34752620 -088.74850037
111  32.34751784 -088.74866912
111  32.34754101 -088.74791341
111  32.34753512 -088.74771059
112  32.34753512 -088.74771059  32.34752779 -088.74761944
111  32.34746326 -088.74757910
113  32.34738865 -088.74755906
111  32.34771217 -088.74937996
112  32.34766460 -088.74938791  32.34766443 -088.74938791
111  32.34767433 -088.74944589
113  32.34771877 -088.74943880
110 2 0.00 0.0000 New Taxiway 81
111  32.34700601 -088.74496104
111  32.34700433 -088.74510088
111  32.34706157 -088.74513518
112  32.34706157 -088.74513518  32.34703429 -088.74514143
111  32.34702475 -088.74517593
111  32.34701996 -088.74536140
111  32.34695493 -088.74535940
111  32.34695756 -088.74514116
112  32.34695756 -088.74514116  32.34694832 -088.74508179
111  32.34690730 -088.74507315
111  32.34683981 -088.74506395
111  32.34670245 -088.74506053
112  32.34670245 -088.74506053  32.34665789 -088.74508283
111  32.34663329 -088.74512252
111  32.34662569 -088.74594155
111  32.34662498 -088.74601752
111  32.34695792 -088.74622002
111  32.34695933 -088.74636276
111  32.34662312 -088.74616210
111  32.34661953 -088.74646784
111  32.34637345 -088.74646601
111  32.34637701 -088.74594075
111  32.34638391 -088.74492301
111  32.34664022 -088.74492733
113  32.34685302 -088.74493549
110 2 0.00 0.0000 New Taxiway 79
111  32.34709221 -088.74613084
111  32.34695704 -088.74613092
111  32.34696067 -088.74580582
111  32.34703157 -088.74580699
111  32.34703376 -088.74556487
111  32.34720774 -088.74556607
112  32.34720774 -088.74556607  32.34725218 -088.74555826
111  32.34726347 -088.74549987
112  32.34726347 -088.74549987  32.34726562 -088.74552151
112  32.34726676 -088.74556798  32.34726676 -088.74559177
111  32.34726676 -088.74556798
111  32.34726171 -088.74580884
113  32.34709500 -088.74580804
111  32.34715961 -088.74566653
111  32.34708261 -088.74566705
111  32.34708261 -088.74576080
113  32.34715829 -088.74576132
110 2 0.00 0.0000 New Taxiway 79
111  32.34772135 -088.74614037
111  32.34758713 -088.74613785
111  32.34758995 -088.74581443
113  32.34772659 -088.74581657
110 2 0.00 0.0000 New Taxiway 79
111  32.34771826 -088.74678568
111  32.34758183 -088.74678467
111  32.34758457 -088.74646256
113  32.34772119 -088.74646571
110 2 0.00 0.0000 New Taxiway 79
111  32.34708417 -088.74690845
111  32.34694832 -088.74690477
111  32.34695361 -088.74658360
113  32.34708702 -088.74658611
110 2 0.00 0.0000 New Taxiway 79
111  32.34707967 -088.74742377
111  32.34694350 -088.74742446
111  32.34694621 -088.74710033
113  32.34708169 -088.74710254
110 2 0.00 0.0000 New Taxiway 78
111  32.34771380 -088.74711137
111  32.34771122 -088.74743667
111  32.34757415 -088.74743370
113  32.34757619 -088.74710912
110 1 0.00 0.0000 New Taxiway 77
111  32.34708169 -088.74710254
111  32.34694621 -088.74710033
111  32.34694832 -088.74690477
111  32.34708417 -088.74690845
111  32.34708702 -088.74658611
111  32.34695361 -088.74658360
111  32.34695933 -088.74636276
111  32.34695792 -088.74622002
111  32.34695704 -088.74613092
111  32.34709221 -088.74613084
111  32.34709500 -088.74580804
111  32.34726171 -088.74580884
111  32.34726676 -088.74556798
112  32.34726676 -088.74556798  32.34726676 -088.74554420
112  32.34726347 -088.74549987  32.34726133 -088.74547822
111  32.34726347 -088.74549987
112  32.34726347 -088.74549987  32.34724369 -088.74530014
112  32.34706157 -088.74513518  32.34698441 -088.74508051
111  32.34706157 -088.74513518
112  32.34706157 -088.74513518  32.34703926 -088.74511937
112  32.34700433 -088.74510088  32.34698940 -088.74509355
111  32.34700433 -088.74510088
111  32.34700601 -088.74496104
112  32.34700601 -088.74496104  32.34718152 -088.74502854
112  32.34737576 -088.74555194  32.34738230 -088.74586007
111  32.34737576 -088.74555194
111  32.34737676 -088.74578817
112  32.34737676 -088.74578817  32.34737718 -088.74580249
111  32.34739588 -088.74581089
111  32.34758995 -088.74581443
111  32.34758713 -088.74613785
111  32.34772135 -088.74614037
111  32.34772119 -088.74646571
111  32.34758457 -088.74646256
111  32.34758183 -088.74678467
111  32.34771826 -088.74678568
111  32.34771380 -088.74711137
111  32.34757619 -088.74710912
111  32.34757415 -088.74743370
111  32.34742017 -088.74743193
111  32.34722614 -088.74742879
113  32.34707967 -088.74742377
110 2 0.00 0.0000 New Taxiway 76
111  32.34672353 -088.74778172
111  32.34714806 -088.74766035
112  32.34714806 -088.74766035  32.34725037 -088.74761955
111  32.34725300 -088.74750880
111  32.34722614 -088.74742879
111  32.34742017 -088.74743193
111  32.34738344 -088.74750382
111  32.34736568 -088.74753857
112  32.34736568 -088.74753857  32.34736449 -088.74754787
112  32.34736117 -088.74756551  32.34735937 -088.74757417
111  32.34736117 -088.74756551
112  32.34736117 -088.74756551  32.34732620 -088.74773325
111  32.34718199 -088.74778459
113  32.34674615 -088.74791014
110 2 0.00 0.0000 New Taxiway 74
111  32.34588307 -088.74696652
111  32.34566070 -088.74696565
111  32.34566242 -088.74683325
111  32.34577284 -088.74683622
113  32.34588187 -088.74683915
110 2 0.00 0.0000 New Taxiway 74
111  32.34587855 -088.74748752
111  32.34565617 -088.74748665
111  32.34566007 -088.74716141
113  32.34588052 -088.74716641
110 2 0.00 0.0000 New Taxiway 74
111  32.34587523 -088.74800335
111  32.34565153 -088.74800248
111  32.34565442 -088.74767695
113  32.34587720 -088.74768224
110 2 0.00 0.0000 New Taxiway 74
111  32.34586686 -088.74852264
111  32.34564669 -088.74851876
111  32.34564971 -088.74819654
113  32.34586957 -088.74820153
110 2 0.00 0.0000 New Taxiway 73
111  32.34079539 -088.74528857
111  32.34069814 -088.74528961
111  32.34069950 -088.74525856
113  32.34079745 -088.74525522
110 2 0.00 0.0000 New Taxiway 72
111  32.34071953 -088.74501222
111  32.34072228 -088.74497786
111  32.34081421 -088.74498475
113  32.34081213 -088.74501837
110 2 0.00 0.0000 New Taxiway 71
111  32.34083646 -088.74429381
111  32.34083646 -088.74433323
111  32.34042708 -088.74433237
111  32.34042591 -088.74442144
111  32.34024138 -088.74441581
113  32.34024392 -088.74428363
110 2 0.00 0.0000 New Taxiway 70
111  32.33993382 -088.74555258
111  32.33993375 -088.74539853
111  32.34031723 -088.74538393
113  32.34031564 -088.74553766
110 2 0.00 0.0000 New Taxiway 69
111  32.33985803 -088.74608481
111  32.33973258 -088.74608481
111  32.33973638 -088.74563485
113  32.33986130 -088.74563108
110 2 0.00 0.0000 New Taxiway 68
111  32.33985460 -088.74653257
111  32.33981463 -088.74653001
111  32.33981443 -088.74649758
113  32.33985488 -088.74649677
110 2 0.00 0.0000 New Taxiway 67
111  32.33985084 -088.74702371
111  32.33981249 -088.74702247
111  32.33980608 -088.74701162
111  32.33980638 -088.74698594
113  32.33985112 -088.74698646
110 2 0.00 0.0000 New Taxiway 66
111  32.33984716 -088.74750328
111  32.33979929 -088.74750215
111  32.33980056 -088.74746990
113  32.33984742 -088.74746928
110 2 0.00 0.0000 New Taxiway 65
111  32.33984020 -088.74775644
111  32.33979461 -088.74775465
111  32.33979461 -088.74773874
111  32.33980194 -088.74772861
113  32.33984160 -088.74772788
110 2 0.00 0.0000 New Taxiway 64
111  32.33978631 -088.74796969
111  32.33980108 -088.74796999
111  32.33980744 -088.74796366
111  32.33982858 -088.74796306
111  32.33982679 -088.74800043
111  32.33979624 -088.74800043
113  32.33977969 -088.74799652
110 2 0.00 0.0000 New Taxiway 61
111  32.34133247 -088.74786450
112  32.34133247 -088.74786450  32.34114261 -088.74789476
112  32.34113997 -088.74825093  32.34119443 -088.74840131
111  32.34113997 -088.74825093
111  32.34083644 -088.74824585
112  32.34083644 -088.74824585  32.34081877 -088.74815522
112  32.34064357 -088.74805114  32.34054015 -088.74804428
111  32.34064357 -088.74805114
111  32.34038194 -088.74804928
112  32.34038194 -088.74804928  32.34009690 -088.74808896
112  32.34035674 -088.74859603  32.34061366 -088.74865787
111  32.34035674 -088.74859603
111  32.33982899 -088.74859139
112  32.33982899 -088.74859139  32.33985403 -088.74854117
112  32.33987344 -088.74842815  32.33987740 -088.74837241
111  32.33987344 -088.74842815
111  32.33991268 -088.74754776
111  32.33993155 -088.74570808
111  32.34060607 -088.74567966
112  32.34085600 -088.74538627  32.34087881 -088.74511704
111  32.34085600 -088.74538627
111  32.34090020 -088.74464137
111  32.34090569 -088.74429840
111  32.34178828 -088.74430652
111  32.34178842 -088.74430098
111  32.34174804 -088.74425195
111  32.34177235 -088.74422550
111  32.34178750 -088.74424428
111  32.34178550 -088.74412403
111  32.34186763 -088.74402606
111  32.34194279 -088.74411232
111  32.34211181 -088.74391109
111  32.34217049 -088.74397784
111  32.34220665 -088.74393154
111  32.34250595 -088.74393754
111  32.34282215 -088.74431469
111  32.34281763 -088.74468871
111  32.34277992 -088.74474478
111  32.34283182 -088.74481767
111  32.34267444 -088.74499708
111  32.34272524 -088.74505699
111  32.34266577 -088.74512482
111  32.34266542 -088.74516576
111  32.34289854 -088.74516853
111  32.34288466 -088.74654575
111  32.34262977 -088.74654565
111  32.34262877 -088.74658388
111  32.34258161 -088.74658427
111  32.34257918 -088.74675560
111  32.34262756 -088.74675421
111  32.34262803 -088.74678754
111  32.34286509 -088.74679467
111  32.34285774 -088.74734055
111  32.34291949 -088.74734048
111  32.34292020 -088.74737664
111  32.34297565 -088.74737828
111  32.34315038 -088.74759012
111  32.34309194 -088.74765702
111  32.34310800 -088.74767326
111  32.34310720 -088.74773486
111  32.34308437 -088.74775945
111  32.34313211 -088.74782350
111  32.34294439 -088.74804611
111  32.34291413 -088.74804495
111  32.34291494 -088.74824920
111  32.34294323 -088.74825064
111  32.34294483 -088.74844142
111  32.34301313 -088.74844246
111  32.34301303 -088.74838425
111  32.34310665 -088.74838488
111  32.34310635 -088.74844223
111  32.34329822 -088.74844400
111  32.34329842 -088.74837827
111  32.34336820 -088.74837865
111  32.34336310 -088.74883063
111  32.34329518 -088.74882943
111  32.34329562 -088.74876435
111  32.34309718 -088.74876334
111  32.34309723 -088.74875040
111  32.34307398 -088.74875106
111  32.34307477 -088.74872340
111  32.34301084 -088.74872566
111  32.34301174 -088.74875999
111  32.34294253 -088.74876186
111  32.34294067 -088.74902230
111  32.34339067 -088.74903259
112  32.34339067 -088.74903259  32.34343871 -088.74902447
111  32.34348306 -088.74898275
111  32.34367459 -088.74877491
112  32.34367459 -088.74877491  32.34383122 -088.74861651
111  32.34405677 -088.74854818
111  32.34513097 -088.74824141
111  32.34515316 -088.74835691
111  32.34407629 -088.74866835
112  32.34407629 -088.74866835  32.34390648 -088.74872159
111  32.34378744 -088.74882001
111  32.34355477 -088.74906737
112  32.34355477 -088.74906737  32.34347740 -088.74914585
111  32.34340915 -088.74915136
111  32.34293860 -088.74915057
111  32.34293393 -088.74943987
111  32.34293264 -088.74952043
111  32.34293244 -088.74955378
111  32.34245189 -088.74954780
111  32.34245329 -088.74930269
111  32.34211183 -088.74929806
111  32.34211871 -088.74842881
111  32.34195249 -088.74842666
111  32.34195265 -088.74844440
111  32.34180059 -088.74844287
111  32.34181523 -088.74810316
112  32.34181523 -088.74810316  32.34180490 -088.74794878
112  32.34162284 -088.74786936  32.34154207 -088.74785638
113  32.34162284 -088.74786936
111  32.34293434 -088.74829860
111  32.34290226 -088.74829951
111  32.34290353 -088.74837787
113  32.34293562 -088.74837877
111  32.34289819 -088.74825309
111  32.34283071 -088.74825219
111  32.34283147 -088.74829378
113  32.34289742 -088.74829499
110 2 0.00 0.0000 New Taxiway 60
111  32.33873488 -088.74256672
111  32.33950469 -088.74181905
111  32.33949797 -088.74179547
111  32.33938349 -088.74186097
111  32.33915603 -088.74129336
111  32.33942947 -088.74114561
111  32.33952728 -088.74138765
111  32.33970288 -088.74129262
111  32.33963068 -088.74110762
111  32.33975652 -088.74103044
111  32.33978310 -088.74109912
111  32.33982553 -088.74107596
111  32.33985960 -088.74116829
111  32.33987687 -088.74110982
111  32.33990570 -088.74109422
111  32.33990891 -088.74110580
111  32.33988581 -088.74111857
111  32.33984265 -088.74126376
111  32.33985386 -088.74129035
111  32.33995860 -088.74128861
111  32.33995799 -088.74125616
111  32.34000275 -088.74125539
111  32.34000379 -088.74134703
111  32.33990550 -088.74134664
112  32.33990550 -088.74134664  32.33989312 -088.74135103
111  32.33989268 -088.74137304
111  32.33988774 -088.74137524
111  32.33990114 -088.74140898
111  32.33974817 -088.74155671
112  32.33974817 -088.74155671  32.33973793 -088.74157792
112  32.33973830 -088.74162283  32.33974173 -088.74164394
111  32.33973830 -088.74162283
112  32.33973830 -088.74162283  32.33974490 -088.74166340
112  32.33982528 -088.74167683  32.33987506 -088.74165971
111  32.33982528 -088.74167683
111  32.33983029 -088.74168282
111  32.33970214 -088.74181172
111  32.33969656 -088.74180741
111  32.33970578 -088.74178541
112  32.33970578 -088.74178541  32.33971066 -088.74175327
111  32.33969327 -088.74172288
111  32.33967134 -088.74169644
111  32.33966566 -088.74169573
112  32.33966566 -088.74169573  32.33962644 -088.74169324
112  32.33959232 -088.74177039  32.33956901 -088.74179630
111  32.33959232 -088.74177039
113  32.33874854 -088.74259707
110 1 0.00 0.0000 New Taxiway 59
111  32.33869703 -088.74260483
111  32.33873488 -088.74256672
111  32.33874824 -088.74259671
113  32.33871144 -088.74263331
110 2 0.00 0.0000 New Taxiway 58
111  32.33856815 -088.74277190
111  32.33855442 -088.74274211
111  32.33855883 -088.74273869
111  32.33869703 -088.74260483
111  32.33871144 -088.74263331
113  32.33857155 -088.74276984
110 2 0.00 0.0000 New Taxiway 57
111  32.33857863 -088.74200076
111  32.33897216 -088.74177234
111  32.33898200 -088.74176665
111  32.33903091 -088.74188138
111  32.33901493 -088.74189101
113  32.33862909 -088.74211278
110 2 0.00 0.0000 New Taxiway 56
111  32.33860100 -088.74216856
111  32.33847985 -088.74224545
111  32.33841233 -088.74208737
111  32.33841640 -088.74208486
111  32.33853731 -088.74201051
113  32.33854026 -088.74201783
110 2 0.00 0.0000 New Taxiway 55
111  32.33837848 -088.74272003
111  32.33812839 -088.74286710
111  32.33801428 -088.74258163
111  32.33826253 -088.74244134
113  32.33827419 -088.74246983
110 2 0.00 0.0000 New Taxiway 50
111  32.33629381 -088.74398905
111  32.33608275 -088.74387120
111  32.33604741 -088.74378561
111  32.33603390 -088.74379145
111  32.33602334 -088.74377225
111  32.33591989 -088.74382846
111  32.33592850 -088.74384978
111  32.33577751 -088.74393134
111  32.33567827 -088.74368814
111  32.33582658 -088.74360654
111  32.33583919 -088.74363731
111  32.33596182 -088.74357449
111  32.33585308 -088.74330980
111  32.33619000 -088.74311126
111  32.33615910 -088.74303450
111  32.33672166 -088.74271607
111  32.33670749 -088.74268249
111  32.33712195 -088.74245015
111  32.33724028 -088.74272280
111  32.33734313 -088.74267181
111  32.33737748 -088.74275747
111  32.33722157 -088.74284706
111  32.33730962 -088.74304755
111  32.33733928 -088.74303225
111  32.33738400 -088.74314553
111  32.33736314 -088.74315382
111  32.33753044 -088.74355607
111  32.33640393 -088.74420149
113  32.33631118 -088.74397831
111  32.33641251 -088.74363387
111  32.33646107 -088.74374926
111  32.33656404 -088.74368870
112  32.33656404 -088.74368870  32.33656699 -088.74368469
111  32.33656480 -088.74368073
111  32.33649139 -088.74361206
112  32.33649139 -088.74361206  32.33647680 -088.74360317
113  32.33646185 -088.74360732
111  32.33644040 -088.74353559
111  32.33658860 -088.74367473
111  32.33673315 -088.74358959
111  32.33656129 -088.74344597
113  32.33646697 -088.74349781
111  32.33658889 -088.74345092
111  32.33674729 -088.74358302
111  32.33681999 -088.74354122
112  32.33681999 -088.74354122  32.33683323 -088.74352374
111  32.33683834 -088.74348150
111  32.33684027 -088.74338431
111  32.33680753 -088.74330517
111  32.33659017 -088.74342792
114  32.33659017 -088.74342792  32.33658176 -088.74343877
111  32.33696190 -088.74331604
111  32.33686214 -088.74336910
111  32.33685849 -088.74349447
111  32.33687182 -088.74351140
113  32.33700876 -088.74343295
110 2 0.00 0.0000 New Taxiway 49
111  32.33598291 -088.74427479
111  32.33574527 -088.74441066
111  32.33568173 -088.74425126
111  32.33573811 -088.74422192
111  32.33566152 -088.74403739
111  32.33583443 -088.74394012
111  32.33591315 -088.74412613
113  32.33591922 -088.74412242
110 2 0.00 0.0000 New Taxiway 48
111  32.33572683 -088.74442100
111  32.33546948 -088.74456538
111  32.33531453 -088.74419660
111  32.33530804 -088.74417668
113  32.33556803 -088.74402987
110 2 0.00 0.0000 New Taxiway 47
111  32.33527596 -088.74449636
111  32.33517732 -088.74455147
111  32.33516611 -088.74452418
111  32.33515989 -088.74450863
111  32.33515828 -088.74450461
111  32.33514291 -088.74446625
111  32.33511400 -088.74439597
111  32.33508594 -088.74432774
111  32.33505481 -088.74425207
111  32.33502679 -088.74418394
111  32.33499410 -088.74410447
111  32.33496694 -088.74403845
111  32.33493322 -088.74395647
111  32.33490628 -088.74389099
111  32.33487857 -088.74382363
111  32.33486644 -088.74379415
111  32.33485439 -088.74376484
111  32.33483913 -088.74372774
111  32.33483710 -088.74372281
111  32.33493471 -088.74366842
111  32.33496517 -088.74374233
111  32.33497852 -088.74377471
111  32.33500466 -088.74383812
111  32.33503151 -088.74390328
111  32.33506376 -088.74398152
111  32.33509152 -088.74404889
111  32.33512342 -088.74412628
111  32.33515151 -088.74419442
111  32.33518385 -088.74427288
111  32.33521173 -088.74434053
111  32.33524228 -088.74441466
113  32.33526632 -088.74447298
110 2 0.00 0.0000 New Taxiway 46
111  32.33504710 -088.74462544
111  32.33495052 -088.74467951
111  32.33493846 -088.74465014
111  32.33493107 -088.74463216
111  32.33493003 -088.74462963
111  32.33491548 -088.74459420
111  32.33488750 -088.74452608
111  32.33486039 -088.74445989
111  32.33482766 -088.74438023
111  32.33479986 -088.74431258
111  32.33476754 -088.74423394
111  32.33473962 -088.74416599
111  32.33470753 -088.74408789
111  32.33468015 -088.74402126
111  32.33465175 -088.74395216
111  32.33463916 -088.74392153
111  32.33462765 -088.74389352
111  32.33461146 -088.74385411
111  32.33470804 -088.74379873
111  32.33472454 -088.74383897
111  32.33473632 -088.74386847
111  32.33474778 -088.74389718
111  32.33477554 -088.74396331
111  32.33480295 -088.74403016
111  32.33483659 -088.74411216
111  32.33486435 -088.74417942
111  32.33489597 -088.74425658
111  32.33492432 -088.74432577
111  32.33495844 -088.74440906
111  32.33498544 -088.74447494
111  32.33501391 -088.74454443
111  32.33502636 -088.74457483
111  32.33502807 -088.74457898
113  32.33503773 -088.74460256
110 2 0.00 0.0000 New Taxiway 45
112  32.33651884 -088.74478971  32.33653625 -088.74481828
111  32.33651884 -088.74478971
111  32.33480303 -088.74673441
111  32.33429374 -088.74611995
111  32.33526019 -088.74565528
111  32.33518933 -088.74546314
111  32.33602683 -088.74500949
111  32.33599637 -088.74493900
111  32.33605329 -088.74490714
111  32.33608425 -088.74497945
111  32.33642496 -088.74479445
111  32.33642978 -088.74479779
113  32.33645977 -088.74476816
110 2 0.00 0.0000 New Taxiway 44
111  32.33306364 -088.74697289
111  32.33300045 -088.74703100
111  32.33296093 -088.74699953
112  32.33296093 -088.74699953  32.33287140 -088.74706065
111  32.33280516 -088.74696898
111  32.33281781 -088.74695566
112  32.33281781 -088.74695566  32.33289634 -088.74704715
112  32.33300747 -088.74683911  32.33299769 -088.74669880
113  32.33300747 -088.74683911
110 2 0.00 0.0000 New Taxiway 43
111  32.33327414 -088.74881349
111  32.33297205 -088.74915507
111  32.33296708 -088.74914865 102
112  32.33299489 -088.74897506  32.33295956 -088.74887764
111  32.33299489 -088.74897506
112  32.33299489 -088.74897506  32.33298696 -088.74895318
112  32.33295438 -088.74890685  32.33293469 -088.74888346
111  32.33295438 -088.74890685
111  32.33288151 -088.74883382
111  32.33288669 -088.74882386
111  32.33162743 -088.74773747
112  32.33162743 -088.74773747  32.33157366 -088.74768395
111  32.33154235 -088.74761962
111  32.33153319 -088.74762642
112  32.33153319 -088.74762642  32.33148919 -088.74754903
111  32.33140605 -088.74757609
111  32.32997935 -088.74839544
111  32.32983329 -088.74804522
111  32.32995801 -088.74797390
111  32.32988806 -088.74780804
111  32.33032827 -088.74755406
111  32.33036229 -088.74763474
111  32.33065866 -088.74746375
111  32.33046970 -088.74699895
111  32.33099322 -088.74671220
111  32.33124940 -088.74736269
112  32.33124940 -088.74736269  32.33127983 -088.74740912
111  32.33132892 -088.74738852
111  32.33143844 -088.74732408
112  32.33143844 -088.74732408  32.33147572 -088.74729374
111  32.33148603 -088.74724090
111  32.33149743 -088.74724333
112  32.33149743 -088.74724333  32.33153263 -088.74708190
111  32.33164501 -088.74698675
111  32.33213627 -088.74659722
112  32.33213627 -088.74659722  32.33219158 -088.74652164
111  32.33218839 -088.74643833
111  32.33216125 -088.74635739
111  32.33238487 -088.74617129
111  32.33237077 -088.74613122
111  32.33263985 -088.74597026
111  32.33262983 -088.74594160
111  32.33265375 -088.74592889
111  32.33264853 -088.74591166
111  32.33268377 -088.74589187
111  32.33267708 -088.74587219
111  32.33291487 -088.74574316
111  32.33292358 -088.74577003
111  32.33304231 -088.74571062
111  32.33318683 -088.74583347
111  32.33318739 -088.74593589
111  32.33335235 -088.74608055
111  32.33315528 -088.74618986
111  32.33312024 -088.74628557
111  32.33297123 -088.74637108
111  32.33298071 -088.74643642
111  32.33299714 -088.74647809
111  32.33299620 -088.74651041
111  32.33304777 -088.74664279
111  32.33306015 -088.74664181
111  32.33350424 -088.74622233
111  32.33352999 -088.74624506
111  32.33297703 -088.74676757
111  32.33296180 -088.74673175
111  32.33301247 -088.74668771
111  32.33301303 -088.74667070
111  32.33294213 -088.74649020
111  32.33298038 -088.74646772
111  32.33296127 -088.74641957
111  32.33292243 -088.74643990
111  32.33290751 -088.74640181
111  32.33255020 -088.74659672
111  32.33253783 -088.74656458
111  32.33234768 -088.74662317
111  32.33235678 -088.74665151
111  32.33233741 -088.74666139
111  32.33232495 -088.74663018
111  32.33226642 -088.74664821
111  32.33206431 -088.74681108
111  32.33200822 -088.74685575
111  32.33190848 -088.74692700
111  32.33185517 -088.74699075
111  32.33168785 -088.74715502
112  32.33168785 -088.74715502  32.33158014 -088.74730937
112  32.33170439 -088.74760561  32.33180524 -088.74771559
111  32.33170439 -088.74760561
112  32.33170439 -088.74760561  32.33173716 -088.74761099
112  32.33176816 -088.74758529  32.33178047 -088.74756810
111  32.33176816 -088.74758529
111  32.33189331 -088.74737697
111  32.33205651 -088.74710908
111  32.33203045 -088.74708514
111  32.33207871 -088.74700481
112  32.33207871 -088.74700481  32.33208146 -088.74699552
111  32.33207914 -088.74698355
111  32.33208308 -088.74698089
111  32.33218090 -088.74710031
111  32.33260775 -088.74746946
111  32.33258778 -088.74747116
111  32.33256397 -088.74751010
111  32.33256762 -088.74753740
111  32.33255332 -088.74754734
111  32.33224437 -088.74804115
112  32.33224437 -088.74804115  32.33222349 -088.74809811
111  32.33225974 -088.74813468
111  32.33253203 -088.74837219
112  32.33253203 -088.74837219  32.33254853 -088.74838051
111  32.33257218 -088.74835930
111  32.33263353 -088.74825210
112  32.33263353 -088.74825210  32.33264148 -088.74822606
111  32.33262759 -088.74820858
111  32.33259023 -088.74817461
111  32.33276836 -088.74787856
111  32.33294807 -088.74803354
111  32.33276792 -088.74832803
111  32.33272838 -088.74829406
112  32.33272838 -088.74829406  32.33270594 -088.74828729
111  32.33269232 -088.74830036
111  32.33262468 -088.74840792
111  32.33263267 -088.74845706
111  32.33300632 -088.74877777
111  32.33301405 -088.74877169
111  32.33309292 -088.74881764
111  32.33313344 -088.74884124
112  32.33313344 -088.74884124  32.33321660 -088.74886155 102
113  32.33326462 -088.74880965
110 2 0.00 0.0000 New Taxiway 40
111  32.31789708 -088.75550436
111  32.31783180 -088.75551751
111  32.31775599 -088.75496726
111  32.31786728 -088.75494137 102
111  32.32025634 -088.75448594 102
111  32.32574174 -088.75342612
