I
1050 Generated by WorldEditor 2.1.0r1

1    728 1 0 UTAM Mary
1302 city Mary
112  37.61462724  061.89875711  37.61466303  061.89836001
111  37.61494752  061.89825629
111  37.61511054  061.89820814
111  37.61509348  061.89751675
111  37.61503188  061.89748162
111  37.61495422  061.89748316
112  37.61495422  061.89748316  37.61450592  061.89736958
112  37.61501732  061.89651448  37.61560214  061.89637152
111  37.61501732  061.89651448
111  37.61505322  061.89648029
111  37.62142780  061.89627138
111  37.62143096  061.89633434
111  37.62147285  061.89633969
111  37.62148407  061.89641224
111  37.62151397  061.89641366
111  37.62153269  061.89705651
111  37.62149897  061.89705887
111  37.62150115  061.89712399
111  37.62146256  061.89712455
111  37.62146463  061.89719101
111  37.62144750  061.89719192
111  37.62144676  061.89722020
111  37.62139594  061.89722249
111  37.62139372  061.89726466
111  37.62134110  061.89726762
111  37.62133676  061.89731690
111  37.62128983  061.89731630
111  37.62128879  061.89735530
111  37.62124047  061.89736872
111  37.62124157  061.89747595
111  37.62165053  061.89747980
111  37.62164625  061.89730849
111  37.62162352  061.89639901
111  37.62165782  061.89639786
111  37.62165680  061.89632250
111  37.62169318  061.89632353
111  37.62169142  061.89626394
111  37.62610182  061.89612892
111  37.62610377  061.89619298
111  37.62612822  061.89619283
111  37.62612672  061.89625670
111  37.62614695  061.89625750
111  37.62615815  061.89690489
111  37.62611929  061.89690848
111  37.62611998  061.89697595
111  37.62608635  061.89697982
111  37.62608859  061.89704706
111  37.62606978  061.89704615
111  37.62606775  061.89706879
111  37.62601689  061.89706763
111  37.62601753  061.89711212
111  37.62596747  061.89711100
111  37.62590534  061.89716648
111  37.62590913  061.89720820
111  37.62587015  061.89721511
111  37.62582381  061.89731754
111  37.62630770  061.89732269
111  37.62630418  061.89716133
111  37.62628441  061.89625685
111  37.62630578  061.89625648
111  37.62630319  061.89618717
111  37.62631876  061.89618704
111  37.62632084  061.89611653
111  37.62993510  061.89600904
111  37.62995574  061.89669371
111  37.62995853  061.89678651
111  37.62993982  061.89678753
111  37.62994108  061.89692099
111  37.62992613  061.89692283
111  37.62986752  061.89699475
111  37.62983826  061.89699291
111  37.62976722  061.89704022
111  37.62976472  061.89709073
111  37.62971351  061.89709514
111  37.62970672  061.89719285
111  37.63015720  061.89719003
111  37.63014900  061.89682027
111  37.63013239  061.89607179
111  37.63018963  061.89600194
111  37.64172449  061.89563381
111  37.64179976  061.89563140
111  37.64177507  061.89433550
111  37.64093392  061.89436309
111  37.64007135  061.89501293
111  37.63020021  061.89532426
111  37.63019848  061.89519594
111  37.63016512  061.89519715
111  37.63016306  061.89512882
111  37.63012755  061.89513107
111  37.63011135  061.89429618
111  37.63007005  061.89429593
111  37.63005328  061.89422594
111  37.62166002  061.89444864
111  37.62165917  061.89442347
111  37.62158135  061.89442579
111  37.62159711  061.89436110
111  37.62163960  061.89437646
111  37.62165002  061.89433675
111  37.62163036  061.89432951
111  37.62163433  061.89431087
111  37.62162080  061.89430350
111  37.62164158  061.89424182
111  37.62162545  061.89423177
111  37.62170716  061.89385004
111  37.61742999  061.89242934
111  37.61734145  061.89279404
111  37.61732604  061.89279837
111  37.61730714  061.89262143
111  37.61748862  061.89212097
111  37.61751390  061.89213367
111  37.61755130  061.89211749
111  37.61754685  061.89209378
111  37.61751296  061.89210727
111  37.61749896  061.89209751
111  37.61752557  061.89207810
111  37.61756569  061.89207844
111  37.61756579  061.89205377
111  37.61751183  061.89205851
111  37.61757374  061.89189738
111  37.61759821  061.89187700
111  37.61761517  061.89183405
111  37.61769001  061.89181520
111  37.61785016  061.89190324
111  37.61787205  061.89184039
111  37.61763753  061.89172045
111  37.61775110  061.89136177
112  37.61775110  061.89136177  37.61781406  061.89120988
111  37.61795722  061.89120772
111  37.61806148  061.89119800
111  37.61810969  061.89121106
111  37.61812306  061.89114261
111  37.61795034  061.89109218
111  37.61774976  061.89117752
111  37.61759078  061.89166678
111  37.61717972  061.89106088
112  37.61717972  061.89106088  37.61718844  061.89096801
111  37.61726421  061.89085018
111  37.61754827  061.89070810
111  37.61752632  061.89064961
111  37.61721622  061.89080495
111  37.61710225  061.89092048
111  37.61685591  061.89056376
112  37.61685591  061.89056376  37.61684220  061.89050080
111  37.61689069  061.89045696
111  37.61705871  061.89038512
111  37.61715574  061.89041779
111  37.61716844  061.89036280
111  37.61705880  061.89032890
111  37.61677105  061.89043189
111  37.61648987  061.89000794
111  37.61654617  061.88990708
111  37.61659703  061.88988775
111  37.61676861  061.88990907
111  37.61683178  061.88995358
111  37.61685174  061.88988396
111  37.61672220  061.88982614
111  37.61657773  061.88981547
111  37.61652543  061.88983501
111  37.61643561  061.88992050
111  37.61609884  061.88942338
111  37.61614269  061.88934917
111  37.61631733  061.88931132
111  37.61641275  061.88933979
111  37.61642924  061.88926436
111  37.61631806  061.88922982
111  37.61611207  061.88926795
111  37.61604937  061.88933903
111  37.61588914  061.88909840
111  37.61594253  061.88905027
111  37.61596230  061.88901141
111  37.61630928  061.88884425
111  37.61629601  061.88877872
111  37.61580241  061.88896853
111  37.61566707  061.88877024
111  37.61569959  061.88865970
111  37.61576871  061.88860163
111  37.61594200  061.88855596
111  37.61593298  061.88848708
111  37.61572460  061.88854714
111  37.61561592  061.88859870
111  37.61559650  061.88866067
111  37.61536698  061.88830660
111  37.61539631  061.88817209
111  37.61552297  061.88807259
111  37.61548141  061.88800291
111  37.61527843  061.88817221
111  37.61524917  061.88813966
111  37.61520999  061.88817360
111  37.61558105  061.88875235
111  37.61557535  061.88876475
111  37.61503221  061.88849576
111  37.61499896  061.88859102
111  37.61567390  061.88889494
111  37.61576196  061.88901784
111  37.61528243  061.88911680
111  37.61529403  061.88918125
111  37.61577229  061.88910515
112  37.61577229  061.88910515  37.61580408  061.88910909
111  37.61584118  061.88914643
111  37.61637651  061.88993381
111  37.61637679  061.88995686
111  37.61627088  061.88996006
111  37.61600228  061.88992905
111  37.61599547  061.89000762
111  37.61645170  061.89005443
111  37.61682402  061.89061950
111  37.61678993  061.89066218
111  37.61641978  061.89069843
111  37.61642001  061.89075426
111  37.61690068  061.89073357
111  37.61731466  061.89135337
111  37.61728754  061.89137649
111  37.61683687  061.89132430
111  37.61682537  061.89139642
111  37.61736931  061.89144970
111  37.61746963  061.89158833
111  37.61747861  061.89168081
111  37.61751960  061.89172055
111  37.61751068  061.89186454
111  37.61745978  061.89204948
111  37.61743020  061.89202394
111  37.61741112  061.89206456
111  37.61743756  061.89210485
111  37.61717665  061.89282408
111  37.61715810  061.89282904
111  37.61710906  061.89229966
111  37.61690166  061.89232884
111  37.61687849  061.89223577
111  37.61422555  061.89266285
111  37.61422188  061.89261447
111  37.61419947  061.89261946
111  37.61420994  061.89275964
111  37.61416497  061.89276870
111  37.61413878  061.89226026
111  37.61418793  061.89225352
111  37.61418613  061.89223018
111  37.61413628  061.89223497
111  37.61409961  061.89149161
111  37.61421209  061.89147349
111  37.61418176  061.89118363
111  37.61414665  061.89118896
111  37.61413921  061.89111723
111  37.61417341  061.89111132
111  37.61417008  061.89107726
111  37.61423969  061.89106582
111  37.61423652  061.89103662
111  37.61427015  061.89103075
111  37.61426494  061.89097651
111  37.61412473  061.89100445
111  37.61406603  061.89020559
111  37.61384757  061.89023478
111  37.61389022  061.89068500
111  37.61382669  061.89069357
111  37.61380964  061.89037286
111  37.61348190  061.89041802
111  37.61350659  061.89074258
111  37.61356771  061.89077065
111  37.61357888  061.89088313
111  37.61352841  061.89088919
111  37.61352530  061.89092072
111  37.61347658  061.89091998
111  37.61347200  061.89094871
111  37.61314660  061.89098274
111  37.61314285  061.89096359
111  37.61307123  061.89096486
111  37.61307411  061.89116615
111  37.61313875  061.89115905
111  37.61313959  061.89113318
111  37.61348569  061.89110193
111  37.61348722  061.89114886
111  37.61353329  061.89114166
111  37.61353195  061.89112255
111  37.61390682  061.89107600
111  37.61396683  061.89111296
111  37.61402831  061.89224868
111  37.61397617  061.89225501
111  37.61397737  061.89227656
111  37.61402964  061.89226929
111  37.61405629  061.89278406
111  37.61398564  061.89279658
111  37.61397599  061.89270693
111  37.61273570  061.89292070
111  37.61272305  061.89290173
111  37.61264493  061.89291520
111  37.61264743  061.89293870
111  37.61267333  061.89294165
111  37.61268153  061.89298596
111  37.61246329  061.89301525
111  37.61243653  061.89308502
111  37.61227853  061.89305553
111  37.61227447  061.89302150
111  37.61238173  061.89301622
111  37.61237825  061.89294476
111  37.61051630  061.89300040
111  37.61051521  061.89308381
111  37.61018564  061.89309556
111  37.61007840  061.89323740
111  37.60967338  061.89324978
111  37.60967289  061.89337498
111  37.60987295  061.89337029
111  37.60987130  061.89348512
111  37.60971192  061.89371516
111  37.60849705  061.89375371
111  37.60752288  061.89553158
111  37.60747692  061.89567290
111  37.60746756  061.89590676
111  37.60740768  061.89601966
111  37.60738482  061.89745769
111  37.60738361  061.89753413
111  37.60745496  061.89753233
111  37.60745563  061.89748782
111  37.60761397  061.89748254
111  37.60763095  061.89795067
111  37.60813378  061.89792002
111  37.60813275  061.89780877
111  37.60807542  061.89781013
111  37.60807415  061.89776493
111  37.60802260  061.89776639
111  37.60802231  061.89771987
111  37.60796734  061.89772212
111  37.60796578  061.89768467
111  37.60796512  061.89766885
111  37.60789352  061.89767036
111  37.60789475  061.89772525
113  37.60779923  061.89772901
112  37.61347669  061.89924142  37.61332157  061.89847378
111  37.61347669  061.89924142
111  37.61346315  061.89883636
112  37.61346315  061.89883636  37.61356088  061.89806089
112  37.61423377  061.89875529  37.61432064  061.89931926
111  37.61423377  061.89875529
111  37.61424165  061.89923448
114  37.61424165  061.89923448  37.61420442  061.89976713
112  37.61343292  061.89705845  37.61342711  061.89681709
111  37.61343292  061.89705845
112  37.61343292  061.89705845  37.61344521  061.89681382
112  37.61379962  061.89656735  37.61399210  061.89653064
111  37.61379962  061.89656735
112  37.61379962  061.89656735  37.61398952  061.89656818
112  37.61419251  061.89703190  37.61419315  061.89727326
112  37.61381548  061.89752463  37.61361265  061.89754502
111  37.61381548  061.89752463
114  37.61381548  061.89752463  37.61362170  061.89752380
111  37.62630447  061.89543824
111  37.62630534  061.89537590
111  37.62627650  061.89533752
111  37.62627966  061.89530051
111  37.62625142  061.89525864
111  37.62624650  061.89445992
111  37.62972578  061.89437569
111  37.62972723  061.89439346
111  37.62987043  061.89439497
111  37.62987264  061.89445912
111  37.62989201  061.89445864
111  37.62989505  061.89453018
111  37.62991572  061.89453063
111  37.62991716  061.89459442
111  37.62995034  061.89459396
111  37.62995128  061.89466364
111  37.62996902  061.89466224
111  37.62997976  061.89513332
111  37.62994550  061.89513518
111  37.62994741  061.89520521
111  37.62990965  061.89520668
113  37.62991188  061.89533501
111  37.62607996  061.89544312
111  37.62165635  061.89558043
111  37.62165650  061.89551498
111  37.62162142  061.89551538
111  37.62161973  061.89514522
111  37.62171945  061.89514251
111  37.62171979  061.89516716
111  37.62177425  061.89516637
111  37.62177419  061.89518769
111  37.62182918  061.89518674
111  37.62182882  061.89521031
111  37.62188217  061.89521054
111  37.62188452  061.89524584
111  37.62470881  061.89518344
111  37.62470213  061.89471440
111  37.62475967  061.89469075
111  37.62475746  061.89459891
111  37.62481055  061.89459761
111  37.62481042  061.89457488
111  37.62486234  061.89457222
111  37.62486342  061.89454897
111  37.62491582  061.89454830
111  37.62491577  061.89450148
111  37.62573932  061.89447609
111  37.62574756  061.89449873
111  37.62580071  061.89449868
111  37.62580365  061.89451878
111  37.62585604  061.89451448
111  37.62586271  061.89456002
111  37.62590762  061.89455646
111  37.62591419  061.89459889
111  37.62596686  061.89459886
111  37.62597193  061.89464729
111  37.62602109  061.89464962
111  37.62602651  061.89466643
111  37.62610306  061.89466140
111  37.62611656  061.89533689
113  37.62608095  061.89537785
111  37.62121822  061.89438941
111  37.62124589  061.89442809
111  37.62125060  061.89449358
111  37.62130153  061.89449862
111  37.62130564  061.89455867
111  37.62135620  061.89455644
111  37.62135896  061.89458945
111  37.62138027  061.89459041
111  37.62137919  061.89465824
111  37.62141125  061.89465970
111  37.62142335  061.89479075
111  37.62145233  061.89479772
111  37.62145614  061.89494677
111  37.62149961  061.89495240
111  37.62150747  061.89513058
111  37.62149186  061.89514998
111  37.62149679  061.89544816
111  37.62147925  061.89544842
111  37.62148042  061.89552291
111  37.62144484  061.89552218
111  37.62143430  061.89559273
111  37.61295200  061.89588255
111  37.61295150  061.89581383
111  37.61293194  061.89581524
111  37.61292940  061.89574494
111  37.61291157  061.89574506
111  37.61288604  061.89388572
111  37.61290683  061.89388266
111  37.61289975  061.89379177
111  37.61325032  061.89373635
111  37.61327398  061.89397254
111  37.61321622  061.89397813
111  37.61322007  061.89417534
111  37.61337797  061.89416659
111  37.61337294  061.89396837
111  37.61331893  061.89396905
111  37.61331857  061.89394996
111  37.61330723  061.89394361
111  37.61328884  061.89373016
111  37.61400281  061.89362133
111  37.61402646  061.89381787
111  37.61411442  061.89380451
111  37.61409308  061.89360662
111  37.61715103  061.89310823
111  37.61720211  061.89313233
111  37.61720946  061.89310732
111  37.61725458  061.89312634
111  37.61726300  061.89310074
111  37.61732284  061.89312231
111  37.61732928  061.89309744
111  37.62113067  061.89434864
113  37.62115019  061.89438753
111  37.60871508  061.89388371
111  37.61045195  061.89382723
111  37.61045346  061.89387150
111  37.61219847  061.89382530
111  37.61219934  061.89384921
111  37.61225481  061.89384354
111  37.61225871  061.89387196
111  37.61231362  061.89386353
111  37.61231662  061.89388632
111  37.61268990  061.89382924
111  37.61269962  061.89385460
111  37.61272804  061.89384589
111  37.61272729  061.89391215
111  37.61274529  061.89391234
111  37.61277128  061.89575423
111  37.61275345  061.89575441
111  37.61275409  061.89582558
111  37.61273308  061.89582709
111  37.61273482  061.89588527
111  37.60776171  061.89604304
112  37.60776171  061.89604304  37.60766147  061.89593161
111  37.60762768  061.89572481
111  37.60769369  061.89571781
111  37.60769378  061.89559157
111  37.60765010  061.89559292
111  37.60768639  061.89552619
111  37.60767306  061.89551424
111  37.60849488  061.89400785
111  37.60851094  061.89402085
111  37.60853698  061.89397554
111  37.60861053  061.89397503
111  37.60860926  061.89393215
111  37.60866118  061.89392909
111  37.60866035  061.89390772
113  37.60871352  061.89390289
112  37.61011490  061.89365051  37.61003142  061.89373437
111  37.61011490  061.89365051
111  37.61011403  061.89370625
111  37.60992030  061.89370438
111  37.60991199  061.89357387
111  37.61013375  061.89330036
113  37.61016158  061.89329809
130 Boundary
111  37.60267542  061.90102548
111  37.60618464  061.90084663
111  37.60632181  061.90099571
111  37.60635406  061.90263689
111  37.60806588  061.90258873
111  37.60808458  061.90289757
111  37.60821986  061.90310867
111  37.60829062  061.90303541
111  37.61002569  061.90547301
111  37.61167873  061.90552952
111  37.61194680  061.90537751
111  37.61368940  061.90545727
111  37.61723039  061.90402857
111  37.61794586  061.90393613
111  37.62349524  061.90072021
111  37.62904300  061.89988072
111  37.63209043  061.90198199
111  37.63760687  061.89869172
111  37.64432567  061.89724895
111  37.64603885  061.89740118
111  37.64702262  061.89502900
111  37.64663557  061.89158202
111  37.63552992  061.89304970
111  37.63254972  061.89406527
111  37.62758715  061.89383299
111  37.62735300  061.89370363
111  37.62222332  061.89395783
111  37.61803715  061.89231554
111  37.61837427  061.89116799
111  37.61804958  061.89091353
111  37.61783816  061.89047740
111  37.61622911  061.88838653
111  37.61535768  061.88743351
111  37.61031239  061.89185920
111  37.61039083  061.89268044
111  37.60976928  061.89277944
111  37.60930072  061.89273446
111  37.60922789  061.89263141
111  37.60867431  061.89314621
111  37.60541875  061.89503315
111  37.60532362  061.89494826
113  37.60116563  061.89500558
120 Linear Feature 111
111  37.61434136  061.89921899 54 103
111  37.61444179  061.89921528 54 103
115  37.61454036  061.89921164
120 Linear Feature 110
111  37.61318193  061.89926821 54 103
111  37.61327813  061.89926442 54 103
115  37.61337419  061.89926066
120 Linear Feature 109
111  37.60735912  061.89909183 54 103
115  37.60755894  061.89909526
120 Linear Feature 123
111  37.61564210  061.89887433 4
115  37.61584554  061.89886735
120 Linear Feature 132
111  37.62096145  061.89596977 51
111  37.62137188  061.89595481
112  37.62137188  061.89595481  37.62154747  061.89599833 51
115  37.62156613  061.89624012
120 Linear Feature 131
111  37.62221473  061.89592844 51
111  37.62176363  061.89594072
112  37.62176363  061.89594072  37.62157601  061.89598605 51
111  37.62156613  061.89624012 51
111  37.62158869  061.89733039
112  37.62158869  061.89733039  37.62159228  061.89758313 51
111  37.62142172  061.89764320 51
115  37.62098310  061.89766723
120 Linear Feature 130
112  37.62620995  061.89617201  37.62618302  061.89586031 51
111  37.62596217  061.89580659 51
115  37.62553038  061.89581858
120 Linear Feature 129
111  37.62698806  061.89577580 51
111  37.62645916  061.89578947
112  37.62645916  061.89578947  37.62623294  061.89582007 51
111  37.62620995  061.89617201 51
111  37.62622725  061.89714617
112  37.62622725  061.89714617  37.62619494  061.89742500 51
111  37.62598255  061.89749458 51
115  37.62534249  061.89752065
120 Linear Feature 128
112  37.63003603  061.89604472  37.63001018  061.89573459 51
111  37.62978611  061.89569325 51
115  37.62927334  061.89570821
120 Linear Feature 127
111  37.63079204  061.89565624 51
111  37.63030836  061.89567120
112  37.63030836  061.89567120  37.63006921  061.89569569 51
111  37.63003603  061.89604472 51
111  37.63005413  061.89701237
112  37.63005413  061.89701237  37.63003474  061.89733229 51
115  37.62980421  061.89737282
120 Linear Feature 126
111  37.64172449  061.89563381 53
111  37.64171412  061.89503086 53 102
111  37.64170367  061.89442385 53 102
111  37.64095498  061.89444018 53 102
115  37.64011257  061.89508637
120 Linear Feature 125
112  37.61634606  061.90023694  37.61589793  061.90019886 3 102
111  37.61586130  061.89975302 3 102
111  37.61584554  061.89886735 3 102
111  37.61584155  061.89864353
112  37.61584155  061.89864353  37.61584694  061.89814148 3 102
115  37.61622128  061.89808822
120 Linear Feature 124
112  37.61527108  061.89812461  37.61561688  061.89820892 3 102
111  37.61563905  061.89866118 3 102
111  37.61564210  061.89887433 3 102
111  37.61565473  061.89975812
112  37.61565473  061.89975812  37.61561209  061.90018122 3 102
111  37.61528502  061.90025912 3
115  37.61497865  061.90027544
120 Linear Feature 122
112  37.61489798  061.89761921  37.61432445  061.89750536 53 102
116  37.61495893  061.89640826  37.61550333  061.89630110
120 Linear Feature 121
111  37.61162566  061.90138437 53
111  37.61165409  061.90138312 53
111  37.61429874  061.90127633 53
111  37.61433264  061.90127496 53
111  37.61458566  061.90126473 53 102
111  37.61454036  061.89921164 53 102
111  37.61452824  061.89866186
112  37.61452824  061.89866186  37.61452674  061.89820194 53 102
115  37.61488606  061.89813421
120 Linear Feature 120
112  37.61399166  061.89816642  37.61429240  061.89826388 53 102
111  37.61432328  061.89863772 53 102
111  37.61434136  061.89921899
112  37.61434136  061.89921899  37.61434147  061.89957229 53 102
112  37.61387710  061.89986336  37.61364374  061.89989625
111  37.61387710  061.89986336
112  37.61387710  061.89986336  37.61363678  061.89985230 53 102
112  37.61337419  061.89926066  37.61333396  061.89890521
111  37.61337419  061.89926066 53 102
111  37.61336557  061.89874221
112  37.61336557  061.89874221  37.61337591  061.89854312 53 102
115  37.61346554  061.89842100
120 Linear Feature 118
111  37.61371499  061.89765733
112  37.61371499  061.89765733  37.61323069  061.89759976 53 102
112  37.61379905  061.89645096  37.61441571  061.89631850
111  37.61379905  061.89645096
112  37.61379905  061.89645096  37.61449603  061.89659511 53 102
112  37.61393647  061.89764795  37.61351204  061.89776898
113  37.61393647  061.89764795 53 102
120 Linear Feature 117
112  37.61258218  061.89648606  37.61319363  061.89652686 53 102
116  37.61277738  061.89768711  37.61220601  061.89787151
120 Linear Feature 116
112  37.61297627  061.89832860  37.61314055  061.89845439 53 102
111  37.61317534  061.89869414 53 102
111  37.61318193  061.89926821
112  37.61318193  061.89926821  37.61314273  061.89984307 53 102
111  37.61269090  061.89990745 53
115  37.61159340  061.89995151
120 Linear Feature 115
111  37.60755757  061.89915580 3 102
111  37.60755894  061.89909526 3 102
115  37.60757080  061.89857242
120 Linear Feature 114
111  37.60739985  061.89753532 3
111  37.60737618  061.89843979 3 102
111  37.60735912  061.89909183 3 102
111  37.60732558  061.89985504
112  37.60732558  061.89985504  37.60731997  061.89989124 3
115  37.60730089  061.89991736
120 Linear Feature 113
111  37.60782638  061.89759983 53 102
115  37.60911895  061.89659822
120 Linear Feature 112
111  37.60747380  061.89614088 53
111  37.60746651  061.89668190 53 102
115  37.60745563  061.89748782
120 Linear Feature 155
111  37.61220765  061.90090033 20
111  37.61229975  061.90099590 20
111  37.61230458  061.90121859 20
111  37.61221661  061.90132399 20
111  37.61201186  061.90133331 20
