I
1050 Generated by WorldEditor 2.0.0r4

1      5 0 0 EVRS Spilve
1302 city Riga
111  56.97655265  024.07131266
111  56.97658500  024.07197956
111  56.97635855  024.07201098
111  56.97638128  024.07268523
111  56.97643467  024.07267788
111  56.97643327  024.07262698
111  56.97659261  024.07259408
111  56.97661164  024.07326098
111  56.97627863  024.07330288
111  56.97627262  024.07316229
111  56.97615684  024.07317718
111  56.97616255  024.07340762
111  56.97650888  024.07337271
111  56.97653171  024.07363807
111  56.97680287  024.07407123
111  56.97685805  024.07395600
111  56.97698841  024.07416182
111  56.97697096  024.07420032
111  56.97689294  024.07407811
111  56.97684916  024.07417471
111  56.97704897  024.07450292
111  56.97697478  024.07466196
111  56.97674117  024.07427991
111  56.97650888  024.07472397
111  56.97680247  024.07520376
111  56.97677668  024.07528345
111  56.97701124  024.07560388
112  56.97701505  024.07582036  56.97698460  024.07589019
111  56.97701505  024.07582036
111  56.97696748  024.07592162
111  56.97700363  024.07596003
111  56.97705882  024.07587623
112  56.97705882  024.07587623  56.97710829  024.07579941
111  56.97717109  024.07589019
111  56.97741085  024.07607874
111  56.97751170  024.07578894
111  56.97759353  024.07589019
111  56.97762968  024.07581338
111  56.97764110  024.07548516
111  56.97773511  024.07549231
111  56.97773597  024.07550871
111  56.97796459  024.07556547
111  56.97803310  024.07569466
111  56.97811112  024.07565625
111  56.97825396  024.07602322
111  56.97829471  024.07597270
111  56.97833024  024.07606398
111  56.97842995  024.07632012
111  56.97846525  024.07641082
111  56.97842451  024.07646134
111  56.97848218  024.07660950
111  56.97852785  024.07658506
111  56.97875640  024.07672124
111  56.97874668  024.07677012
111  56.97932516  024.07718914
111  56.97933658  024.07729389
111  56.97941079  024.07758022
112  56.97949262  024.07767799  56.97951545  024.07775132
111  56.97949262  024.07767799
111  56.97986954  024.07923845
111  56.98011944  024.08027555
111  56.98026329  024.08087306
112  56.98026519  024.08093940  56.98026519  024.08094639
111  56.98035653  024.08136192
112  56.98035653  024.08136192  56.98038127  024.08146319
111  56.98044787  024.08150509
111  56.98060391  024.08155748
112  56.98060391  024.08155748  56.98063626  024.08157145
111  56.98069715  024.08152954
111  56.98088363  024.08142478
111  56.98100529  024.08145766
111  56.98185986  024.08168858
111  56.98431036  024.08235074
111  56.98547151  024.08266451
112  56.98561671  024.08268575  56.98569647  024.08269089
111  56.98561671  024.08268575
112  56.98561671  024.08268575  56.98620737  024.08272068
111  56.98663988  024.08214063
111  56.99308553  024.07481771
111  56.99330715  024.07456592
111  56.99345038  024.07440319
111  56.99364757  024.07417916
111  56.99378472  024.07402335
111  56.99397358  024.07381190
111  56.99416567  024.07359322
111  56.99435885  024.07337330
111  56.99531985  024.07227929
112  56.99531985  024.07227929  56.99540548  024.07218904
111  56.99546732  024.07227637
111  56.99552917  024.07238700
111  56.99561955  024.07223271
111  56.99509150  024.07127787
111  56.99509626  024.07123711
111  56.99701596  024.06905977
112  56.99717030  024.06908277  56.99724831  024.06911421
111  56.99717030  024.06908277
111  56.99749545  024.06883595
112  56.99749545  024.06883595  56.99749926  024.06858441
113  56.99759636  024.06838062
112  56.97926457  024.07682541  56.97936733  024.07737362
111  56.97926457  024.07682541
111  56.97914469  024.07691620
111  56.97912185  024.07679398
111  56.97904003  024.07680446
111  56.97895821  024.07677653
111  56.97901149  024.07652163
111  56.97876411  024.07631212
112  56.97880407  024.07606420  56.97881929  024.07598738
111  56.97884593  024.07601532
113  56.97903622  024.07615499
111  56.97857255  024.07640574
111  56.97858577  024.07627035
111  56.97850538  024.07609454
111  56.97851309  024.07596926
111  56.97855383  024.07596118
111  56.97856264  024.07588843
111  56.97861440  024.07583589
111  56.97873994  024.07594299
112  56.97876967  024.07601372  56.97876196  024.07605009
113  56.97867497  024.07645019
111  56.97760159  024.07473315
111  56.97757512  024.07478577
111  56.97745531  024.07502393
111  56.97743033  024.07507359
111  56.97741964  024.07505588
111  56.97742916  024.07503260
111  56.97720602  024.07466279
111  56.97719651  024.07468607
111  56.97718454  024.07466623
111  56.97720981  024.07461513
111  56.97733051  024.07437110
111  56.97735580  024.07431997
111  56.97736806  024.07434059
111  56.97735538  024.07436386
111  56.97757961  024.07474080
113  56.97759229  024.07471753
111  56.97827974  024.07335806
111  56.97820886  024.07349874
111  56.97820292  024.07348850
111  56.97805909  024.07324074
111  56.97805346  024.07323104
113  56.97812213  024.07308656
111  56.97861847  024.07394394
111  56.97854028  024.07408943
111  56.97853358  024.07407763
111  56.97831646  024.07369548
111  56.97830718  024.07367915
113  56.97838805  024.07353075
111  56.97899222  024.07387993
111  56.97901759  024.07415054
111  56.97865922  024.07425820
113  56.97863860  024.07398177
111  56.97870837  024.07303026
111  56.97869580  024.07304933
111  56.97866216  024.07298247
111  56.97863644  024.07302668
111  56.97867774  024.07310526
111  56.97858642  024.07326224
111  56.97854512  024.07318366
111  56.97852910  024.07321121
111  56.97836331  024.07288174
111  56.97849637  024.07265301
111  56.97845936  024.07257945
111  56.97847210  024.07256178
111  56.97851260  024.07264208
113  56.97866780  024.07294981
111  56.97867585  024.07323128
111  56.97859785  024.07336038
111  56.97857414  024.07331547
113  56.97865061  024.07318076
111  56.98676209  024.08069981
112  56.98683883  024.08074507  56.98686623  024.08080542
111  56.98683883  024.08074507
111  56.98700741  024.08119030
112  56.98700741  024.08119030  56.98706538  024.08137689
111  56.98699774  024.08154471
111  56.98657576  024.08203253
112  56.98562218  024.08251029  56.98503578  024.08250527
111  56.98562218  024.08251029
112  56.98562218  024.08251029  56.98550709  024.08251029
112  56.98554546  024.08211803  56.98562766  024.08202247
113  56.98554546  024.08211803
111  56.99126438  024.07559325
111  56.99129083  024.07561363
111  56.99135156  024.07579303
111  56.99150858  024.07625692
112  56.99150858  024.07625692  56.99153554  024.07633551
111  56.99149907  024.07641119
111  56.98727623  024.08121080
112  56.98712400  024.08115259  56.98706533  024.08103326
111  56.98712400  024.08115259
111  56.98695115  024.08066363
112  56.98695115  024.08066363  56.98692102  024.08057632
113  56.98698128  024.08045117
111  56.99490733  024.07146650
112  56.99502912  024.07148397  56.99509191  024.07156432
111  56.99502912  024.07148397
111  56.99522512  024.07181234
112  56.99522512  024.07181234  56.99532216  024.07203591
111  56.99516042  024.07225599
111  56.99164006  024.07625559
112  56.99157156  024.07623464  56.99154682  024.07617176
111  56.99157156  024.07623464
111  56.99140470  024.07573146
113  56.99133180  024.07551159
111  56.98111065  024.08097790
112  56.98111065  024.08097790  56.98117407  024.08105647
112  56.98106624  024.08123397  56.98100599  024.08122815
111  56.98106624  024.08123397
111  56.98102194  024.08122197
111  56.98082997  024.08116996
112  56.98030388  024.08054116  56.98011835  024.07997662
111  56.98030388  024.08054116
111  56.98020994  024.08020675
112  56.98020994  024.08020675  56.98019726  024.08013692
112  56.98027496  024.08004380  56.98031143  024.08007581
111  56.98027496  024.08004380
112  56.98107969  024.08094298  56.98122711  024.08110926
111  56.98107969  024.08094298
114  56.98107969  024.08094298  56.98109947  024.08096528
130 Airport Boundary
111  56.99144000  024.05808000
111  56.98858368  024.05879319
111  56.98652091  024.05875001
111  56.98589915  024.05860754
111  56.98427236  024.06014053
111  56.98404706  024.05996309
111  56.98189295  024.05962572
111  56.98160745  024.05896615
111  56.98085673  024.06021047
111  56.97921502  024.05825504
111  56.97786227  024.06014457
111  56.97794396  024.06104460
111  56.97793859  024.06179661
111  56.97774416  024.06369574
111  56.97721692  024.06524071
111  56.97626380  024.06702295
111  56.97553227  024.06840245
111  56.97541786  024.07060057
111  56.97497773  024.07214065
111  56.97497605  024.07279821
111  56.97549912  024.07402984
111  56.97641132  024.07552174
111  56.97687155  024.07599744
111  56.97822216  024.07718880
111  56.97842160  024.07715338
111  56.97850873  024.07690981
111  56.97884808  024.07719509
111  56.97895743  024.07838669
111  56.97893212  024.07983744
111  56.97858110  024.07977550
111  56.97858914  024.07998429
111  56.97871543  024.08054554
111  56.97915087  024.08119143
111  56.97997004  024.08215710
111  56.98118054  024.08307146
111  56.98225433  024.08336594
111  56.98602480  024.08361556
111  56.98683500  024.08352800
111  56.98807441  024.08301228
111  56.98924506  024.08199713
111  56.99343577  024.07643254
111  56.99397970  024.07636373
111  56.99604743  024.07711211
111  56.99871100  024.07657600
111  56.99941200  024.07361500
113  56.99745499  024.06587991
120 Linear Feature 38
111  56.99509220  024.07155332 4
115  56.99515246  024.07143978
120 Linear Feature 37
111  56.99135156  024.07579303 4
115  56.99140470  024.07573146
120 Linear Feature 36
111  56.98689866  024.08085628 4
115  56.98697002  024.08077478
120 Linear Feature 35
111  56.98561671  024.08268575 4
115  56.98562218  024.08251029
120 Linear Feature 34
111  56.98432647  024.08215980 4
115  56.98431036  024.08235074
120 Linear Feature 33
111  56.98185986  024.08168858 2
115  56.98187967  024.08149918
120 Linear Feature 32
111  56.98102194  024.08122197 2
115  56.98100529  024.08145766
120 Linear Feature 31
111  56.98114230  024.08076585 2
115  56.98107969  024.08094298
120 Linear Feature 30
111  56.98027496  024.08004380 2
115  56.98033833  024.07985795
120 Linear Feature 29
111  56.98011944  024.08027555 2
115  56.98020994  024.08020675
120 Linear Feature 28
111  56.97996250  024.07916247 2
115  56.97986954  024.07923845
120 main
111  56.97730008  024.07297343 1
111  56.97914679  024.07618281
112  56.97914679  024.07618281  56.97923876  024.07632831 1
111  56.97927048  024.07647962 1
111  56.97996680  024.07938873 1
111  56.98025047  024.08057385
112  56.98025047  024.08057385  56.98042173  024.08126642 1
111  56.98106712  024.08137118 1
111  56.98177557  024.08156518 1
111  56.98429789  024.08225589
111  56.98433995  024.08226741 1
111  56.98440710  024.08228580 1
111  56.98542885  024.08256559
112  56.98542885  024.08256559  56.98552734  024.08258964 1
111  56.98559918  024.08259347
111  56.98563882  024.08259638
112  56.98563882  024.08259638  56.98614468  024.08262839 1
111  56.98653636  024.08215691 1
111  56.98712591  024.08148639 1
111  56.98720096  024.08140105 1
111  56.99155647  024.07644744 1
111  56.99163234  024.07636131 1
111  56.99534358  024.07215835
112  56.99534358  024.07215835  56.99540859  024.07207392 1
112  56.99535785  024.07189343  56.99532772  024.07184686
111  56.99535785  024.07189343 1
115  56.99490909  024.07113364
120 Linear Feature 43
111  56.98713881  024.08137757 1
111  56.98694541  024.08083946
111  56.98692721  024.08078883 1
115  56.98678106  024.08038219
120 Linear Feature 42
112  56.98440710  024.08228580  56.98493329  024.08239029 1
111  56.98511079  024.08210444 1
111  56.98665332  024.08035779 1
111  56.98682075  024.08016664 1
111  56.98694066  024.08003017 8
115  56.98808386  024.07872904
120 Linear Feature 41
112  56.97996680  024.07938873  56.98006818  024.07968540 1
111  56.98022363  024.07984510 1
111  56.98159645  024.08139385 1
116  56.98177557  024.08156518  56.98188792  024.08164061
120 Linear Feature 50
111  56.97798354  024.07456214 1
115  56.97779038  024.07489032
120 Linear Feature 44
111  56.99156874  024.07632715 1
111  56.99138483  024.07578551
111  56.99137049  024.07574330 1
115  56.99122241  024.07530720
120 Linear Feature 49
111  56.98720096  024.08140105 1
112  56.98713881  024.08137757  56.98711185  024.08132809
111  56.98713881  024.08137757
112  56.98713881  024.08137757  56.98714991  024.08144742 1
115  56.98712591  024.08148639
120 Linear Feature 48
111  56.98682075  024.08016664 1
112  56.98678106  024.08038219  56.98680009  024.08051608
111  56.98678106  024.08038219
112  56.98678106  024.08038219  56.98673349  024.08028906 1
115  56.98665332  024.08035779
120 Linear Feature 47
111  56.99163234  024.07636131 1
112  56.99156874  024.07632715  56.99154011  024.07626853
111  56.99156874  024.07632715
112  56.99156874  024.07632715  56.99158526  024.07640195 1
115  56.99155647  024.07644744
120 Linear Feature 46
111  56.99141687  024.07495279 1
111  56.99123483  024.07515664 1
112  56.99122241  024.07530720  56.99124224  024.07540423
111  56.99122241  024.07530720
112  56.99122241  024.07530720  56.99118167  024.07523241 1
111  56.99114108  024.07526162 1
115  56.99095656  024.07546824
120 Linear Feature 45
111  56.99508721  024.07078443 1
111  56.99490676  024.07098980 1
112  56.99490909  024.07113364  56.99494653  024.07123068
111  56.99490909  024.07113364
112  56.99490909  024.07113364  56.99484632  024.07106288 1
111  56.99479171  024.07112074 1
115  56.99462360  024.07131207
120 Linear Feature 39
111  56.97801178  024.07414826 1
112  56.97798354  024.07456214  56.97790901  024.07472509
111  56.97798354  024.07456214
112  56.97798354  024.07456214  56.97811198  024.07444575 1
115  56.97823996  024.07454117
14  56.97884912  024.07696374 265.75 0 Tower Viewpoint
1300  56.97940904  024.07546156  80.54 tie_down jets|turboprops|props GA Apron
1301 C general_aviation 
1300  56.97845799  024.07600105 304.25 tie_down turboprops|props GA Hangar 1 Apron 
1301 A general_aviation 
1300  56.97806210  024.07349545 130.92 tie_down turboprops|props GA Hangar 3 Apron 
1301 A general_aviation 
1300  56.97830810  024.07393400 134.29 tie_down turboprops|props GA Hangar 4R Apron 
1301 A general_aviation 
1300  56.97840287  024.07415290 136.64 tie_down turboprops|props GA Hangar 4L Apron 
1301 A general_aviation 
1300  56.97893382  024.07443436  80.07 tie_down turboprops|props GA Hangar 5L Apron 
1301 A general_aviation 
1300  56.97876302  024.07446234  81.12 tie_down turboprops|props GA Hangar 5R Apron 
1301 A general_aviation 
1300  56.97717996  024.07433419 223.27 tie_down turboprops|props GA Hangar 2W Apron 
1301 A general_aviation 
1300  56.97760923  024.07504002  39.70 tie_down turboprops|props GA Hangar 2E Apron 
1301 A general_aviation 
1300  56.97873624  024.07257053 322.43 tie_down turboprops|props GA Hangar 6 Apron 
1301 B general_aviation 
1300  56.97954323  024.07291214 261.47 tie_down turboprops|props GA Hangar 7W Apron 
1301 A general_aviation 
1300  56.97965523  024.07425137  81.55 tie_down turboprops|props GA Hangar 7E Apron 
1301 A general_aviation 
1300  56.99828359  024.07077782 246.71 tie_down fighters Old QRA 2
1301 B military 
1300  56.99784777  024.07071661 245.37 tie_down fighters Old QRA 1
1301 B military 
1300  56.99324527  024.07548743 265.90 tie_down fighters Old Stby 1
1301 A military 
1300  56.99377616  024.07526215 249.79 tie_down fighters Old Stby 2
1301 A military 
1300  56.99423753  024.07477402 230.82 tie_down fighters Old Stby 3
1301 A military 
1300  56.99457681  024.07399807 219.56 tie_down fighters Old Stby 4
1301 B military 
1300  56.99594080  024.07253094 132.81 tie_down fighters Old Dispersal E 1
1301 A military 
1300  56.99566823  024.07310225 310.70 tie_down fighters Old Dispersal E 2
1301 B military 
1300  56.99667908  024.07372084 132.34 tie_down fighters Old Dispersal E 3
1301 A military 
1300  56.99645803  024.07461523 312.28 tie_down fighters Old Dispersal E 4
1301 B military 
19  56.98959554  024.07570972 0 Windsock
51 12395 CTAF
55 11810 Riga Tower
99
