I
1050 Generated by WorldEditor 2.1.0r1

1    442 1 0 YPTN Tindal (Military)
1302 city 
111 -14.51250919  132.38039640
111 -14.51252064  132.38037775
111 -14.51255895  132.38040319
111 -14.51257569  132.38037595
111 -14.51267183  132.38021948
111 -14.51268774  132.38019359
111 -14.51269217  132.38018638
111 -14.51290487  132.38032589
111 -14.51290048  132.38033303
111 -14.51288331  132.38036099
111 -14.51278637  132.38051881
111 -14.51276980  132.38054579
111 -14.51280492  132.38056892
113 -14.51279538  132.38058446
110 2 0.00 84.0000 New Taxiway 32
111 -14.51318839  132.38172922
111 -14.51323147  132.38174161
111 -14.51340520  132.38179156
111 -14.51344051  132.38180172
111 -14.51344848  132.38180401
111 -14.51338085  132.38205472
111 -14.51337297  132.38205246
111 -14.51333717  132.38204217
111 -14.51316322  132.38199217
111 -14.51313796  132.38198492
111 -14.51312671  132.38202634
113 -14.51310955  132.38202141
110 2 0.00 84.0000 New Taxiway 1
111 -14.53245713  132.38412571
111 -14.53229407  132.38430482
111 -14.53211359  132.38414351
111 -14.53226833  132.38396460
111 -14.53225172  132.38395029
111 -14.53226962  132.38393168
111 -14.53224540  132.38390964
111 -14.53217421  132.38384556
111 -14.53236688  132.38362548
111 -14.53255491  132.38358721
111 -14.53257899  132.38359199
111 -14.53266421  132.38367141
111 -14.53266050  132.38388384
111 -14.53249192  132.38407904
111 -14.53249192  132.38410392
111 -14.53309114  132.38464509
111 -14.53311986  132.38464127
111 -14.53324069  132.38449817
111 -14.53342553  132.38443362
111 -14.53350889  132.38451687
111 -14.53348203  132.38472069
111 -14.53339218  132.38483647
111 -14.53343016  132.38487092
111 -14.53345054  132.38490441
111 -14.53339403  132.38496852
111 -14.53331527  132.38489767
111 -14.53321897  132.38490201
111 -14.53313746  132.38498813
111 -14.53304908  132.38490571
111 -14.53313059  132.38481959
111 -14.53312870  132.38472983
113 -14.53250842  132.38417184
111 -14.53331548  132.38476125
111 -14.53334684  132.38472252
111 -14.53335917  132.38473360
111 -14.53342302  132.38465473
111 -14.53340426  132.38463867
113 -14.53330905  132.38475627
111 -14.53317558  132.38463942
111 -14.53327079  132.38452183
111 -14.53326436  132.38451685
113 -14.53316915  132.38463444
111 -14.53244306  132.38402055
111 -14.53251867  132.38392841
111 -14.53254090  132.38394850
111 -14.53257982  132.38390107
111 -14.53255759  132.38388097
111 -14.53259775  132.38383204
111 -14.53258848  132.38382439
113 -14.53243380  132.38401289
111 -14.53226522  132.38385884
111 -14.53241990  132.38367033
111 -14.53241064  132.38366268
111 -14.53237105  132.38371091
111 -14.53233956  132.38368412
111 -14.53229960  132.38373282
111 -14.53233109  132.38375961
113 -14.53225595  132.38385118
110 2 0.00 84.0000 New Taxiway 29
111 -14.53100221  132.38542274
111 -14.53032490  132.38621975
111 -14.53018564  132.38609515
112 -14.53018564  132.38609515 -14.53024045  132.38585525 3
111 -14.53007885  132.38572392 3
111 -14.52943303  132.38514082
112 -14.52943303  132.38514082 -14.52967882  132.38480812 3
111 -14.52940448  132.38453919
111 -14.52912649  132.38428953
113 -14.52938655  132.38397627
111 -14.52951501  132.38512071
111 -14.52957807  132.38518165
111 -14.52966960  132.38507869
113 -14.52960654  132.38502195
111 -14.52962485  132.38521947
111 -14.52968790  132.38528041
111 -14.52977944  132.38517745
113 -14.52971638  132.38512071
111 -14.52973469  132.38532033
111 -14.52979774  132.38538127
111 -14.52988928  132.38527831
113 -14.52982622  132.38522157
111 -14.52984656  132.38542119
111 -14.52990962  132.38548213
111 -14.53000115  132.38537917
113 -14.52993810  132.38532243
111 -14.52995844  132.38551995
111 -14.53002149  132.38558089
111 -14.53011303  132.38547793
113 -14.53004997  132.38542119
111 -14.53006828  132.38561661
111 -14.53013133  132.38567755
111 -14.53022287  132.38557459
113 -14.53015981  132.38551785
111 -14.53018015  132.38571747
111 -14.53024321  132.38577841
111 -14.53033474  132.38567545
113 -14.53027169  132.38561871
110 2 0.00 84.0000 New Taxiway 28
111 -14.51148151  132.36475170
111 -14.51157050  132.36464518
111 -14.51175871  132.36481825
111 -14.51167767  132.36491524
111 -14.51163529  132.36487584
113 -14.51162734  132.36488536
110 2 0.00 84.0000 New Taxiway 28
111 -14.51191829  132.36515205
111 -14.51203554  132.36501052
111 -14.51216819  132.36513210
113 -14.51205094  132.36527363
110 2 0.00 84.0000 New Taxiway 28
111 -14.51175206  132.36499968
111 -14.51189614  132.36483188
111 -14.51199863  132.36492583
113 -14.51185455  132.36509363
110 2 0.00 84.0000 New Taxiway 27
111 -14.51046891  132.37087257 3
111 -14.51092292  132.37034612 3
111 -14.51164870  132.36947988 3
111 -14.51205050  132.36900033
111 -14.51231684  132.36868689
111 -14.51233062  132.36869958 3
111 -14.51239955  132.36861474
111 -14.51261685  132.36881279
112 -14.51261685  132.36881279 -14.51257047  132.36890608 3
111 -14.51263128  132.36896761
111 -14.51388659  132.37010942
111 -14.51362240  132.37041208
111 -14.51340467  132.37020874 3
112 -14.51282554  132.37026551 -14.51258145  132.37055799
111 -14.51282554  132.37026551 3
111 -14.51220940  132.36969293
112 -14.51220940  132.36969293 -14.51209175  132.36958508 3
112 -14.51183382  132.36964335 -14.51171865  132.36969414
111 -14.51183382  132.36964335
112 -14.51183382  132.36964335 -14.51158820  132.36975167 3
112 -14.51164963  132.37034507 -14.51187729  132.37056650
111 -14.51164963  132.37034507 3
111 -14.51197183  132.37062998
111 -14.51188165  132.37073454 3
111 -14.51155945  132.37044963 3
111 -14.51142608  132.37032454
112 -14.51142608  132.37032454 -14.51126498  132.37018083 3
112 -14.51119867  132.37060336 -14.51136221  132.37075464
111 -14.51119867  132.37060336 3
111 -14.51383700  132.37295647
111 -14.51384548  132.37294772
112 -14.51396112  132.37296805 -14.51404587  132.37296279
111 -14.51396112  132.37296805
111 -14.51409126  132.37309655
112 -14.51409126  132.37309655 -14.51405566  132.37311581 3
111 -14.51402515  132.37315258 3
111 -14.51358613  132.37366385
111 -14.51169119  132.37196705
112 -14.51153318  132.37198904 -14.51145507  132.37206973
111 -14.51153318  132.37198904
111 -14.51102547  132.37257903
111 -14.50999493  132.37165624
113 -14.51057532  132.37096785 3
111 -14.51276381  132.37011083
111 -14.51282992  132.37017211
111 -14.51292145  132.37006180
113 -14.51286043  132.37000577
111 -14.51265363  132.37001278
111 -14.51271974  132.37007406
111 -14.51281127  132.36996375
113 -14.51275025  132.36990772
111 -14.51254345  132.36991297
111 -14.51260956  132.36997426
111 -14.51270109  132.36986395
113 -14.51264007  132.36980792
111 -14.51243836  132.36981667
111 -14.51250446  132.36987795
111 -14.51259600  132.36976765
113 -14.51253498  132.36971162
111 -14.51232648  132.36971687
111 -14.51239259  132.36977815
111 -14.51248412  132.36966784
113 -14.51242310  132.36961182
111 -14.51221630  132.36962057
111 -14.51228241  132.36968185
111 -14.51237395  132.36957154
113 -14.51231292  132.36951551
111 -14.51210952  132.36952602
111 -14.51217562  132.36958730
111 -14.51226716  132.36947699
113 -14.51220613  132.36942096
110 2 0.00 84.0000 New Taxiway 26
111 -14.51211456  132.37286287
111 -14.51215411  132.37289720
111 -14.51228362  132.37300964
111 -14.51229898  132.37302297
111 -14.51213026  132.37322461
113 -14.51194878  132.37306553
110 2 0.00 84.0000 New Taxiway 25
111 -14.52059576  132.38456234
111 -14.52070270  132.38456445
111 -14.52069930  132.38467493
111 -14.52059235  132.38467211
111 -14.52059385  132.38462356
113 -14.52059462  132.38459896
110 2 0.00 84.0000 New Taxiway 24
111 -14.52026949  132.38411619
111 -14.52037712  132.38411619
111 -14.52037644  132.38422878
111 -14.52028313  132.38422579
111 -14.52028934  132.38412938
113 -14.52026949  132.38414292
110 2 0.00 84.0000 New Taxiway 23
111 -14.51977744  132.38315886
112 -14.51977744  132.38315886 -14.51975938  132.38317884
111 -14.51971553  132.38318950
111 -14.51971697  132.38325111
111 -14.51974619  132.38328227
111 -14.51962115  132.38328319
111 -14.51962115  132.38331602
111 -14.51943162  132.38331742
111 -14.51943044  132.38312165
111 -14.51961878  132.38312072
113 -14.51962114  132.38315963
110 2 0.00 84.0000 New Taxiway 22
111 -14.51984838  132.38315486
111 -14.51991071  132.38315205
111 -14.51991306  132.38327972
113 -14.51986644  132.38328010
110 2 0.00 84.0000 New Taxiway 21
111 -14.51618477  132.37827649
111 -14.51619647  132.37865150
111 -14.51574677  132.37867303
111 -14.51570188  132.37867515
111 -14.51568753  132.37829784
113 -14.51572264  132.37829639
110 2 0.00 84.0000 New Taxiway 21
111 -14.51640652  132.38475562
111 -14.51641822  132.38513063
111 -14.51605763  132.38514764
111 -14.51601274  132.38514975
111 -14.51599839  132.38477244
113 -14.51603350  132.38477099
110 2 0.00 84.0000 New Taxiway 21
111 -14.52160280  132.38631203
111 -14.52196480  132.38628127
111 -14.52199923  132.38665245
111 -14.52200351  132.38669865
111 -14.52163941  132.38673227
113 -14.52163626  132.38669612
110 2 0.00 84.0000 New Taxiway 21
111 -14.51836309  132.38662824
111 -14.51872509  132.38659748
111 -14.51875951  132.38696865
111 -14.51876380  132.38701486
111 -14.51839970  132.38704848
113 -14.51839655  132.38701232
110 2 0.00 84.0000 New Taxiway 21
111 -14.51836309  132.38662824
111 -14.51872509  132.38659748
111 -14.51875951  132.38696865
111 -14.51876380  132.38701486
111 -14.51839970  132.38704848
113 -14.51839655  132.38701232
110 2 0.00 84.0000 New Taxiway 20
111 -14.51900328  132.38975700
111 -14.51940359  132.38971413
111 -14.51944020  132.39013269
113 -14.51904234  132.39016799
110 2 0.00 84.0000 New Taxiway 19
111 -14.51956876  132.39143452
111 -14.51959867  132.39179688
111 -14.51920111  132.39183535
113 -14.51916953  132.39147269
110 2 0.00 84.0000 New Taxiway 18
111 -14.52054120  132.39088439
111 -14.52053892  132.39085987
111 -14.52047384  132.39086603
111 -14.52043810  132.39048242
111 -14.52050317  132.39047626
111 -14.52050080  132.39045084
111 -14.52078230  132.39042411
111 -14.52078461  132.39044870
111 -14.52083954  132.39044363
111 -14.52087554  132.39082780
111 -14.52082061  132.39083286
113 -14.52082293  132.39085765
110 2 0.00 84.0000 New Taxiway 17
111 -14.52597830  132.39712932
111 -14.52597812  132.39711895
111 -14.52571729  132.39712317
111 -14.52571410  132.39692556
111 -14.52571392  132.39691433
111 -14.52597475  132.39691012
111 -14.52597458  132.39689959
111 -14.52585566  132.39690196
111 -14.52585486  132.39685242
111 -14.52591038  132.39685072
111 -14.52590991  132.39682223
111 -14.52597332  132.39682156
111 -14.52597197  132.39673839
111 -14.52590922  132.39673941
111 -14.52590885  132.39671634
111 -14.52585497  132.39671770
111 -14.52585425  132.39667324
111 -14.52597088  132.39667086
111 -14.52597069  132.39665933
111 -14.52570939  132.39666401
111 -14.52570849  132.39660831
111 -14.52570600  132.39645467
111 -14.52596730  132.39645000
111 -14.52596715  132.39644123
111 -14.52630715  132.39643542
111 -14.52698973  132.39642857
111 -14.52732360  132.39642538
111 -14.52732376  132.39643483
111 -14.52758457  132.39642998
111 -14.52758667  132.39655434
111 -14.52758810  132.39663914
111 -14.52732729  132.39664400
111 -14.52732746  132.39665350
111 -14.52745804  132.39665181
111 -14.52745889  132.39670187
111 -14.52739154  132.39670272
111 -14.52739187  132.39672188
111 -14.52732863  132.39672272
111 -14.52733005  132.39680678
111 -14.52739247  132.39680594
111 -14.52739293  132.39683337
111 -14.52744878  132.39683224
111 -14.52744956  132.39687833
111 -14.52733129  132.39688031
111 -14.52733154  132.39689502
111 -14.52759235  132.39689055
111 -14.52759588  132.39709989
111 -14.52733468  132.39710565
111 -14.52733523  132.39711334
111 -14.52700135  132.39711639
111 -14.52699211  132.39656919
111 -14.52698558  132.39656937
112 -14.52698558  132.39656937 -14.52698274  132.39652011
111 -14.52692200  132.39651205
111 -14.52682378  132.39651325
111 -14.52675723  132.39657933
111 -14.52675895  132.39679335
111 -14.52679654  132.39681270
111 -14.52679924  132.39707602
111 -14.52660864  132.39707700
111 -14.52660637  132.39686589
111 -14.52655130  132.39686617
111 -14.52655042  132.39681504
111 -14.52652951  132.39681532
111 -14.52652927  132.39678838
111 -14.52655018  132.39678810
111 -14.52654903  132.39658410
111 -14.52648545  132.39651736
111 -14.52638045  132.39651864
112 -14.52631460  132.39658865 -14.52631517  132.39664495
111 -14.52631460  132.39658865
111 -14.52630887  132.39658882
113 -14.52631493  132.39712388
110 2 0.00 84.0000 small patch L
111 -14.52929364  132.39168000
111 -14.52929414  132.39171594
111 -14.52916081  132.39171920
113 -14.52916017  132.39168051
110 2 0.00 84.0000 small patch L
111 -14.52805222  132.38893679
111 -14.52803633  132.38891396
111 -14.52799645  132.38885665
111 -14.52802452  132.38883540
111 -14.52809861  132.38893716
111 -14.52804666  132.38897707
111 -14.52806497  132.38900342
111 -14.52807957  132.38902437
111 -14.52812933  132.38909576
111 -14.52814364  132.38911631
111 -14.52816225  132.38914301
111 -14.52828101  132.38902402
111 -14.52834111  132.38909842
111 -14.52822270  132.38919702
111 -14.52819299  132.38915493
111 -14.52796615  132.38932312
111 -14.52794477  132.38929407
111 -14.52797236  132.38928423
111 -14.52795405  132.38925795
111 -14.52793951  132.38923709
111 -14.52788957  132.38916544
111 -14.52787506  132.38914463
111 -14.52785668  132.38911825
111 -14.52783477  132.38913453
111 -14.52781110  132.38910061
111 -14.52781841  132.38909517
113 -14.52782630  132.38910648
110 2 0.00 84.0000 small patch L
111 -14.52673730  132.39073788
111 -14.52670969  132.39071601
111 -14.52678984  132.39060590
113 -14.52681963  132.39062935
110 2 0.00 84.0000 small patch L
111 -14.52565374  132.38925873
111 -14.52564894  132.38920726
111 -14.52564364  132.38914972
111 -14.52567824  132.38914591
111 -14.52569359  132.38928276
111 -14.52565636  132.38928697
111 -14.52563479  132.38928930
111 -14.52563824  132.38932128
111 -14.52564067  132.38934681
111 -14.52564898  132.38943433
111 -14.52565143  132.38946005
111 -14.52565451  132.38949245
111 -14.52581504  132.38945116
111 -14.52583085  132.38954668
111 -14.52568053  132.38957052
111 -14.52567529  132.38951870
111 -14.52539736  132.38954647
111 -14.52539389  132.38951392
111 -14.52542165  132.38951606
111 -14.52541858  132.38948375
111 -14.52541612  132.38945790
111 -14.52540781  132.38937054
111 -14.52540539  132.38934505
111 -14.52540229  132.38931252
111 -14.52537544  132.38931524
111 -14.52537145  132.38927361
111 -14.52538042  132.38927271
113 -14.52538175  132.38928658
110 2 0.00 84.0000 small patch L
111 -14.52494338  132.39138668
111 -14.52494437  132.39142261
111 -14.52481111  132.39142783
113 -14.52480992  132.39138916
110 2 0.00 84.0000 small patch L
111 -14.52256920  132.39048053
111 -14.52254032  132.39046049
111 -14.52261367  132.39034543
113 -14.52264482  132.39036692
110 2 0.00 84.0000 small patch R
111 -14.53017541  132.38947789
111 -14.53014849  132.38945511
111 -14.53023203  132.38934772
113 -14.53026108  132.38937215
110 2 0.00 84.0000 small patch R
111 -14.52431480  132.39345386
111 -14.52434885  132.39346127
111 -14.52432257  132.39359633
113 -14.52428590  132.39358847
110 2 0.00 84.0000 small patch R
111 -14.52848870  132.39327802
111 -14.52845405  132.39328134
111 -14.52844048  132.39314429
113 -14.52847776  132.39314060
110 2 0.00 84.0000 small patch R
111 -14.53081631  132.39366932
111 -14.53084043  132.39364341
111 -14.53093738  132.39373801
113 -14.53091149  132.39376597
110 2 0.00 84.0000 inner L
111 -14.52909144  132.39167699
111 -14.52909140  132.39165938
111 -14.52906680  132.39165953
111 -14.52898204  132.39166006
111 -14.52895641  132.39166022
111 -14.52892490  132.39166041
111 -14.52894999  132.39182934
111 -14.52885647  132.39183685
111 -14.52884726  132.39168003
111 -14.52889769  132.39167939
111 -14.52889640  132.39139095
111 -14.52892333  132.39139082
111 -14.52892349  132.39141872
111 -14.52895579  132.39141851
111 -14.52897945  132.39141836
111 -14.52906555  132.39141782
111 -14.52908967  132.39141766
111 -14.52912146  132.39141746
111 -14.52912131  132.39138958
111 -14.52916180  132.39138930
111 -14.52916185  132.39139861
111 -14.52914835  132.39139870
113 -14.52915000  132.39167760
110 2 0.00 84.0000 inner L
111 -14.52686489  132.39057581
111 -14.52687831  132.39058669
111 -14.52689343  132.39056667
111 -14.52694610  132.39049690
111 -14.52696155  132.39047642
111 -14.52698070  132.39045107
111 -14.52683681  132.39036672
111 -14.52688907  132.39028624
111 -14.52701391  132.39037597
111 -14.52698315  132.39041725
111 -14.52720308  132.39059495
111 -14.52718649  132.39061686
111 -14.52716520  132.39059970
111 -14.52714573  132.39062549
111 -14.52713059  132.39064556
111 -14.52707802  132.39071520
111 -14.52706267  132.39073554
111 -14.52704346  132.39076099
111 -14.52706474  132.39077814
111 -14.52703986  132.39081114
111 -14.52703276  132.39080541
111 -14.52704105  132.39079441
113 -14.52682814  132.39062291
110 2 0.00 84.0000 inner L
111 -14.52477295  132.39138712
111 -14.52477160  132.39136894
111 -14.52474174  132.39136948
111 -14.52471621  132.39136995
111 -14.52463105  132.39137151
111 -14.52460596  132.39137196
111 -14.52457440  132.39137254
111 -14.52460182  132.39154108
111 -14.52450842  132.39154996
111 -14.52449704  132.39139330
111 -14.52454746  132.39139191
111 -14.52454217  132.39110353
111 -14.52456910  132.39110301
111 -14.52456964  132.39113089
111 -14.52460128  132.39113023
111 -14.52462647  132.39112969
111 -14.52471144  132.39112790
111 -14.52473700  132.39112736
111 -14.52476758  132.39112671
111 -14.52476704  132.39109884
111 -14.52480752  132.39109796
111 -14.52480770  132.39110727
111 -14.52479421  132.39110756
113 -14.52479972  132.39138640
110 2 0.00 84.0000 inner L
111 -14.52268619  132.39030998
111 -14.52270080  132.39032057
111 -14.52271478  132.39029946
111 -14.52276317  132.39022640
111 -14.52277704  132.39020545
111 -14.52279481  132.39017861
111 -14.52264612  132.39010369
111 -14.52269342  132.39002001
111 -14.52282343  132.39010152
111 -14.52279522  132.39014470
111 -14.52302545  132.39030790
111 -14.52300728  132.39033458
111 -14.52298793  132.39031508
111 -14.52297019  132.39034187
111 -14.52295614  132.39036309
111 -14.52290791  132.39043593
111 -14.52289404  132.39045688
111 -14.52287615  132.39048389
111 -14.52289842  132.39049964
111 -14.52286291  132.39055332
111 -14.52264942  132.39040244
111 -14.52266209  132.39038329
111 -14.52286815  132.39052892
111 -14.52287576  132.39051740
113 -14.52265325  132.39036002
110 2 0.00 84.0000 inner R
111 -14.52993674  132.38955062
111 -14.53005687  132.38965472
111 -14.53007273  132.38963505
111 -14.53012739  132.38956727
111 -14.53014335  132.38954748
111 -14.53016343  132.38952257
111 -14.53014960  132.38951066
111 -14.53016690  132.38948925
111 -14.53037435  132.38966771
111 -14.53038296  132.38965702
111 -14.53019117  132.38949198
111 -14.53020625  132.38947471
111 -14.53040427  132.38964511
111 -14.53036395  132.38969512
111 -14.53034320  132.38967727
111 -14.53032319  132.38970210
111 -14.53030719  132.38972194
111 -14.53025245  132.38978983
111 -14.53023659  132.38980951
111 -14.53021650  132.38983442
111 -14.53023723  132.38985227
111 -14.53021134  132.38988443
111 -14.53020442  132.38987847
111 -14.53021305  132.38986775
111 -14.53000560  132.38968925
111 -14.52999696  132.38969998
111 -14.52987415  132.38959461
113 -14.52991716  132.38953791
110 2 0.00 84.0000 inner R
111 -14.52449422  132.39327574
111 -14.52434118  132.39324050
111 -14.52433592  132.39326524
111 -14.52431757  132.39335172
111 -14.52431223  132.39337686
111 -14.52430551  132.39340850
111 -14.52432310  132.39341249
111 -14.52431729  132.39343972
111 -14.52405359  132.39338003
111 -14.52405070  132.39339361
111 -14.52430012  132.39345058
111 -14.52429522  132.39347248
111 -14.52403710  132.39341433
111 -14.52405060  132.39335075
111 -14.52407697  132.39335673
111 -14.52408366  132.39332517
111 -14.52408902  132.39329992
111 -14.52410732  132.39321371
111 -14.52411265  132.39318857
111 -14.52411631  132.39317132
111 -14.52408511  132.39316493
111 -14.52410165  132.39311012
111 -14.52411045  132.39311211
111 -14.52410757  132.39312573
111 -14.52437129  132.39318546
111 -14.52437758  132.39315705
113 -14.52451313  132.39319214
110 2 0.00 84.0000 inner R
111 -14.52849712  132.39349220
111 -14.52849917  132.39351964
111 -14.52852663  132.39351734
111 -14.52852443  132.39349009
111 -14.52852235  132.39346435
111 -14.52851521  132.39337607
111 -14.52851314  132.39335043
111 -14.52851056  132.39331851
111 -14.52849262  132.39332008
111 -14.52849037  132.39329228
111 -14.52876882  132.39326775
111 -14.52877060  132.39329579
111 -14.52874370  132.39329814
111 -14.52874636  132.39333067
111 -14.52874844  132.39335604
111 -14.52875566  132.39344407
111 -14.52875775  132.39346961
111 -14.52876040  132.39350193
111 -14.52878729  132.39349959
111 -14.52879234  132.39356451
111 -14.52850527  132.39358935
111 -14.52850537  132.39360245
111 -14.52835776  132.39361491
113 -14.52834451  132.39350543
110 2 0.00 84.0000 inner R
111 -14.53065514  132.39353312
111 -14.53067258  132.39355075
111 -14.53073430  132.39361313
111 -14.53075173  132.39363075
111 -14.53077415  132.39365341
111 -14.53078674  132.39364012
111 -14.53080602  132.39365964
111 -14.53061726  132.39385902
111 -14.53062688  132.39386874
111 -14.53080145  132.39368441
111 -14.53081691  132.39370132
111 -14.53063667  132.39389163
111 -14.53059164  132.39384611
111 -14.53061052  132.39382618
111 -14.53058846  132.39380388
111 -14.53057019  132.39378542
111 -14.53050917  132.39372376
111 -14.53049159  132.39370599
111 -14.53046900  132.39368316
111 -14.53045012  132.39370308
111 -14.53042116  132.39367385
111 -14.53042746  132.39366720
111 -14.53043711  132.39367694
111 -14.53062591  132.39347758
111 -14.53061625  132.39346782
111 -14.53072773  132.39334977
113 -14.53077901  132.39339859
110 2 0.00 84.0000 inner S
111 -14.52648570  132.39297770
111 -14.52648891  132.39324259
111 -14.52646671  132.39324310
111 -14.52646291  132.39296888
111 -14.52653058  132.39296790
111 -14.52652643  132.39299571
111 -14.52655817  132.39299527
111 -14.52658276  132.39299492
111 -14.52666817  132.39299421
111 -14.52669326  132.39299396
111 -14.52672430  132.39299366
111 -14.52672382  132.39296474
111 -14.52678656  132.39296434
111 -14.52679099  132.39324759
111 -14.52693474  132.39325168
111 -14.52693483  132.39330544
111 -14.52672777  132.39330709
111 -14.52672742  132.39323473
111 -14.52669609  132.39323515
111 -14.52667118  132.39323549
111 -14.52658580  132.39323664
111 -14.52656047  132.39323698
111 -14.52652917  132.39323756
111 -14.52652953  132.39325839
111 -14.52650273  132.39325866
113 -14.52649919  132.39297745
111 -14.52675112  132.39297392
111 -14.52675467  132.39325279
111 -14.52676816  132.39325259
113 -14.52676465  132.39297374
110 2 0.00 84.0000 inner S
111 -14.53131773  132.39168461
111 -14.53128379  132.39168618
111 -14.53128471  132.39170050
111 -14.53099390  132.39171398
111 -14.53099109  132.39164890
111 -14.53102691  132.39164724
111 -14.53102435  132.39158910
111 -14.53102095  132.39150094
111 -14.53101963  132.39147523
111 -14.53101803  132.39144292
111 -14.53097955  132.39144470
111 -14.53097845  132.39141891
111 -14.53098995  132.39141882
111 -14.53098938  132.39140202
111 -14.53099825  132.39140196
111 -14.53099885  132.39141586
111 -14.53126854  132.39140340
111 -14.53126807  132.39138993
111 -14.53126513  132.39130664
111 -14.53130374  132.39130488
111 -14.53130837  132.39142950
111 -14.53125179  132.39143212
111 -14.53125319  132.39146446
111 -14.53125430  132.39149017
111 -14.53125813  132.39157829
111 -14.53125926  132.39160443
113 -14.53131414  132.39160199
111 -14.53101075  132.39168988
111 -14.53128046  132.39167736
111 -14.53127983  132.39166344
113 -14.53101014  132.39167591
110 1 0.00 84.0000 main asphalt
111 -14.53081707  132.38521844
112 -14.53102801  132.38521243 -14.53112526  132.38511712
111 -14.53102801  132.38521243
111 -14.53209806  132.38412731
111 -14.53225172  132.38395029
111 -14.53226833  132.38396460
111 -14.53211359  132.38414351
111 -14.53229407  132.38430482
111 -14.53227990  132.38431622
111 -14.53221207  132.38427140
112 -14.53210462  132.38430246 -14.53204616  132.38436208
111 -14.53210462  132.38430246
111 -14.53101069  132.38542031
111 -14.53141499  132.38578021
