I
1050 Generated by WorldEditor 2.1.0r1

1    333 1 0 LIPL Ghedi Airbase
1302 city Ghedi
111  45.43354063  010.28566940
111  45.43356508  010.28567443
111  45.43358681  010.28567889
111  45.43361043  010.28568375
111  45.43363377  010.28568855
111  45.43365711  010.28569334
111  45.43367849  010.28569774
111  45.43370113  010.28570239
111  45.43372271  010.28570683
111  45.43374634  010.28571168
111  45.43376772  010.28571608
111  45.43379056  010.28572077
111  45.43381355  010.28572550
111  45.43383557  010.28573002
111  45.43385709  010.28573445
111  45.43388028  010.28573922
111  45.43390215  010.28574371
111  45.43392500  010.28574841
111  45.43394638  010.28575280
111  45.43397000  010.28575766
111  45.43399090  010.28576195
111  45.43401374  010.28576665
111  45.43403610  010.28577124
111  45.43405811  010.28577577
111  45.43408047  010.28578037
111  45.43410381  010.28578516
111  45.43412582  010.28578969
111  45.43414832  010.28579431
111  45.43417166  010.28579911
111  45.43419241  010.28580337
111  45.43421491  010.28580800
111  45.43423790  010.28581272
111  45.43426026  010.28581732
111  45.43428247  010.28582189
111  45.43430414  010.28582634
111  45.43432664  010.28583096
111  45.43434934  010.28583563
111  45.43437052  010.28583998
111  45.43439288  010.28584458
111  45.43441363  010.28584885
111  45.43443428  010.28585309
111  45.43443989  010.28579140
112  45.43443989  010.28579140  45.43448564  010.28577584
111  45.43449308  010.28571922
111  45.43449970  010.28564868
111  45.43454349  010.28565666
111  45.43454661  010.28562338
111  45.43454963  010.28559125
111  45.43455261  010.28555941
111  45.43455539  010.28552972
111  45.43455832  010.28549846
111  45.43456118  010.28546801
111  45.43456424  010.28543530
111  45.43456724  010.28540336
111  45.43452344  010.28539538
111  45.43452484  010.28538049
111  45.43454997  010.28535806
111  45.43483331  010.28541122
111  45.43493901  010.28529351
111  45.43494345  010.28523781
111  45.43504471  010.28524414
112  45.43503227  010.28518465  45.43499674  010.28516819
111  45.43501895  010.28512263
111  45.43494878  010.28513275
111  45.43487506  010.28511503
111  45.43487861  010.28504162
111  45.43486440  010.28502137
111  45.43466604  010.28498608
111  45.43462341  010.28503417
111  45.43411837  010.28492929
111  45.43409572  010.28486520
111  45.43401299  010.28484778
111  45.43396247  010.28489691
111  45.43290469  010.28467723
111  45.43288321  010.28460834
111  45.43287982  010.28459749
112  45.43295532  010.28448611  45.43302816  010.28443295
111  45.43341187  010.28416967
112  45.43341187  010.28416967  45.43347671  010.28412537
111  45.43349625  010.28401272
111  45.43366324  010.28312291
111  45.43370498  010.28298747
112  45.43365169  010.28296216  45.43364991  010.28291406
111  45.43359218  010.28294317
111  45.43358685  010.28307987
111  45.43342075  010.28397348
112  45.43337812  010.28406588  45.43335502  010.28408487
111  45.43337812  010.28406588
111  45.43282919  010.28444433
111  45.43282536  010.28443818
112  45.43275903  010.28447851  45.43271373  010.28450382
111  45.43267997  010.28449370
111  45.43218346  010.28407474
111  45.43212440  010.28396984
113  45.43203157  010.28419752
111  45.43460043  010.28522071
111  45.43462243  010.28525834
111  45.43462243  010.28527464
111  45.43455027  010.28529596
111  45.43453276  010.28529240
111  45.43453938  010.28522854
111  45.43452204  010.28522501
111  45.43450974  010.28522251
111  45.43449464  010.28521945
111  45.43448185  010.28521685
111  45.43446514  010.28521345
111  45.43445402  010.28521119
111  45.43443354  010.28520703
111  45.43441181  010.28520261
111  45.43438979  010.28519814
111  45.43436791  010.28519370
111  45.43434568  010.28518918
111  45.43432288  010.28518455
111  45.43430086  010.28518007
111  45.43427800  010.28517543
111  45.43425466  010.28517068
111  45.43423327  010.28516634
111  45.43421124  010.28516186
111  45.43420523  010.28522584
111  45.43417512  010.28521973
111  45.43418174  010.28515369
111  45.43416909  010.28515112
111  45.43415078  010.28514740
111  45.43413764  010.28514473
111  45.43411673  010.28514048
111  45.43410492  010.28513808
111  45.43409830  010.28520412
111  45.43406684  010.28519773
111  45.43407346  010.28513242
111  45.43405333  010.28512833
111  45.43403131  010.28512385
111  45.43400894  010.28511931
111  45.43398664  010.28511477
111  45.43396392  010.28511016
111  45.43394204  010.28510571
111  45.43391918  010.28510107
111  45.43389696  010.28509655
111  45.43387542  010.28509218
111  45.43385053  010.28508712
111  45.43384391  010.28515243
111  45.43381861  010.28514729
111  45.43382523  010.28508052
111  45.43381076  010.28507759
111  45.43379230  010.28507384
111  45.43378063  010.28507146
111  45.43376183  010.28506764
111  45.43374757  010.28506474
111  45.43374094  010.28513151
111  45.43371214  010.28512566
111  45.43371876  010.28506034
111  45.43369409  010.28505533
111  45.43367304  010.28505106
111  45.43364970  010.28504631
111  45.43362670  010.28504164
111  45.43360363  010.28503695
111  45.43357986  010.28503212
111  45.43355763  010.28502760
111  45.43353478  010.28502296
111  45.43351114  010.28501816
111  45.43348829  010.28501351
111  45.43346480  010.28500874
111  45.43344243  010.28500420
111  45.43341992  010.28499962
111  45.43339783  010.28499513
111  45.43337483  010.28499046
111  45.43335344  010.28498611
111  45.43333156  010.28498167
111  45.43330793  010.28497687
111  45.43328654  010.28497252
111  45.43326466  010.28496808
111  45.43324117  010.28496330
111  45.43321992  010.28495898
111  45.43319853  010.28495464
111  45.43317749  010.28495036
111  45.43316708  010.28494825
111  45.43314848  010.28494447
111  45.43313485  010.28494170
111  45.43311569  010.28493781
111  45.43310500  010.28493563
111  45.43309838  010.28500095
111  45.43309434  010.28500013
111  45.43306124  010.28494570
112  45.43306124  010.28494570  45.43305360  010.28493336
112  45.43307601  010.28490941  45.43308823  010.28491159
113  45.43307601  010.28490941
111  45.43368463  010.28541524
111  45.43371873  010.28542182
111  45.43372257  010.28543062
111  45.43371144  010.28555420
111  45.43370821  010.28556139
111  45.43367016  010.28555445
111  45.43367676  010.28549099
111  45.43365298  010.28548619
111  45.43363050  010.28548165
111  45.43360797  010.28547710
111  45.43358322  010.28547210
111  45.43356107  010.28546763
111  45.43353732  010.28546283
111  45.43351399  010.28545812
111  45.43349142  010.28545356
111  45.43346886  010.28544899
111  45.43344474  010.28544412
111  45.43343876  010.28550770
112  45.43340172  010.28549057  45.43338950  010.28547402
111  45.43340172  010.28549057
111  45.43336192  010.28543476
111  45.43336046  010.28542393
111  45.43336651  010.28535808
111  45.43337164  010.28535151
111  45.43340791  010.28535996
111  45.43340193  010.28542360
111  45.43342115  010.28542742
111  45.43344592  010.28543233
111  45.43346808  010.28543673
111  45.43349285  010.28544165
111  45.43351544  010.28544613
111  45.43353819  010.28545065
111  45.43356120  010.28545521
111  45.43358471  010.28545988
111  45.43361001  010.28546490
111  45.43363219  010.28546942
111  45.43365481  010.28547404
113  45.43367803  010.28547877
111  45.43370541  010.28520014
111  45.43373951  010.28520671
111  45.43374335  010.28521551
111  45.43373222  010.28533910
111  45.43372899  010.28534628
111  45.43369094  010.28533934
111  45.43369753  010.28527589
111  45.43367376  010.28527106
111  45.43365128  010.28526649
111  45.43362875  010.28526191
111  45.43360793  010.28525768
111  45.43358246  010.28525251
111  45.43355972  010.28524789
111  45.43353691  010.28524325
111  45.43351342  010.28523848
111  45.43349027  010.28523378
111  45.43346653  010.28522896
111  45.43344321  010.28522422
111  45.43342396  010.28522031
111  45.43341798  010.28528388
111  45.43338025  010.28527626
111  45.43337697  010.28526717
111  45.43338851  010.28514123
111  45.43339364  010.28513640
111  45.43343113  010.28514398
111  45.43342515  010.28520762
111  45.43344476  010.28521164
111  45.43346849  010.28521650
111  45.43349181  010.28522128
111  45.43351571  010.28522617
111  45.43353868  010.28523087
111  45.43356066  010.28523537
111  45.43358439  010.28524023
111  45.43360886  010.28524524
111  45.43363079  010.28524974
111  45.43365297  010.28525428
111  45.43367559  010.28525891
113  45.43369880  010.28526366
111  45.43406353  010.28527329
111  45.43409763  010.28527987
111  45.43410147  010.28528866
111  45.43409034  010.28541225
111  45.43408711  010.28541944
111  45.43404906  010.28541250
111  45.43405565  010.28534904
111  45.43403188  010.28534424
111  45.43400939  010.28533970
111  45.43398687  010.28533515
111  45.43396603  010.28533094
111  45.43394307  010.28532630
111  45.43392156  010.28532196
111  45.43389917  010.28531744
111  45.43387620  010.28531280
111  45.43385392  010.28530830
111  45.43383219  010.28530391
111  45.43382621  010.28536749
111  45.43378848  010.28535987
111  45.43378520  010.28535077
111  45.43379674  010.28522483
111  45.43380187  010.28522000
111  45.43383936  010.28522759
111  45.43383338  010.28529123
111  45.43385581  010.28529580
111  45.43387843  010.28530042
111  45.43390115  010.28530505
111  45.43392289  010.28530948
111  45.43394435  010.28531386
111  45.43396697  010.28531847
111  45.43398891  010.28532295
111  45.43401109  010.28532747
111  45.43403371  010.28533208
113  45.43405692  010.28533682
111  45.43404336  010.28548927
111  45.43407746  010.28549584
111  45.43408131  010.28550464
111  45.43407017  010.28562823
111  45.43406694  010.28563542
111  45.43402889  010.28562847
111  45.43403549  010.28556502
111  45.43401171  010.28556022
111  45.43398923  010.28555568
111  45.43396670  010.28555113
111  45.43394587  010.28554692
111  45.43392290  010.28554228
111  45.43390139  010.28553794
111  45.43387900  010.28553342
111  45.43385604  010.28552878
111  45.43383375  010.28552428
111  45.43381202  010.28551989
111  45.43380604  010.28558347
111  45.43376832  010.28557585
111  45.43376503  010.28556675
111  45.43377658  010.28544081
111  45.43378171  010.28543598
111  45.43381920  010.28544356
111  45.43381321  010.28550721
111  45.43383565  010.28551178
111  45.43385826  010.28551640
111  45.43388098  010.28552103
111  45.43390272  010.28552546
111  45.43392418  010.28552984
111  45.43394680  010.28553445
111  45.43396874  010.28553893
111  45.43399092  010.28554345
111  45.43401354  010.28554806
113  45.43403676  010.28555280
111  45.43440030  010.28556301
112  45.43440030  010.28556301  45.43446787  010.28557648
112  45.43438582  010.28570221  45.43431747  010.28568906
111  45.43438582  010.28570221
111  45.43439242  010.28563876
111  45.43436865  010.28563396
111  45.43434616  010.28562942
111  45.43432363  010.28562487
111  45.43430280  010.28562066
111  45.43427984  010.28561602
111  45.43425833  010.28561168
111  45.43423594  010.28560716
111  45.43421297  010.28560252
111  45.43419069  010.28559802
111  45.43416896  010.28559363
111  45.43416298  010.28565720
111  45.43412525  010.28564958
111  45.43412197  010.28564049
111  45.43413351  010.28551455
111  45.43413864  010.28550972
111  45.43417613  010.28551730
111  45.43417015  010.28558095
111  45.43419258  010.28558552
111  45.43421520  010.28559013
111  45.43423792  010.28559477
111  45.43425966  010.28559920
111  45.43428112  010.28560358
111  45.43430374  010.28560819
111  45.43432568  010.28561266
111  45.43434786  010.28561719
111  45.43437048  010.28562180
113  45.43439369  010.28562654
111  45.43442230  010.28534703
112  45.43442230  010.28534703  45.43448987  010.28536050
112  45.43440783  010.28548624  45.43433947  010.28547308
111  45.43440783  010.28548624
111  45.43441442  010.28542278
111  45.43439065  010.28541798
111  45.43436816  010.28541344
111  45.43434563  010.28540889
111  45.43432480  010.28540468
111  45.43430184  010.28540004
111  45.43428033  010.28539570
111  45.43425794  010.28539118
111  45.43423497  010.28538654
111  45.43421269  010.28538204
111  45.43419096  010.28537765
111  45.43418498  010.28544122
111  45.43414725  010.28543360
111  45.43414397  010.28542451
111  45.43415551  010.28529857
111  45.43416064  010.28529374
111  45.43419813  010.28530132
111  45.43419215  010.28536497
111  45.43421458  010.28536954
111  45.43423720  010.28537415
111  45.43425992  010.28537879
111  45.43428166  010.28538322
111  45.43430312  010.28538760
111  45.43432574  010.28539221
111  45.43434768  010.28539669
111  45.43436986  010.28540121
111  45.43439248  010.28540582
113  45.43441569  010.28541056
111  45.43332938  010.28512224
111  45.43333488  010.28513269
111  45.43332204  010.28525548
111  45.43331593  010.28526245
111  45.43330915  010.28526097
111  45.43331649  010.28519827
111  45.43329575  010.28519374
111  45.43327289  010.28518876
111  45.43326556  010.28525146
111  45.43324810  010.28524765
111  45.43319126  010.28515359
112  45.43319126  010.28515359  45.43318026  010.28513531
112  45.43320960  010.28509699  45.43322549  010.28509960
111  45.43320960  010.28509699
111  45.43323599  010.28510255
111  45.43323049  010.28516612
111  45.43325091  010.28517043
111  45.43327478  010.28517546
111  45.43329807  010.28518037
111  45.43331943  010.28518488
113  45.43332493  010.28512130
110 2 0.00 84.0000 HAS2l
111  45.42437724  010.28525149
111  45.42424486  010.28520823
111  45.42412372  010.28530626
111  45.42409462  010.28549432
111  45.42414292  010.28560779
111  45.42391975  010.28584629
111  45.42400616  010.28601041
111  45.42422934  010.28577190
111  45.42424577  010.28580345
111  45.42407997  010.28597555
111  45.42411038  010.28603380
111  45.42416536  010.28597673
111  45.42414873  010.28594401
111  45.42427772  010.28581056
111  45.42428965  010.28572577
111  45.42433673  010.28568213
111  45.42435277  010.28566059
113  45.42440860  010.28532080
110 2 0.00 84.0000 HAS2l
111  45.42766200  010.28856182
111  45.42774613  010.28871723
111  45.42788792  010.28874410
111  45.42799227  010.28862105
111  45.42800196  010.28843594
111  45.42827861  010.28838477
111  45.42826006  010.28818130
111  45.42798341  010.28823247
111  45.42797999  010.28819348
111  45.42818377  010.28815989
111  45.42817742  010.28808786
111  45.42810984  010.28809900
111  45.42811302  010.28813915
111  45.42795463  010.28816489
111  45.42791929  010.28824312
111  45.42790897  010.28824883
111  45.42791412  010.28826272
111  45.42785260  010.28826426
113  45.42766862  010.28848234
110 2 0.00 84.0000 HAS2l
111  45.44290445  010.26094681
111  45.44289148  010.26087668
111  45.44269990  010.26067431
111  45.44263504  010.26069051
111  45.44259667  010.26076576
111  45.44236979  010.26053438
111  45.44228601  010.26070130
111  45.44251289  010.26093267
111  45.44249673  010.26096453
111  45.44233158  010.26079109
111  45.44230176  010.26084998
111  45.44235653  010.26090749
111  45.44237341  010.26087502
111  45.44250160  010.26101009
111  45.44254676  010.26099145
111  45.44257241  010.26103370
111  45.44267936  010.26114364
113  45.44282169  010.26110955
110 2 0.00 84.0000 HAS2l
111  45.44330520  010.26206647
111  45.44317381  010.26215930
111  45.44313449  010.26234298
111  45.44319657  010.26250966
111  45.44325862  010.26253850
111  45.44317414  010.26291745
111  45.44331137  010.26297958
111  45.44339586  010.26260063
111  45.44342210  010.26261271
111  45.44335726  010.26289011
111  45.44340575  010.26291238
111  45.44342726  010.26282039
111  45.44340038  010.26280751
111  45.44345101  010.26259206
111  45.44343611  010.26252634
111  45.44345530  010.26247740
111  45.44346339  010.26244049
113  45.44333111  010.26207908
110 2 0.00 84.0000 HAS2l
111  45.44434280  010.25805788
111  45.44445279  010.25821600
111  45.44458729  010.25820482
111  45.44467932  010.25806617
111  45.44468519  010.25800360
111  45.44496384  010.25802300
111  45.44497085  010.25781800
111  45.44469220  010.25779861
111  45.44469368  010.25775936
111  45.44489842  010.25777769
111  45.44490111  010.25770517
111  45.44483322  010.25769909
111  45.44483136  010.25773942
111  45.44467227  010.25772481
111  45.44462481  010.25775484
111  45.44457429  010.25772233
111  45.44453807  010.25773373
113  45.44434472  010.25801896
110 2 0.00 84.0000 HAS2l
111  45.44769663  010.26434567
111  45.44777454  010.26417243
111  45.44774663  010.26397841
111  45.44763348  010.26387525
111  45.44757726  010.26388652
111  45.44752691  010.26349539
111  45.44738529  010.26353246
111  45.44743563  010.26392358
111  45.44740849  010.26393049
111  45.44737428  010.26364218
111  45.44732413  010.26365499
111  45.44733547  010.26375060
111  45.44736344  010.26374397
111  45.44738978  010.26396808
111  45.44742565  010.26399561
111  45.44742252  010.26409758
111  45.44743004  010.26413782
111  45.44743395  010.26413328
113  45.44766663  010.26435129
110 2 0.00 84.0000 HAS2l
111  45.44743268  010.26856070
111  45.44755201  010.26843897
111  45.44756853  010.26824231
111  45.44748780  010.26809273
111  45.44742324  010.26807906
111  45.44746215  010.26768530
111  45.44731956  010.26765669
111  45.44728065  010.26805045
111  45.44725336  010.26804478
111  45.44728480  010.26775583
111  45.44723438  010.26774541
111  45.44722395  010.26784123
111  45.44725196  010.26784753
111  45.44722728  010.26807202
111  45.44725736  010.26811659
111  45.44723648  010.26818610
111  45.44724115  010.26823857
113  45.44740565  010.26855444
110 2 0.00 84.0000 HAS2r
111  45.44686272  010.26997593
111  45.44684193  010.26994373
111  45.44657707  010.26992075
111  45.44655065  010.26994870
111  45.44648506  010.27007271
111  45.44627216  010.27032968
111  45.44636522  010.27048630
111  45.44657812  010.27022933
111  45.44659118  010.27025120
111  45.44643280  010.27043702
111  45.44646652  010.27049503
111  45.44651905  010.27043340
111  45.44650479  010.27040800
111  45.44661065  010.27028379
111  45.44662337  010.27030509
111  45.44676081  010.27030896
111  45.44685738  010.27019480
113  45.44686659  010.27002893
110 2 0.00 84.0000 HAS2r
111  45.44740746  010.26561349
111  45.44740184  010.26563865
111  45.44745675  010.26603201
111  45.44744911  010.26603414
111  45.44748045  010.26607182
111  45.44756850  010.26611275
111  45.44778865  010.26635700
111  45.44787708  010.26619502
111  45.44765693  010.26595077
111  45.44767026  010.26592755
111  45.44783343  010.26610438
111  45.44786611  010.26604705
111  45.44781139  010.26598776
111  45.44779611  010.26601476
111  45.44768766  010.26589723
111  45.44770625  010.26586482
111  45.44767745  010.26567238
113  45.44755389  010.26556916
110 2 0.00 84.0000 HAS2r
111  45.44599291  010.25878244
111  45.44597993  010.25880366
111  45.44600371  010.25919870
111  45.44600017  010.25920353
111  45.44603907  010.25925235
111  45.44612069  010.25930934
111  45.44633187  010.25956919
111  45.44642596  010.25941381
111  45.44621478  010.25915397
111  45.44622874  010.25912731
111  45.44638458  010.25931546
111  45.44641798  010.25926056
111  45.44636576  010.25919644
111  45.44634804  010.25922432
111  45.44624381  010.25909854
111  45.44625604  010.25907519
111  45.44624410  010.25888643
113  45.44614012  010.25876003
110 2 0.00 84.0000 HAS2r
111  45.44534185  010.25958050
111  45.44535031  010.25952790
111  45.44520589  010.25917010
111  45.44517428  010.25915709
111  45.44506223  010.25918728
111  45.44478981  010.25910159
111  45.44475879  010.25930201
111  45.44503121  010.25938770
111  45.44502534  010.25942237
111  45.44482587  010.25936070
111  45.44481322  010.25943399
111  45.44487764  010.25945341
111  45.44488424  010.25941578
111  45.44502442  010.25945803
111  45.44502316  010.25947110
111  45.44509321  010.25963305
113  45.44521970  010.25968342
110 2 0.00 84.0000 HAS2r
111  45.44468849  010.26223925
111  45.44447156  010.26239806
111  45.44444771  010.26246369
111  45.44450520  010.26263904
111  45.44457870  010.26275594
111  45.44469706  010.26311600
111  45.44482745  010.26302890
111  45.44470908  010.26266884
111  45.44472461  010.26265890
111  45.44480748  010.26292231
111  45.44486172  010.26288672
111  45.44483434  010.26279969
111  45.44480794  010.26281746
111  45.44475245  010.26264109
111  45.44476395  010.26263373
111  45.44479808  010.26242027
113  45.44474548  010.26226098
110 2 0.00 84.0000 HAS2r
111  45.44363991  010.25986264
111  45.44361227  010.25991086
111  45.44362404  010.26030615
111  45.44364923  010.26033180
111  45.44374492  010.26039921
111  45.44395612  010.26065899
111  45.44405019  010.26050360
111  45.44383898  010.26024382
111  45.44385234  010.26022247
111  45.44400879  010.26041497
111  45.44404506  010.26035549
111  45.44399240  010.26029069
111  45.44397590  010.26031856
111  45.44387211  010.26019087
111  45.44387901  010.26017984
111  45.44387316  010.25998065
113  45.44377161  010.25985602
110 2 0.00 84.0000 HAS2l
111  45.42254898  010.27844420
111  45.42228730  010.27836063
111  45.42224119  010.27862922
111  45.42225700  010.27865710
111  45.42226678  010.27867927
111  45.42203336  010.27889697
111  45.42211224  010.27906861
111  45.42234566  010.27885091
111  45.42235595  010.27887448
111  45.42218675  010.27903201
111  45.42221446  010.27909237
111  45.42227141  010.27904370
111  45.42225770  010.27901073
111  45.42239455  010.27888879
111  45.42241154  010.27878981
111  45.42249156  010.27872035
111  45.42250768  010.27872563
113  45.42250896  010.27871731
110 2 0.00 84.0000 HAS2r
111  45.42298658  010.27848732
111  45.42303243  010.27820888
111  45.42302546  010.27820019
111  45.42292937  010.27800090
111  45.42277904  010.27766607
111  45.42265775  010.27777664
111  45.42280808  010.27811147
111  45.42278686  010.27813013
111  45.42267809  010.27788741
111  45.42263289  010.27792908
111  45.42266899  010.27800790
111  45.42269590  010.27798699
111  45.42275076  010.27810810
111  45.42275042  010.27811869
111  45.42276595  010.27812366
111  45.42272982  010.27836845
113  45.42284246  010.27844164
110 2 0.00 84.0000 HAS2r
111  45.42536316  010.28594835
111  45.42518126  010.28624023
111  45.42518229  010.28628676
111  45.42519824  010.28629979
111  45.42520798  010.28642408
111  45.42522677  010.28682067
111  45.42537043  010.28680684
111  45.42535165  010.28641024
111  45.42537655  010.28640843
111  45.42539000  010.28669578
111  45.42544369  010.28669021
111  45.42543864  010.28659636
111  45.42541175  010.28659724
111  45.42540335  010.28640634
111  45.42541172  010.28640587
111  45.42550702  010.28625998
113  45.42550513  010.28612262
110 2 0.00 84.0000 HAS2r
111  45.42671979  010.28722419
111  45.42674812  010.28721947
111  45.42694655  010.28691938
111  45.42693455  010.28685859
111  45.42691123  010.28672528
111  45.42689261  010.28632866
111  45.42674894  010.28634238
111  45.42676755  010.28673900
111  45.42674156  010.28674092
111  45.42673056  010.28645252
111  45.42668155  010.28645631
111  45.42668535  010.28655590
111  45.42671028  010.28655381
111  45.42671748  010.28674262
111  45.42670749  010.28674332
111  45.42660919  010.28689226
113  45.42661314  010.28708277
110 2 0.00 84.0000 HAS2r
111  45.43108681  010.28956928
111  45.43107526  010.28960983
111  45.43116474  010.28999360
111  45.43119376  010.29001570
111  45.43130289  010.29003673
111  45.43155683  010.29020132
111  45.43161644  010.29001453
111  45.43136249  010.28984994
111  45.43138828  010.28977251
111  45.43134336  010.28958375
113  45.43122131  010.28950487
110 2 0.00 84.0000 New Taxiway 69
111  45.42975112  010.28931914
111  45.42974760  010.28932618
111  45.43001973  010.28966938
111  45.43002246  010.28964421
111  45.43012482  010.28949067
111  45.43040335  010.28946808
111  45.43039515  010.28926322
111  45.43011662  010.28928582
111  45.43011536  010.28924820
111  45.43032082  010.28923551
111  45.43031792  010.28916279
111  45.43025078  010.28916798
111  45.43025145  010.28920717
111  45.43009150  010.28921683
111  45.43004879  010.28928700
113  45.43004878  010.28929201
110 2 0.00 84.0000 New Taxiway 69
111  45.42687352  010.28271927
111  45.42692308  010.28278767
111  45.42698665  010.28269524
111  45.42696759  010.28266754
111  45.42696706  010.28264310
111  45.42694706  010.28263773
111  45.42692408  010.28260434
111  45.42697757  010.28250574
111  45.42720678  010.28251048
111  45.42720814  010.28232803
111  45.42675713  010.28232302
111  45.42675823  010.28228423
111  45.42674760  010.28226244
111  45.42674764  010.28224966
111  45.42702661  010.28225138
111  45.42702722  010.28204621
111  45.42674825  010.28204449
111  45.42655565  010.28204309
111  45.42644958  010.28189325
111  45.42644219  010.28190334
111  45.42646749  010.28193833
111  45.42638794  010.28204701
111  45.42636264  010.28201202
111  45.42635438  010.28202330
111  45.42649368  010.28221777
111  45.42648743  010.28222567
111  45.42648678  010.28244558
111  45.42647025  010.28245428
111  45.42647122  010.28283240
111  45.42649874  010.28287510
111  45.42649813  010.28301268
111  45.42658491  010.28301280
111  45.42658552  010.28287522
111  45.42661363  010.28283259
111  45.42661179  010.28274464
111  45.42663872  010.28274450
111  45.42663890  010.28272713
111  45.42665157  010.28272839
111  45.42666054  010.28272837
111  45.42666096  010.28312587
111  45.42680496  010.28312554
111  45.42680453  010.28272803
111  45.42682260  010.28272789
113  45.42682430  010.28274694
110 2 0.00 84.0000 New Taxiway 69
111  45.42562725  010.28259844
111  45.42562360  010.28260245
111  45.42560708  010.28315904 102
111  45.42576248  010.28311226
111  45.42576893  010.28310339
111  45.42596272  010.28338933
111  45.42606630  010.28324679
113  45.42587250  010.28296085
110 2 0.00 84.0000 New Taxiway 61
111  45.44159088  010.26147582
112  45.44159088  010.26147582  45.44145236  010.26129419
112  45.44130785  010.26163003  45.44132734  010.26181849
112  45.44161130  010.26164734  45.44170438  010.26138357
113  45.44161130  010.26164734
110 2 0.00 84.0000 New Taxiway 61
111  45.44218327  010.26319376
112  45.44218327  010.26319376  45.44230725  010.26338775
112  45.44247742  010.26309965  45.44247960  010.26290917
112  45.44218197  010.26300582  45.44205578  010.26323090
113  45.44218197  010.26300582
110 2 0.00 84.0000 New Taxiway 61
111  45.44136181  010.26533941
112  45.44136181  010.26533941  45.44129567  010.26558430
112  45.44155289  010.26567030  45.44167334  010.26558775
112  45.44147488  010.26525221  45.44127575  010.26520841
113  45.44147488  010.26525221
110 2 0.00 84.0000 New Taxiway 61
111  45.44091387  010.26420685
112  45.44091387  010.26420685  45.44103539  010.26398492
112  45.44077812  010.26382389  45.44064964  010.26387639
111  45.44077812  010.26382389
112  45.44077812  010.26382389  45.44069288  010.26385872
112  45.44068339  010.26412692  45.44072135  010.26424337
111  45.44068339  010.26412692
112  45.44068339  010.26412692  45.44068783  010.26414055
112  45.44070030  010.26416611  45.44070716  010.26417853
111  45.44070030  010.26416611
112  45.44070030  010.26416611  45.44072317  010.26420752
112  45.44081331  010.26425703  45.44086672  010.26427322
113  45.44081331  010.26425703
110 2 0.00 84.0000 New Taxiway 61
111  45.43976506  010.26525326
112  45.43976506  010.26525326  45.43988658  010.26503134
112  45.43962298  010.26487419  45.43949450  010.26492668
112  45.43964796  010.26530915  45.43983314  010.26543340
113  45.43964796  010.26530915
110 2 0.00 84.0000 New Taxiway 61
111  45.43784234  010.26643834
112  45.43784234  010.26643834  45.43765961  010.26639907
112  45.43765448  010.26677582  45.43773484  010.26692803
112  45.43792358  010.26658559  45.43792073  010.26628325
113  45.43792358  010.26658559
110 2 0.00 84.0000 New Taxiway 61
