I
1050 Generated by WorldEditor 2.1.0r1

1   2811 1 0 UELL Neryungri Chulman
1302 city Neryungri
111  56.90603329  124.89374388
111  56.90591769  124.89372644
111  56.90600774  124.89237343
112  56.90600774  124.89237343  56.90593684  124.89228996
111  56.90593660  124.89218387
111  56.90622810  124.88836377
112  56.90622810  124.88836377  56.90628507  124.88799511
111  56.90642822  124.88785867
111  56.90723397  124.88724721
114  56.90723397  124.88724721  56.90750075  124.88716151
110 1 0.00 0.0000 New Taxiway 7
111  56.90591769  124.89372644
111  56.90603329  124.89374388
111  56.90627140  124.89377981
111  56.90645246  124.89380712
111  56.90649499  124.89334804
111  56.90669310  124.89338866
111  56.90676481  124.89218446
111  56.90699937  124.89222842
111  56.90695471  124.89304031
111  56.90720963  124.89310153
111  56.90732844  124.89104814
111  56.90707533  124.89100529
111  56.90702216  124.89180384
111  56.90678820  124.89175932
111  56.90686872  124.89061576
111  56.90662699  124.89054434
111  56.90650125  124.89036272
111  56.90667839  124.88809138
111  56.90667001  124.88777444
111  56.90649075  124.88790237
112  56.90649075  124.88790237  56.90632516  124.88806097
111  56.90629184  124.88829411
113  56.90600774  124.89237343
110 2 0.00 0.0000 New Taxiway 6
111  56.90714647  124.90223951
111  56.90739672  124.90205591
111  56.90667011  124.89854715
111  56.90665247  124.89846195
111  56.90663274  124.89836668
113  56.90638129  124.89854140
110 1 0.00 0.0000 New Taxiway 5
111  56.91094318  124.90298152
111  56.91123555  124.90225755
111  56.91119863  124.90208137
111  56.91116265  124.90216037
111  56.91112493  124.90217851
111  56.91100082  124.90250349
111  56.91097452  124.90262413
111  56.91088504  124.90276988
111  56.91086994  124.90283506
111  56.91067532  124.90285960
111  56.91066739  124.90282776
111  56.90683608  124.90284902
111  56.90684653  124.90248954
111  56.90710347  124.90231098
111  56.90711015  124.90226166
111  56.90714647  124.90223951
111  56.90638129  124.89854140
111  56.90632050  124.89858559
111  56.90709118  124.90228006
111  56.90684085  124.90245383
111  56.90658583  124.90263085
111  56.90666037  124.90299232
113  56.91057340  124.90298245
110 2 0.00 0.0000 New Taxiway 4
111  56.91733088  124.93135631
111  56.91711693  124.93168565
111  56.91726298  124.93243237
113  56.91755453  124.93242381
110 1 0.00 0.0000 New Taxiway 3
111  56.91907392  124.94105364
111  56.91910255  124.94116019
111  56.91925965  124.94032231
111  56.91923746  124.94021442
111  56.91919356  124.94024700
113  56.91919811  124.94027487
110 1 0.00 0.0000 New Taxiway 2
111  56.91924046  124.94180432
111  56.91926839  124.94192767
111  56.91951618  124.94176270
113  56.91948820  124.94162915
110 2 0.00 69.0000 New Taxiway 1
111  56.91970119  124.94233976
112  56.91970119  124.94233976  56.91979107  124.94231425
111  56.91997338  124.94212173
111  56.91989362  124.94141476
111  56.90827553  124.88599525
112  56.90827553  124.88599525  56.90817706  124.88556532
111  56.90807591  124.88543847
111  56.90783060  124.88561189
112  56.90783060  124.88561189  56.90780528  124.88569111
111  56.90785049  124.88610787
111  56.90791192  124.88641891
111  56.90769722  124.88675695
111  56.90785951  124.88753205
111  56.90814781  124.88752210
111  56.91119863  124.90208137
111  56.91123555  124.90225755
111  56.91094318  124.90298152
111  56.91057340  124.90298245
111  56.90666037  124.90299232
111  56.90658583  124.90263085
111  56.90684085  124.90245383
111  56.90709118  124.90228006
111  56.90632050  124.89858559
111  56.90606602  124.89876109
111  56.90604444  124.89865751
111  56.90598024  124.89870433
111  56.90593939  124.89851245
111  56.90577949  124.89862593
111  56.90622559  124.90074546
111  56.90599004  124.90173579
111  56.90597368  124.90180459
111  56.90472100  124.90268477
111  56.90474401  124.90279818
111  56.90340216  124.90372804
111  56.90337515  124.90359750
111  56.90117922  124.90515616
111  56.90103260  124.90447431
111  56.90019229  124.90505284
111  56.90067135  124.90725758
111  56.90488093  124.90431211
111  56.90612407  124.90344228
111  56.90631793  124.90344718
111  56.90643598  124.90335913
111  56.91057340  124.90334015
111  56.91106115  124.90333791
111  56.91139896  124.90347975
111  56.91146959  124.90360344
111  56.91164518  124.90418716
111  56.91171694  124.90453013
111  56.91604182  124.92520209
111  56.91582649  124.92553206
111  56.91598162  124.92626546
111  56.91599717  124.92630178
111  56.91602011  124.92628236
111  56.91603511  124.92631003
111  56.91627135  124.92629907
111  56.91733088  124.93135631
111  56.91755453  124.93242381
111  56.91919356  124.94024700
111  56.91923746  124.94021442
111  56.91925965  124.94032231
111  56.91910255  124.94116019
111  56.91924046  124.94180432
111  56.91948820  124.94162915
113  56.91951618  124.94176270
130 Boundary
111  56.90889646  124.87740434
111  56.90551183  124.87952247
111  56.90627391  124.88363862
111  56.90525349  124.89722661
111  56.90496538  124.89810806
111  56.90452824  124.89853282
111  56.90453270  124.89949491
111  56.89991498  124.90270691
111  56.90019996  124.90424336
111  56.89993976  124.90442032
111  56.90059745  124.90788890
111  56.90623957  124.90400059
111  56.90699211  124.90391911
111  56.91025523  124.90406335
111  56.91259321  124.91482714
111  56.91165798  124.91936368
111  56.91168881  124.92118017
111  56.91195088  124.92287431
111  56.90952031  124.92466254
111  56.91065081  124.92977304
111  56.91552817  124.93350307
111  56.91766504  124.94383610
111  56.91896511  124.94290887
111  56.92027803  124.94861521
111  56.92217932  124.94707602
111  56.91598470  124.91742211
111  56.91733103  124.91655613
111  56.91665127  124.91312685
111  56.91654849  124.91307037
111  56.91538789  124.91383769
111  56.91500589  124.91201435
111  56.91471051  124.91141095
111  56.91368260  124.90613649
113  56.91365177  124.89939735
120 Linear Feature 12
111  56.91057340  124.90298245 4
115  56.91057340  124.90334015
120 Linear Feature 14
111  56.90631793  124.90344718 3 102
111  56.90643598  124.90335913 3 102
111  56.91057340  124.90334015 3 102
111  56.91106115  124.90333791 3 102
111  56.91139896  124.90347975 3 102
111  56.91146959  124.90360344 3 102
115  56.91164518  124.90418716
120 Linear Feature 13
111  56.91123555  124.90225755 3 102
111  56.91094318  124.90298152 3 102
111  56.91057340  124.90298245 3 102
115  56.90666037  124.90299232
120 Linear Feature 26
111  56.90661290  124.89875659
112  56.90661290  124.89875659  56.90666810  124.89872925 20
111  56.90669054  124.89881700 20
111  56.90735238  124.90195494
112  56.90735238  124.90195494  56.90736298  124.90202807 20
111  56.90732389  124.90206583 20
111  56.90694383  124.90232488
112  56.90694383  124.90232488  56.90689040  124.90234817 20
111  56.90686853  124.90227270 20
111  56.90678155  124.90185650 22
111  56.90674754  124.90169374 22
111  56.90671319  124.90152936 20
111  56.90663409  124.90115084 22
111  56.90659653  124.90097111 22
111  56.90655801  124.90078678 20
111  56.90642989  124.90017369 22
111  56.90639756  124.90001898 22
111  56.90634935  124.89978827 20
111  56.90621681  124.89915401
112  56.90621681  124.89915401  56.90620515  124.89906341 20
113  56.90625631  124.89900725 20
120 Linear Feature 25
111  56.90617667  124.89912548 22
111  56.90670012  124.90162810 22
111  56.90673601  124.90179970 22
115  56.90684141  124.90230361
120 Linear Feature 24
111  56.90599004  124.90173579 20
111  56.90605486  124.90204339
112  56.90605486  124.90204339  56.90606795  124.90209402 20
111  56.90609732  124.90207841 20
111  56.90665322  124.90169572
112  56.90665322  124.90169572  56.90667359  124.90167729 20
111  56.90666552  124.90162583 20
115  56.90606602  124.89876109
120 Linear Feature 23
111  56.90473366  124.90259815 20
111  56.90474859  124.90267673
112  56.90474859  124.90267673  56.90475668  124.90270594 20
111  56.90477589  124.90269412 20
115  56.90581825  124.90196644
120 Linear Feature 22
111  56.90472269  124.90287803 20
111  56.90486098  124.90354929
112  56.90486098  124.90354929  56.90487673  124.90360434 20
111  56.90491084  124.90358711 20
111  56.90515829  124.90341628 22
111  56.90524217  124.90335837 22
111  56.90533465  124.90329452 20
111  56.90559537  124.90311453 22
111  56.90567789  124.90305756 22
111  56.90575281  124.90300584 20
111  56.90598814  124.90284337
112  56.90598814  124.90284337  56.90606650  124.90277442 20
112  56.90609743  124.90260856  56.90608573  124.90254147
111  56.90609743  124.90260856 20
111  56.90598021  124.90205731
112  56.90598021  124.90205731  56.90595201  124.90193863 20
111  56.90588402  124.90198049 20
111  56.90559101  124.90218676 22
111  56.90550731  124.90224568 22
111  56.90541216  124.90231265 20
111  56.90516210  124.90248517 22
111  56.90507290  124.90254753 22
111  56.90500023  124.90259833 20
111  56.90475373  124.90277066
114  56.90475373  124.90277066  56.90471006  124.90280571 20
120 Linear Feature 21
112  56.90484184  124.90360313  56.90485244  124.90367845 22
115  56.90482309  124.90370956
120 Linear Feature 20
111  56.90469409  124.90290318 22
111  56.90484184  124.90360313
112  56.90484184  124.90360313  56.90486049  124.90367379 22
115  56.90490901  124.90365033
120 Linear Feature 19
111  56.90356833  124.90371749 20
111  56.90370302  124.90436285
112  56.90370302  124.90436285  56.90371627  124.90440374 20
111  56.90374990  124.90438879 20
111  56.90400957  124.90420880 22
111  56.90407748  124.90416173 22
111  56.90416830  124.90409878 20
111  56.90437190  124.90395765 22
111  56.90444622  124.90390613 22
111  56.90453728  124.90384302 20
111  56.90478820  124.90366908
112  56.90478820  124.90366908  56.90481205  124.90364805 20
111  56.90480462  124.90358920 20
111  56.90465202  124.90284547 20
111  56.90437889  124.90303354 22
111  56.90427694  124.90310374 22
111  56.90418947  124.90316396 20
111  56.90399648  124.90329685 22
111  56.90390782  124.90335790 22
111  56.90381461  124.90342208 20
113  56.90360908  124.90356360 20
120 Linear Feature 18
111  56.90352800  124.90372686 22
115  56.90369129  124.90448981
120 Linear Feature 17
111  56.90184493  124.90579256 22
111  56.90369129  124.90448981 22
111  56.90482309  124.90370956 22
111  56.90490901  124.90365033 22
111  56.90611804  124.90281683
112  56.90611804  124.90281683  56.90615054  124.90275536 22
111  56.90613697  124.90262674 22
111  56.90606257  124.90225801 22
111  56.90602946  124.90209390 22
115  56.90601852  124.90203971
120 Linear Feature 16
111  56.90185942  124.90584436 20
111  56.90373760  124.90452585 20
111  56.90614974  124.90286191
112  56.90614974  124.90286191  56.90620528  124.90279668 20
111  56.90618392  124.90265846 20
111  56.90609946  124.90225591
112  56.90609946  124.90225591  56.90609353  124.90221247 20
111  56.90611981  124.90218511 20
111  56.90667827  124.90180040
112  56.90667827  124.90180040  56.90669898  124.90179232 20
111  56.90671083  124.90184420 20
115  56.90684085  124.90245383
120 Linear Feature 15
111  56.90349125  124.90375384 20
111  56.90362492  124.90436507
112  56.90362492  124.90436507  56.90364188  124.90445514 20
111  56.90359206  124.90449787 20
115  56.90183879  124.90573094
120 Linear Feature 44
112  56.90650354  124.90026672  56.90626357  124.90028458 1
115  56.90629772  124.90068325
120 Linear Feature 43
112  56.90628615  124.89924931  56.90613047  124.89926050 1
112  56.90609726  124.89972077  56.90613491  124.89992427
111  56.90609726  124.89972077 1
111  56.90629772  124.90068325
112  56.90629772  124.90068325  56.90632867  124.90087116 1
111  56.90630432  124.90102675 1
111  56.90622446  124.90135146
112  56.90622446  124.90135146  56.90618418  124.90153006 1
111  56.90620371  124.90172865 1
111  56.90626060  124.90199958 1
111  56.90641032  124.90271255 1
111  56.90647869  124.90303811
112  56.90647869  124.90303811  56.90651006  124.90315537 1
115  56.90656587  124.90316961
120 Linear Feature 42
111  56.90653160  124.90027625 1
111  56.90658555  124.90029225 1
111  56.90691375  124.90038959
112  56.90691375  124.90038959  56.90697329  124.90042475 1
115  56.90699796  124.90053792
120 Linear Feature 41
112  56.90197384  124.90481210  56.90188353  124.90474844 1
116  56.90181558  124.90509918  56.90184059  124.90523428
120 Linear Feature 40
111  56.90239089  124.90516037 1
111  56.90278697  124.90548470
112  56.90278697  124.90548470  56.90286965  124.90554371 1
115  56.90296508  124.90548073
120 Linear Feature 39
111  56.90314756  124.90461007 1
111  56.90355387  124.90494701
112  56.90355387  124.90494701  56.90363324  124.90500515 1
115  56.90372778  124.90495070
120 Linear Feature 38
112  56.90272686  124.90427900  56.90257211  124.90428832 1
115  56.90258681  124.90457739
120 Linear Feature 37
111  56.90709254  124.90105367 1
111  56.90703692  124.90109169 1
111  56.90698782  124.90112526 1
111  56.90671876  124.90130917 1
111  56.90636136  124.90155347
112  56.90636136  124.90155347  56.90620403  124.90168210 1
115  56.90626060  124.90199958
120 Linear Feature 37
111  56.90723647  124.90174241 1
111  56.90718733  124.90177719 1
111  56.90687059  124.90200131 1
111  56.90650846  124.90225755
112  56.90650846  124.90225755  56.90634828  124.90238820 1
115  56.90641032  124.90271255
120 Linear Feature 37
111  56.90489093  124.90271396 1
111  56.90490507  124.90278269 1
111  56.90507640  124.90361590
112  56.90507640  124.90361590  56.90514508  124.90392534 1
115  56.90533574  124.90383328
120 Linear Feature 37
111  56.90631909  124.89925979 1
111  56.90635751  124.89927142 1
111  56.90671255  124.89937896
112  56.90671255  124.89937896  56.90675937  124.89940053 1
111  56.90678860  124.89953585 1
111  56.90699796  124.90053792 1
111  56.90705062  124.90078997
112  56.90705062  124.90078997  56.90709557  124.90103147 1
115  56.90698782  124.90112526
120 Linear Feature 37
111  56.90573015  124.90212861 1
111  56.90574561  124.90220289 1
111  56.90592070  124.90304421
112  56.90592070  124.90304421  56.90599057  124.90336098 1
115  56.90617217  124.90325201
120 Linear Feature 37
111  56.90529561  124.90243317 1
111  56.90531012  124.90250285 1
111  56.90548615  124.90334875
112  56.90548615  124.90334875  56.90555603  124.90366552 1
115  56.90573651  124.90355477
120 Linear Feature 37
111  56.90447731  124.90299836 1
111  56.90449270  124.90307324 1
111  56.90466277  124.90390030
112  56.90466277  124.90390030  56.90473145  124.90420973 1
115  56.90492488  124.90411880
120 Linear Feature 37
111  56.90409897  124.90326348 1
111  56.90411673  124.90334982 1
111  56.90428443  124.90416541
112  56.90428443  124.90416541  56.90435312  124.90446366 1
115  56.90454720  124.90438126
120 Linear Feature 37
111  56.90237538  124.90514784 1
111  56.90234492  124.90512244 1
115  56.90199969  124.90483457
120 Linear Feature 37
111  56.90313049  124.90459592 1
111  56.90309766  124.90456940 1
115  56.90276492  124.90430060
120 Linear Feature 37
111  56.90373210  124.90352151 1
111  56.90374694  124.90359840 1
111  56.90390741  124.90443021
112  56.90390741  124.90443021  56.90397274  124.90473098 1
115  56.90416522  124.90464671
120 Linear Feature 37
111  56.90330458  124.90380180 1
111  56.90332115  124.90388362 1
111  56.90349107  124.90472263
112  56.90349107  124.90472263  56.90356230  124.90499377 1
115  56.90372778  124.90495070
120 Linear Feature 37
111  56.90291019  124.90404847 1
111  56.90292596  124.90412258 1
111  56.90311885  124.90502955
112  56.90311885  124.90502955  56.90317907  124.90527879 1
115  56.90336332  124.90520398
120 Linear Feature 37
111  56.90253570  124.90432225 1
111  56.90255372  124.90441221 1
111  56.90258681  124.90457739 1
111  56.90272828  124.90528363
112  56.90272828  124.90528363  56.90279485  124.90554063 1
115  56.90296508  124.90548073
120 Linear Feature 37
111  56.90214432  124.90455191 1
111  56.90216213  124.90463566 1
111  56.90235297  124.90553297
112  56.90235297  124.90553297  56.90242947  124.90582228 1
115  56.90260468  124.90573119
120 Linear Feature 37
111  56.90175804  124.90485069 1
111  56.90177992  124.90494522 1
111  56.90181558  124.90509918 1
111  56.90198135  124.90581507
112  56.90198135  124.90581507  56.90205608  124.90608474 1
115  56.90221366  124.90600292
120 Linear Feature 37
111  56.90653441  124.90024647 1
115  56.90653786  124.90020997
120 Linear Feature 37
111  56.90632190  124.89923001 1
115  56.90632535  124.89919350
120 Linear Feature 37
111  56.90574561  124.90211806 1
115  56.90576457  124.90210512
120 Linear Feature 37
111  56.90531107  124.90242262 1
115  56.90533003  124.90240968
120 Linear Feature 37
111  56.90449277  124.90298784 1
115  56.90451174  124.90297493
120 Linear Feature 37
111  56.90411444  124.90325296 1
115  56.90413340  124.90324005
120 Linear Feature 37
111  56.90236842  124.90517523 1
115  56.90235987  124.90520881
120 Linear Feature 37
111  56.90312377  124.90462351 1
115  56.90311552  124.90465734
120 Linear Feature 37
111  56.90374768  124.90351157 1
115  56.90376679  124.90349938
120 Linear Feature 37
111  56.90332008  124.90379142 1
115  56.90333908  124.90377869
120 Linear Feature 37
111  56.90292559  124.90403763 1
115  56.90294448  124.90402434
120 Linear Feature 37
111  56.90255121  124.90431197 1
115  56.90257024  124.90429937
120 Linear Feature 37
111  56.90215972  124.90454107 1
115  56.90217860  124.90452778
120 Linear Feature 37
111  56.90177325  124.90483898 1
115  56.90179190  124.90482463
120 Linear Feature 37
111  56.90139404  124.90510452 1
115  56.90141269  124.90509016
120 Linear Feature 37
111  56.90709637  124.90107250 1
115  56.90710096  124.90109511
120 Linear Feature 37
111  56.90724041  124.90176116 1
115  56.90724515  124.90178367
120 Linear Feature 37
111  56.90490122  124.90270696 1
115  56.90491356  124.90269856
120 Linear Feature 37
111  56.90708412  124.90101224 1
115  56.90708872  124.90103485
120 Linear Feature 37
111  56.90722779  124.90170116 1
115  56.90723252  124.90172367
120 Linear Feature 37
111  56.90486831  124.90272935 1
115  56.90488065  124.90272095
120 Linear Feature 37
111  56.90652534  124.90034253 1
115  56.90652879  124.90030603
120 Linear Feature 37
111  56.90631283  124.89932607 1
115  56.90631628  124.89928956
120 Linear Feature 37
111  56.90569574  124.90215211 1
115  56.90571469  124.90213917
120 Linear Feature 37
111  56.90526120  124.90245666 1
115  56.90528015  124.90244372
120 Linear Feature 37
111  56.90444288  124.90302179 1
115  56.90446184  124.90300888
120 Linear Feature 37
111  56.90406454  124.90328691 1
115  56.90408351  124.90327400
120 Linear Feature 37
111  56.90239089  124.90508687 1
115  56.90238235  124.90512046
120 Linear Feature 37
111  56.90314546  124.90453450 1
115  56.90313721  124.90456833
120 Linear Feature 37
111  56.90369742  124.90354363 1
115  56.90371652  124.90353145
120 Linear Feature 37
111  56.90327009  124.90382492 1
115  56.90328909  124.90381219
120 Linear Feature 37
111  56.90287591  124.90407260 1
115  56.90289479  124.90405931
120 Linear Feature 37
111  56.90250116  124.90434514 1
115  56.90252019  124.90433253
120 Linear Feature 37
111  56.90211003  124.90457605 1
115  56.90212891  124.90456275
120 Linear Feature 37
111  56.90172418  124.90487675 1
115  56.90174283  124.90486239
120 Linear Feature 37
111  56.90134497  124.90514228 1
115  56.90136362  124.90512793
120 Linear Feature 36
112  56.91117586  124.90315795  56.91140093  124.90311286 1
112  56.91147479  124.90234648  56.91140621  124.90199542
111  56.91147479  124.90234648 1
115  56.91133324  124.90167657
120 Linear Feature 35
111  56.90137883  124.90511622 1
111  56.90140297  124.90522047 1
111  56.90160215  124.90608060
112  56.90160215  124.90608060  56.90167687  124.90635026 1
111  56.90183610  124.90626529 1
111  56.90221366  124.90600292 1
111  56.90260468  124.90573119 1
111  56.90296508  124.90548073 1
111  56.90336332  124.90520398 1
111  56.90372778  124.90495070 1
111  56.90416522  124.90464671 1
111  56.90454720  124.90438126 1
111  56.90492488  124.90411880 1
111  56.90533574  124.90383328 1
111  56.90573651  124.90355477 1
111  56.90617217  124.90325201 1
111  56.90624615  124.90320060
112  56.90624615  124.90320060  56.90629526  124.90317083 1
111  56.90634814  124.90316947 1
111  56.90656587  124.90316961 1
111  56.91117586  124.90315795 1
111  56.91128922  124.90315768
112  56.91128922  124.90315768  56.91164895  124.90322612 1
111  56.91176577  124.90374203 1
115  56.91200767  124.90488601
120 Linear Feature 34
111  56.90677610  124.90164597 20
111  56.90678093  124.90166927 20
115  56.90678576  124.90169256
120 Linear Feature 34
111  56.90662483  124.90092394 20
111  56.90662966  124.90094724 20
115  56.90663449  124.90097053
120 Linear Feature 34
111  56.90567399  124.90297035 20
111  56.90566126  124.90297912 20
115  56.90564852  124.90298789
120 Linear Feature 34
111  56.90523815  124.90327078 20
111  56.90522542  124.90327955 20
115  56.90521268  124.90328833
120 Linear Feature 34
111  56.90444542  124.90383345 20
111  56.90443268  124.90384222 20
115  56.90441994  124.90385100
120 Linear Feature 34
111  56.90407677  124.90408954 20
111  56.90406403  124.90409832 20
115  56.90405130  124.90410709
120 Linear Feature 34
111  56.90393538  124.90341623 20
111  56.90392264  124.90342500 20
115  56.90390991  124.90343377
120 Linear Feature 34
111  56.90430329  124.90315951 20
111  56.90429056  124.90316828 20
115  56.90427782  124.90317706
120 Linear Feature 34
111  56.90510301  124.90262085 20
111  56.90509028  124.90262962 20
115  56.90507754  124.90263839
120 Linear Feature 34
111  56.90553754  124.90231931 20
111  56.90552480  124.90232808 20
115  56.90551207  124.90233685
120 Linear Feature 34
111  56.90642639  124.89997142 20
111  56.90643122  124.89999472 20
115  56.90643605  124.90001801
120 Linear Feature 33
111  56.90674754  124.90169374 20
115  56.90678093  124.90166927
120 Linear Feature 33
111  56.90659653  124.90097111 20
115  56.90662966  124.90094724
120 Linear Feature 33
111  56.90566126  124.90297912 22
115  56.90567789  124.90305756
120 Linear Feature 33
111  56.90522542  124.90327955 22
115  56.90524217  124.90335837
120 Linear Feature 33
111  56.90443268  124.90384222 22
115  56.90444622  124.90390613
120 Linear Feature 33
111  56.90406403  124.90409832 22
115  56.90407748  124.90416173
120 Linear Feature 33
111  56.90390782  124.90335790 22
115  56.90392264  124.90342500
120 Linear Feature 33
111  56.90427694  124.90310374 22
115  56.90429056  124.90316828
120 Linear Feature 33
111  56.90507290  124.90254753 22
115  56.90509028  124.90262962
120 Linear Feature 33
111  56.90550731  124.90224568 22
115  56.90552480  124.90232808
120 Linear Feature 33
111  56.90639756  124.90001898 22
115  56.90643122  124.89999472
120 Linear Feature 32
111  56.90274481  124.90419962 20
111  56.90276492  124.90430060 20
111  56.90280983  124.90452617 20
111  56.90290568  124.90463350 20
111  56.90312173  124.90448817 20
115  56.90315531  124.90428691
120 Linear Feature 32
111  56.90198521  124.90476183 20
111  56.90199969  124.90483457 20
111  56.90205022  124.90508836 20
111  56.90214607  124.90519570 20
111  56.90236212  124.90505037 20
115  56.90239570  124.90484912
120 Linear Feature 31
111  56.90479737  124.90275589 20
111  56.90498562  124.90262567 20
111  56.90510597  124.90277358 20
111  56.90519256  124.90319134 20
111  56.90515973  124.90340744 20
111  56.90494824  124.90355391 20
111  56.90483726  124.90341396 20
113  56.90476188  124.90304106 20
120 Linear Feature 31
111  56.90366985  124.90353533 20
111  56.90378025  124.90345843 20
111  56.90394126  124.90360190 20
111  56.90401992  124.90399058 20
111  56.90398831  124.90421598 20
111  56.90378598  124.90435574 20
111  56.90368518  124.90422689 20
113  56.90360603  124.90384328 20
120 Linear Feature 31
111  56.90404660  124.90327307 20
111  56.90415192  124.90319710 20
111  56.90431497  124.90334337 20
111  56.90439363  124.90373205 20
111  56.90436507  124.90395373 20
111  56.90416274  124.90409349 20
111  56.90406347  124.90396371 20
113  56.90398482  124.90356612 20
120 Linear Feature 31
111  56.90441845  124.90301497 20
111  56.90453048  124.90293676 20
111  56.90469353  124.90308303 20
111  56.90477219  124.90347060 20
111  56.90474362  124.90369228 20
111  56.90454130  124.90383316 20
111  56.90443948  124.90370058 20
113  56.90436338  124.90330392 20
120 Linear Feature 31
111  56.90519667  124.90247416 20
111  56.90538746  124.90234005 20
111  56.90553525  124.90248073 20
111  56.90561635  124.90287837 20
111  56.90556642  124.90312242 20
111  56.90533906  124.90328008 20
111  56.90521917  124.90315398 20
113  56.90513574  124.90275060 20
120 Linear Feature 31
111  56.90562923  124.90217466 20
111  56.90582002  124.90204055 20
111  56.90596780  124.90217968 20
111  56.90605285  124.90257552 20
111  56.90599226  124.90283240 20
111  56.90576490  124.90299006 20
111  56.90565224  124.90285837 20
113  56.90556830  124.90245051 20
120 Linear Feature 30
112  56.90666790  124.90174849  56.90670429  124.90170707 22
115  56.90670012  124.90162810
120 Linear Feature 29
112  56.90606257  124.90225801  56.90606198  124.90217982 22
115  56.90609247  124.90214035
120 Linear Feature 28
112  56.90602946  124.90209390  56.90605313  124.90214955 22
111  56.90609247  124.90214035 22
111  56.90666790  124.90174849
112  56.90666790  124.90174849  56.90671525  124.90172713 22
115  56.90673601  124.90179970
120 Linear Feature 27
111  56.90278362  124.90402800 20
111  56.90295669  124.90391013 20
111  56.90310180  124.90401380 20
111  56.90315531  124.90428691 20
111  56.90318683  124.90445045 20
111  56.90314756  124.90461007 20
111  56.90310527  124.90478200 20
111  56.90293684  124.90490028 20
111  56.90276198  124.90477380 20
111  56.90269167  124.90443461 20
111  56.90272686  124.90427900 20
113  56.90274481  124.90419962 20
120 Linear Feature 27
111  56.90202549  124.90459668 20
111  56.90219708  124.90447234 20
111  56.90234219  124.90457601 20
