I
1050 Generated by WorldEditor 2.1.0r1

1     82 1 0 UOOD Dudinka
1302 city Dudinka
111  69.36894264  086.14619537
111  69.36903004  086.14619686
111  69.36907901  086.14627382
111  69.36909692  086.14618778
111  69.36913743  086.14624020
111  69.36931222  086.14545431
111  69.36885697  086.14463246
111  69.36884647  086.14468922
111  69.36880196  086.14460230
111  69.36879236  086.14464792
111  69.36865449  086.14440348
111  69.36855749  086.14482951
111  69.36868997  086.14506485
111  69.36867976  086.14512172
111  69.36872223  086.14519414
111  69.36871253  086.14525838
111  69.36876043  086.14534355
111  69.36872483  086.14549620
111  69.36876659  086.14558620
113  69.36874719  086.14568549
110 2 0.00 32.3800 New Taxiway 34
111  69.37427155  086.15552139
111  69.37431486  086.15559564
111  69.37429550  086.15569489
111  69.37434305  086.15577814
111  69.37431282  086.15590050
111  69.37435970  086.15598813
111  69.37433041  086.15611246
111  69.37434706  086.15614610
111  69.37431628  086.15627134
111  69.37432992  086.15629432
111  69.37383919  086.15850736
111  69.37382307  086.15847890
111  69.37379567  086.15860546
111  69.37378012  086.15857382
111  69.37375207  086.15870668
111  69.37370643  086.15862237
111  69.37367694  086.15875340
111  69.37363184  086.15867027
111  69.37361100  086.15875932
111  69.37356671  086.15867170
111  69.37355451  086.15872241
111  69.37210472  086.15612374
111  69.37162201  086.15810007
111  69.37365348  086.16179290
111  69.37369088  086.16161072
111  69.37364894  086.16153344
111  69.37373769  086.16114526
111  69.37377963  086.16122254
111  69.37411319  086.15971446
111  69.37401064  086.15954587
111  69.37401963  086.15949658
111  69.37397673  086.15941681
111  69.37399162  086.15932425
111  69.37394806  086.15924387
111  69.37397708  086.15911156
111  69.37393133  086.15903470
111  69.37396084  086.15889736
111  69.37394594  086.15887069
111  69.37397527  086.15873946
111  69.37395882  086.15870953
111  69.37441688  086.15664933
111  69.37449394  086.15642401
111  69.37450851  086.15644182
111  69.37453079  086.15633503
111  69.37458306  086.15641268
111  69.37460517  086.15630031
111  69.37465549  086.15637873
111  69.37467553  086.15626678
111  69.37472260  086.15633786
111  69.37480694  086.15593951
113  69.37435726  086.15515991
110 4 0.00 32.3800 New Taxiway 33
111  69.38270547  086.16862516
111  69.37765012  086.15952228
111  69.36847071  086.14311241
112  69.36847071  086.14311241  69.36819191  086.14277041
112  69.36808326  086.14523803  69.36839804  086.14601392
111  69.36808326  086.14523803
111  69.37012099  086.14885930
112  69.37012099  086.14885930  69.37050951  086.14922686
111  69.37084313  086.15014629
111  69.37125992  086.15086915
111  69.37133069  086.15084853
112  69.37133069  086.15084853  69.37155762  086.15110853
111  69.37160962  086.15151232
111  69.37288793  086.15377786
111  69.37292083  086.15407233
111  69.37357503  086.15514251
112  69.37357503  086.15514251  69.37370844  086.15534249
112  69.37395353  086.15563653  69.37408543  086.15590459
111  69.37395353  086.15563653
111  69.37399271  086.15576404
111  69.37410339  086.15593199
111  69.37413746  086.15608737
111  69.37410234  086.15622288
111  69.37411125  086.15630161
111  69.37403678  086.15663427
112  69.37403678  086.15663427  69.37401569  086.15675055
112  69.37402972  086.15700923  69.37400984  086.15713919
111  69.37402972  086.15700923
111  69.37401158  086.15707366
112  69.37401158  086.15707366  69.37396881  086.15714035
111  69.37394928  086.15736587
111  69.37390749  086.15756709
112  69.37390749  086.15756709  69.37383039  086.15759958
111  69.37385117  086.15784822
111  69.37374892  086.15819447
112  69.37374892  086.15819447  69.37367710  086.15837176
111  69.37357525  086.15823249
111  69.37225653  086.15582553
112  69.37225653  086.15582553  69.37218908  086.15577447
111  69.37208374  086.15608120
111  69.37167784  086.15773064
112  69.37167784  086.15773064  69.37164911  086.15784055
111  69.37155006  086.15780225
112  69.37155006  086.15780225  69.37150809  086.15777672
112  69.37141112  086.15784620  69.37139913  086.15810147
111  69.37141112  086.15784620
111  69.37143481  086.15819807
111  69.37358970  086.16211894
111  69.37359785  086.16238495
111  69.37371208  086.16259042
111  69.37374432  086.16285094
111  69.37386557  086.16274695
111  69.37390071  086.16283163
111  69.37405269  086.16267801
112  69.37405269  086.16267801  69.37407663  086.16264846
111  69.37409432  086.16257291
111  69.37413564  086.16223883
111  69.37412090  086.16220611
111  69.37413933  086.16212848
112  69.37413933  086.16212848  69.37423475  086.16213833
111  69.37418866  086.16195961
111  69.37416976  086.16194350
111  69.37415759  086.16180134
111  69.37419490  086.16177786
111  69.37419570  086.16160376
111  69.37417818  086.16162217
111  69.37413674  086.16147421
111  69.37417250  086.16127347
111  69.37421444  086.16056484
111  69.37427327  086.16045006
112  69.37427327  086.16045006  69.37426604  086.16031258
111  69.37428665  086.16017266
111  69.37441467  086.15990019
111  69.37412392  086.15938551
112  69.37412392  086.15938551  69.37407745  086.15924084
111  69.37408989  086.15897468
111  69.37436914  086.15772128
111  69.37435855  086.15755902
111  69.37447643  086.15694131
112  69.37447643  086.15694131  69.37453219  086.15679834
111  69.37462730  086.15685291
111  69.37972476  086.16613285
111  69.37983694  086.16649362
111  69.38023509  086.16667452
111  69.38195322  086.16981215
112  69.38195322  086.16981215  69.38212676  086.17010637
112  69.38289404  086.17067104  69.38332598  086.17134126
111  69.38289404  086.17067104
111  69.38515785  086.17476620
111  69.38548704  086.17501952
111  69.38554155  086.17494676
111  69.38589035  086.17525651
111  69.38608227  086.17370544
111  69.38617937  086.17346767
111  69.38639919  086.17380192
111  69.38650792  086.17314071
111  69.38667952  086.17244630
111  69.38667168  086.17181547
113  69.38343589  086.16905096
111  69.38326791  086.17083772
111  69.38327044  086.17074570
111  69.38322909  086.17066063
112  69.38322909  086.17066063  69.38324817  086.17047095
111  69.38333337  086.17048998
111  69.38359906  086.17092422
111  69.38358396  086.17108852
111  69.38363312  086.17118594
111  69.38368040  086.17119048
112  69.38368040  086.17119048  69.38392323  086.17153103
111  69.38421390  086.17155690
111  69.38424061  086.17165779
111  69.38455415  086.17188326
111  69.38456761  086.17200128
111  69.38468361  086.17198537
111  69.38470377  086.17211184
111  69.38436195  086.17215154
111  69.38438863  086.17233602
111  69.38468176  086.17237009
112  69.38468176  086.17237009  69.38471195  086.17278398
112  69.38499265  086.17339385  69.38499161  086.17356236
111  69.38499265  086.17339385
111  69.38498454  086.17377170
112  69.38498454  086.17377170  69.38498003  086.17381683
113  69.38495518  086.17379308
130 Boundary
111  69.36693612  086.14643584
111  69.36733745  086.15069482
111  69.36679541  086.15335921
111  69.36985874  086.15903573
111  69.37126043  086.15992021
111  69.37408869  086.16541352
111  69.37501531  086.16146735
111  69.37444430  086.16026468
111  69.37494245  086.15808721
111  69.38268783  086.17186230
111  69.38675983  086.17694747
111  69.38754187  086.17633883
111  69.38795786  086.17630504
111  69.38825477  086.17734522
111  69.38851624  086.17851849
111  69.38923464  086.17697770
111  69.38890721  086.17376684
111  69.38316532  086.16819000
111  69.36958964  086.14432085
113  69.36820439  086.13959594
120 Linear Feature 53
112  69.38433863  086.17117866  69.38425538  086.17110500 22
112  69.38421189  086.17064417  69.38421649  086.17056220
111  69.38421189  086.17064417 22
115  69.38422114  086.17054444
120 Linear Feature 52
112  69.38462906  086.17146222  69.38467725  086.17143997 22
112  69.38467364  086.17115084  69.38464773  086.17099686
111  69.38467364  086.17115084 22
115  69.38463517  086.17095914
120 Linear Feature 51
111  69.38562413  086.17249054 1
115  69.38563621  086.17238381
120 Linear Feature 51
111  69.38451342  086.17141826 1
115  69.38452551  086.17131155
120 Linear Feature 51
111  69.38389642  086.17079235 1
115  69.38390850  086.17068564
120 Linear Feature 51
111  69.38560636  086.17247430 1
111  69.38561240  086.17242094 1
115  69.38561844  086.17236758
120 Linear Feature 51
111  69.38449565  086.17140203 1
111  69.38450169  086.17134867 1
115  69.38450773  086.17129531
120 Linear Feature 51
111  69.38387865  086.17077612 1
111  69.38388469  086.17072276 1
115  69.38389073  086.17066940
120 Linear Feature 50
111  69.38561240  086.17242094 1
115  69.38557676  086.17238868
120 Linear Feature 50
111  69.38450169  086.17134867 1
115  69.38446605  086.17131641
120 Linear Feature 50
111  69.38388469  086.17072276 1
115  69.38384905  086.17069050
120 Linear Feature 49
111  69.38392910  086.17043691 20
111  69.38397566  086.17070038 20
111  69.38395269  086.17088529 20
111  69.38386763  086.17099602 20
111  69.38379309  086.17092170 20
111  69.38371396  086.17061878 20
111  69.38372719  086.17051490 20
113  69.38385549  086.17035942 20
120 Linear Feature 48
112  69.38399256  086.17043715  69.38404054  086.17069791 20
112  69.38386763  086.17099602  69.38376412  086.17098364
111  69.38386763  086.17099602
111  69.38379309  086.17092170
112  69.38379309  086.17092170  69.38373974  086.17080881 20
112  69.38375968  086.17040930  69.38379980  086.17022980
111  69.38375968  086.17040930
114  69.38375968  086.17040930  69.38381520  086.17016091 20
120 Linear Feature 47
112  69.38531716  086.17164222  69.38524813  086.17210164 22
115  69.38541654  086.17224319
120 Linear Feature 46
111  69.38377107  086.17044167 20
111  69.38376093  086.17043147 20
115  69.38375080  086.17042127
120 Linear Feature 46
111  69.38401026  086.17081471 20
111  69.38400012  086.17080451 20
115  69.38398999  086.17079431
120 Linear Feature 46
111  69.38432099  086.17110680 20
111  69.38431085  086.17109660 20
115  69.38430072  086.17108640
120 Linear Feature 46
111  69.38462676  086.17142047 20
111  69.38461662  086.17141027 20
115  69.38460649  086.17140007
120 Linear Feature 46
111  69.38543586  086.17221894 20
111  69.38542578  086.17220830 20
115  69.38541571  086.17219765
120 Linear Feature 46
111  69.38572913  086.17251944 20
111  69.38571905  086.17250880 20
115  69.38570898  086.17249815
120 Linear Feature 45
111  69.38379809  086.17012070 22
115  69.38376093  086.17043147
120 Linear Feature 45
111  69.38405203  086.17037505 22
115  69.38400012  086.17080451
120 Linear Feature 45
111  69.38436065  086.17068417 22
115  69.38431085  086.17109660
120 Linear Feature 45
111  69.38466665  086.17099066 22
115  69.38461662  086.17141027
120 Linear Feature 45
111  69.38547555  086.17180087 22
115  69.38542578  086.17220830
120 Linear Feature 45
111  69.38576996  086.17209575 22
115  69.38571905  086.17250880
120 Linear Feature 45
111  69.38571461  086.17255255 20
111  69.38571018  086.17258386 20
115  69.38570574  086.17261517
120 Linear Feature 44
111  69.38592735  086.17279256 22
115  69.38571018  086.17258386
120 Linear Feature 43
111  69.38459748  086.17132228 20
111  69.38457218  086.17151390 20
111  69.38449618  086.17162637 20
111  69.38439083  086.17152030 20
111  69.38433365  086.17121973 20
111  69.38433863  086.17117866 20
111  69.38434468  086.17112867 20
111  69.38447068  086.17098325 20
113  69.38455351  086.17106366 20
120 Linear Feature 43
111  69.38570505  086.17242537 20
111  69.38567975  086.17261699 20
111  69.38559981  086.17273171 20
111  69.38550688  086.17263864 20
111  69.38544231  086.17231188 20
111  69.38545376  086.17221606 20
111  69.38558729  086.17205067 20
113  69.38566409  086.17212253 20
120 Linear Feature 42
111  69.38332186  086.16967475 20
111  69.38330620  086.16979883
111  69.38328245  086.16998693 20
111  69.38326715  086.17010814 20
111  69.38322488  086.17006546
111  69.38317679  086.17001690 20
111  69.38313161  086.16997128 20
111  69.38314657  086.16985559
111  69.38317179  086.16966049 20
111  69.38318783  086.16953646 20
111  69.38322577  086.16957561
113  69.38327822  086.16962972 20
120 Linear Feature 41
112  69.38326876  086.16976823  69.38328346  086.16985781 1
112  69.38322383  086.16995032  69.38318917  086.16994167 1
114  69.38319077  086.16974877  69.38321074  086.16966784 1
14  69.38895838  086.17693476  82.02 0 Tower
1300  69.38664568  086.17286369 214.48 hangar turboprops|props|helos Hangar
1301 B none 
1300  69.38388469  086.17072276  17.56 gate turboprops|helos Apron 1 Stand 1
1301 B airline 
1300  69.38450169  086.17134867  17.56 gate turboprops|helos Apron 1 Stand 2
1301 B airline 
1300  69.38561240  086.17242094  17.56 gate turboprops|helos Apron 1 Stand 3
1301 B airline 
1300  69.37193855  086.15758028 302.75 tie_down turboprops|props|helos Apron 2 Stand 1
1301 B general_aviation 
1300  69.37213281  086.15793766 302.75 tie_down turboprops|props|helos Apron 2 Stand 2
1301 B general_aviation 
1300  69.37233427  086.15827462 302.75 tie_down turboprops|props|helos Apron 2 Stand 3
1301 B general_aviation 
1300  69.37252673  086.15862691 302.75 tie_down turboprops|props|helos Apron 2 Stand 4
1301 B general_aviation 
1300  69.37272099  086.15897919 302.75 tie_down turboprops|props|helos Apron 2 Stand 5
1301 B general_aviation 
1300  69.37292635  086.15936211 302.75 tie_down turboprops|props|helos Apron 2 Stand 6
1301 B general_aviation 
1300  69.37311731  086.15972802 302.75 tie_down turboprops|props|helos Apron 2 Stand 7
1301 B general_aviation 
1300  69.37332236  086.16009563 302.75 tie_down turboprops|props|helos Apron 2 Stand 8
1301 B general_aviation 
1300  69.37352742  086.16044793 302.75 tie_down turboprops|props|helos Apron 2 Stand 9
1301 B general_aviation 
1300  69.37371928  086.16078831 302.75 tie_down turboprops|props|helos Apron 2 Stand 10
1301 B general_aviation 
18  69.38895838  086.17693476 1 Beacon
54 12800 Yelovka Tower
99
